0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
영동,154532,692,92812,2049,56329,7075,18789,42271,323103,14482,15688,39631,34949,91994,1837,3462,87396,66,103,0,0,0,121,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,417,215,583,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,546,0,671,140,0,0,270,6354,62,795,0,0,0,0,0
김천,255838,125,122609,1745,83711,11263,30855,22479,195395,5387,41682,18466,198887,523287,19681,8409,208531,0,0,148,0,0,15542,0,0,1190,0,0,0,0,0,0,633,9,0,0,0,0,0,0,0,0,0,0,0,0,716,235,79,1218,0,0,0,1486,0,0,0,0,88934,47812,13531,326,0,0,0,0,536,2321,0,0,0,0,40,0,7733,3448,896,0,662,19934,353,3490,0,0,0,0,0
구미,320069,1643,125652,1609,95578,13840,36619,28830,216483,4848,36021,201621,148834,1485214,70213,25038,385870,0,0,1132,0,0,5452,0,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,949,0,0,0,0,360,0,0,0,3534,5741,1820,0,0,0,0,0,0,495,0,0,0,0,198,0,6717,5411,3862,0,1720,21379,812,9757,0,0,0,0,0
동대구,2135219,6507,476791,6241,402532,56206,155810,68636,655521,8853,93283,737509,1191664,5324,347269,376776,3223659,0,1272,10544,2,32493,148667,118253,50181,163520,22,477,2512,0,463,194,110,139,0,0,0,0,0,0,135,0,0,0,0,65,572,0,0,690,2604,1233,943,6972,140,0,0,0,20466,24304,6624,0,0,11529,35664,7869,13256,48911,0,3278,0,0,1441,1145,20841,55406,26733,2696,14979,153830,3733,13975,0,0,0,0,1531
청도,38983,3627,17110,691,11133,1625,2898,2057,18278,312,2036,22790,74196,357162,86429,58952,485202,0,0,0,0,547,422,0,0,14,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,40,0,0,0,1952,2105,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,356,1916,32090,767,3236,0,0,0,0,0
삼량진,104672,2514,26427,508,18804,2252,6431,5960,34838,428,3011,9050,23716,385373,60054,244113,1992993,0,0,0,0,0,365,0,0,367,0,0,476,0,29,42,402,668,0,0,0,301,571,0,779,0,0,0,230,145,0,0,0,0,0,288,720,4230,521,0,0,0,433,552,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186,20880,88492,3488,12141,677,221,409,76,297
부산,2879219,9058,543570,3725,446721,53458,167387,106087,1003377,7610,90571,224260,387401,3190974,471255,1947802,991650,0,0,0,0,5598,7356,1,1,580,0,492,3087,0,1445,3604,32135,585,0,0,67,9430,556,0,1162,0,0,0,0,0,0,0,0,2657,595,72,1872,4707,1080,0,0,360,16167,19860,8105,0,0,0,2,2,0,472,0,0,0,0,212648,38162,30041,19687,1197,3176,92279,160658,18549,22950,9427,3793,11003,2182,22226
팔당,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,21104,17121,4630,107,952,436,243,30,456,0,0,162,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,140351,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,106,75,4,97,23,537,30,27,0,0,0,0,0,360,0,0,0,0,0
양평,0,0,634,0,0,0,0,0,0,0,103,0,0,1847,0,0,3,25637,68052,90662,160,9523,5150,3284,299,552,0,0,146,0,0,0,0,0,0,10,0,0,2,0,1,0,0,0,0,0,31,0,0,0,1320,715243,0,0,4512,0,0,1560,0,0,0,0,0,53,234,284,1468,1426,591,775,194,2351,2923,92,1826,827,0,0,0,0,0,0,0,0,0,0,0
원주,2160,0,40,0,693,0,0,0,5643,0,0,148,1132,12190,2016,0,1,3303,86866,110172,3116,56103,45205,31200,1955,5530,1200,773,534,0,0,0,0,727,0,705,0,0,733,0,0,615,0,0,0,0,356,0,0,0,600,689421,0,1560,2280,0,0,1440,0,0,0,0,9,231,3637,6835,7952,9695,18758,15686,9035,82473,26064,1051,23070,8338,215,0,0,0,0,0,0,0,0,0,0
봉양,0,0,0,0,0,0,0,390,0,0,0,0,0,26,0,0,0,99,207,1776,41,1371,909,442,111,138,55,0,0,0,0,0,0,32,0,29,0,0,224,2253,5401,0,0,0,0,0,46,0,0,0,0,8742,0,1080,936,0,0,0,0,0,0,0,0,0,3,0,0,0,20,9,0,34,950,107,1642,504,3,0,0,0,0,0,0,0,0,0,0
제천,6609,778,4161,564,15786,3683,15061,72901,154088,0,0,0,612,42075,0,779,1547,875,10471,43536,891,19316,120317,70076,5972,10608,0,0,357,0,347,25,851,1379,0,0,2,585,1325,322326,165979,137,780,0,0,0,0,0,0,0,0,437947,548,461,120,152,92,0,0,0,0,0,0,479,5472,6514,29786,26913,28978,24920,15603,82655,46613,2292,37947,18111,88,389,310,3056,0,103,621,0,0,0,0
영주,4197,2485,1473,0,8961,2273,4034,0,4053,0,0,14718,3692,146592,293,249,4869,353,7173,46609,1290,122446,41345,160261,13860,23173,0,0,0,0,0,0,0,0,0,0,1498,0,701,9289,3851,0,0,0,0,0,0,0,0,0,0,484417,0,0,0,0,0,0,6731,11977,78560,0,0,63901,90025,11864,38800,72004,0,0,0,0,62720,2160,47384,28357,35,190,0,664,0,0,0,0,0,0,0
안동,0,1578,0,0,645,0,532,1,1664,170,0,0,0,142580,0,0,0,266,4555,31355,269,65050,139996,51768,33937,27635,0,0,0,0,0,0,0,1084,82,0,0,0,31,1,16,0,0,0,487,433,337,0,0,103,0,342776,0,0,0,0,0,0,2,0,0,0,0,4375,23384,2854,8577,12094,0,1,0,1,49191,2352,54526,33396,223,0,0,184,0,0,0,0,0,0,0
의성,0,478,0,0,0,0,0,0,1621,221,0,0,0,66855,0,0,0,29,292,1761,16,4806,12105,42229,18049,33633,0,0,661,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,673,0,24125,0,0,0,0,0,0,0,0,0,0,0,710,2976,424,1404,2276,0,1,2,1,11532,795,13644,17404,161,0,0,0,0,0,0,0,0,0,0
영천,28979,290,809,0,1725,6,353,168,5466,0,35,1100,2380,98931,2,151,602,446,372,3006,21,7788,19438,26061,33213,30615,0,0,160,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,2753,0,2021,912,72,936,216,0,0,0,0,0,1743,3556,463,1425,2722,0,0,0,0,8830,2625,17814,39203,7753,0,0,0,0,0,0,0,0,0,0
논산,345484,10210,174385,2796,104952,17836,27104,28315,251721,0,0,0,0,10566,0,6696,7992,0,0,1200,55,0,0,0,0,0,31446,66174,28318,5508,31505,5600,20726,10243,1209,5336,4047,16409,12128,0,14801,0,0,0,0,0,0,0,0,523,197,72,15811,0,110,0,16745,0,0,0,0,0,5240,0,286,0,0,0,374,0,0,0,373,0,0,0,595,1325,0,1144,0,720,111,109,1002,172,32347
이리,599739,1767,182016,3256,128329,24461,33359,26645,139023,0,0,0,0,477,0,76,492,0,0,773,0,825,0,0,0,0,81057,157228,250692,27509,32486,13551,69512,223439,11181,48378,15662,61984,51777,0,0,519,829,0,0,0,0,0,0,330,0,0,0,0,720,0,0,0,0,0,0,0,604541,0,0,0,0,512,498,0,0,0,0,0,0,336,630,264,0,2,0,3049,221,417,3381,369,59681
정주,428733,597,175823,5739,108232,16502,22956,18339,64000,0,0,0,0,1476,0,476,3087,162,108,534,0,0,0,0,661,0,35311,214240,102345,26687,27313,10189,49047,13,0,0,0,3573,430,1584,357,134,578,0,138,290,120,0,0,606,454,2698,123,1455,280,0,0,0,404,154,0,0,3059,0,113,0,3,464,0,0,0,482,3078,140,411,0,0,0,0,1021,0,0,0,0,2381,257,34926
장성,83172,1421,33039,800,17515,2191,3982,3426,13284,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,7283,25688,24685,12253,14484,3734,19340,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,360,0,0,0,0,0,309,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,28,1872
송정리,167240,9734,40192,1656,23921,7119,8262,6547,27443,0,0,0,0,463,0,72,2652,0,0,0,0,1830,558,0,0,0,15565,37797,30459,16404,1396,15919,140549,3,0,0,0,736,228,0,347,0,0,0,0,0,0,0,0,150,0,0,360,0,0,0,0,0,0,0,0,0,10,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,22,541,9,217,36,65,2004,670,4897
영산포,109597,408,45287,1968,24100,4815,5734,3452,13103,0,0,0,0,194,0,74,3514,0,0,0,0,1084,0,0,0,0,7826,13840,11796,4087,20196,149,41944,0,0,0,0,496,258,0,99,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,44,817,18,122,21,88,952,372,27967
목포,422101,1506,128638,4124,70442,10459,17248,13415,64288,67,0,633,0,110,0,546,32413,0,0,0,0,998,0,0,0,0,27663,73026,48373,19811,149463,33713,201638,3983,0,0,0,3130,1687,2721,460,720,0,0,440,0,814,360,0,491,0,0,432,0,0,0,0,0,0,0,0,0,2,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,383,7331,205,1948,249,774,1569,1191,171002
전주,273645,334,108237,0,63718,10960,17222,9216,30317,0,0,9,0,139,577,744,585,0,0,1553,32,1046,0,1084,0,370,11217,284007,13,0,0,0,6577,26212,8299,29419,14241,82830,87254,0,333,0,231,0,0,0,0,0,0,50,446,446,230,205,48,89,0,0,0,476,0,36,34921,0,0,0,0,0,553,0,0,0,0,0,0,555,549,0,26,739,0,1852,146,395,0,0,0
임실,40414,145,20227,100,8439,1304,1725,1144,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1605,10831,0,0,0,0,0,11131,935,2127,657,5425,4710,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,66,17,23,0,0,0
남원,146221,1015,58609,1759,32594,5001,8379,5735,18883,0,0,0,0,0,0,0,10,0,10,705,29,0,1568,0,0,0,9720,44572,0,0,0,0,0,35475,6032,16657,3869,30075,29865,0,0,506,0,0,0,0,0,0,0,69,0,715,974,819,0,0,515,0,720,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,252,116,164,0,0,0
구례구,125140,1000,41794,0,18251,2269,4245,3948,12596,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6409,14742,0,0,0,0,0,12390,863,5468,1642,36024,28780,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,1,360,61,66,0,0,0
순천,251657,662,76941,0,51900,6726,14951,12921,40196,0,0,0,0,1,0,484,11315,0,0,0,0,350,0,0,0,0,21670,63954,2213,437,343,460,3338,83436,5231,32101,34509,30029,56904,0,195,0,0,0,0,0,0,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,112,3671,364,7691,14075,15353,73254,7016,27230
여수,188174,513,47935,0,33889,4183,11102,11394,35129,0,0,0,0,0,0,575,592,0,2,729,224,1010,701,31,0,0,17344,57744,0,0,101,443,1173,82773,5195,34125,37350,58276,3193,559,1295,0,0,0,0,0,0,0,0,546,0,51,0,0,0,103,589,0,0,0,0,0,0,0,0,0,544,519,0,0,0,0,0,0,0,0,0,0,0,14,4,7,7,2113,5348,1745,2301
청주,14089,499,17875,0,6940,856,2194,24756,19037,0,0,0,0,0,0,72,504,0,0,0,2726,329706,5331,3,0,0,0,0,1656,0,0,0,2938,0,0,0,0,0,555,27032,85451,720,0,0,0,0,0,0,0,1080,0,0,1512,576,480,0,0,0,0,0,0,0,340,0,0,0,820,232,0,941,0,1,99,0,0,0,0,6546,0,701,0,0,0,0,0,0,756
충주,20964,1618,8994,458,5638,1808,7351,47704,74501,116,121,29,0,5271,575,0,5693,0,39,1,7754,163127,3851,9,4,560,0,1307,0,482,2388,1011,998,0,0,0,0,40,964,86025,28054,20,373,0,0,0,401,604,243,714,0,745,293,0,0,96,0,0,0,0,0,0,0,0,0,0,0,360,0,3,2,0,5408,1100,728,3,210,840,0,0,412,0,0,0,0,41,1442
부평,0,0,0,0,0,0,0,0,1535,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,161,134,0,0,0,1440,0,0,866,0,0,0,0,154,0,0,0,0,0,0,72,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,706,360,0,0,380,0,0,0,0,0,0,0
인천,0,0,0,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,578,0,0,0,0,511,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864
송도,0,0,0,0,32914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,259319,430,240072,2527,69952,11558,79059,0,0,0,0,0,0,14,0,448,0,0,0,0,0,0,0,487,0,0,0,0,138,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,9560,54803,50912,51199,25640,0,0,0,0,0,0,280,169,0,445,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,587,0,1250,0,0,0,0,0,0,0,0,0
예산,267150,410,277791,3737,110454,17337,152984,0,0,0,0,0,0,65,0,145,0,0,0,0,0,0,0,433,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91403,44772,82081,51922,38073,134,0,51,0,0,0,448,360,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0
홍성,260830,816,202017,3481,92749,16631,121656,0,4,0,0,663,1314,572,0,0,0,0,31,356,46,401,0,337,0,0,0,0,120,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,76210,116942,52310,68213,71700,915,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0
대천,364554,738,195688,2772,114726,22434,97739,0,0,0,0,0,235,0,360,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,83989,57566,70727,24256,159037,2472,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장항,232321,535,141737,3567,81684,20455,32407,0,0,0,0,0,79,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47445,54355,73943,129386,53434,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,925486,0,0,0,0,0,14,144,1024,95,0,722,949,624,0,0,0,0,0,0,0,630,0,103,673,210,163,0,613,0,88,22,878,0,0,667,0,468,613,360,84,0,0,0,0,286,529,2009,199,7166,1564989,0,0,19192,366,0,0,77509,0,0,0,0,0,0,520,0,0,360,0,0,0,0,2137,734,271,881,0,305,0,0,0,0,0,0,0,0,888
문산,1602812,0,0,0,0,1080,75,0,1462,0,0,0,0,2670,0,0,2623,0,840,1440,0,0,0,0,0,0,197,330,454,0,62,0,0,496,569,69,0,638,0,0,1026,0,0,0,0,0,345,0,0,1384699,926672,0,0,7,0,0,0,256,0,0,0,0,0,0,0,0,505,0,0,0,0,0,1980,0,0,0,0,372,0,513,630,0,0,0,210,715,929
청량리,0,0,0,0,0,1,0,0,1465,0,230,0,0,1212,0,0,1,111541,684108,701659,7660,440820,502845,339702,24330,2799,0,72,2698,0,0,0,0,446,0,104,611,0,51,2,449,0,0,0,0,11,0,0,1,0,0,63767,2905,0,0,326926,1687889,0,0,0,0,0,0,15064,33735,45279,143418,228201,62775,78624,25578,277871,4929,3267,12017,8041,2,44,0,65,0,0,0,0,0,0,0
성북,0,0,0,0,0,0,0,0,1195,0,417,0,0,223,0,0,0,0,0,0,0,341,0,0,0,0,360,0,126,0,432,0,0,289,0,923,0,0,0,1584,550,0,0,0,0,0,0,0,0,0,0,822,1307,50,0,86428,368803,0,0,0,0,0,0,0,815,0,360,72,302,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0
의정부,7858,24,0,0,72,480,0,144,2331,43,215,1486,0,2940,0,630,531,0,0,1200,0,0,0,0,0,1805,1283,0,1649,713,0,0,0,203,0,819,0,0,0,504,1690,0,62,0,0,0,0,120,0,12007,0,0,55,2978007,1604920,620,4,11628,1077,116,0,0,0,0,481,0,0,0,472,0,0,2,813,0,0,0,240,0,844,1137,0,0,0,0,0,0,0
신탄리,0,0,0,0,0,0,0,0,708,71,583,0,360,212,40,593,1296,0,7152,0,0,0,0,0,0,1128,110,648,340,0,0,0,0,48,0,0,0,0,0,600,985,1368,0,0,0,0,0,0,0,385,0,0,0,1647989,614258,0,0,5,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,111,507,360,0,0,0,0,0,0,0,0,0,0
청평,0,0,430,0,0,0,137,0,3255,0,0,0,0,0,1296,0,0,0,0,0,0,108,0,0,0,72,0,72,0,0,720,0,0,89,0,0,40,0,103,0,152,0,0,0,152,445,674,0,0,0,0,473855,183222,0,0,43679,58582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0,0,138,0,260,0,855,0,0,0,0,0,0,0
춘천,9,0,804,0,0,0,0,0,5271,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,936,257,0,0,360,0,0,0,0,0,0,515,0,277,0,30,0,0,0,169,360,0,0,0,0,0,1814257,151306,0,0,131454,75346,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,622,0,528,0,0,0,0,0,0,576
일영,33229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,360,0,600,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,38014,0,0,0,18418,0,0,0,6416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,0,579,0,0,0,0,0,0,1143,0,0,96011,5179,32992,2412,582,19451,0,0,0,0,0,9305,0,0,0,0,0,404,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,1077,0,0,543,0,30842,22206,7899,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0
점촌,0,502,0,0,0,0,0,0,678,0,0,60156,6979,41709,2687,875,23883,0,0,0,0,0,15755,0,0,0,0,0,154,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,19931,1626,20514,37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,1046,0,0,0,0,0
예천,0,0,0,0,0,0,0,0,827,0,0,14187,2104,12121,824,215,10170,0,0,0,0,0,44429,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,4279,16941,35410,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문경,0,136,0,0,0,0,0,0,219,0,0,368,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,41560,2,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0
군산,0,1088,4,0,1,6,0,0,5499,2,0,0,0,0,0,0,0,0,0,440,0,340,0,0,0,0,3794,651831,4259,806,226,16,921,25942,51,36,0,1,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘양,0,593,0,0,0,0,0,1,3191,0,0,1,0,13653,1,0,10,3,104,271,5,451,59459,5454,951,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,18814,0,0,0,0,0,0,0,1,0,0,0,60176,41460,3773,9219,6676,0,0,0,0,8788,140,7188,2125,0,20,0,718,0,0,0,0,0,0,0
철암,0,270,0,0,64,540,1005,0,2122,22,475,0,0,37640,0,0,0,0,472,6175,4,5021,84053,24692,3471,4753,286,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45359,1297,331,73,0,0,0,0,0,0,0,0,42694,40086,6922,41896,56384,2827,2611,990,11153,15447,284,10761,3791,0,0,0,70,0,0,0,0,0,0,0
도계,0,0,0,0,510,0,0,0,821,0,0,0,0,8459,0,0,0,0,438,7787,0,7364,10253,3210,551,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48448,0,0,0,0,0,0,0,0,0,0,0,3657,7077,43832,64428,46904,970,2784,556,2827,2993,51,2156,562,0,0,0,0,0,0,0,0,0,0,0
동해,0,0,0,0,0,0,0,0,1466,0,0,536,0,13257,0,0,0,0,1645,7658,0,29715,34252,9323,1612,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,544,820,0,0,0,0,0,0,0,0,505,0,122209,360,0,0,0,0,0,0,0,0,0,0,7433,41703,61638,2176,77878,3822,9183,2374,25813,4520,93,3247,753,0,0,0,0,0,0,0,0,0,0,0
