0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
서울,0,34,5159,89,910770,532634,1238112,493921,1839555,29724,156861,242207,286423,2181417,27806,94090,2859704,0,0,0,0,2606,0,52,0,13040,351590,513911,395325,71562,114150,124870,394484,262881,34215,146262,132052,251141,178474,17127,18824,0,0,0,253220,297036,276185,357980,224969,164462,1855054,0,0,2043,0,714,0,23160,41,0,0,0,0,0,0,2,0,0,0,0,0,0,29,0,116330,293818,0,3933,7218,223408,5979,63968,12433,13610,29911,1966,462551
용산,0,0,18,0,8897,22895,7989,2261,2532,544,103,249,172,19718,1223,1900,104376,0,1650,0,0,0,0,47,341,0,9908,3366,2520,412,63108,640,1378,0,318,1935,2123,0,1017,0,417,0,0,0,1161,2715,2825,4348,969,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,216,0,0,677,599,0,0,0,0,0,0,0,550,0,216
영등포,196,0,0,51,478689,617900,1056709,465441,1110043,28231,116363,147569,153103,621477,13408,32186,704638,0,2304,0,0,2956,0,0,0,598,234424,291053,250610,42517,54985,76895,197963,141870,23060,74870,65562,131627,76864,16381,10758,0,0,0,223731,286603,238937,228246,160247,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9430,4292,0,1431,3784,105001,3047,28796,5491,7300,19284,1588,234929
안양,58,0,6,0,1966,31888,31906,9764,19753,1734,4005,4050,2481,10385,951,655,7045,0,0,0,0,1511,0,49,0,0,4163,5171,7713,821,2235,2583,4314,191,0,0,44,0,121,0,244,0,0,0,4661,5522,4708,4086,3716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0
수원,760755,202,48312,43,674,193022,312933,208077,580679,12712,58221,88499,95298,426840,6025,19545,428043,0,0,0,0,12242,380,72,554,1685,117617,161844,129732,17328,23050,28614,78655,65351,8263,32878,22557,58870,38463,4994,5967,0,0,53184,68069,112254,105904,116579,80358,0,0,0,0,0,0,3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,683,7004,6011,680,665,3478,66736,1656,25314,2077,2262,6702,985,94498
평택,1116862,23682,320711,36574,91849,10333,41053,35219,126112,2502,8617,13969,15191,70638,1279,2550,57616,0,0,0,0,4372,0,666,0,0,18497,30433,19906,2585,8732,6320,12227,11724,1517,4826,3335,8767,5305,610,2117,602,230,0,8377,14223,24261,25056,18422,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,218,5195,159,2808,189,208,1991,203,15541
천안,2484535,3850,175829,13926,66556,24915,50584,137448,433410,5300,20101,32780,37930,161424,1956,6865,188360,0,0,0,0,11874,610,0,0,205,30942,42741,26010,3634,9361,6895,23018,17415,1748,7601,5294,20953,14428,1604,6338,123,78,0,49595,91220,118546,137027,38020,0,0,0,0,0,0,0,64,0,0,0,0,0,0,482,50,0,0,0,0,0,0,0,789,0,4335,1548,0,385,712,29652,410,7629,286,259,1064,125,33308
조치원,541287,1492,429138,9204,224619,37517,153597,13765,364582,2820,14301,22731,37577,79915,1621,7164,127921,0,0,0,457,69153,0,0,0,87,21451,28793,19615,3634,11307,4257,17335,9241,639,4076,4319,17030,13798,21321,46059,0,0,0,0,0,0,0,0,0,0,120,0,0,504,0,0,0,0,0,0,0,0,0,0,0,1041,431,0,0,0,0,16,0,1490,598,0,0,495,15906,281,4322,205,299,711,84,17462
대전,2018788,4271,1064271,16844,653770,119003,461453,351492,61687,258487,375302,196116,220105,643534,9262,25964,877845,0,0,128,117,142079,175,0,0,2053,279239,142484,70383,11493,22418,11101,61432,28112,2436,15041,15680,40791,36441,16157,53457,0,640,0,0,0,178,47,14,366,180,28,756,2175,149,24,411,0,0,0,0,0,2958,0,0,0,0,624,0,387,173,0,492,1209,21232,12493,424,916,2017,64572,987,15078,555,663,2863,184,49340
옥천,34091,522,29046,0,18463,2942,8490,2988,315452,64835,26169,8396,9588,19355,720,603,16205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,328,351,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,140,0,0,0,0,60,1620,18,1018,0,0,0,0,0
영동,174041,13,109981,2993,64327,8949,21040,30598,330498,14613,26757,42883,40788,107522,1441,3853,103738,0,0,0,0,0,0,0,0,10,0,0,182,0,0,0,0,0,0,0,612,0,0,0,0,692,0,0,0,0,142,359,48,0,0,81,560,1009,65,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1157,48,0,785,418,8576,55,805,0,0,0,0,0
김천,255128,100,127092,2580,90703,13943,34674,23069,180530,5465,45509,30146,211771,499914,16432,8427,239044,0,0,0,0,526,13251,0,0,1035,0,0,1383,0,0,0,4,494,0,0,650,0,0,0,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,0,971,0,80263,41833,12952,953,0,0,0,0,0,2195,0,0,0,0,15,0,5725,3066,0,54,588,22874,250,2363,1,0,0,0,0
구미,324200,229,127458,2193,97619,17593,40115,37694,222127,5974,41101,216984,172428,1556415,57331,28947,439537,0,25,477,102,15,1901,0,0,2638,0,1,626,0,0,0,964,0,0,833,0,0,0,0,0,0,0,0,161,949,0,0,0,0,0,0,0,0,432,0,746,0,2660,6474,602,9,0,0,0,0,0,917,0,0,0,0,17,1,4743,6849,10,0,1550,23486,686,8162,0,0,0,0,0
동대구,2286821,4813,519870,8804,426528,73900,159345,77954,630944,10734,107708,657469,1254981,7034,298073,424536,3519564,7,1719,12499,4,23470,144383,104664,49894,142793,0,495,709,0,216,0,1446,619,0,0,0,129,0,691,908,189,813,0,0,36,0,0,0,0,0,1898,144,1893,0,0,249,0,19500,26579,2003,0,0,9765,37034,9026,13726,49809,0,0,3,0,3505,1370,29586,55731,22291,5276,12658,141394,3339,13008,0,0,0,0,0
청도,37330,1289,14324,1016,8880,1745,2727,2489,12751,278,2282,18113,66756,306081,75479,59373,521303,0,0,0,0,473,76,0,0,18,0,0,660,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,0,0,1848,1942,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,695,1810,35215,823,3015,2,0,0,0,0
삼량진,100618,3208,27217,570,20203,2337,7281,6475,29063,406,3080,9802,27391,417220,69710,312637,2199298,0,0,0,0,0,92,0,0,179,729,656,846,0,161,39,363,0,0,0,0,454,0,0,587,0,0,0,0,0,0,0,0,1323,132,25,695,2215,51,0,0,0,348,592,49,0,0,0,0,65,415,0,0,0,0,0,0,0,156,0,0,2292,23362,91035,3348,10635,520,247,444,91,395
부산,3203992,5533,582318,5405,455526,56264,187075,133555,904888,8877,108596,258471,431441,3549203,507983,2160883,1083289,0,2012,24908,68,38426,59802,30360,7181,5075,0,347,1300,0,1818,4556,37323,407,0,0,0,12012,1,471,1308,0,0,0,164,73,0,0,0,707,190,3224,792,2856,0,0,216,0,14845,20359,3534,0,0,4795,12229,2282,4350,12403,281,0,24,0,479748,189414,223298,58049,4196,2065,106421,29973,19964,24652,9539,5047,13413,2473,28046
팔당,3,0,0,0,3466,0,0,0,0,0,0,0,0,5,0,0,29,7033,17540,5669,138,1081,706,214,78,463,0,0,114,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,176309,0,0,0,0,0,0,0,0,0,0,0,0,14,0,47,0,122,120,14,60,9,518,60,30,2,59,0,0,0,360,0,0,0,0,0
양평,0,550,648,0,0,0,0,0,0,0,0,0,25,2359,0,0,2495,26831,90854,98996,180,9112,5119,3541,324,647,0,0,440,0,0,0,0,0,0,0,0,0,91,0,2,0,0,0,0,0,0,0,0,0,0,656066,0,5880,3312,2640,0,0,0,0,0,0,0,181,225,261,1278,1487,568,674,204,2053,589,101,2047,928,0,82,0,0,0,0,0,0,0,0,0
원주,648,0,0,0,0,0,0,0,1066,0,0,0,1102,14732,1296,360,28546,3980,93258,140758,2247,55473,47234,32274,2156,6803,0,0,739,0,432,0,0,738,0,0,0,0,0,1,2,600,0,0,0,0,0,0,0,0,1200,664578,864,9432,3600,2770,0,0,0,0,0,0,0,288,5641,7710,7851,8827,25122,14706,11580,98040,9563,1073,28380,8469,406,0,0,480,0,120,0,0,0,0,0
봉양,0,0,0,0,0,0,0,553,117,0,0,0,102,37,0,0,410,169,200,1689,46,1604,1054,356,137,138,0,0,93,0,0,0,0,128,0,0,0,0,0,3268,8379,0,0,0,0,0,0,0,0,0,1368,5047,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,1,25,803,94,2092,594,940,0,0,0,0,0,0,0,0,0,0
제천,5788,417,3709,220,13318,3532,13895,77021,138330,0,22,504,15,31196,83,547,38798,769,8706,43433,1803,21838,119056,70097,5800,12224,954,924,1711,41,0,0,1430,528,0,502,451,602,0,329261,176957,52,566,0,140,47,416,0,0,104,64,438898,701,770,0,185,145,0,0,0,0,0,508,427,6254,6753,27795,22246,35626,23784,19862,95039,17869,2530,48058,19749,2531,0,2475,4881,0,0,0,0,1061,21,1040
영주,0,0,0,0,380,0,649,0,175,0,0,12068,1517,143925,87,36,57086,401,5767,46525,686,127112,45336,148994,16176,22149,143,0,610,0,0,0,0,0,0,0,0,0,20,41,15,0,0,0,0,0,0,0,0,0,0,504877,0,1145,0,0,0,0,4796,10144,90832,41,0,62153,101759,13596,40994,71344,0,0,0,1,17556,1368,54480,27817,193,0,0,2525,0,0,0,0,0,0,0
안동,0,47,0,49,72,634,0,0,0,0,0,1,0,132795,0,0,39732,491,3550,29534,241,62646,124132,63249,36558,23241,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,367308,0,59,0,0,0,0,2,0,5,0,0,3359,22980,3242,8126,12972,0,1,1,0,19046,2781,64499,36147,371,0,81,1020,0,706,0,0,0,0,0
의성,0,341,0,0,554,0,0,0,0,0,0,0,0,68380,0,0,6597,54,294,2056,81,5575,13993,34512,19277,33194,0,0,0,0,0,0,0,0,0,0,0,0,0,2,558,0,0,0,0,0,0,0,0,736,0,27598,0,634,0,0,0,0,0,0,0,0,0,735,3928,561,1556,2172,0,5,6,2,6739,1008,18994,19729,407,0,0,734,0,0,0,0,0,0,0
영천,14004,0,382,0,1588,0,1191,97,1839,0,6,887,2266,115314,15,8,4893,437,680,3237,114,7695,16261,24478,31594,43968,0,0,674,0,0,0,0,0,0,0,0,410,0,0,2,0,0,0,0,0,0,0,0,0,0,4830,216,1941,0,72,792,0,0,0,0,0,0,1054,3742,532,1249,2736,0,0,0,0,5838,2894,31405,46148,8114,0,1,1,0,0,0,0,0,0,0
논산,339449,13044,177469,3403,111958,18635,26874,27848,260413,0,0,1,0,7464,0,3743,8424,0,0,0,0,0,143,0,0,0,42257,68561,31234,6843,27686,6397,20393,8791,1012,4791,4197,18499,12471,0,8643,0,0,0,0,0,0,0,0,0,0,275,12044,2418,63,663,7734,0,0,0,0,0,5587,0,0,0,0,0,0,0,0,0,633,969,204,230,0,652,0,1,0,2693,100,70,1041,127,29585
이리,623506,1375,198173,3991,140868,24517,38587,26500,127190,0,1,0,0,4,0,659,4,0,0,0,0,542,0,0,0,0,97534,246940,366804,34407,38433,14473,81273,192773,9105,40994,17059,69560,57184,0,950,360,0,0,0,0,0,0,0,720,0,4,270,376,1849,0,0,0,0,0,0,0,460157,0,0,0,0,739,0,0,0,0,1049,0,0,51,0,564,0,686,0,2961,274,449,2938,258,53311
