0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
영동,124253,1198,106449,1589,52281,4862,21331,13500,254606,53459,37797,46656,40604,111858,986,3643,94718,0,0,0,0,0,15,0,0,0,13,7,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,72,2,1,0,0,0,0,0,0,0,0,0,0,0,80,0,0,9,0,213,6309,35,595,0,0,0,0,2
김천,216733,2554,124139,1902,79516,8562,33220,21039,149718,9658,45263,85458,243781,338199,8891,7946,247214,0,1,9,0,111,12767,0,0,709,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144101,65122,11890,5381,0,0,0,0,0,1927,0,0,0,0,0,0,0,3621,24,0,390,15796,275,1665,0,0,0,0,1
구미,269783,2621,110188,1599,70188,9385,33343,31927,183220,7391,39124,263515,415796,1397150,37090,25593,346050,0,3,5,0,35,18886,1,1,2731,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1224,0,0,360,0,0,0,0,19531,20858,8349,2924,0,0,0,2,1,1166,1,0,0,0,0,0,0,5614,14,5,934,22587,592,4821,0,0,0,0,0
동대구,1542951,16328,487740,6191,340217,44657,148892,65774,500934,10666,114260,406063,1407004,2657,223982,365744,2861359,0,904,12891,3,20625,134275,88546,59849,312980,42,154,270,33,354,7,39,116,0,0,0,176,170,0,0,0,0,0,0,0,0,192,0,0,3888,984,840,5263,4561,0,629,0,50202,60595,21821,12978,2,4872,26348,6238,6888,26153,0,194,2,9,8428,1240,8758,73093,47260,264,9696,83285,1929,8231,4,0,0,0,1322
청도,26702,1666,12724,391,6032,373,1994,1347,6304,224,1464,9626,50765,245536,76979,83414,422320,0,0,0,0,2,15,1,0,31,0,1,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742,917,6,0,0,0,0,0,0,170,0,0,0,0,0,0,14,156,4,1284,1716,27020,440,1867,0,0,0,0,0
삼량진,85583,3388,26073,389,16168,1533,7313,6032,24005,483,3402,8007,21510,384612,96371,334023,2075212,0,0,0,0,0,1,0,0,22,1,71,116,0,23,42,322,1,0,0,4,872,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,281,450,1,0,0,0,0,0,0,0,0,3428,0,0,0,1,5,0,0,2795,31777,108506,3321,7746,1009,381,504,97,359
부산,2261946,23878,558789,3397,302415,33876,158409,98365,624633,7860,99216,268831,347121,2863608,416880,2042514,159291,3,4877,17005,21,30933,47045,35481,10734,6239,115,979,2867,0,2029,4705,32354,575,242,0,2,16360,50,0,405,0,0,0,9153,0,0,18,0,0,6943,2328,1080,3720,0,1080,0,0,13895,19216,0,0,27,4365,11422,1919,6132,5515,3,0,0,1,26456,142975,129900,50778,6896,2402,108634,58445,29228,32090,15745,6006,18236,3434,23730
팔당,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,44,10207,18661,8330,223,1442,583,310,68,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,150978,0,0,0,0,0,0,5,3,13,0,0,0,6,0,0,0,75,114,46,51,36,449,68,53,0,0,0,0,0,0,1200,0,0,0,0
양평,1,0,0,0,0,0,0,3,0,0,0,0,0,1381,0,0,2266,16661,121288,113532,609,9931,4517,2924,403,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,97,41,0,0,0,0,0,0,0,0,0,960,489098,0,3600,0,840,0,480,0,0,2,0,0,54,193,201,567,693,562,630,404,2594,501,187,1611,792,4,0,0,2,0,0,0,0,0,0,0
원주,3384,0,0,0,0,0,0,411,0,0,0,0,7,18421,144,0,23765,5953,88782,197327,2720,52974,35988,26403,3040,13253,0,0,0,0,72,0,0,0,0,0,0,0,0,186,163,0,0,0,0,0,0,0,0,0,2760,556462,864,2687,0,0,0,480,2,3,1,0,0,351,5650,8932,7515,8054,35330,16135,20865,112520,8826,617,24279,10065,2185,0,0,144,0,0,0,0,0,0,0
봉양,0,899,0,0,0,0,0,1815,0,0,0,0,6,166,0,0,605,251,453,1686,72,3050,1656,455,208,235,0,0,0,0,0,0,0,0,0,0,0,0,0,7409,15530,0,0,0,0,0,0,0,0,0,0,10193,0,0,0,0,0,600,0,0,1,0,0,3,40,0,0,0,191,73,188,669,4470,89,2702,762,4,0,0,5402,0,0,0,0,0,0,0
제천,1067,0,630,0,7521,2795,16226,69077,54311,0,0,26,1,32536,0,0,39157,1073,12735,35106,1819,17018,110717,56926,5807,20698,0,0,0,0,0,0,385,0,120,0,0,0,0,281647,167546,0,0,0,0,0,0,0,0,0,0,377118,0,0,0,0,0,0,43,117,33,0,0,524,6694,6731,18872,11767,62878,45977,21,142505,18977,1928,37991,21307,9,0,0,0,0,0,0,0,0,0,0
영주,0,0,0,0,0,0,4533,11,42,0,0,13340,14419,113776,0,0,50660,515,6023,41902,1665,133647,64626,156696,18701,28990,0,0,0,0,0,0,0,0,0,0,0,0,21,167,106,0,0,0,0,0,0,0,0,0,0,443197,0,0,0,0,0,0,6489,19284,163029,632,0,78916,122203,18264,36221,55051,36,686,16,602,24220,1426,44402,30642,932,0,0,0,0,0,0,0,0,0,0
안동,0,0,0,0,0,0,1236,0,0,0,0,18,3,93545,0,0,34626,304,1856,26109,419,57516,130293,149808,51316,28625,0,0,0,0,0,0,0,0,0,0,0,0,0,13,67,0,0,0,0,0,0,0,0,0,340,308050,0,0,0,0,0,0,4,9,25,0,0,3197,22268,3206,5908,9499,8,61,30,86,27281,2282,51254,31855,159,0,0,0,0,0,0,0,0,0,0
의성,0,0,0,0,0,0,225,0,0,0,0,0,0,64770,0,0,7928,45,325,2591,89,6938,16262,54960,55890,52775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,31323,0,0,0,0,0,0,0,2,0,0,0,489,5635,909,1227,1764,10,31,27,12,11147,1138,19219,24512,425,0,0,0,0,0,0,0,0,0,0
영천,9783,0,288,0,0,0,0,0,1902,0,0,827,3044,257444,9,54,4399,1441,593,6478,205,10627,20915,27675,51122,71749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,7086,0,1296,504,144,2232,0,0,30,6,14,0,976,10962,1936,2524,8573,0,0,0,2,7384,3374,33447,56010,9502,0,0,3,0,0,0,0,0,0,0
논산,206040,29518,154172,1707,85496,14380,21477,20809,301855,4,0,16,0,11957,0,1812,17034,0,0,1920,0,0,0,0,0,0,105617,69625,33099,4336,25969,5304,18520,4602,1020,4025,2917,10888,7429,0,7173,1740,0,0,0,1,0,0,0,0,0,2040,5160,28680,0,0,24120,0,0,0,0,0,8655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,840,0,361,0,707,70,41,483,89,18188
이리,407498,12734,179410,3106,116705,24889,34651,25994,138223,0,2,29,37,586,3,62,1755,0,0,0,0,1,0,0,2,0,96794,351074,385421,26599,33921,11536,54051,165460,21860,51318,20617,48962,38097,0,433,0,0,0,1,0,0,0,0,0,1712,0,432,720,1,0,600,0,0,0,0,0,565561,0,0,0,0,0,0,0,0,0,0,0,0,17,605,0,0,9,0,2568,119,119,1476,185,28579
정주,311677,16601,151470,2884,90505,15995,21960,18182,68587,0,3,7,6,762,1,47,3696,0,0,0,0,2,0,0,0,0,41884,371239,303779,51557,29822,7963,38442,660,5,184,14,1349,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422,0,0,0,0,920,0,0,0,1,0,0,0,15,1,0,0,1,0,0,0,0,1644,124,19973
장성,71651,4544,35682,393,12418,1981,3373,3365,10194,23,0,46,15,156,0,4,144,0,0,0,0,0,0,0,0,0,4703,26821,55120,66261,67738,4874,15613,27,0,0,0,168,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,252,839,6854
송정리,186793,7492,52076,1179,26290,9717,11579,10192,29154,0,0,4,21,40,0,49,2295,0,0,0,0,0,0,0,0,0,15941,37747,35166,84973,30289,39685,141593,4,0,0,0,898,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,1200,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,464,20,136,28,69,3588,971,15035
영산포,85056,868,56352,1164,18541,4746,5819,5074,10117,0,0,0,0,0,0,54,4056,0,0,0,0,0,0,0,0,0,7243,12411,8622,6954,39423,340,72920,1,0,0,0,718,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,817,13,104,12,36,1560,921,40187
목포,321125,4960,125489,2502,48312,8843,14707,15449,41206,0,0,0,0,0,0,425,34124,0,0,0,0,0,0,0,0,0,16109,55373,35213,17760,157406,70802,885711,18,0,0,0,3698,4060,644,0,0,0,0,0,0,0,1,0,0,0,0,432,0,1008,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,182,7834,159,1544,170,363,2621,4646,198871
전주,153268,924,58189,0,40455,8937,12804,7537,26933,0,0,0,0,241,0,0,367,0,0,0,0,120,0,0,0,3,5229,192611,441,2,25,0,6195,36843,20684,67130,27511,68133,66491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,2826,0,240,0,0,0,0,0,36340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,1392,27,80,10,0,0
임실,32545,259,19717,0,7907,1456,1569,746,3244,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,2085,17979,1,0,0,0,0,19391,2714,14811,2883,6820,7188,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,154,39,68,1,0,0
남원,120709,880,35915,0,20882,3468,5815,4861,15698,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,4355,48074,0,0,0,0,375,63205,19091,67286,16305,28695,24925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,174,167,95,0,0,0
구례구,110601,443,50246,0,15347,2387,3932,3128,9939,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,2802,19303,0,0,0,0,0,21891,2766,13818,7678,59901,32453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,423,78,78,197,0,0
순천,218265,547,65573,0,36199,5998,12063,12756,31684,0,0,0,0,142,0,693,13110,0,0,0,0,0,0,0,0,0,10795,47713,732,137,473,450,3254,64739,7294,32657,66935,63893,180560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1185,0,0,110,6738,711,15446,34811,47865,82997,7292,14428
여수,152341,150,43974,1,21496,2934,8834,10128,21945,0,0,0,0,0,0,45,463,0,0,0,0,0,0,0,0,0,8608,43773,1,773,473,639,2781,60907,7349,31384,35938,190228,14158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,297,28,472,9047,1671,26623,4859,7708
청주,11940,0,15156,0,4353,629,1944,31722,2849,361,0,0,121,442,0,240,623,0,12,10,6904,280485,235,28,6,22,1,0,0,0,120,0,7552,5,0,0,0,0,0,43938,136581,0,600,0,0,0,1,600,0,0,480,0,0,960,6600,0,120,4320,0,0,0,0,0,0,4,2,1,464,115,519,301,76,0,0,179,0,0,0,0,0,0,30,0,0,0,0,655
충주,5691,0,4961,0,5577,1717,5278,50850,20338,0,0,0,0,6,0,0,298,0,2,16,15971,159141,1396,243,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,109334,52046,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,382,433,412,878,8,0,359,38,0,0,0,0,0,1,0,0,0,0,432
부평,0,0,0,0,0,483,0,0,20,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,500,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,0,0,0,0,0,670,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,161361,0,2,3,0,0,6,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
송도,0,0,0,0,31328,7,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,123272,489,171269,803,27737,7638,51443,7,52,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,0,65964,95802,37384,47495,24192,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
예산,148812,628,237783,2902,92816,12885,111618,26,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,22,38,0,73950,30512,89682,44564,36791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍성,162655,899,206079,3125,97929,18400,106709,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,191,0,43324,112791,163677,90631,66134,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대천,257198,398,209248,2344,90974,19496,104729,0,5,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,31,27,0,53915,49529,95150,60996,169592,2423,360,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
장항,163842,209,146667,2490,61045,15493,28170,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,95,0,35595,41591,69410,188253,130539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,367490,0,0,2,10,147,5,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,601,2400,1,10225,1904663,24,2,8522,50,0,0,44030,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문산,1788410,0,0,0,0,363,3888,756,4752,0,0,0,432,0,0,0,6948,0,840,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,360,0,1962611,670985,0,0,37,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
청량리,144,0,0,0,0,0,0,0,144,0,0,0,1,606,0,0,4118,136965,545431,571233,6986,393732,469209,320236,30219,7687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4760,0,6335,845,191323,1206445,0,0,4,4,0,0,21893,63708,47791,60248,87461,80071,91727,48054,286311,1953,1425,36146,15677,962,600,0,0,0,0,0,0,0,0,0
성북,864,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,12,0,0,23,0,0,0,0,0,0,0,432,0,0,360,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3965,3208,6749,239049,699411,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,525,0,21,0,0,1320,0,144,216,0,0,0,480,0,0,0,0,0,3600,1440,0,0,0,0,0,1800,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,5733,41,0,3687,2008770,1275768,387,1433,9920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0
신탄리,0,240,0,0,0,0,0,576,600,0,0,0,0,2295,0,0,0,0,7,1,0,0,0,0,0,576,0,0,0,0,216,0,0,760,0,0,0,0,0,7320,3840,240,0,0,0,0,0,0,0,20,1,0,33,1305303,549004,136,441,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222
청평,0,0,0,0,0,3360,0,72,1080,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,295967,211968,1061,127,76810,83238,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,432,0,0,0,0,0,0,0
춘천,936,360,0,0,600,3240,0,0,0,0,0,0,0,216,0,0,360,0,0,1440,0,0,0,0,0,1872,0,1200,0,0,1200,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329514,479411,564,21,93269,160150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,428
일영,9915,0,1334,1524,0,960,0,0,4752,0,0,0,0,0,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920,0,0,0,0,0,0,0,0,0,18761,67,0,0,6273,11,0,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,0,19,2,0,12,0,14,0,199,25,733,157537,25709,52549,977,868,16629,1,2,60,13,922,8966,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59024,76380,6882,11667,0,2,7,2,0,173,0,5,1,1,0,0,10,1122,340,0,0,0,0,0,0,0,0,0,0
점촌,9,0,10,0,9,2,0,0,49,5,28,76739,20495,63787,1222,967,20495,0,0,20,0,1227,22900,1,0,0,0,0,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,64970,14547,67213,305363,0,6,218,79,3,20,0,22,10,0,0,0,0,42,334,0,0,0,0,0,0,0,0,0,0
예천,1,0,2,0,6,0,2,0,22,22,2,25868,11376,25872,0,0,21,56,26,319,16,1457,187366,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,0,7781,78882,113274,879,0,90,932,86,57,640,1,11,4,10,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0
문경,0,0,0,0,0,0,0,0,0,0,0,6275,3846,12490,0,0,1,0,0,2,0,32,854,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9811,322653,487,27544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
군산,132,158,181,1,79,19,98,35,6057,0,3,0,6,42,0,5,94,0,0,0,0,0,0,0,0,0,8787,595974,14917,1430,859,348,892,45601,1405,1789,698,847,695,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,314442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
춘양,0,0,0,0,0,0,0,60,3,0,0,12,9,7787,0,0,4894,9,126,381,8,1175,80309,3481,1400,1031,0,0,0,0,0,0,1,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,22638,0,0,0,0,0,0,4,44,12,0,0,148895,72582,10631,8742,6833,247,168,242,3672,5098,76,6130,2352,1,0,0,0,0,0,0,0,0,0,0
철암,0,0,0,0,0,0,2711,0,0,0,0,1,17,23694,0,0,14750,0,120,10733,11,9913,119106,21062,4779,8053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72744,0,0,0,0,0,0,2,14,16,0,0,74706,91751,38235,133710,115642,6922,11728,2615,41885,4808,58,8067,4892,0,0,0,0,0,0,0,0,0,0,0
도계,0,0,0,0,0,0,2458,0,0,0,0,3,12,7080,0,0,3099,0,108,10096,2,6457,19016,3520,936,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50926,0,0,0,0,0,0,2,11,5,1,0,8682,37576,424814,351558,124369,1877,6113,3240,7890,1200,28,1468,1051,0,0,0,0,0,0,0,0,0,0,0
동해,0,0,0,0,0,0,0,0,0,0,0,0,0,7207,0,0,6353,0,472,8440,0,17405,34641,5520,1115,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56506,504,0,0,0,0,0,0,0,0,0,0,7780,140147,342663,7093,88059,6013,11061,4663,65691,1085,103,3186,833,0,0,0,0,0,0,0,0,0,0,0
