0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
강릉,3,0,0,0,0,0,200,0,0,0,0,19,5,7339,0,0,8002,0,203,3627,0,6400,46846,6830,1650,5260,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,31385,0,0,0,0,0,0,0,9,0,0,0,8313,134505,107053,98532,185328,1211,1463,1762,30198,736,164,6705,1663,0,0,0,0,0,0,0,0,0,0,20
정선,0,0,0,0,0,0,2000,1,0,0,0,0,0,0,0,0,0,35,173,32962,21,79268,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,67,0,0,0,0,0,0,0,0,0,0,63675,0,0,0,0,0,0,0,0,0,0,0,0,4889,24,4894,1632,788312,35633,25179,97982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
쌍룡,0,0,0,0,0,0,411,105,0,0,0,0,0,161,0,0,2,63,703,14645,65,49792,302,67,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,778,648,0,0,0,0,0,0,0,0,0,0,72878,0,0,0,0,0,0,0,1,0,0,0,1,3880,3121,8286,1872,50757,49115,36384,115195,5817,0,7,3,0,0,0,0,0,0,0,0,0,0,0
석항,0,0,0,0,0,0,1017,124,0,0,0,0,0,241,0,0,6,41,317,22712,64,47718,273,110,45,67,0,0,0,0,0,0,0,0,0,0,0,0,0,383,409,0,0,0,0,0,0,0,0,0,0,41650,0,0,0,0,0,0,0,0,0,0,0,14,4208,1314,4147,2270,34457,35975,6682,76736,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
고한,0,0,0,0,0,0,3153,135,0,0,0,0,0,1,0,0,1,2,1470,118046,165,231910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,738,0,0,0,0,0,0,0,0,0,0,257594,0,0,0,0,0,0,0,0,0,0,0,2,50184,501,70211,46624,76424,117637,84850,588936,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
부전,33,0,0,0,0,0,0,0,0,0,0,0,0,2275,0,0,42270,31,761,10545,3791,23512,32226,35400,12795,7352,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2288,0,0,0,0,0,0,1447,0,0,0,0,0,0,0,0,0,0,0,4647,7981,1441,1145,1501,13,2544,9,10,22441,471629,264033,57372,7017,0,0,256,0,0,0,0,0,0,0
좌천,0,5,79,0,12,0,0,0,0,0,0,0,0,2080,0,3,145306,198,179,963,63,2665,2307,2723,1460,4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2336,0,0,0,0,0,0,0,0,0,0,0,60,283,64,157,279,10,2,0,1,458867,85841,209229,27399,6028,0,0,4,0,0,0,0,0,0,0
울산,2160,0,0,0,0,0,9,0,722,0,0,0,0,8181,0,0,148823,34,1730,25225,1190,45649,52030,53503,21215,35072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,1934,52890,0,0,0,0,0,0,0,0,1,0,0,5351,8114,1369,3115,8712,12,87,4,7,250152,172363,39787,551567,34499,0,0,4614,2,0,0,0,0,0,0
경주,82167,1,0,0,282,0,15,3,7968,13,4,1799,2656,74206,2,10,35887,41,1154,10511,283,21943,30250,28924,21726,44450,0,288,0,0,0,0,0,0,0,0,0,16,0,3,37,0,0,0,0,0,0,0,0,0,0,27212,0,290,620,0,0,0,426,81,0,2,0,1762,5513,882,800,3619,22,35,34,33,59409,23261,520218,65825,339830,0,0,5,0,9,0,0,0,0,0
포항,0,271,17,0,0,0,0,1,18,0,5,6,18,34704,0,0,5065,0,4,2304,0,461,998,677,826,7451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1440,0,0,0,0,0,0,0,0,0,88,0,3120,0,0,0,0,10,1,120,0,0,5,6,1,1,1,3,0,1,3,8556,5536,33763,336680,2080876,4800,0,5,0,0,0,0,0,0,0
진해,7467,974,2313,0,1309,0,298,124,71,0,6,24,3,1062,705,1594,3212,0,0,0,1942,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,432,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,120,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,3840,0,0,0,2400,264941,8119,214350,915,240,50,4,6,0,0
진영,7590,37,2783,0,1806,2,792,355,1979,1,238,454,1157,15970,3516,57957,119163,0,0,0,0,26,4,0,0,0,0,1,0,0,25,20,189,0,0,1,4,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,41,1,11624,36728,149160,6899,4466,1313,206,216,35,201
마산,174320,1464,51919,13,38359,20,19963,11976,35181,71,7116,16008,21260,81627,22036,110764,43722,0,0,0,3388,0,0,0,0,0,153,1364,0,0,1341,933,9108,823,57,526,368,9399,119,0,0,0,0,0,0,0,0,0,0,0,2051,0,120,240,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,5,0,75006,140349,231,300935,85817,24650,4754,2997,611,8580
군북,7081,17,2405,0,1579,1,382,306,931,0,90,374,729,2926,431,3153,28569,0,0,0,0,0,0,0,0,0,29,35,0,0,17,22,199,81,0,23,22,1017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,498,6211,313945,52724,115790,2947,558,183,18,234
진주,36665,88,8820,0,11031,0,4969,3278,8652,0,563,1054,2920,4081,988,8169,31374,0,0,0,0,0,0,0,0,0,1121,1741,0,0,611,178,3076,1418,109,302,372,19656,79,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,3545,90162,103465,259188,257477,13557,3913,111,3740
하동,15312,0,4504,0,1872,0,696,311,850,0,26,47,155,448,126,732,13134,1200,0,0,0,0,0,0,0,0,223,234,0,0,13,26,225,240,21,153,208,28407,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,443,1172,23136,2672,236429,98717,29229,1803,121,4255
광양,19183,0,4925,0,1767,3,345,320,613,0,0,25,68,732,33,587,6283,0,0,0,0,0,0,0,0,0,141,426,0,0,22,50,455,639,73,719,426,50706,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,130,4412,532,11909,19978,27273,17523,447,1532
보성,57041,45,21578,0,8002,1700,1887,1212,2743,0,0,0,1,10,0,690,16466,0,0,0,0,0,0,0,0,0,1185,2874,1886,368,2427,1911,2506,27,2,119,1483,87464,26961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,179,2515,112,2280,3904,3166,465192,108114,322524
화순,4382,22,2934,0,1083,173,185,204,295,0,0,0,0,0,0,95,4626,0,0,0,0,0,0,0,0,0,138,261,168,12,736,785,2036,1,0,2,2,7718,7259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,873,23,258,932,272,64590,45639,133739
광주,257210,18264,88045,3,38079,8672,16622,12618,29603,0,0,136,0,702,0,673,29853,0,0,120,0,0,0,0,0,0,17882,26496,19613,3317,158876,34704,218312,1,0,0,0,21443,10742,0,864,0,0,0,0,0,0,0,0,0,0,120,360,6120,8432,0,1080,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,0,99,7756,103,2545,11868,1199,357093,130820,161476
