0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
영동,159217,970,110971,2347,65606,8140,19235,23140,318982,19534,22920,40305,44927,111851,1377,3590,103881,0,0,0,0,537,0,0,0,4,0,0,0,0,0,0,658,0,0,0,0,0,873,0,200,312,441,0,0,0,0,0,0,879,171,0,838,590,218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1037,120,0,0,212,7560,69,852,0,0,0,0,0
김천,254817,2126,124241,2666,93594,13150,31108,22341,169627,5743,39325,33900,188310,435106,12692,8187,231836,0,0,0,0,0,12466,0,0,1088,0,0,574,0,0,0,178,0,0,0,0,0,939,0,192,53,103,0,0,0,0,0,0,1228,157,0,0,807,0,0,0,0,79746,41795,12935,1366,0,0,0,0,143,3187,0,0,0,0,31,346,4496,4192,0,0,567,22035,216,1559,0,0,0,0,0
구미,337782,6909,129919,2060,101282,16667,39020,36665,221425,5989,40082,187223,167019,1214752,46295,31405,425966,0,0,0,0,417,150,0,0,2931,0,0,564,0,0,0,0,0,0,0,0,0,1722,0,112,0,0,0,0,0,0,0,0,867,0,0,0,1664,432,0,0,0,2128,6063,58,18,0,0,0,0,0,4334,0,0,0,0,11,290,2992,6288,13,0,1601,29228,652,7467,0,0,0,0,0
동대구,2078895,7384,485256,8380,416481,68468,152930,70433,596667,10210,114078,615851,1120052,3482,256182,377087,3407193,24,1255,15846,64,30115,139126,96438,44909,135972,0,0,264,0,288,0,0,0,0,0,0,0,2508,929,1219,0,0,0,0,0,0,0,0,6460,1692,2615,460,788,172,32,270,0,21831,28004,0,0,0,8675,34458,8641,11228,50210,0,0,0,1,2802,1090,17579,51778,22805,3983,12339,128498,2458,10430,4,0,0,0,1
청도,34219,621,12478,929,7551,1257,2168,1919,10054,154,2050,15727,57869,278803,72719,56405,504497,0,0,0,0,1807,5,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,2061,0,0,0,0,0,0,0,1725,1743,0,0,0,0,0,0,0,455,0,0,0,0,0,0,2,10,1,662,1627,34480,755,2614,0,0,0,0,0
삼량진,98756,1428,25133,868,19667,2247,6534,5822,26230,928,3070,8973,26023,398216,69367,334281,2237365,0,0,0,0,180,0,0,0,178,1806,0,6,0,48,32,330,0,0,0,0,471,0,0,3248,0,0,0,0,0,14,0,0,1304,67,0,0,2496,72,0,0,0,378,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,25188,98143,2975,8537,611,238,403,116,368
부산,2986049,13642,540330,4652,418063,51362,179953,122390,837519,7628,111069,353218,424292,3518288,474275,2114666,941889,0,1970,23889,143,42422,55719,30151,7327,4908,10,110,2460,0,1726,4516,36577,1,48,0,0,12112,0,2014,3350,23,157,0,533,0,40,0,0,1807,535,3067,240,2520,144,36,423,0,14606,20158,0,0,3,4578,12508,2401,4400,12930,296,41,24,0,547244,170242,194486,52394,4615,6401,96384,29677,22497,24228,10266,5392,14794,2862,25825
팔당,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,11383,18996,6466,168,1359,547,306,63,388,0,0,112,0,0,0,0,0,0,67,0,0,0,0,108,0,0,0,0,42,0,0,0,0,0,168712,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,122,99,10,68,12,379,54,21,3,0,0,0,0,504,0,0,0,0,0
양평,0,540,950,0,0,0,0,0,0,0,0,0,0,1928,0,0,2477,21690,102306,106424,296,8700,4343,3138,323,728,0,0,307,0,0,0,0,0,0,509,0,0,0,10,287,0,0,0,0,64,0,0,0,0,480,593957,0,1272,9048,0,0,888,0,0,0,0,0,87,292,243,760,1146,445,546,204,2038,548,66,2120,860,0,61,0,0,0,0,0,0,0,0,0
원주,288,0,0,0,0,0,0,1,0,0,0,0,0,18559,1368,0,28511,4336,93819,169059,1988,54023,44714,35043,2809,7807,0,0,0,0,864,0,0,1093,0,0,702,0,115,5,2108,1220,0,0,0,0,0,0,0,0,3184,623331,0,5160,0,1580,0,2496,0,0,0,0,114,291,5928,7207,6220,6447,26722,12720,12947,98534,9867,1097,29809,10691,91,1670,0,864,0,0,0,0,0,0,0
봉양,0,0,0,0,0,0,0,687,0,0,0,0,0,147,0,0,442,208,299,1308,81,2056,1962,463,160,151,0,0,0,0,0,0,0,0,0,0,0,0,0,3487,10439,0,0,0,0,0,0,0,0,0,0,5744,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,41,9,5,96,876,105,2787,842,2897,107,0,0,0,0,0,0,0,0,0
제천,3895,1152,2466,52,11459,3321,11677,74766,115915,0,200,192,120,29461,0,2581,42203,937,8006,39504,1629,19058,105438,64994,6410,12683,433,2448,1209,191,424,241,1612,884,149,23,0,0,1131,303735,162613,0,37,0,0,60,917,1319,429,100,0,433489,409,771,513,676,1414,600,3,2,0,0,0,406,6348,6497,23324,18610,38450,28462,22191,96219,17986,2069,47502,20973,3122,3717,1354,2909,0,0,0,0,0,471,585
영주,0,1868,26,0,0,0,264,0,493,0,0,12148,2,132291,0,0,53206,451,5075,46353,1786,120540,46933,141894,17501,19242,467,0,1611,0,0,0,0,0,0,0,0,0,0,612,29,487,0,0,0,0,0,0,0,0,0,502635,267,1025,195,1,378,0,4581,10273,102257,84,0,55608,102878,14055,38402,69237,0,26,0,1,19992,1467,52639,29165,262,351,0,0,0,0,0,0,0,0,0
안동,0,2025,0,0,0,0,139,0,0,0,0,4,0,115364,0,0,37391,265,2747,29119,316,60104,115673,75345,36121,19165,0,539,140,0,0,0,0,0,0,0,0,696,0,6,213,0,0,0,0,0,0,0,0,0,0,359607,0,0,0,0,615,0,1000,0,4,0,0,2612,20722,2789,6775,13115,3,4,6,2,18602,2099,61425,34551,390,1152,244,224,0,506,0,0,0,0,0
의성,0,1307,0,0,0,0,0,0,0,0,0,0,0,57324,0,0,7038,80,276,2107,64,5319,14724,30851,19212,32842,0,0,0,0,0,0,0,0,0,0,0,0,0,3,599,0,0,0,0,0,0,0,0,0,0,27270,0,0,0,0,592,0,0,0,0,0,0,767,3945,600,1517,2549,0,11,7,4,7008,1088,19444,19750,569,0,0,0,0,0,0,0,0,0,0
영천,14133,1114,263,0,1666,0,34,41,1833,0,15,1024,3237,128952,10,5,4682,436,861,4259,55,10599,14435,21983,34944,48916,0,0,764,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,971,1331,3586,432,1560,0,0,216,0,0,0,7,0,0,950,4392,587,1031,2921,0,0,0,0,6176,3191,32769,45447,7869,0,0,6,0,0,0,0,0,0,0
논산,307490,26408,170963,2744,110539,17949,27442,27378,299251,0,0,0,0,5956,0,1346,4596,0,0,360,0,0,0,0,0,0,52858,71617,33646,8072,29458,6456,20552,7701,1110,4582,4296,17583,12850,144,12820,97,187,0,0,0,0,0,0,263,116,360,9838,13890,57,0,26125,0,0,0,2094,0,6806,0,0,0,0,0,0,0,0,0,1152,0,0,595,0,701,899,1580,421,1870,171,104,893,114,26185
이리,558668,6991,185131,3881,137284,23377,34874,23490,125747,0,9,16,0,88,0,7,310,0,0,0,0,152,0,539,0,0,108411,327984,365131,34477,42277,13440,74680,183851,7963,38361,17487,64937,52613,0,2539,0,0,0,0,0,0,0,0,45,251,0,360,1487,1512,0,460,0,0,0,0,0,557626,0,0,0,0,21,0,0,0,0,1319,0,0,0,0,712,0,6,1,2633,234,374,2579,159,41303
정주,399980,7891,161579,4210,119898,16098,21005,16228,61569,120,0,573,564,355,0,6,2643,112,274,0,0,21,1611,140,0,1208,39209,349102,211858,50428,29714,8885,45262,84,0,3,0,2404,0,1,1645,312,888,0,0,40,516,75,0,1717,602,948,540,1694,121,0,144,0,0,0,0,0,10513,0,0,0,0,479,0,0,0,0,580,0,2,0,0,0,695,275,0,572,0,0,2057,186,23267
장성,87220,2037,35558,652,16764,2150,3060,3290,10997,0,0,3,1,16,0,0,9,0,0,0,0,704,0,0,0,0,8597,36178,50600,35323,27795,4873,19810,1,0,0,0,314,0,0,191,0,0,0,0,0,0,0,0,775,287,0,0,418,0,0,362,0,0,0,0,0,872,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,18,2226
송정리,0,0,2,3,0,29,2354,0,0,0,225763,4006,46151,1755,31433,9515,12270,8505,27844,0,0,699,0,0,0,0,18350,49582,36918,56667,8192,25156,129585,2,0,0,0,589,224,0,419,0,0,0,0,0,0,120,0,0,616,0,0,45,0,0,2102,0,0,0,0,0,102,0,0,0,0,271,0,0,0,0,0,0,0,0,0,169,7,480,8,124,20,62,2088,366,4583
영산포,0,0,0,0,0,35,3984,0,0,0,106191,286,52382,1877,25153,4785,5409,3716,10198,0,0,448,0,0,0,0,10056,15049,10269,6532,21580,223,47661,0,0,0,0,514,225,0,241,0,0,0,0,0,0,0,0,620,585,0,0,0,0,0,976,0,0,0,0,0,26,0,0,0,0,40,0,0,0,0,0,0,0,0,0,548,21,671,28,105,23,54,1121,318,15251
목포,658,178,0,0,0,384,36767,0,0,0,435492,1077,125716,4027,65115,9783,17034,15906,49935,395,0,1638,0,0,0,0,25529,80717,49442,21131,135161,37334,397404,6888,0,500,0,2436,1221,7194,1926,1053,0,0,106,501,0,0,0,831,86,0,360,0,0,0,902,0,714,0,0,0,909,0,0,0,0,660,0,0,0,0,0,0,0,0,0,1172,289,7122,162,2384,257,680,1523,1286,101788
전주,238676,1974,73290,112,58324,9227,16067,8343,27530,0,0,0,0,0,0,0,125,0,0,54,0,0,0,0,0,0,8309,194622,18,0,0,0,8973,13248,4774,24144,17021,85906,87059,0,858,0,0,0,0,0,0,0,0,0,563,0,0,2237,0,0,0,0,0,0,0,0,18915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,66,259,0,0,0
임실,39351,38,20027,0,9099,1438,1569,657,2652,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1390,8617,0,0,0,0,1,6580,1429,4890,1426,5949,5414,0,170,0,0,0,0,0,0,0,0,134,19,0,0,335,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,98,18,28,0,0,0
남원,137981,0,42441,730,29109,4611,7123,3914,13363,0,0,0,0,0,0,0,24,68,415,0,0,1204,0,0,0,0,5281,33397,0,0,0,0,500,26814,7976,19785,5013,26107,24335,0,23,167,360,0,302,20,0,0,0,1038,0,583,0,0,0,0,0,0,400,377,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,203,4378,248,0,0,0
구례구,135147,0,44937,0,19769,2352,3954,3320,9921,0,0,0,0,0,0,0,47,0,0,324,0,105,0,0,0,0,4561,16041,0,0,0,0,0,13665,1499,5502,1412,30183,29151,0,57,52,0,0,0,0,0,0,0,554,540,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,7,0,405,34,108,0,0,0
순천,256828,1032,71215,0,48761,6649,18402,14889,36443,0,0,0,0,8,0,493,11801,0,0,0,0,130,0,696,0,0,19251,64373,1373,236,223,292,2532,82520,5983,29732,33326,24113,34518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3780,361,8492,18054,17288,48751,6636,15907
여수,211614,1,48372,0,32346,3321,14405,11906,28772,0,734,595,1722,2508,532,0,85,0,0,76,0,694,0,0,0,748,15115,57530,0,0,113,256,811,89801,6138,31633,39848,44254,2545,822,324,0,0,0,223,144,0,0,0,0,0,19,0,634,0,166,566,0,747,964,0,0,941,0,0,0,0,0,0,0,0,0,50,1722,1147,416,517,0,0,6,9,1386,9171,20,3840,1405,2680
청주,15314,1109,16153,1,5559,604,1747,27622,11552,0,11,0,0,0,0,1,2302,0,0,0,3539,310927,137,577,2,315,0,0,0,0,0,0,7862,2,0,0,0,0,1155,39166,101819,99,0,0,0,0,23,0,0,1728,629,34,0,781,1440,71,323,0,0,0,50,0,0,0,0,0,1338,4491,7,12,33,4,0,20,3,3,16,501,0,1,0,0,0,0,0,0,0
충주,22090,1278,7830,299,5358,1979,7056,62601,46109,0,46,0,437,11224,1806,574,9713,140,448,8,12642,160573,488,238,9,1602,0,150,447,704,699,447,2388,0,19,379,48,69,684,95047,35118,1032,756,0,0,113,368,546,61,721,1117,1800,84,797,106,0,56,840,0,0,0,0,946,0,0,22,329,2231,77,46,54,60,4549,2361,2199,2004,1693,1599,1627,4574,1330,1812,0,0,191,125,261
부평,0,0,0,0,0,0,0,0,88,0,0,63,0,0,0,0,23,0,0,270,0,148,0,457,0,0,14,0,312,0,0,0,1112,0,0,51,168,0,0,0,864,0,0,0,0,0,2640,0,0,0,130,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,1648,0,99,0,0,0,0,0,0,0,0,2376
인천,0,0,0,0,0,0,0,0,856,0,383,620,0,0,0,0,379,0,0,0,0,1052,0,0,0,0,760,0,1028,0,0,0,62,0,0,0,630,0,0,537,17,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,0,1102,0,0,0,0,0,0,0,0,0
송도,0,0,0,0,31768,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,237234,489,226604,2335,39982,8069,49273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,32543,61382,47205,53522,24449,0,0,93,84,463,133,131,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
예산,235224,732,276576,4726,125922,13880,99911,0,0,0,0,0,0,0,0,0,0,2,118,0,0,142,0,0,0,0,0,0,40,0,0,0,571,0,0,140,140,0,260,0,89,2,0,0,63064,22438,75748,49581,44764,0,0,408,0,538,0,179,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍성,237724,1096,229138,4392,108141,16447,113448,0,0,0,0,0,0,0,0,14,71,0,0,0,0,495,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,1042,2476,0,0,63079,89036,84899,74017,83651,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,536,0,0,0,0,0,0,0,0,0
대천,333797,1447,202388,3348,114399,20877,106494,0,0,0,0,0,0,2,0,0,62,0,0,0,0,525,0,0,0,0,0,0,75,0,120,0,0,0,0,0,0,0,0,0,1304,0,0,0,61659,51945,59187,30166,182702,2880,240,0,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,193,0,0,0,0,0,0,0,0,0
장항,222299,1011,154327,4024,82612,17149,30521,0,0,0,0,0,0,0,0,0,50,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,43651,52414,87909,159476,71202,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
수색,597964,0,0,0,22,38,0,0,1168,0,667,1140,867,3819,0,1325,4747,0,0,0,0,736,0,0,0,288,264,0,1241,684,0,274,1161,0,134,1038,554,0,0,1436,15,0,0,0,0,0,0,2112,0,1666,1545857,480,0,9314,21,0,0,43203,1113,519,0,0,0,0,311,0,0,152,0,0,0,0,140,140,0,316,0,0,82,1947,0,0,0,0,0,0,120
문산,1467307,0,25,0,360,0,0,0,92,0,171,157,0,1352,2061,151,535,0,480,1122,0,2194,0,0,0,2086,116,296,1169,287,46,585,86,563,19,0,540,0,0,629,432,690,180,0,0,0,0,480,0,1476184,558885,0,0,0,0,0,0,0,0,0,0,0,312,0,400,0,0,285,0,0,0,0,0,0,0,1550,720,0,0,0,0,0,0,0,0,363,680
청량리,72,0,0,0,0,0,0,80,0,0,0,0,0,1940,0,0,4554,112624,589527,659059,3713,457654,568691,377954,25919,3927,0,0,1439,0,0,0,0,0,0,379,0,0,19,34,981,0,0,0,97,458,4,0,0,0,0,36338,11504,240,240,349681,1424687,0,0,0,359,0,0,20246,56984,48019,98140,163906,69225,71554,32283,298874,2339,1235,28518,10278,0,0,0,0,0,0,0,0,0,0,658
성북,0,0,0,0,0,0,0,0,60,0,1018,0,120,408,0,0,0,0,0,0,0,213,267,0,0,144,232,0,581,0,648,0,0,0,0,0,0,0,0,0,284,0,0,0,84,0,0,0,0,0,0,10,5056,70,512,94099,393158,0,0,0,0,0,0,0,0,0,525,72,0,0,0,0,0,0,0,2297,0,456,0,0,0,0,0,0,0,0,0
의정부,318,0,0,0,0,0,120,138,582,236,656,807,1664,789,0,2336,480,0,1040,5160,0,62,1333,0,0,720,1802,1509,1378,281,45,0,0,2053,203,0,0,350,634,639,1634,0,250,0,376,100,1109,1964,478,3341,8,0,0,1982688,1231491,63,4,4919,108,0,0,0,639,454,0,0,336,58,0,0,0,0,0,0,0,454,1344,671,0,0,0,0,0,0,0,0,733
신탄리,0,120,329,0,0,0,0,0,240,520,238,0,800,364,0,120,240,0,6744,528,0,0,314,0,0,432,165,1152,259,0,0,0,0,0,0,0,0,0,0,1080,404,600,0,0,333,0,2,0,0,41,1,0,8911,1414095,615723,0,1,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,297,0,165,0,0,0,0,0,0,0,0,0
청평,0,528,0,0,0,0,0,111,0,187,0,0,0,231,1512,0,59,0,0,0,0,264,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,375,101,65,2,0,0,178,113,0,0,0,0,0,456244,121004,753,8,28594,52723,0,0,0,0,0,0,0,0,0,251,5,0,0,0,0,1584,0,0,0,0,95,0,792,0,0,0,0,0,0,0
춘천,0,0,2,0,0,0,0,636,83,0,0,0,2,281,0,0,879,0,0,504,0,0,0,615,592,144,0,460,144,323,1963,738,559,0,0,0,0,0,746,343,114,0,0,0,357,1136,0,0,0,0,0,1516462,321547,196,1,77960,70015,120,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,2886,0,0,0,0,0,0,0,0,62
일영,4491,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,2448,360,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,9968,0,0,0,5727,27,0,0,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,0,963,14,0,0,0,0,0,0,0,0,91684,3090,30585,1734,717,18524,0,0,0,0,3,6134,1000,0,0,0,0,0,0,0,0,714,0,0,400,0,0,747,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,108,0,0,0,0,25828,24669,6566,1506,0,0,2,0,335,614,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0
점촌,0,776,0,0,0,0,0,0,0,0,0,53944,7258,41923,2085,1037,24453,0,0,0,0,0,13188,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,994,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,27312,4465,24348,78643,0,0,4,0,415,527,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0
예천,0,0,0,0,0,0,0,0,82,0,0,18448,9,44,0,0,28,1,0,0,0,23,93082,7,1,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,4098,26311,56904,54,0,8,71,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문경,0,0,0,0,0,0,0,0,0,0,0,787,21,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,94043,50,8969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군산,406,145,59,3,620,6,65,9,5116,0,2,0,0,7,0,1,22,0,0,114,0,958,0,0,0,0,8450,536943,12750,1904,591,239,609,31902,178,115,28,8,1569,0,0,0,0,0,0,0,0,0,0,0,312,0,0,1347,0,0,0,0,0,0,0,0,269403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘양,0,775,0,0,0,0,0,0,670,0,0,2,0,11179,0,1,4805,1,105,327,1,563,56195,3521,1179,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,24127,0,454,0,0,0,0,1,2,1,0,0,89821,49455,5725,8179,6537,0,7,0,49,4262,83,7669,2277,0,0,0,0,0,0,0,0,0,0,0
철암,39,1024,0,0,0,0,0,0,158,0,0,0,0,36901,0,0,14963,7,395,9812,4,7967,92723,21689,4396,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,311,385,72809,0,0,0,0,0,0,0,0,0,0,0,49851,55254,11885,49824,72085,5063,4211,1709,19353,5466,178,11769,4328,0,0,0,0,0,0,0,0,0,0,0
도계,0,0,0,0,0,0,0,0,0,0,0,0,0,10115,0,0,3108,0,294,8710,0,7210,12773,3265,717,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,55384,0,0,0,0,0,0,0,0,0,0,0,4876,9088,58244,95523,60266,1308,2475,1043,2564,1157,47,2201,678,0,0,0,0,0,0,0,0,0,0,0
동해,0,0,303,0,45,0,0,0,33,0,0,143,0,12639,0,0,6355,0,871,5957,0,22971,35009,7384,1657,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,1237,0,0,0,0,0,0,0,0,0,0,90978,439,374,118,101,151,0,53,401,0,0,0,6590,51563,88231,2924,58386,4522,8812,3259,30393,850,170,4597,1045,0,699,0,0,0,0,0,0,0,0,0
