0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
동대구,2346089,3911,533375,9510,426236,73746,159656,76609,641550,10110,105844,732353,1339270,5721,347361,418265,3573527,41,1362,12097,1,30128,149964,116910,51871,154238,0,196,664,0,216,0,2,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,2145,0,2349,1176,6596,0,0,0,0,19547,24529,5970,0,540,11015,38193,8818,15155,53988,0,0,0,0,1762,1155,29292,57601,24333,5393,14573,153899,3763,14814,1,0,0,0,186
청도,42504,1174,16236,977,10475,2051,3374,2762,16250,383,2402,23069,81764,354248,88448,64690,520332,0,0,0,0,683,284,0,0,22,0,0,844,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,72,0,523,0,44,0,0,0,0,1974,1991,445,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,718,1871,35330,776,3223,0,0,0,0,0
삼량진,104665,3229,27484,632,19407,2482,5829,6796,30087,514,3240,9449,26051,413481,76155,299796,2182002,0,0,0,0,90,357,0,0,185,4303,0,705,0,46,61,800,0,0,513,0,393,0,0,532,0,0,0,0,0,0,0,0,1612,0,144,576,2952,0,104,263,72,446,554,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571,23088,88345,3438,11814,580,222,482,66,369
부산,3190765,3392,590623,5724,457989,59781,182926,130494,937643,7866,104496,252670,425385,3576798,513469,2140498,1159489,0,946,10362,0,23167,33139,14098,3310,2792,0,0,3570,0,2036,4392,35731,0,0,0,0,11205,0,681,758,0,0,0,0,0,0,0,0,3596,0,1651,1800,3816,0,0,0,0,15999,20830,7556,0,0,2159,5384,946,1873,6772,0,0,0,0,425342,107727,131877,34988,2687,2293,100549,45396,19681,24372,9064,5218,12087,2444,27321
팔당,0,0,0,0,0,0,0,0,868,0,0,0,0,41,0,0,14,12808,19426,5835,144,1320,519,219,55,468,0,0,50,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175736,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,127,124,6,65,17,503,34,29,0,0,0,0,0,432,0,0,0,0,0
양평,0,0,1944,0,0,0,0,0,0,0,0,0,0,2463,0,0,1290,29792,85538,97977,237,9664,5042,3891,236,1213,0,0,20,0,0,0,0,0,0,208,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,709578,0,0,2064,0,0,0,0,0,0,0,0,78,238,308,1160,1747,500,807,291,2114,1988,85,1984,1014,0,0,0,0,0,0,0,0,0,0,0
원주,1872,0,0,0,0,0,0,0,256,0,995,6,0,13524,1440,0,12104,3844,102389,126495,2448,58801,46416,32185,2055,5881,40,0,0,0,0,0,904,0,0,0,0,0,0,0,3560,0,0,0,0,0,0,0,0,0,0,671222,0,0,0,0,0,0,712,0,0,0,0,211,4438,7581,9071,10175,20267,15614,9849,87992,19785,1099,27739,9350,442,0,0,570,0,0,0,0,0,0,1
봉양,0,0,0,0,0,0,0,452,0,0,41,0,550,52,0,0,207,112,248,1851,64,1603,1106,387,101,138,0,0,70,0,0,0,67,134,0,0,0,0,0,2465,6666,0,0,0,0,0,0,0,0,0,0,5199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,49,0,24,7,0,36,756,83,2043,590,1,0,0,25,0,0,0,0,0,0,0
제천,6560,1179,4559,0,14687,3327,14197,77392,146129,0,0,0,323,38480,0,532,17969,845,13220,50926,1080,19737,118012,69534,5647,10569,0,36,961,0,448,2,640,2420,0,0,0,0,0,327175,169515,44,778,0,0,20,514,0,0,0,0,4379,1451,857,288,188,755,0,0,0,0,0,476,341,6396,6974,30638,27034,31806,23022,17018,89599,34988,2454,44834,19557,77,0,1166,2760,629,0,0,0,0,0,174
영주,3051,192,925,0,4684,1336,2615,5,656,0,0,14128,3173,146951,220,226,31516,472,7127,48158,773,122946,43803,154106,15343,23055,0,0,689,0,0,0,142,0,0,0,0,0,0,5280,2512,0,0,0,0,0,0,0,0,313,0,810,0,169,0,0,700,0,6293,11703,86849,0,0,62733,95865,13298,40619,76857,0,0,0,0,42124,1379,54818,30519,142,0,0,1089,0,0,0,0,0,0,0
안동,2,945,0,0,0,0,594,0,0,0,0,0,0,145259,0,0,17882,176,4663,31065,365,64801,133578,56726,34797,24027,0,0,1223,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,885,0,500079,0,0,0,0,0,0,0,0,8,0,0,3814,23468,2967,8589,13413,0,0,2,1,35617,2115,61530,36866,398,0,0,1484,0,612,0,0,0,0,0
의성,0,1092,0,0,0,0,0,0,1,0,0,0,0,71731,0,0,2936,46,237,1896,33,4923,13923,38192,18596,32839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,357073,0,1681,0,0,0,0,0,0,0,0,0,798,3394,531,1461,2176,0,0,1,0,9448,814,17186,18589,480,0,0,0,0,0,0,0,0,0,0
영천,18311,814,483,411,1397,154,81,65,2334,0,25,703,1538,127449,10,8,2226,445,1028,3046,29,7775,18887,23465,33700,48141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,0,26923,0,715,1157,0,1008,72,0,0,0,0,0,1424,3620,509,1379,2838,0,0,0,1,7970,3017,25455,49479,9554,0,2,1,0,0,0,0,0,0,0
논산,365954,12023,186093,3061,110011,18276,28888,27183,297652,0,0,0,0,7632,0,10279,9216,0,0,1583,0,0,0,0,0,0,48260,75333,30761,6349,1978,5929,21786,9792,1169,5639,4437,18452,14357,0,12679,0,0,0,0,0,0,0,0,115,819,2947,11732,1747,524,0,12600,0,0,0,0,0,6234,0,0,0,543,0,0,0,0,0,0,0,0,0,0,1647,0,791,0,790,127,133,976,154,31314
이리,664047,1319,186474,3719,130405,25123,35365,26582,132502,0,0,0,0,5,0,1,0,0,0,0,0,590,0,0,0,0,96761,217370,375017,30964,37725,14365,80081,228590,10734,46489,17236,69278,56334,0,81,62,564,0,0,0,0,0,0,766,0,576,0,603,1008,0,0,0,0,0,0,0,547905,0,0,0,0,508,0,0,0,0,0,0,0,0,0,523,0,549,4,3325,241,374,3290,358,58929
정주,467182,950,170184,4746,111270,17386,24070,18383,62383,1,72,557,550,694,844,705,3543,50,20,0,70,961,689,0,0,0,39353,334722,177315,40451,30980,9331,52581,82,0,0,0,3182,0,0,0,556,0,0,0,0,0,0,0,823,349,0,72,1505,0,0,0,0,0,364,0,71,10163,0,0,0,0,0,0,417,52,676,1442,2134,315,812,655,0,620,840,0,0,0,0,2308,290,32067
장성,86768,438,33544,666,17833,2312,4106,3561,12251,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,7900,28976,40114,22014,23812,4960,21888,1,0,0,0,473,0,0,22,0,0,0,0,0,0,0,0,494,720,683,0,723,0,0,360,0,0,0,0,0,517,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,29,1733
송정리,203336,8337,41929,1618,25217,7062,8369,6557,24196,0,1,1041,0,0,0,71,2991,0,0,0,0,1789,0,0,0,0,17128,45006,35902,39806,4305,20165,157429,0,0,0,0,625,241,0,172,0,0,0,0,0,0,0,0,353,40,72,432,668,288,0,288,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,31,561,24,137,11,79,1903,338,5397
영산포,123987,435,48354,1976,23703,5436,5976,3630,11274,0,0,0,0,0,0,97,4205,0,0,0,0,757,0,0,0,0,10011,15471,10456,6681,24665,41,49493,0,0,0,0,463,258,0,293,0,0,0,0,0,0,0,0,486,32,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,708,35,162,15,66,868,457,26602
목포,461094,1321,132594,4193,71305,10930,17733,14078,54348,0,0,0,0,0,0,934,35205,0,0,134,67,558,250,0,0,0,29344,83746,52322,23113,162584,40613,294252,6540,0,0,0,2612,1311,2523,1683,1440,0,0,844,151,1420,0,0,1181,111,43,360,0,0,104,580,0,0,0,0,0,1100,0,0,0,0,0,0,945,140,0,0,0,0,0,0,0,415,8439,210,1751,196,781,1568,2035,156955
전주,312876,0,102303,467,63748,9907,17959,9967,29007,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,10750,262811,37,0,0,0,9538,22025,7605,26949,16001,90265,95399,0,1043,0,0,0,0,0,324,161,0,0,0,378,0,0,0,0,0,0,0,0,0,0,27939,0,0,0,0,659,0,0,0,0,211,166,707,51,0,0,0,0,0,2460,170,551,0,0,0
임실,43067,0,20685,0,8657,1315,2087,1117,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,10540,0,0,0,0,0,10551,1517,2792,663,5767,5231,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,13,26,0,0,0
남원,161117,1028,54856,0,32547,5434,8553,5613,15251,0,0,0,0,0,0,513,14,47,185,0,0,0,0,0,0,0,7462,40702,0,0,0,0,0,31204,6035,19824,4115,34204,33456,0,470,0,0,0,0,0,0,0,0,0,0,627,841,319,22,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,269,155,103,0,0,0,7,2,0,226,128,246,0,0,0
구례구,133761,552,42059,0,18938,2598,4692,3257,11029,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6877,16975,6,0,0,0,0,13698,813,5875,1774,36802,29521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762,0,0,0,0,2,0,401,40,74,0,0,0
순천,275494,0,77781,0,51548,7256,115791,14156,35696,0,0,23,430,0,0,461,11650,0,0,0,0,0,0,0,0,0,23931,70544,2084,374,298,351,2777,89540,6558,37681,36254,32973,53587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1523,159,497,0,0,0,139,3602,331,8390,10342,17131,66929,7349,24297
여수,220171,0,51271,0,34458,3537,10968,11562,30273,50,517,231,0,977,29,1,51,0,0,0,0,0,0,0,0,0,18434,62229,0,0,126,30,905,90504,5681,38356,38304,56126,3104,73,506,0,0,0,177,301,816,370,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,204,414,0,0,0,0,552,0,0,7,4,11,4179,4,5207,2354,1572
청주,16499,0,18415,0,6893,938,2632,25865,18399,0,0,0,0,242,0,144,554,0,0,0,2716,336421,3514,4,0,0,0,0,0,1080,0,0,4449,0,0,0,0,0,73,35089,97353,1728,0,0,0,0,0,0,0,0,0,0,864,0,1080,0,0,0,0,0,0,0,0,0,0,0,3369,360,0,5,2,3,0,0,2,1108,0,899,0,0,0,0,0,0,0,0,24
충주,18742,245,8413,79,5374,1885,7889,53342,68304,147,553,0,456,4466,599,90,8815,63,120,0,8926,163993,2577,10,2,617,0,632,0,44,1508,762,2584,438,47,470,0,0,506,91182,32222,530,388,0,0,0,82,360,78,979,0,442,174,255,193,63,15,0,0,0,0,0,656,0,0,0,1414,0,6,2,12,0,6295,356,995,403,1108,478,63,1017,118,1070,0,0,846,230,2330
부평,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,62,556,0,0,0,1080,0,0,0,0,0,0,1080,56,0,0,0,0,896,1368,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,576,0,0,840,0,0,0,0,0,0,3319
인천,0,0,0,0,0,0,0,504,0,0,0,0,0,932,0,0,0,0,0,0,0,648,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
송도,0,0,0,0,34140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,294366,461,251574,3174,74478,12224,104858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,27118,59452,53107,54835,26657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예산,283172,634,274595,4272,107228,18190,142778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,207,0,20,371,0,0,102556,45139,79873,56990,40399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍성,254951,1205,202160,3525,93085,17164,121091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,1858,456,0,0,0,0,746,0,514,1296,0,0,82192,119368,73387,82705,80512,135,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대천,393585,955,221245,3760,119732,23903,101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,432,161,0,0,0,0,370,0,0,0,0,0,77094,71035,75774,35003,179008,1447,0,0,0,240,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장항,246526,1333,151254,4076,81743,19471,31924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,46659,60080,85189,147909,60691,209,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,1098285,0,0,0,0,0,0,0,0,682,0,462,186,2526,0,0,0,0,0,0,0,1121,313,837,753,692,0,0,274,0,41,51,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,5008,1817814,0,0,16929,1410,0,0,62400,0,0,0,0,0,576,0,0,0,0,0,0,0,0,995,270,52,1192,0,0,307,1185,0,0,0,0,0,0,1129
문산,1603567,0,0,0,0,0,13,0,394,155,0,0,0,181,0,1612,3595,0,0,0,0,0,0,48,412,934,277,190,898,15214,272,259,111,0,0,0,0,0,0,0,0,0,0,0,0,0,135,295,209,1577642,715867,0,0,0,0,0,0,0,0,0,0,0,1204,0,21,662,0,0,0,0,0,0,257,193,774,534,1745,0,994,1026,479,0,0,0,0,0,144
청량리,0,0,0,0,0,0,0,0,0,0,0,0,1,2160,523,73,1932,101708,664712,686854,3358,449032,528603,364100,26018,3283,0,0,689,0,0,0,43,378,0,853,144,0,0,2,0,0,0,0,0,0,0,0,1,0,0,88528,1933,0,0,327654,1718190,0,0,0,0,0,0,16685,43900,48554,142183,258407,70994,78619,28167,295334,3870,2763,20665,9490,0,166,0,0,0,0,0,0,0,0,73
성북,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,72,0,360,0,0,0,0,0,837,0,0,360,1496,0,0,0,0,0,0,0,0,0,0,429,3154,0,600,73956,373646,0,0,0,0,0,0,0,0,0,432,72,0,0,0,1,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0
의정부,1341,0,0,0,0,0,0,216,144,0,98,357,746,2998,0,72,0,0,0,0,0,29,89,0,419,1368,307,603,1505,723,2,0,0,0,0,0,322,0,0,0,1080,0,0,0,0,0,0,240,0,6486,1,0,0,2730672,1360553,0,0,4740,0,0,0,0,517,1315,461,0,0,0,0,0,0,0,0,0,0,896,688,298,0,72,0,72,0,0,0,0,0
신탄리,0,0,0,0,72,0,30,0,484,0,0,0,432,216,0,0,288,0,2064,0,0,0,0,0,0,504,524,1008,0,0,288,0,0,0,0,0,21,471,0,1080,482,1392,0,0,0,0,201,256,71,1155,0,0,612,1638691,666342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0
청평,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,144,0,0,0,0,0,0,0,0,0,0,0,144,0,0,848,0,104,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,468454,135530,0,0,43630,50435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,0,1,0,0,135,0,792,0,0,0,0,0,0,0
춘천,5,0,0,0,0,0,0,0,720,0,0,0,0,576,0,319,0,0,0,0,0,586,700,0,0,1440,0,0,0,360,0,0,580,0,0,0,0,0,0,1296,904,0,0,0,0,0,0,0,0,0,0,1824400,172086,0,0,121850,73802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0
일영,18980,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25262,0,0,0,14934,14,0,0,9712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,72,0,0,0,0,0
상주,0,0,0,0,0,0,0,0,1,0,2,96620,3654,34184,2239,639,20399,0,0,712,0,0,9055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27005,20948,7067,660,0,0,0,0,816,1016,0,0,0,0,0,549,0,216,0,263,0,304,0,569,0,0,0,0,0
점촌,0,0,0,0,0,0,0,0,0,0,0,59332,7910,42153,2334,857,26437,0,0,0,0,0,15328,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,926,0,0,0,0,0,0,0,23140,4250,22007,40773,0,1,0,0,330,3405,0,0,0,0,0,0,0,285,0,341,0,663,0,0,0,0,0,0,0
예천,0,0,0,0,548,0,0,0,0,0,0,15098,1943,10334,495,252,9708,0,0,0,0,0,48995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4745,20989,43291,57,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문경,0,0,0,0,0,0,0,0,0,0,0,508,2,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,57210,5,5631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,201,0,0,0,0,0,0,0
군산,0,12,57,0,8,10,1,55,5232,0,0,0,0,543,0,0,0,0,0,0,0,656,0,0,0,0,6312,539086,6430,1128,261,37,2267,21454,97,25,8,0,556,0,476,0,0,0,0,0,0,0,0,1200,0,0,0,569,0,0,0,0,0,0,0,0,190677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘양,0,423,0,0,0,0,0,0,0,0,0,5,0,12967,0,0,2217,7,72,282,13,492,61712,5194,1121,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20493,0,1375,0,0,0,0,1,0,0,0,0,82676,48908,4166,9123,7449,0,0,0,4,6609,129,7755,2101,0,0,0,337,0,0,0,0,0,0,0
철암,0,0,0,0,0,0,0,0,0,0,0,0,0,40286,0,0,6064,15,473,7528,12,5851,89872,24683,4032,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,21,0,52552,0,505,0,0,0,0,0,0,0,0,0,51819,50312,9498,47630,66322,3617,3209,1136,13595,12084,320,12876,4265,0,0,0,389,0,0,0,0,0,0,0
도계,0,557,0,0,0,0,0,0,0,0,0,0,0,9797,0,0,1157,0,284,8313,0,7974,12036,3371,653,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,53053,0,0,0,0,0,0,0,0,0,0,0,4539,8245,54732,74321,54160,1027,2658,658,3301,2318,80,2381,634,0,0,0,10,0,0,0,0,0,0,0
동해,0,44,0,0,0,0,398,0,597,0,605,1953,1411,15563,0,0,2295,0,1531,8503,49,31041,37085,9056,1735,2248,543,0,0,0,0,0,0,0,0,0,0,0,0,2986,515,0,0,0,243,313,0,0,0,0,0,129197,360,0,0,0,0,0,788,330,0,0,0,7453,47492,72681,2617,78909,4340,9186,2956,29006,3163,172,4193,1167,0,0,0,489,0,0,0,0,0,0,0
