0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
김천,249389,154,117714,1421,82093,12247,32010,20145,172784,4400,38734,7321,142178,483220,22731,7954,188115,0,0,0,0,0,14701,0,0,1209,0,0,310,0,0,0,0,0,0,530,326,0,0,0,0,0,0,0,49,185,304,0,0,0,0,0,0,0,0,0,0,0,48884,33390,10070,113,0,0,0,0,0,2931,0,38,0,0,63,4,2727,2966,2535,82,792,19028,284,3530,0,0,0,0,0
구미,329675,107,133416,1175,99993,16790,33638,28303,189197,4715,33153,150302,129480,1306867,90512,30175,398753,0,0,0,0,0,16283,0,0,2849,0,0,397,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,144,216,0,0,0,6310,11255,5613,0,0,0,0,0,0,1011,0,487,0,0,168,19,8422,5850,4400,0,1784,24217,748,9364,0,0,0,0,0
동대구,1917728,4050,455215,4302,378851,67868,135677,61447,537971,9669,82697,585009,1130441,3782,339840,345168,2973560,0,1189,10844,22,27121,131193,100883,41497,117556,139,32,3132,0,0,0,0,141,0,285,4,1412,763,0,463,0,0,0,0,0,0,0,0,690,1388,1365,2124,5223,0,0,0,0,40205,49440,18656,0,0,11290,30661,6755,14137,45138,0,1903,174,318,3241,1403,18713,43104,19625,3382,14578,154116,4008,15461,0,0,0,0,522
청도,46329,96,20387,729,13666,1834,4037,2233,20805,491,2553,24707,80697,336570,53325,53544,485694,0,0,0,0,0,1247,0,0,13,0,0,0,0,0,0,0,0,0,0,0,140,0,0,25,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,2997,3208,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,189,2025,36762,742,3202,0,0,0,0,0
삼량진,103053,1240,26349,427,20742,2415,6367,5704,28204,532,2591,8653,26125,345483,50525,182564,1917642,0,0,0,0,0,1050,0,0,312,0,0,0,0,60,68,510,0,0,0,0,464,0,0,270,0,0,0,0,0,0,0,0,0,0,144,720,4032,0,0,0,216,739,990,431,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1622,21656,88318,2893,13267,718,326,496,125,921
부산,2629593,2006,556592,3250,451981,59261,174628,103527,814827,8930,87505,205635,393407,2919508,481381,1861871,1124120,0,1,13,0,1215,11094,1348,0,723,0,0,2998,0,1399,3594,31144,0,0,2,96,10889,530,0,690,0,0,0,0,0,0,0,0,38,0,144,2232,4529,0,0,0,0,21117,25929,12026,0,288,0,525,0,181,985,0,0,254,1169,211973,46856,28837,21461,4970,3691,72986,166855,17297,25086,9406,4244,12429,1694,20183
팔당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27134,16752,4447,48,762,376,265,38,382,0,0,57,0,0,0,0,54,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123960,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,149,80,6,61,26,567,16,13,0,0,0,0,0,360,0,0,0,0,0
양평,0,0,1298,336,0,0,0,0,0,0,0,0,0,1814,0,0,0,24321,55800,69475,194,9237,5219,3305,223,424,0,0,125,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689231,0,120,1224,120,0,0,0,0,0,0,0,50,195,221,1214,2060,607,915,159,1996,2592,96,1756,760,0,0,0,0,0,0,0,0,0,0,0
원주,2500,216,0,0,0,0,0,106,623,0,0,0,0,11863,1512,0,3,3450,70274,73059,2163,51261,44099,30033,1535,5240,80,0,0,0,61,0,0,437,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,682241,6,0,0,1750,0,0,0,0,0,0,0,176,2988,6246,7895,10720,15991,16103,7428,76391,22272,930,20836,7653,592,0,0,114,0,0,0,0,0,0,0
봉양,0,0,0,0,0,0,0,369,0,0,0,0,0,22,0,0,0,58,202,1278,54,1050,8258,276,43,104,0,0,0,0,0,0,0,2,0,0,0,0,0,1537,3531,0,0,0,0,0,0,0,0,0,0,4363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,46,801,68,1113,312,0,0,0,0,0,0,0,0,0,0,0
제천,5927,288,4807,0,14711,3395,13735,64295,136023,0,0,0,0,37396,25,270,25,663,11011,42557,786,15369,106788,64823,4792,9611,0,0,0,0,591,0,0,0,0,0,0,0,0,298869,144810,0,1116,0,0,0,0,0,0,0,472,437662,807,0,0,0,0,0,0,0,0,0,0,300,4417,5251,29067,24288,22897,24027,12420,70494,36767,1839,31749,12166,8,594,0,0,0,0,0,0,0,0,0
영주,4370,117,1933,511,10129,2657,4228,0,736,0,0,12704,12100,129801,1021,807,10711,308,6685,48261,8191,106463,18001,141419,13197,22274,0,167,0,0,0,0,0,0,0,0,0,0,0,9032,4499,0,0,0,491,109,0,0,0,1147,0,459379,0,0,0,0,0,0,6336,11755,36179,0,0,58656,75107,9343,51583,60095,0,0,0,0,52421,1678,40576,22137,2,0,0,766,0,924,0,0,0,0,0
안동,1226,43,283,1162,1647,1277,1139,0,503,0,0,0,0,119881,0,0,1347,236,4256,30184,164,61026,119967,41109,34396,27662,0,593,602,0,0,0,0,68,0,0,0,0,0,1171,1206,0,0,0,0,0,158,184,0,172,0,315695,136,284,191,0,0,0,0,0,0,0,0,4246,20576,2480,8059,11549,0,0,0,0,44294,2364,47544,27475,54,0,0,36,0,0,0,0,0,0,0
의성,0,986,0,0,0,0,0,0,0,0,0,0,0,53696,0,0,0,37,221,1423,10,4189,11867,40855,14182,25236,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18614,0,0,0,0,0,0,0,0,0,0,0,792,2562,460,1413,2163,0,4,0,0,10469,831,11091,13955,11,0,0,0,0,0,0,0,0,0,0
영천,30926,1920,738,0,3101,0,732,56,5526,0,26,1008,2755,57637,0,146,360,375,451,2994,34,5823,19185,25444,30871,14751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,216,2501,70,1137,864,72,576,216,0,0,0,0,0,1804,3447,444,1416,2542,0,0,0,72,8469,3235,13678,27774,2976,0,0,0,0,0,0,0,0,0,0
논산,279312,9985,159680,1569,96871,15296,23049,25871,177805,0,0,0,0,10867,0,7632,10440,0,0,80,0,0,0,0,0,0,17568,50473,21931,4264,28833,5365,16181,8385,950,5032,3337,13401,11040,0,16696,720,0,0,0,0,0,0,0,657,0,72,11880,3528,0,0,20592,0,0,1106,0,0,4839,0,0,0,0,0,0,0,0,0,167,0,0,0,0,646,0,0,0,1050,52,59,825,95,25562
이리,523661,1087,170462,2109,124183,25243,34943,24777,117573,0,0,0,0,33,0,0,0,0,0,0,0,1,4766,593,0,0,54781,95538,188193,23249,29048,12155,60314,164368,7247,41765,13321,56903,48040,0,0,360,1507,0,0,0,0,0,0,0,383,0,107,211,878,0,0,0,0,0,0,0,373196,0,0,0,0,360,537,386,0,0,0,82,551,0,0,108,0,0,0,2422,141,287,2797,183,50392
정주,381946,332,159561,3427,104147,13345,22626,14774,50466,78,0,310,387,3132,0,0,3499,57,125,0,0,0,0,602,0,0,28525,167535,69196,18520,21232,12514,42217,0,0,0,0,2930,563,1440,0,0,202,208,0,0,0,0,0,661,67,1034,717,165,0,101,263,0,0,0,0,0,2338,0,0,0,0,0,0,0,0,0,890,0,0,0,0,413,0,0,0,0,0,0,2055,163,28786
장성,83905,374,28145,552,16482,1781,3484,2804,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,5200,22529,19356,8605,9413,3220,14964,2,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,239,0,0,0,0,360,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,454,15,1632
송정리,143296,8772,34312,1023,20547,5598,7702,5178,19055,0,0,0,0,0,0,80,2563,0,0,0,0,682,752,0,0,0,12573,29217,24781,9036,284,12734,124660,0,0,0,0,1029,256,0,0,0,0,0,0,0,0,0,0,109,0,0,720,360,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,196,0,0,0,0,0,0,166,186,32,676,23,192,76,157,2364,299,3399
영산포,99409,354,39098,1399,21496,4141,5711,3171,8434,0,0,0,0,0,0,74,3491,0,0,0,0,19,0,0,0,0,7827,12334,13361,3160,16715,43,36228,0,0,0,0,859,326,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62,619,31,173,49,149,896,368,24014
목포,365977,1108,124299,2727,73563,8636,17319,11370,43458,0,0,0,0,0,0,575,31163,0,0,0,0,222,0,0,0,0,23442,65525,43674,15269,129603,30903,182079,748,0,0,0,3968,1116,2188,448,720,0,0,462,0,0,360,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,376,6913,296,2740,407,1236,1904,889,152865
전주,232223,72,104432,164,59855,10922,16103,8423,25536,0,0,0,0,141,0,0,0,84,56,339,2,0,0,68,176,0,8199,207969,3,0,0,0,872,22337,4971,23634,12518,75478,78993,0,881,0,0,0,0,0,0,0,0,902,0,905,0,0,0,0,0,0,3504,183,0,0,33815,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,2124,142,339,0,0,0
임실,31928,0,17945,488,7695,1167,1304,869,2666,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,1265,7850,0,0,0,0,0,6308,394,1219,477,4539,4104,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,62,30,21,0,0,0
남원,132183,613,54660,797,30336,4506,7579,4340,14164,0,16,530,0,285,0,288,220,0,0,0,0,0,0,0,0,0,8162,37044,0,0,0,0,0,28870,2401,8717,3188,29116,31356,0,0,0,0,0,60,33,0,0,0,325,0,0,414,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,469,0,2,0,0,367,75,214,0,0,0
구례구,110574,394,39973,34,17439,2436,3556,2816,8783,0,61,326,0,0,0,0,103,0,0,0,0,0,0,0,0,0,5279,12373,0,0,0,0,0,10732,623,3525,1017,29355,24771,0,0,0,0,0,48,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,68,0,0,0,0,0,4,0,378,31,42,0,0,0
순천,222083,0,75121,153,51936,7808,14245,11601,33623,185,133,0,0,1412,140,558,12999,0,0,0,0,0,0,0,0,0,17930,57357,2039,394,714,699,4349,76931,4868,34053,27662,19732,53202,0,0,0,0,0,832,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,280,0,645,0,0,168,4000,367,7546,11097,12275,79595,6041,29426
여수,154948,0,46316,124,33884,4157,10762,9823,29002,0,0,0,0,763,0,0,535,0,0,0,0,0,0,0,0,0,15313,50276,563,0,121,366,801,76646,4318,33527,32103,57874,3351,386,516,0,0,0,201,28,0,0,0,578,0,7,1025,0,0,0,0,0,0,429,0,63,550,0,0,0,0,0,0,0,0,0,613,0,0,519,0,0,0,0,1,2,491,1,5787,1597,2556
청주,12664,0,16544,0,6168,811,2022,18884,18325,0,0,0,0,72,0,0,288,0,0,0,1453,298983,7225,1677,0,0,0,0,1440,0,0,0,2222,0,0,0,0,0,386,17516,57083,360,0,0,0,0,0,0,0,720,0,0,720,6,360,0,0,0,0,0,0,0,0,0,0,0,0,360,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483
충주,20586,505,8918,0,5484,1901,7098,52004,65500,0,0,38,487,703,0,0,1534,0,0,0,3556,136314,4681,2011,0,0,401,701,0,388,1037,219,670,0,0,0,0,0,516,56868,20816,0,0,0,124,151,816,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,345,0,555,0,0,0,0,112,447,0,4,0,0,0,0,0,0,0,0,0,0,0,1405
부평,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,144,0,0,0,0,0,0,1416,0,0,0,0,0,0,0,0,1872,0,0,0,1080,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0
인천,0,0,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,1028,0,0,0,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,711
송도,0,0,0,0,22974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,236458,311,229956,4132,75086,12973,51122,0,0,0,0,0,49,0,0,0,0,0,0,0,0,124,491,0,0,0,0,0,0,0,0,0,462,0,0,60,48,832,201,0,0,0,0,0,2872,36736,44778,48012,22875,179,0,0,0,0,0,0,105,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0
예산,269307,1062,266650,4191,116516,22991,126526,0,0,2,0,0,185,0,0,0,0,0,0,0,0,151,109,0,0,0,0,0,0,0,0,0,0,0,0,36,0,63,28,0,0,0,0,0,57023,23360,71946,44418,37024,283,0,0,0,0,0,0,289,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0
홍성,252336,1258,198287,3614,94619,17649,108298,0,0,0,0,0,306,0,0,0,0,0,0,0,0,816,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,69622,85211,26226,44100,66770,144,0,0,0,0,0,0,160,0,487,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대천,334771,1438,180402,2879,109536,22833,99948,0,0,0,0,0,0,2,1218,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,73688,47171,38382,13672,139305,1152,0,29,0,0,0,210,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장항,212012,983,135527,2756,77592,18763,31931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41037,48089,65534,106988,51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,715929,0,0,0,0,0,0,216,123,222,393,15,360,741,0,144,38,0,0,0,0,472,478,0,0,381,297,0,828,0,0,0,720,371,155,325,0,0,578,0,0,0,0,0,180,283,144,1296,0,5352,1499236,2,0,18661,0,0,0,60828,155,0,0,0,0,0,1080,0,2,0,0,0,0,0,770,0,0,773,0,147,0,0,0,0,0,0,0,0,0
문산,1303538,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,383,641,0,109,408,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467155,1273870,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0
청량리,1,0,0,0,0,0,4,0,1,2,0,0,0,763,0,0,0,108601,679456,688573,3062,421655,479867,310954,19946,1914,0,0,945,0,0,0,0,2342,265,0,658,0,7,0,292,0,0,0,0,0,0,29,1,0,0,64519,4027,0,0,304813,1634964,0,0,0,0,0,0,14548,28639,40625,142992,220033,57061,81175,22268,250619,3264,1869,6503,4457,3,72,0,0,0,0,1,0,0,0,3
성북,0,0,0,0,0,0,0,432,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,136,0,70,648,44,406,0,720,0,360,320,0,414,0,0,71,360,814,0,0,0,0,0,0,0,0,0,0,443,73,0,0,85721,361482,0,0,0,0,0,0,0,118,0,360,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0
의정부,516,0,0,72,0,0,72,0,224,450,0,0,144,473,0,0,310,0,120,0,0,0,0,316,0,561,0,490,57,0,0,0,0,108,0,105,0,0,0,0,0,0,0,0,0,0,0,720,0,11595,0,0,0,3090050,1585378,0,0,11489,455,637,0,57,0,0,165,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0
신탄리,0,0,0,0,0,0,0,0,481,0,0,5,288,790,0,72,288,0,1296,0,0,0,0,186,0,216,0,878,0,0,0,0,0,0,0,0,0,0,0,41,346,1032,0,0,0,0,0,0,0,37,0,0,0,1610911,593576,0,0,16,460,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,849,0,0,315,0,0,0,0,0,0,0
청평,8,0,0,0,0,0,0,216,0,0,0,0,0,0,1152,0,0,0,120,0,0,0,0,0,0,72,0,0,101,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,417017,196225,0,0,47813,62874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,0,0,225,0,936,0,0,0,0,0,0,0
춘천,7,0,0,0,0,0,21,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,263,720,0,0,0,0,0,0,0,0,0,0,288,0,0,0,105,289,160,169,0,0,0,1744162,192433,0,0,92441,58584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0
일영,6242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,144,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43860,200,0,0,19795,55,0,0,5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,0,240,0,0,0,0,0,0,0,0,0,68352,8221,54848,4061,1000,25654,0,0,0,0,0,8856,0,0,0,0,0,0,0,0,0,0,3524,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,163,0,0,0,928,0,0,0,0,14746,13589,4043,436,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0
점촌,0,26,0,0,0,0,0,0,30,0,0,44451,12039,66715,4232,1675,31961,0,0,0,0,0,13598,0,0,0,40,0,0,0,0,0,0,183,0,0,0,0,429,0,0,0,0,0,0,0,79,0,0,61,0,0,0,637,0,0,0,0,12215,1004,9156,18573,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0
예천,0,0,0,0,0,0,0,0,0,0,0,10372,5866,24364,1366,603,14740,0,0,0,0,0,19752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848,6978,12217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문경,0,0,0,0,0,317,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,160,29989,3,485,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군산,0,397,0,0,0,0,0,0,4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726,420127,1754,585,170,37,620,24800,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘양,0,227,0,0,134,0,0,0,0,0,0,2,0,12896,0,0,0,0,97,214,0,270,51640,4775,947,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,17194,0,0,0,0,0,0,0,0,0,0,0,52337,32525,3016,6453,6825,0,0,0,1,8109,183,6789,1803,0,0,0,0,0,0,0,0,0,0,0
철암,0,167,0,339,304,0,561,0,553,0,0,0,0,32635,0,0,525,3,598,5576,9,4797,69138,21623,3302,4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,150,0,0,0,1080,0,37255,118,165,201,0,0,0,0,0,0,0,0,35123,29248,5537,34270,47765,2385,2094,663,8743,12663,344,9267,3377,0,0,0,0,0,0,0,0,0,0,0
도계,0,537,0,0,0,0,0,0,1,0,0,0,0,7445,0,0,0,0,449,7068,0,5810,8640,2937,606,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42686,0,0,0,0,0,0,0,0,0,0,0,3134,4682,41127,56910,40288,803,2628,534,2174,2454,45,1588,453,0,0,0,0,0,0,0,0,0,0,0
동해,532,0,0,0,0,0,0,0,0,0,0,0,0,14139,0,0,181,0,1519,7712,0,29962,46901,8547,1593,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,124083,0,0,0,0,0,0,0,0,0,0,0,6281,33013,53184,1955,72928,3195,9194,1715,20982,4435,115,3015,797,0,0,0,0,0,0,0,0,0,0,0
강릉,0,0,0,0,309,0,0,0,0,0,0,2931,1011,40685,0,0,979,0,757,2037,0,12554,48596,11291,2128,3792,0,360,0,360,0,0,0,0,0,0,0,0,0,360,0,1080,0,0,0,0,0,0,0,0,0,98441,0,0,0,0,0,0,720,528,0,88,0,6561,51341,39692,72471,27145,840,2322,1127,16952,8623,344,4676,2089,360,723,0,0,0,0,0,0,0,0,0
