0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼랑진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,익산,정읍,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,군산,광주,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순
도계,0,0,0,0,0,0,0,80,245,0,0,74,146,4181,0,16,2090,13,382,4472,0,3536,3689,1606,241,524,27,60,21,0,0,0,0,0,0,0,0,0,0,184,143,0,0,0,0,0,0,0,0,0,20860,0,0,0,0,0,0,55,51,7,0,471,1050,1077,1244,13265,24074,679,1025,103,1236,461,32,837,376,0,0,0,0,0,0,0,0,0,0
동해,0,0,0,0,3,0,0,364,1511,0,0,391,409,9046,0,80,3136,6,1055,3336,2,13897,11571,5515,788,1408,54,98,82,7,0,0,0,0,0,0,0,0,0,1294,582,0,0,0,0,0,0,0,0,0,96241,0,0,0,0,0,0,161,192,95,0,1806,3168,7999,12839,328,34160,1092,5242,781,17656,767,137,1589,879,0,0,0,0,0,0,0,0,0,0
강릉,576,0,0,0,0,0,1,1190,4783,0,0,826,2175,23017,0,326,12588,6,1989,5906,0,20593,17382,8251,1231,2485,179,1367,332,760,0,0,0,0,0,0,0,0,0,6429,2228,360,0,0,0,0,0,0,0,0,161034,0,0,0,0,504,0,1032,803,311,0,2097,4068,18163,23553,34098,57455,1929,4473,1417,41925,2049,315,4932,2652,360,0,0,0,0,0,0,0,0,0
정선,0,0,0,0,0,0,262,132,226,0,0,0,0,0,0,0,0,26,528,8933,11,13092,247,0,0,0,0,11,31,1,0,0,0,0,0,0,0,0,0,222,61,0,0,157,119,42,0,0,0,0,38563,0,0,0,0,0,0,0,0,0,0,15,44,345,230,958,1781,66308,3647,361,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
쌍룡,0,0,485,0,0,0,0,161,739,0,0,0,0,0,0,0,0,113,1305,13021,11,10041,105,0,0,0,23,98,323,0,0,0,0,15,15,190,0,0,160,644,183,0,0,0,0,0,0,0,0,0,48430,0,0,0,0,0,0,0,0,0,0,72,106,486,880,5160,4730,3738,446,539,21601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
석항,0,0,0,0,0,0,0,19,93,0,0,0,0,0,0,0,0,8,208,4975,9,4878,98,0,0,0,0,13,64,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,0,0,0,8681,0,0,0,0,0,0,0,0,0,0,12,66,167,104,791,1332,248,236,2,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
고한,145,0,1229,0,0,0,155,733,2827,0,0,618,0,0,0,0,0,284,4120,64580,59,55237,4439,1479,0,0,106,148,341,24,0,0,0,0,0,0,0,0,0,2475,911,93,0,255,175,0,0,0,193,21,231832,203,455,0,0,0,0,0,0,0,0,477,972,3015,965,17067,39603,5041,17786,3093,14157,5,0,8,13,0,0,0,0,0,0,0,0,0,0
부전,57171,0,19156,0,7258,111,172,171,14329,0,1549,797,3853,33134,0,918,391993,25,862,4101,188,11274,9601,14178,4806,6728,0,157,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,2372,4680,601,1038,2682,0,0,0,0,118094,203711,132756,81038,20720,0,0,0,0,0,0,0,0,0
좌천,536,0,290,0,251,34,27,43,327,172,294,307,150,3559,0,0,184021,253,119,505,25,1661,1307,2361,767,3171,270,0,0,0,0,0,0,0,0,0,0,0,0,461,147,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,42,92,0,0,0,256,441,43,130,357,0,0,0,0,185131,12338,42622,26234,6882,0,2100,1050,0,0,0,0,0,0
울산,78757,0,11563,0,32968,1097,9200,1041,16229,0,437,1528,9981,16205,0,0,71126,9,782,5552,107,12818,25500,24565,7836,15747,14,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,12121,0,0,0,0,0,0,0,864,0,0,449,2719,5018,751,1388,4032,0,0,0,0,111358,43503,3320,84826,22426,0,0,0,0,0,0,0,0,0
경주,192782,0,8223,2030,31665,521,10292,388,18906,0,194,2762,8256,93887,1,0,35411,3,450,2710,25,4754,11012,17871,7667,55923,592,885,206,17,0,0,22,0,0,0,0,0,0,751,293,0,0,0,0,0,0,0,1893,0,5987,0,0,0,0,0,0,0,0,0,278,210,905,2329,383,849,2522,0,0,0,0,75068,18120,82730,13814,130264,0,0,0,0,776,0,0,0,0
포항,104007,0,1065,0,31902,360,8948,0,14340,98,73,3144,6731,317142,0,0,11989,0,1440,1353,0,0,2,2,0,48490,197,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,504,183,122,504,0,0,0,0,0,0,0,1080,0,360,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,19237,5789,22574,135071,1675358,360,0,0,0,305,0,0,0,0
진해,8499,72,783,0,459,0,74,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,56279,0,45478,0,0,0,0,0,130
진영,13373,0,5605,0,5486,723,1588,1149,4191,49,199,847,2517,17934,2861,7869,49214,0,0,4,0,84,0,48,0,0,0,0,0,0,68,42,358,0,0,0,0,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,2100,0,2,0,0,532,26652,2012,5987,1009,138,279,264
마산,196164,0,77445,0,77053,14375,22866,9474,47302,851,4114,13081,24380,123185,42881,46504,68693,0,0,0,0,296,0,486,0,0,0,0,0,0,588,317,4916,0,0,0,0,4466,0,0,168,0,0,366,239,84,0,0,0,0,0,0,717,0,0,408,0,0,44,0,0,1217,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,41160,25386,239,57905,51148,14206,2313,1697,269
군북,5535,0,2794,0,2313,154,382,202,1104,15,110,328,791,3974,918,2078,13010,0,0,0,0,3,0,0,0,0,0,1,0,0,71,11,253,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,62926,1680,28759,1656,321,378,17
진주,12143,0,7284,0,7406,4686,2629,3317,2117,34,201,2575,3912,9591,2947,12795,21522,0,0,0,0,0,0,0,0,192,368,1148,314,755,486,173,3107,1201,42,245,168,8582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,1477,0,0,0,0,0,0,0,0,0,0,0,0,76,305,0,2983,43427,26541,18631,70307,6294,2063,262
하동,2978,0,1163,0,801,101,179,67,98,0,0,0,0,0,0,491,7290,0,0,0,0,0,0,0,0,0,48,101,0,0,108,33,301,108,25,34,36,6839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,12942,1872,63857,4779,4242,947,89
광양,5109,0,2574,0,1142,149,160,863,233,0,0,0,0,0,0,223,3065,0,0,0,0,0,0,0,0,0,37,199,0,0,238,123,1227,468,23,176,44,5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,143,2501,375,6958,5859,320,2206,480
보성,32050,0,20619,0,11340,1366,1661,999,3653,0,0,0,0,0,0,536,8414,0,0,0,0,0,0,0,0,10,739,3404,2047,554,13870,1215,2746,332,0,0,0,35927,2483,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,532,52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1609,348,2484,894,1330,81432,42298
화순,4340,0,2671,0,1618,197,243,166,801,0,0,0,0,0,0,97,1276,0,0,0,0,0,0,0,0,0,428,482,375,89,3601,468,5349,0,0,0,0,5908,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,270,265,23,245,136,242,33488,2828
