0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
부산,2749415,13067,545763,4828,390580,47952,174039,113343,766146,7138,109236,253723,422324,3371716,439878,2121945,331417,0,1756,24214,147,35486,55530,29764,8101,4030,578,884,2035,0,1771,4345,34046,53,315,0,0,14218,1,0,782,0,0,0,1910,0,0,0,0,0,0,2970,1055,6275,144,30,1932,0,13029,18343,1,0,9,4928,13398,2154,4081,13478,15,0,0,0,92842,141584,157400,47218,5156,1425,95540,32502,23650,25803,12615,5332,14722,2738,22811
팔당,792,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17,10155,15322,6949,199,1233,640,349,64,864,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,0,110,0,0,0,0,0,0,132945,0,0,0,0,0,0,0,0,5,0,0,1,4,0,97,0,106,125,34,111,28,520,65,28,4,0,0,0,0,0,840,0,0,0,0
양평,0,0,0,0,0,0,132,0,0,0,0,0,0,1637,0,0,2400,17230,102044,110084,431,8495,4176,3152,306,1131,0,0,0,0,0,0,0,0,0,0,0,0,112,23,108,840,0,0,155,0,0,0,0,0,1632,545184,0,10920,5040,5520,0,0,0,0,0,0,0,88,282,214,957,907,508,718,300,2266,593,80,2062,998,0,0,0,0,0,0,0,0,0,0,0
원주,0,0,0,0,0,0,1640,9,0,0,0,0,9,19970,1008,0,29939,5167,94819,172728,1970,49644,45365,34938,2593,11626,0,0,1,0,576,0,0,0,0,0,0,0,2398,4,13,475,0,0,0,0,0,0,0,0,0,561274,2376,3960,0,0,0,0,0,0,290,0,0,344,6691,7035,5594,5659,29932,12794,14534,103203,10010,873,28976,12647,3295,0,0,902,0,0,0,0,0,0,0
봉양,0,0,0,0,0,0,179,730,0,0,0,0,0,217,0,0,722,193,368,1451,86,2110,2073,420,132,115,0,0,0,0,0,0,0,0,0,0,0,0,203,4076,12705,0,0,0,0,0,0,0,0,0,0,5906,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,118,24,28,211,830,150,2553,1068,10,0,0,74,0,0,0,0,0,0,0
제천,1451,0,905,316,10039,3274,10580,74996,87431,0,0,2,0,33478,0,160,39312,913,7944,35092,1380,15531,105736,61142,5945,15783,0,0,950,0,0,0,160,0,0,0,0,0,1074,282642,151086,62,0,0,0,0,0,0,0,24,0,403742,0,2329,0,2,0,0,4,8,6,1,0,364,5960,6332,21191,17305,54042,37592,30973,109801,18381,2078,47104,18970,3,2239,0,474,0,0,0,0,0,0,0
영주,570,2800,0,0,0,0,2821,2,1184,22,0,12100,6270,130020,0,0,53330,501,4456,46076,1883,120724,48255,154990,18656,22689,0,0,1339,0,0,0,0,0,0,0,0,0,224,191,1736,0,0,0,0,0,0,0,0,0,0,500087,0,4319,0,0,0,0,4888,14029,120966,172,0,69753,117367,15811,38976,70325,12,4932,3,93,23245,1537,52535,30750,271,1030,0,0,0,0,0,0,0,0,0
안동,0,0,0,0,0,0,656,0,875,0,0,7,1,107186,0,0,36503,268,2366,30109,318,56085,125930,112931,47282,24611,0,0,0,0,0,0,0,0,0,0,0,0,388,10,143,0,0,0,0,0,0,0,0,0,0,360131,0,1507,0,0,0,0,3,5,18,0,0,2487,21875,2961,6399,11184,2,21,16,71,22075,2052,60309,34522,333,1028,0,0,0,0,0,0,0,0,0
의성,0,0,0,0,0,0,625,0,1724,0,0,0,0,58284,0,0,7778,57,335,2352,63,6079,15923,55014,40850,44133,0,0,0,0,0,0,0,0,0,0,0,0,336,6,11,0,0,0,0,0,0,0,0,0,0,28534,0,589,0,0,0,0,0,0,0,0,0,845,4882,770,1372,2733,0,8,20,5,8321,1263,20309,22917,399,2928,0,0,0,0,0,0,0,0,0
영천,10016,2,0,0,1,0,0,0,1919,1,0,1106,3009,129953,12,23,4091,840,392,5681,190,10157,15961,24214,42466,44196,1049,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,960,5799,0,1584,1008,0,864,0,2,1,9,0,0,865,6133,970,1425,5025,0,1,0,1,5688,2970,30060,40221,7783,0,0,7,0,0,0,0,0,0,0
논산,263457,21951,165114,2357,110760,16167,24006,27417,263158,0,0,3,0,11921,0,840,16137,0,0,1110,0,76,0,0,0,1049,62921,62224,31505,7051,26871,5456,19111,5777,1062,4438,4204,15477,11747,0,4037,0,0,0,0,0,0,0,0,0,0,360,4080,40590,0,0,28480,0,0,0,0,0,7499,0,0,0,0,0,0,0,0,0,0,846,364,613,20,0,0,488,2,827,99,61,676,78,22890
이리,499829,7410,181476,4015,133068,25247,35242,22293,123227,2,39,41,0,475,2,63,1488,0,0,0,0,15,0,0,0,9,98287,340883,368616,40619,41060,13724,66818,105796,13066,40180,18397,58455,48072,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,2640,0,0,0,0,0,0,0,486629,0,0,0,0,436,0,0,0,0,0,0,0,367,0,0,0,3,3,2651,131,209,2015,137,33973
정주,327620,8473,166938,4069,114293,16097,21097,17335,62843,0,0,0,1,564,0,27,2606,0,0,0,0,950,691,0,0,0,39039,341012,240046,53736,30145,9361,44105,217,2,39,4,2515,5,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,42,296,0,0,0,150,0,8976,0,0,0,0,196,0,0,0,0,0,0,0,205,4,0,0,0,0,525,176,0,2103,146,21776
장성,80595,2910,37326,692,16540,1874,3199,3259,11754,2,0,8,1,52,0,7,171,0,0,0,0,0,0,0,0,0,7296,33152,49791,39025,30033,3969,18259,1,0,0,0,303,0,600,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,120,0,0,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,358,23,4868
송정리,215451,3005,44504,1728,29085,9518,12221,8575,29779,0,0,0,15,4,0,25,1967,0,0,0,0,0,0,0,0,0,19320,44890,37803,64020,10524,29988,131182,0,0,0,0,673,319,0,0,0,0,0,0,0,0,0,0,0,69,0,0,120,0,37,2400,0,0,0,0,0,80,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,12,479,5,126,2622,64,3017,3074,5216
영산포,95075,685,51591,1683,22687,4723,5696,3971,9230,0,0,0,0,0,0,48,3985,0,0,0,0,0,0,0,0,1680,10182,15991,11049,6337,25044,21,58073,0,0,2,0,779,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,140,0,0,0,0,0,0,0,98,0,0,55,789,20,137,25,69,1167,508,20483
목포,447739,1549,118013,3812,61443,9703,17642,14642,49677,1279,0,0,0,0,0,371,34456,0,0,0,0,160,0,0,0,0,21700,72969,42601,18753,132243,46976,568887,5437,483,1226,0,2975,1571,12427,840,1200,0,0,0,413,0,0,0,1200,0,0,432,0,0,0,0,0,0,0,0,0,2873,0,0,0,0,660,0,0,0,0,0,0,0,568,0,838,154,7258,134,1447,181,457,1972,3831,125897
전주,179938,286,63296,504,50603,9584,15390,7462,24914,0,0,0,0,120,0,120,120,0,0,0,0,0,0,0,0,120,7438,132425,113,54,92,0,7253,20613,8648,32617,21470,79139,84004,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,21016,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,120,0,1512,52,195,10,0,0
임실,36754,27,19096,0,8871,1532,1664,671,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,12161,0,30,0,0,483,9537,1948,7355,1304,5763,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,79,21,35,0,0,0
남원,131645,39,37786,0,27415,4392,6717,4778,15286,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4876,34427,0,0,0,0,1226,33430,9005,36284,7835,26408,26055,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1136,134,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,1,2,0,160,2777,198,0,0,0
구례구,130987,3,48559,0,19539,2629,4133,3525,10630,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,4270,17995,0,0,0,0,0,17749,1490,8095,2581,42842,33438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,21,0,507,68,121,1,0,0
순천,225749,34,67906,0,43676,7071,15349,13826,34481,0,0,0,0,7,0,415,11329,0,0,0,0,0,0,0,0,0,15728,57693,1736,152,329,438,2658,76186,6192,29819,48723,37746,84963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,107,4671,437,9606,24840,26754,57774,8096,13305
여수,192014,29,46778,0,29019,3597,10632,10962,26083,0,0,0,0,0,0,15,198,0,112,186,75,45,0,388,336,0,12606,54305,0,0,176,306,1190,85573,8501,33764,39036,97121,7231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,192,0,0,0,0,0,343,0,0,4,690,12,179,9157,570,12164,3518,3426
청주,11662,0,13924,432,4637,596,1496,23942,6336,0,0,0,653,297,0,120,129,2,1,3,4147,289477,191,28,1,1,3,0,0,600,361,0,11227,2,0,0,0,0,0,37902,92735,0,0,0,0,0,0,0,0,0,2520,1,1296,120,5160,0,0,0,0,0,0,0,0,0,0,0,2122,3646,29,1035,79,25,0,0,0,1,0,288,0,241,0,0,0,0,0,0,0
충주,6882,0,5243,0,3616,1775,5304,57383,31062,0,0,0,238,599,0,111,1443,2,29,10,14145,143331,3146,482,27,17,84,2,0,0,0,0,840,0,0,0,0,0,0,80048,35899,558,0,0,0,0,0,0,0,1807,580,2574,0,0,0,104,151,720,0,0,0,0,0,0,7,676,0,2053,449,241,234,438,6,174,602,81,0,0,0,60,0,0,0,0,0,0,0
부평,0,0,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,0,586,0,0,0,0,600,0,1325,0,0,0,1800,0,0,0,0,0,0,0,76,0,0,0,0,0,2400,0,0,0,600,0,0,0,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,0,0,631,0,0,0,0,0,0,0,0,0,0,0
인천,0,0,10055,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
송도,0,0,1798,0,28813,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,172372,745,205026,1521,29072,4859,44792,0,25,0,0,0,0,0,0,0,0,110,55,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,1,0,0,0,0,0,34778,60459,44126,50559,24635,384,601,400,181,0,0,302,757,0,0,0,0,0,43,0,0,414,0,0,0,0,0,0,0,0,0,577,119,0,0,0,0,0,0,0,0,0,0
예산,181382,988,260593,4877,114571,13202,89679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,0,7,0,54354,19688,71485,45972,42652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍성,195857,1334,202467,4570,108598,16898,106484,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,0,0,0,0,0,0,2405,6,0,55881,83576,106584,77431,79116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대천,309928,1260,206858,3472,114851,20573,101765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,63402,48577,64615,35626,189388,2400,360,25,0,840,0,155,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장항,194806,1246,153904,4186,75888,14910,29039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46263,52219,82009,172053,89514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,423844,0,0,0,35,40,1142,120,120,0,0,0,0,0,0,0,0,0,840,0,0,791,0,0,0,864,0,0,0,0,0,0,600,0,0,0,0,0,0,0,266,0,0,0,410,0,0,1800,1,1160,1595690,0,0,9699,27,0,0,38395,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문산,1419406,0,0,0,0,3671,659,0,0,0,0,0,0,0,0,0,240,0,240,1872,0,360,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,202,600,0,0,601,0,0,360,0,1533403,515332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,49,337,176
청량리,0,0,0,0,25,0,287,0,120,0,0,0,0,1392,72,0,4440,96135,558646,603772,3775,421554,530483,379305,26248,5469,0,0,0,0,0,0,1,0,0,0,0,0,0,2643,1221,0,0,0,445,0,2,7,0,0,0,16201,1175,50,700,297162,1411432,0,0,1,3,0,0,20700,59866,47284,79135,150238,72541,68044,36745,296856,1936,1386,33860,17291,75,700,0,0,0,0,0,0,0,0,0
성북,2376,0,0,0,0,0,221,0,480,0,1,0,0,1022,0,24,1055,0,0,0,0,13,0,0,0,0,0,360,0,0,0,0,0,0,0,0,140,0,0,1296,0,0,0,0,371,0,0,0,0,0,0,16,3748,88,283,99021,442308,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,7,27628,0,19,0,0,0,0,0,0,0,0,0
의정부,319,0,0,0,0,1920,180,0,0,0,0,0,176,480,0,252,0,0,9600,3960,0,2329,2381,1507,589,1368,0,360,0,0,120,0,0,0,345,547,812,0,0,0,0,0,0,0,0,0,0,840,0,4425,44,0,0,1710005,1203102,127,172,3700,0,0,490,0,0,0,0,90,1246,33,207,0,123,50,56,0,277,284,600,226,0,0,0,120,0,0,0,0,360
신탄리,0,0,0,0,0,0,264,216,72,0,0,0,432,144,0,5,144,0,7800,0,0,0,0,0,0,0,0,2760,42,0,0,0,0,0,0,0,133,0,0,2640,0,2040,0,0,0,0,0,0,0,32,0,0,14032,1314389,565619,9,37,2,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,80,73,0,361,0,0,0,72,0,0,0,0,0
청평,10,0,774,120,167,3840,136,0,0,0,0,0,0,0,1442,0,30,0,0,0,0,118,0,0,0,360,0,2,474,0,541,0,0,0,0,0,0,0,0,2000,14,3,0,0,457,0,0,195,0,0,0,404183,91964,909,13,29281,54972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,0,0,247,0,0,0,829,0,0,0,0,0,0,0
춘천,0,817,0,0,297,720,2399,0,2670,0,0,0,0,0,0,0,1657,0,0,0,0,1299,0,0,0,864,0,0,0,0,2400,0,0,0,0,0,0,0,0,4192,2166,0,0,0,957,0,0,301,0,0,0,1520136,303761,258,2,97894,76476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,2263,0,0,0,0,0,0,0,0,0,0,0
일영,5845,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16537,2,0,0,4344,65,0,0,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,0,7,475,0,1,0,406,0,53,7,84,115296,11126,35098,1350,764,16838,0,1,43,5,291,6974,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38898,46417,4493,3913,0,0,18,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
점촌,0,0,0,0,3,0,326,0,49,0,7,62288,12546,44187,1894,1193,20688,0,1,11,1,513,16678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,51761,10490,33349,157941,0,9,106,12,12,22,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예천,0,0,0,0,1,0,70,0,642,2,0,19686,4260,7718,0,0,15,10,9,86,2,535,109534,6,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360,0,490,0,0,0,0,4114,39145,65566,258,0,64,458,46,46,709,2,0,0,4,1,0,2,0,0,1291,0,0,0,0,0,0,0,0,0
문경,0,0,0,0,0,0,0,0,0,0,0,2159,1411,3402,0,0,0,0,0,0,0,20,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045,166764,207,13388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군산,0,115,2230,3,33,1,80,16,5832,0,0,0,0,29,0,2,59,0,0,0,0,0,0,0,0,0,7219,492972,11873,1963,608,330,2928,29855,514,646,221,310,697,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310924,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,3
춘양,0,0,0,0,0,0,83,0,698,0,1,4,1,8910,0,0,5221,1,85,326,7,657,71274,3468,1079,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,22049,0,0,0,0,0,0,1,9,6,0,0,125483,65227,7462,8510,6732,193,171,88,2261,5261,89,7474,2455,2,1066,0,0,0,0,0,0,0,0,0
철암,0,1089,0,0,0,0,0,5,88,0,0,0,3,29619,0,0,17093,0,324,10987,18,9561,107695,22320,5090,8035,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,1,0,0,0,90,0,0,0,0,0,0,75512,0,0,0,0,0,0,0,9,3,0,0,65360,77136,18816,73794,93694,6364,5579,2510,26364,6451,212,11708,5056,0,595,0,0,0,0,0,0,0,0,0
도계,0,0,0,0,0,0,0,1,47,0,0,0,0,8656,0,0,3125,0,228,9177,0,7108,14664,3345,970,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,499,0,0,0,0,0,0,53990,0,276,0,0,0,0,0,0,0,0,0,6684,16025,74182,128147,73329,1423,3403,1493,2892,1334,48,2018,787,0,1550,0,0,0,0,0,0,0,0,0
동해,353,0,0,0,0,0,0,0,1482,0,0,0,0,9400,0,0,4997,63,866,5093,0,22244,34246,6340,1483,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,132,104,72650,1211,1440,606,0,0,0,0,4,0,0,0,7537,70823,132119,3897,71540,5307,9946,3921,38130,985,186,4586,899,0,0,0,0,0,0,0,0,0,0,0
