0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
강릉,20,0,0,0,0,0,291,0,2531,0,0,2528,801,49905,246,60,11128,0,389,1620,0,8669,58121,10136,2541,6716,0,436,132,0,0,48,282,115,89,0,0,0,0,2267,1421,0,0,0,0,0,0,0,0,0,0,48602,0,452,0,0,0,0,0,0,120,0,216,6699,106440,72406,79511,134155,1073,1411,1227,22428,917,205,10917,2836,0,0,0,569,0,0,0,0,0,0,0
정선,0,473,0,0,0,0,0,35,0,0,0,0,0,1,0,0,16,67,464,29026,40,64920,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,184,0,0,0,0,0,0,0,0,0,0,59237,0,665,0,0,0,0,0,0,0,0,0,0,5594,589,2991,1319,544832,28135,19453,63061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
쌍룡,0,160,0,0,3,0,21,0,0,0,0,0,0,116,0,0,1,93,777,13981,16,45338,5065,61,8,54,0,0,0,0,0,0,0,0,0,0,0,0,660,1391,350,0,0,0,0,0,0,0,0,0,0,70936,0,0,0,0,0,0,0,0,0,0,0,0,3948,2664,8062,1863,38062,29227,32281,82716,1,0,2,0,0,909,0,0,0,0,0,0,0,0,0
석항,0,168,0,0,0,0,0,63,146,0,0,0,0,110,0,0,0,23,398,21383,21,39412,145,45,17,30,0,0,0,0,0,0,0,0,0,0,0,3,0,182,201,0,0,0,0,0,0,0,0,0,0,39164,0,462,0,0,0,0,0,0,0,0,0,12,3801,1311,3309,1919,25036,29728,4681,53298,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
고한,0,328,0,0,0,0,0,87,632,0,0,0,0,431,0,0,0,29,2200,114268,63,157620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,264,0,0,0,0,0,0,0,0,0,0,261514,0,500,0,0,0,0,0,0,0,0,0,0,32688,1526,35292,40556,46802,88507,57503,257805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부전,0,0,0,0,0,0,48,8,0,0,10,0,0,2079,0,2,129624,20,833,11958,175,25183,31883,29322,10692,5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0,5181,9584,1642,1368,2127,2,4,1,5,32705,379945,343426,51388,6499,0,4,0,0,0,0,0,0,0,0
좌천,0,0,0,0,0,0,136,0,26,140,49,399,46,1685,0,0,247925,150,116,956,73,2850,2010,2404,1408,3851,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,89,306,59,193,373,0,0,0,0,386273,57933,176355,28140,5605,0,0,0,0,0,0,0,0,0,0
울산,14765,0,0,0,0,0,790,0,1057,389,0,276,101,6484,0,30,185241,7,2046,29223,1137,50383,61105,57888,21711,29924,364,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,51002,7,139,80,0,0,0,0,0,0,0,0,6770,11257,1828,4102,11492,12,59,7,2,261878,142289,23012,416485,24119,0,0,0,0,0,0,0,0,0,0
경주,248166,0,321,23,1013,31,309,0,9934,2,59,2843,4493,57090,0,2056,45390,21,993,11765,579,24297,32018,32770,21253,36930,687,364,35,26,0,20,313,0,23,302,160,1020,208,2,8,631,0,0,454,0,0,0,0,0,0,26431,0,254,98,116,712,0,5,6,1,0,0,1844,4999,728,848,3303,8,1,3,3,49145,27105,413535,40651,194435,0,0,1704,0,577,0,0,0,20,391
포항,0,279,0,0,753,4,1,1,9,2,90,226,98,24883,0,1,3548,0,0,2160,0,31,33,30,71,6498,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,0,0,0,0,0,0,3,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7135,4843,26293,165395,3758726,4150,2,240,0,0,0,0,0,0,0
진해,9208,18,2589,0,1331,0,3,3,1565,0,0,146,1,7141,1514,2255,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,1,0,720,0,0,0,0,0,0,0,0,0,0,0,525,380,367,674,0,0,0,0,0,140,0,0,0,132,0,1,0,0,430,0,0,0,0,0,0,2040,303302,8468,185641,122,114,12,0,0,0,0
진영,9165,22,3201,0,2180,115,667,701,2511,8,259,758,1804,16700,3213,52233,102507,0,0,0,0,0,0,0,0,0,0,0,0,0,14,63,252,0,0,0,0,264,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7652,28288,140885,6207,3992,1179,203,213,46,226
마산,218976,943,62325,2,58396,2550,25248,14436,47291,537,8678,20702,29265,113122,22955,107974,30891,0,0,398,74,475,0,0,0,0,601,535,0,0,962,959,8325,444,10,1013,192,6372,584,0,1008,0,0,0,0,0,0,0,0,0,0,0,120,600,0,37,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,4,1988,240,66709,123551,371,228932,76749,22610,3112,2403,595,7902
군북,7731,2,2528,0,1794,114,430,363,1140,1,132,373,885,3063,664,2862,20986,0,0,0,0,0,0,0,0,0,8,28,0,0,10,31,181,46,0,22,13,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5396,196296,27502,95298,2590,400,149,15,226
진주,41178,0,11604,0,16986,3208,5537,4208,10917,558,711,1478,4348,5103,1318,7928,25706,0,0,0,0,0,0,0,0,0,1828,1792,525,0,285,235,2570,1762,117,467,458,13376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,0,0,587,0,6,3745,70273,78710,187493,244134,10476,3862,37,3020
하동,14620,0,3269,0,3066,141,339,310,722,0,19,39,167,357,151,677,9501,840,0,0,0,0,0,0,0,0,425,277,176,0,5,30,309,219,10,2833,166,21923,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,945,21063,2561,202679,45874,15661,1766,1133,628
광양,17960,0,5206,0,1977,196,397,274,749,0,0,38,105,698,68,484,5225,0,0,0,0,0,0,0,0,0,342,608,0,0,77,57,841,833,52,469,394,30215,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,3363,424,11089,14737,17214,8162,719,1412
보성,63873,0,20790,0,10275,1985,1950,1043,2880,0,0,0,0,1,0,482,15180,0,0,0,0,0,0,0,0,0,1959,3776,2337,511,1862,2141,2077,0,0,12,1432,64054,10533,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,150,2502,70,1648,2313,3577,318199,82326,325286
화순,4834,9,2503,0,1139,251,219,110,234,0,0,0,0,0,0,80,3975,0,0,0,0,0,0,0,0,0,129,255,239,14,428,412,4204,0,0,1,0,10377,3374,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,799,19,202,2340,559,46006,22424,84264
광주,320593,11360,95819,0,54010,9967,21687,12123,29583,0,0,92,0,522,0,556,31681,0,0,120,0,0,0,2,0,0,24072,32992,21285,4638,170419,22353,170117,0,0,0,0,21890,5665,0,748,0,0,0,0,0,0,0,0,0,1090,0,1080,4623,72,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,11,0,143,9296,88,2275,25179,1413,350479,76619,127865
