,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정읍,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,안성,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,북평,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,삼천포,진영,마산,군북,진주,하동,광양,보성,화순,광주
석항,0,0,0,0,0,0,5,3909,47,0,0,9,1,948,0,0,1363,397,1230,46830,1536,187353,8591,1756,647,941,0,1,0,0,1,0,0,0,4,0,0,0,0,5332,6411,0,0,0,0,0,0,0,0,0,0,0,130442,0,0,0,0,205,0,7,17,7,0,0,92,10707,5721,11027,1827,121893,90089,495237,157779,532,58,2428,1833,82,0,0,0,0,0,0,0,0,0,0,0
고한,0,0,0,0,0,0,0,2480,13,0,0,0,0,874,0,0,914,124,1407,54432,1275,115713,8163,2214,465,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,3531,0,0,0,0,0,0,0,0,0,0,0,176388,0,0,0,0,0,0,0,3,2,0,0,523,52209,7968,32649,4336,104561,13494,157730,300064,96,19,458,621,2,0,0,0,0,0,0,0,0,0,0,1
부전,0,0,0,0,0,0,0,0,0,0,0,416,288,3652,0,0,11205,24,443,8869,765,24818,27250,45599,30335,20077,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0,1548,0,0,0,0,0,0,0,0,464,0,0,2578,3987,886,3655,5015,56,0,77,37,30518,689152,264707,123077,10368,0,0,0,0,0,0,0,0,0,0,0
좌천,2,0,0,0,0,0,0,0,0,0,0,0,0,4717,3,24,181652,507,138,1230,129,3890,2041,3313,2327,4813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3458,0,0,0,0,0,0,1,0,0,0,0,131,380,118,441,682,6,0,13,6,736496,272802,407525,50717,4950,1,0,3,59,3,41,0,0,6,0,0
울산,1,0,2,1,495,0,2,1,71,6,3,1,2,14130,0,24,110529,41,1093,16173,1869,43672,33558,42054,20947,40294,2765,0,6,0,0,0,1,0,0,0,0,4,0,2,619,0,0,0,0,0,0,0,0,0,0,0,21809,0,0,0,0,0,0,7,4,1,0,0,1967,8497,1353,9623,12660,23,0,363,40,282568,437158,220710,628223,21611,9,0,17,1056,11,11,0,1,3,0,0
경주,64,1905,162,16,39,13,616,30,339,842,223,2619,1522,132290,2013,4,86610,59,1039,9832,248,21878,26567,46348,31885,123888,1398,28,36,0,0,0,0,0,0,0,0,0,0,1,21,547,0,0,0,0,0,0,0,0,0,0,19601,0,0,0,50,0,0,302383,1460,1008,244,0,2283,10774,1591,7995,13721,110,0,30,64,115482,48003,618494,247279,661371,1,0,0,6,42,0,0,0,0,0,0
포항,42,3819,492,1204,98,4,57,29,473,3,474,391,275,77772,2,3,9378,4,11,794,23,3414,3067,5740,4928,25757,1475,2,4,0,11,0,0,0,0,0,2,2,404,0,5,0,0,0,0,0,0,45,0,0,0,0,1860,342,0,0,0,0,0,0,68,21,4,0,33,256,19,74,3196,0,0,9,33,13455,4746,27468,646950,2977111,270,0,22,351,1,0,0,0,0,0,0
진해,30899,1046,3372,24,1625,25,2601,1956,4653,13,601,1804,948,12169,2860,25168,14762,0,0,0,0,720,0,600,0,0,0,1,0,0,403,94,2012,0,0,0,150,381,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,314,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,11,5766,1046381,0,44108,184154,3768,1464,632,173,378,28,819
삼천포,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,77,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,1,0,0,0,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,7,60,172,26541,2860,463,80,0,2
진영,6813,308,1447,7,1110,2,689,419,1446,4,190,744,723,12525,3156,65427,149325,0,0,0,0,0,0,0,0,0,0,0,1,0,37,35,253,0,0,9,0,634,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,1,67,8,6,43450,8,185769,217203,11878,6450,1732,262,936,60,515
마산,92165,2890,13968,136,11655,5,10734,7173,14161,26,3787,10369,7133,55329,15864,180579,87466,0,179,0,0,0,0,0,20,1870,5573,1237,2,0,1779,1259,6292,1803,106,210,172,13915,91,0,0,61,0,0,0,0,0,0,0,0,219,416,0,0,1842,261,0,1442,0,0,0,0,0,0,1,0,0,95,129,0,0,0,0,0,0,95,1,371,175923,0,208507,9114,383361,88905,18943,4004,6508,557,7552
군북,10393,5,938,0,849,1,420,236,1182,0,94,389,388,3248,45,6604,59455,0,0,0,0,0,0,0,0,0,3,17,0,0,75,54,298,39,1,43,32,2293,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,59,42,1,3780,116,11938,407696,155146,151744,3601,557,389,45,319
진주,60990,132,5592,0,4905,0,3220,1939,6535,0,896,1185,1267,3603,263,10686,43945,0,0,0,0,0,0,0,0,0,7522,1795,0,0,477,168,2728,2369,337,1342,1192,33904,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,21,1,0,828,17332,6056,92490,148455,526850,258588,23166,6112,341,3046
하동,21203,47,480,0,519,1,281,268,722,0,29,76,123,683,6,2051,21053,0,0,0,0,0,0,0,0,0,318,235,0,0,26,92,676,595,35,595,318,60005,3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,167,1186,1666,20605,3127,275262,214847,59826,4480,104,1316
광양,17128,150,2339,19,867,16,302,201,223,0,0,61,78,789,2,928,13445,0,0,0,0,0,0,0,0,0,51,1384,0,0,111,85,889,830,80,766,1978,188075,15470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,244,5404,570,23578,62743,138843,14213,688,4534
보성,11,484,716,47,133,115,89,157,36,0,0,2,0,294,0,2984,68764,0,0,0,0,0,0,0,0,0,183,154,38,3,4650,2804,11201,192,38,820,702,339245,62505,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,590,8725,333,8100,6762,13584,1092995,90455,394646
화순,12,690,300,127,42,19,35,4,9,0,0,0,1,57,3,89,6361,0,0,0,0,0,0,0,0,0,12,26,35,19,1404,1789,3365,3,0,54,6,8886,7131,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,61,909,37,422,172,535,88707,199780,239273
광주,294857,64541,71795,4118,36866,3140,21100,12626,30451,0,0,429,1,1922,0,911,34576,0,296,0,0,0,0,0,0,0,19383,29498,28243,9886,49801,83915,303244,145,0,0,7,25732,21780,0,0,93,73,0,0,0,0,0,0,0,140,487,0,0,2663,359,50,1876,0,0,0,0,0,3,0,2,0,103,86,0,0,0,0,0,0,0,0,0,3,0,426,8775,299,2735,1423,2618,406513,220341,409702
