0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
영동,120643,1534,104031,954,47031,5449,17253,14309,258168,59293,44745,57145,36395,113903,932,4194,91365,0,0,0,0,0,12,1,0,0,6,35,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,62,0,37,0,0,0,0,2,3,0,0,0,0,1217,0,0,70,8,576,209,5688,38,489,0,0,0,0,1
김천,212764,3619,120908,1328,73465,7721,29567,19299,143939,9837,53428,93796,245623,341555,8087,8033,237295,0,0,1,0,86,15871,0,0,644,9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147056,68295,13785,5911,0,0,0,0,0,2653,0,1,0,0,56,0,1,3143,32,3,392,13853,223,2604,0,0,0,0,2
구미,226722,2779,105598,1042,59529,7397,26941,27899,158708,6717,35465,271070,457391,1408253,35177,22043,396939,0,0,245,0,44,18040,2,0,1386,34,1,15,2,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,72,432,0,0,0,20399,20865,8585,2618,0,0,0,0,2,11,2,1,0,0,0,0,2,4793,52,3,835,18787,564,3674,0,0,1,0,5
동대구,1389292,21246,455610,4900,306054,42171,134567,61937,447781,11446,115339,408995,1419243,2885,238291,370770,2595279,0,614,12377,2,18613,129476,89141,68290,326659,305,640,578,73,343,14,86,136,0,0,0,157,0,360,0,0,0,0,0,0,0,190,0,144,4163,1231,480,4142,3484,0,960,0,50703,60219,26787,13654,10,5863,26048,5699,5974,7461,0,33,1,9,1333,1710,9569,80572,48447,236,9796,67365,1722,6023,20,0,118,0,386
청도,25694,1732,12403,191,5221,483,1404,1327,5994,327,1424,9386,47531,270029,95854,95793,429649,0,0,0,0,5,27,0,0,43,1,4,11,0,1,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2532,915,6,3,0,0,0,0,0,0,0,0,0,0,1,0,19,237,2,1779,2683,24370,424,2175,0,2,0,0,1
삼량진,82815,4324,27074,296,15304,1452,6318,5754,22841,566,3726,8130,18464,392534,109756,374830,2096093,0,0,0,0,0,0,0,0,31,1,72,110,0,40,17,350,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,360,0,0,0,0,266,454,1,0,0,0,1,0,0,0,0,0,0,0,0,5,10,0,0,3551,37718,114064,3793,8333,1062,472,524,89,436
부산,1968391,27313,527668,2795,263043,32422,137078,87939,543362,7793,94138,259045,296800,2604330,422365,2070188,138874,7,3150,17624,168,29334,45734,38313,11684,5407,150,1017,3429,0,1620,4135,30359,1113,341,4,0,16077,1,0,196,600,0,0,13898,0,0,0,0,0,10613,2310,840,8416,0,0,1320,0,12475,16246,0,0,42,4550,11542,1794,4364,5393,17,33,20,19,14500,139423,86980,49883,6963,2488,115864,61521,35201,34904,17589,6146,19665,3349,21947
팔당,0,51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,49,13690,22581,9341,267,2077,606,307,54,982,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,2,31,0,0,0,0,0,0,0,0,176889,1,0,0,0,1,0,0,1,5,0,0,2,37,0,0,0,109,211,83,162,36,264,65,51,0,0,0,0,0,0,600,0,0,0,0
양평,0,75,200,19,0,0,0,5,0,0,0,0,0,1244,0,0,2205,23843,156693,135713,712,11053,3935,2227,443,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,146,50,0,0,0,0,0,0,0,0,0,3000,564498,0,1931,481,0,0,840,1,1,0,0,0,95,229,181,474,507,533,763,472,2563,493,187,1547,864,4,0,0,0,0,0,0,0,0,0,0
원주,4100,216,0,0,0,0,0,387,0,0,0,0,250,16851,0,0,22498,7740,105131,242853,4814,60604,35192,25877,3817,13026,0,0,0,0,110,0,0,0,0,0,0,0,0,181,245,0,0,0,0,0,0,0,0,0,3600,564964,2088,7320,240,0,0,0,5,5,1,0,0,368,5769,8543,10414,8195,38198,18216,23060,113063,8543,776,20676,10019,1027,0,0,0,0,0,0,0,0,0,0
봉양,0,0,0,0,0,0,0,1990,0,0,0,1,13,171,0,0,698,282,699,3498,170,4335,2134,488,230,197,0,0,0,0,0,0,0,0,0,0,0,0,0,12494,21218,0,0,0,0,0,0,0,0,0,0,13218,0,6000,480,0,0,0,1,2,5,0,0,9,110,0,0,0,380,277,378,1212,1258,119,2877,956,1,0,0,0,0,0,0,0,0,0,0
제천,648,0,278,0,6117,2986,7673,66424,53064,0,0,39,17,31537,0,0,38128,1416,13267,45169,3017,24112,118072,55844,6521,21055,0,0,0,0,0,0,390,0,0,0,0,0,490,276936,173923,0,0,0,0,0,0,0,0,0,0,368371,0,240,120,0,0,0,98,206,72,1,0,500,7128,6703,18037,10711,70517,54705,45584,152280,18400,1980,35954,21659,5441,0,0,0,0,0,0,0,0,0,0
영주,0,0,0,0,0,0,0,57,131,0,0,16608,13337,111807,0,0,48645,552,7732,42332,1663,145603,79968,178657,19366,28775,0,0,0,0,0,0,1,0,0,0,0,0,0,381,259,0,0,0,0,0,0,0,0,0,0,416866,0,0,0,0,0,0,8185,21677,182776,1097,0,91713,132372,19827,35627,50789,70,1241,292,854,25237,1700,41502,32216,936,0,0,0,0,0,0,0,0,0,0
안동,0,0,0,0,0,0,0,0,0,0,0,9,9,94790,0,0,35449,322,1667,27228,281,59320,146325,167221,54312,29270,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,305674,0,0,335,0,0,0,3,5,33,0,0,2828,24450,3487,5956,8087,12,172,58,163,30033,2418,48126,32571,342,0,0,0,0,0,0,0,0,0,0
의성,0,0,0,0,0,0,0,1,0,0,0,0,0,70129,0,0,7905,648,316,2830,112,7770,17164,60725,66128,60091,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,32579,0,0,0,0,0,0,2,1,0,0,0,682,6667,956,1425,1994,22,28,51,45,12808,1482,19355,26229,530,0,0,0,0,0,0,0,0,0,0
영천,8029,0,0,0,72,0,0,2,925,0,1,707,1644,287511,24,64,4153,1322,528,5939,107,11176,21534,28746,61522,86617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,240,240,6834,0,1632,864,264,2088,0,3,15,1,49,0,1768,12412,2021,2389,5567,0,7,0,0,7781,3572,35505,63663,11788,0,2,4,0,0,0,0,0,0,0
논산,194722,32041,153193,1204,76173,14949,20214,18609,324653,8,1,25,0,11184,0,1204,13684,0,0,4080,0,4,0,0,0,0,120011,75388,35339,4381,23418,5471,15654,4091,1041,4036,3118,10092,6836,0,4,3180,0,0,0,0,1,0,84,0,0,2280,3720,42000,0,0,22080,0,0,0,0,0,9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,0,241,0,645,57,35,459,65,18149
이리,400721,15952,162596,2075,103842,22468,29801,27458,145036,4,13,204,5,913,3,66,2025,0,0,0,0,0,1,0,0,120,102185,408124,418817,23264,36722,11609,49335,186836,23396,55078,20422,45302,34442,600,0,0,0,0,0,0,0,0,0,0,72,0,432,1368,586,0,0,0,0,0,0,0,699384,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,2,0,49,2,2579,85,71,1416,135,30243
정주,285202,21646,162085,2048,83011,15559,18774,17740,67683,1,4,2,2,947,2,57,4486,0,0,0,0,0,0,0,0,3,43378,400112,371633,44023,34836,9403,37787,1639,6,296,21,1178,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,12726,0,0,0,0,0,0,0,0,3,0,0,1,42,4,0,0,0,0,0,0,0,1495,76,19392
장성,67638,5944,40028,267,12754,2205,3294,3479,9566,55,11,87,17,212,2,0,43,0,0,0,0,0,0,0,0,0,4536,23922,52789,73929,72907,5477,12871,32,11,8,0,168,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296,1554,3374
송정리,204489,10164,60034,971,25778,10364,10580,10547,31333,0,0,25,53,67,0,645,2240,600,0,0,0,0,0,0,0,0,16431,39887,37841,98150,50403,52544,153043,97,0,0,0,994,1007,0,0,0,0,0,0,0,0,74,0,0,72,0,0,240,145,0,2400,0,35,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,478,19,94,20,53,3713,3929,23724
영산포,96858,1065,61389,784,19607,5154,6045,5767,10183,0,0,0,1,5,0,38,3750,0,0,0,0,0,0,0,0,0,6501,12509,10923,3961,49219,177,77595,0,0,0,0,670,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,844,11,102,23,10,1790,1062,40357
목포,328782,3967,124072,1864,45171,7941,13712,14477,40185,0,0,0,0,0,0,516,33039,0,0,0,0,0,0,0,0,0,17321,53876,37871,11891,172932,74085,1091264,2,1,0,0,4141,3667,0,0,0,0,0,14,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,117,6662,143,1553,243,283,3167,1441,214172
전주,150347,752,55707,0,37233,7958,11344,6324,25324,0,0,0,0,368,0,240,1168,0,0,0,0,0,0,93,0,5,4917,212704,1147,1,291,0,918,45754,25464,77977,29025,65749,52397,135,0,0,0,0,0,0,0,0,0,0,0,0,120,240,2804,0,0,0,0,0,0,0,40830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,68,82,4,0,0
임실,31043,327,18969,0,7072,1440,1421,688,2985,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1948,21783,0,86,0,0,0,29208,5365,16804,3495,7321,8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,157,31,51,3,0,0
남원,113623,743,31575,0,17682,2981,4858,4552,14657,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,4778,54582,0,1,0,0,0,82468,22364,79624,16352,34117,27825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,133,61,73,4,0,0
구례구,104938,451,47171,0,13666,2328,3223,3116,9413,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,2820,30603,0,0,0,0,0,24208,3411,15444,7489,78187,36542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,534,165,2403,205,1,1
순천,216648,916,62493,0,32185,6002,10097,11826,28917,0,0,1,0,225,0,725,13024,0,0,0,0,0,0,0,0,0,10264,44309,624,51,492,479,3598,60671,7693,38714,79781,79532,215700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,6371,644,16062,28197,61879,87075,7134,13931
여수,149307,273,40484,0,17770,3144,7141,9150,19872,0,0,0,0,0,0,35,435,0,0,0,0,0,0,0,0,0,7430,40867,13,0,553,1667,2502,58267,7062,37079,36261,224952,19320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,3,398,12,636,2070,2428,31587,5341,9248
청주,13658,24,15821,0,4925,903,1319,33821,2786,0,0,0,0,754,0,360,931,1,26,35,8718,272310,123,258,2,156,9,0,0,0,377,0,4964,36,0,0,0,0,0,48987,146411,348,0,0,0,0,0,2520,0,0,0,0,0,120,600,0,136,0,0,0,0,0,0,0,2,0,0,456,661,308,290,224,0,0,10,0,25,0,0,136,0,9,0,0,0,0,45
충주,3778,122,4723,0,5819,1829,4249,44602,17132,0,0,0,0,2,0,0,22,0,18,79,18167,158108,1075,204,39,2,1,2,0,0,0,0,28,0,0,0,0,0,12,116751,57082,0,0,0,0,0,0,0,0,0,0,170,0,2640,2520,0,0,0,0,0,0,0,0,2,24,0,0,0,275,430,336,1026,3,1,339,87,0,0,0,0,0,0,0,0,0,0,2
부평,110,120,0,0,1,1483,9,1,15,0,0,600,12,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,6,2,1,3,478,5001,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,25,0,0,0,0,2174,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,26,9,0,475,6921,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
송도,0,0,0,0,36080,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,122362,686,169945,261,28261,7011,55160,1,33,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,0,78178,106672,38671,47616,26381,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예산,149062,907,218300,422,95446,19381,115187,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,92,123,0,80795,39975,106010,40235,45256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍성,164731,1156,197654,2380,91262,19830,114347,76,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,250,0,48463,123338,189644,111636,71690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0
대천,245390,650,203385,1639,87034,20122,100716,2,1326,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1200,0,60,55,0,67701,32762,107884,82618,183114,2400,600,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장항,176639,363,159714,927,65659,19580,26818,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,149,0,34781,44632,68245,189932,145004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,382813,101,2655,970,675,135,12,1,0,660,0,0,0,216,0,0,672,0,0,0,0,0,0,0,600,144,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,628,662,0,2,1,8,2400,0,26432,2131059,0,926,9487,108,6,0,47131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
문산,1941405,2552,14061,2754,4772,101,6,144,0,0,0,0,0,72,0,0,10829,0,360,5520,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475,8097,0,4,1,0,720,0,2240646,722811,0,25,201,0,0,600,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,0,0,0,0,288,0,72,0,0,0,0,0
청량리,432,96,0,0,0,0,0,0,17,0,1,0,11,584,72,0,3656,160010,629459,600120,12252,389088,451259,310861,31650,6582,0,0,0,0,1,0,66,1,0,11,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,2818,0,0,1784,165727,1143782,0,2,3,6,0,0,21732,59977,47012,53080,77147,79222,86625,49835,276034,1998,1167,27817,19747,602,0,0,2,1,0,0,0,0,0,0
성북,2005,0,0,0,0,0,0,0,360,0,0,0,0,0,288,0,288,0,0,0,0,0,0,0,0,0,0,432,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,25,158,4564,555761,407091,324739,847325,14863,0,0,0,0,0,0,0,0,576,0,0,0,0,0,144,0,0,0,0,0,0,72,0,0,0,0,0,0,0
의정부,552,0,0,0,0,120,1,0,432,0,0,0,434,72,0,0,217,0,5238,5651,3720,720,0,0,0,1155,0,1224,0,0,120,0,0,288,0,0,0,0,0,0,2640,0,360,0,0,0,0,1083,0,7491,93,135,428083,1105520,824660,7554,5955,7462,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0
신탄리,0,0,50,0,0,0,0,216,1350,0,0,0,432,0,0,0,0,0,256,490,1200,121,0,72,0,504,0,658,0,0,432,0,0,2804,0,0,0,0,0,1800,1080,1442,191,0,0,0,0,0,0,47,8,50,300135,850539,549179,713,2058,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
청평,0,0,0,0,0,0,0,0,504,0,0,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,287795,205141,8692,660,115465,101515,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,720,0,0,0,0,0,0,0
춘천,0,0,0,0,0,3600,0,0,0,0,0,0,72,216,0,0,0,0,0,0,0,0,0,0,0,1440,0,1200,0,0,3000,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,480,1258900,601472,2845,287,115212,220097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일영,95995,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22735,803,273,8821,5394,11,3,4,4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
상주,10,13,23,1,16,1,2,0,277,40,547,159601,25243,57395,1026,827,16250,0,5,41,5,966,10381,3,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,62056,74439,8413,11721,0,2,11,1,6,348,0,2,2,1,0,0,0,107,336,0,0,0,0,0,0,0,0,0,0
점촌,29,11,24,0,6,7,1,0,47,3,16,80699,19920,68051,797,819,19036,0,0,24,4,1624,25975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,66288,14641,69836,367017,0,50,236,38,44,21,0,13,12,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0
예천,0,1,10,0,4,0,0,0,30,1,2,26836,11701,31206,0,0,24,50,42,306,17,1833,191679,122,10,11,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,66,0,0,0,1624,0,0,0,0,0,0,9497,81952,136131,983,0,185,1053,98,86,202,9,53,4,36,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0
문경,0,0,0,0,0,0,0,0,1,0,32,6994,3436,11737,1,0,2,0,0,0,0,36,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9543,391884,704,37078,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군산,1584,270,271,5,131,25,22,25,6918,2,1,0,21,74,0,2,121,0,0,0,0,0,0,0,0,0,9664,726636,18221,1086,926,510,167,50809,1512,2472,970,987,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,353221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34
춘양,0,0,0,0,0,0,0,2,5,0,0,38,10,8448,0,0,5246,1,125,374,14,1398,89414,3763,1553,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,22151,0,0,0,0,0,0,33,45,62,2,0,158534,84979,11141,9479,7532,316,188,229,4019,5400,98,6100,2720,6,0,0,0,0,0,0,0,0,0,0
철암,0,0,0,0,0,0,0,1,0,0,0,11,9,23345,1,0,14819,6,141,10976,16,10067,127109,22700,5580,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,68853,0,0,0,0,0,0,3,15,14,1,0,88920,137966,45714,142144,120358,8041,8606,3447,64448,3960,36,7127,4917,0,0,0,0,0,0,0,0,0,0,0
도계,0,0,0,0,0,0,0,0,0,0,0,11,7,7091,0,0,2628,2,141,9666,2,6973,20970,3779,1063,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48065,0,0,0,0,0,0,5,15,15,0,0,9938,45522,494734,406657,134460,1385,6216,2830,4852,1213,66,1481,1075,0,0,0,0,0,0,0,0,1,0,0
동해,0,0,0,0,0,0,0,0,0,0,0,0,2,7035,0,0,5944,0,431,11731,0,16610,34823,5425,1280,2163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52581,576,0,0,0,0,0,2,0,0,2,0,8534,149823,390743,13614,105104,6574,10886,4569,64080,1217,147,2882,731,0,0,0,0,0,0,0,0,0,0,0
