"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","무주","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"제천",90041,23696,5341,4281,444,1131,68,15,214,691,1202,107,5,30,14,5,61,90,47,317,35814,14658,2156,1450,1031,5778,396,869,1044,4536,639,0,0,0,0,0,0,0,0,2,2,2,5,1,1,2,0,3,0,0,0,4,4,1,0,0,5,0,0,0,3,1,1,1,2,1,1,38,22,36,50349,351,84,244,28,3806,1512,717,365,918,399,678,153,5,15,2,2,9,10,5,4,90,43,8153,424,441,370,3537,225,444,91,944,84,24,10,66,199,24,81,705,2,0,0,1,0,0,0,16,70,62,23,15,15,23,0,29,125,39,8,33,1,311919,10825,28077,2239,2631,554,542,147,1020,416,39,69,2,2,4,3,0,0,0,7,141,176,46,14,5,925,66,122,35,13,20,11,12,0,0,0,0,0,0,29356,2953,11310,17861,5366,21607,31070,90472,32560,9861,8751,3594,3106,2381,983,2911,34177,2864,4728,15518,78576,13905,12376,116416,48514,6336,2555,8710,3968,4264,10160,52433,7514,25210,167214,34696,13964,548392,103489,9048,36454,82248,35724,18299,12945,7360,1797,2504,6100,0,0,0,0,3184,73,614,775,254,115,0,0,1262,722
"단양",3918,1360,344,228,25,68,6,1,17,40,88,4,1,5,6,5,35,28,19,129,37371,10876,1199,866,598,4787,275,556,1628,3448,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3517,30,2,11,1,201,82,22,13,23,30,39,14,0,1,0,0,0,0,1,0,2,1,7011,303,364,315,3070,22,27,5,40,7,3,0,2,13,3,2,19,0,0,0,0,0,0,0,2,6,2,1,1,2,2,0,2,10,4,1,1,0,17515,869,2099,187,221,37,43,9,64,40,4,3,0,0,0,0,0,0,0,1,9,11,5,1,3,66,2,15,1,6,3,4,0,0,0,0,0,0,0,2173,214,721,1568,470,1350,2345,4029,1217,475,327,196,263,175,149,263,2533,270,312,946,5101,903,718,3464,2171,8197,3011,10044,3052,2842,6648,33247,14773,18294,157729,1653,1176,11611,4845,35805,948,17244,12029,1278,769,420,68,100,205,0,0,0,0,3998,5,38,43,23,5,0,0,932,546
"북단양",13335,4313,984,668,88,205,12,4,61,156,176,17,0,5,6,1,15,36,27,166,41634,6090,1540,1061,531,3135,229,1259,919,2350,343,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,8,9015,71,4,36,4,561,253,94,52,65,44,133,23,0,0,1,0,0,0,3,1,19,6,14251,152,336,295,3012,27,92,15,98,21,3,2,11,29,2,9,69,0,0,0,0,0,0,0,0,11,13,2,1,4,7,0,7,22,9,1,4,0,53813,2035,4715,474,700,89,118,34,261,137,2,4,0,0,0,0,0,0,0,0,18,19,5,5,2,217,9,26,9,5,3,2,3,0,0,0,0,0,0,5272,1250,2182,3585,1002,3381,5988,9855,2474,1037,1102,593,559,340,129,445,6325,567,1012,1981,11651,2404,1648,8408,5078,7808,5000,11339,2473,4091,3803,40723,16812,10921,69827,3256,1969,38802,12732,81060,18826,1880,14261,2511,2075,947,124,239,480,0,0,0,0,2591,11,155,141,53,16,0,0,650,384
"남제천",6807,1835,373,280,28,89,8,3,26,63,103,9,3,0,4,0,18,20,13,108,17889,6219,803,438,245,2299,232,310,480,1882,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3719,15,2,27,2,279,79,38,34,25,38,40,12,0,0,0,0,0,1,0,0,9,5,3781,246,186,131,1584,16,71,10,72,7,1,1,8,14,3,2,73,0,0,0,0,0,0,0,1,2,3,0,1,3,2,0,3,6,2,1,2,0,23998,1180,1925,255,277,44,93,13,107,31,7,3,0,0,0,0,0,0,0,4,15,12,3,1,2,127,5,16,6,2,6,0,0,0,0,0,0,0,0,2448,345,1056,1727,556,1929,2939,5644,1811,865,409,280,257,267,82,318,2868,183,450,815,4952,713,700,3953,2137,4094,1376,4901,1366,1120,2663,13828,4552,5982,38890,2125,1336,23265,11489,38799,9693,12305,245,1298,821,446,56,140,269,0,0,0,0,1414,9,84,67,18,8,0,0,465,281
"강릉",111513,22821,5255,6696,1398,4800,290,69,2955,5264,13298,1613,69,161,82,21,598,750,125,92,12975,3957,630,103,48,363,69,120,91,804,115,1,0,0,6,0,0,0,1,2,10,136,188,12,70,151,74,65,3,0,2,194,108,32,4,0,112,0,0,0,119,11,2,3,50,0,3,105,61,113,50735,644,237,561,55,3011,1092,683,613,629,756,1327,324,8,59,17,12,14,26,12,43,266,87,648,75,39,8,112,1579,2325,440,4694,604,111,60,250,1359,157,308,6686,5,0,2,0,0,7,6,52,228,186,89,42,89,84,32,198,818,391,73,469,36,318145,10426,24091,14287,3449,6258,3956,2514,15194,6549,368,423,63,54,80,220,5,40,13,325,194,393,148,405,416,5804,733,3994,1242,322,748,628,629,0,0,0,0,1,0,34110,4010,14199,31611,7289,30689,37732,86025,190711,167524,34402,34903,344393,165946,45641,216717,35963,2634,5243,10596,70176,10625,9380,33722,7177,5432,712,2812,437,569,773,3773,1465,1614,4873,1820,5393,69406,2496,16703,1272,2411,1249,12890,110307,39555,38310,137888,380284,2,0,0,0,1242,1590,4044,5379,1732,591,0,0,206,118
"현남",73525,19775,4105,4337,1151,3709,184,32,1059,3873,5843,640,19,123,53,21,459,561,90,78,11959,3845,379,132,67,525,105,141,154,1277,154,1,0,0,5,0,0,0,1,0,9,107,206,13,45,21,36,31,10,0,0,138,61,5,2,0,103,1,0,1,71,15,1,0,34,1,13,140,57,104,36892,439,126,611,42,2620,757,428,424,488,552,976,212,12,45,5,13,16,27,21,18,199,49,864,66,54,18,131,981,1990,332,3039,422,66,65,277,866,140,240,5219,7,0,4,0,0,3,3,32,171,181,55,33,67,81,28,148,790,210,80,358,20,170100,8556,16373,10863,2473,1809,2507,1668,8483,5402,222,281,23,37,51,199,7,41,8,269,193,330,119,298,316,4851,665,3109,1085,209,536,418,512,0,0,0,0,0,0,26143,2987,10933,20573,5648,17340,30747,44671,70596,43189,15672,16850,64837,47422,8786,40041,29458,2150,4382,8385,56858,6854,7370,9472,3647,2759,551,2077,389,373,646,2615,1028,934,3498,1295,3996,32236,1919,12018,1030,1991,722,99084,967,16784,22231,41244,173449,0,1,0,0,1040,535,3705,3299,1331,527,0,0,275,164
"북강릉",18619,5986,1451,1613,357,1071,53,11,407,1029,1705,249,5,34,31,5,124,164,35,28,2971,772,101,26,14,75,16,25,29,163,31,0,0,0,0,0,0,0,0,0,1,44,60,1,6,258,16,3,10,0,2,70,22,5,1,1,28,0,0,0,19,1,0,0,11,0,3,24,7,24,11139,130,43,151,16,745,291,194,120,111,179,311,57,2,20,5,3,1,5,3,3,50,19,150,13,11,9,28,298,606,104,797,131,33,12,63,263,44,51,978,0,0,0,0,0,0,0,9,53,56,12,7,16,14,7,39,248,42,13,55,6,75165,3406,7034,4269,1064,848,1103,827,3300,1987,62,60,7,33,18,55,0,9,0,95,64,117,37,100,104,2177,237,1463,416,101,214,150,200,0,0,0,0,0,0,8377,624,3402,8271,2331,7525,12040,21801,36371,35432,10397,10555,59045,32886,7970,32926,9391,663,1727,2844,16621,2326,2529,7157,1900,544,185,619,116,105,184,782,358,349,1229,523,1644,15719,907,6410,358,761,373,26152,15301,586,14548,34103,119546,0,0,0,0,243,115,856,798,408,136,0,0,47,28
"옥계",3575,1104,371,407,89,229,19,6,99,245,451,37,0,4,2,2,32,37,17,2,728,183,19,3,0,25,0,3,5,37,7,0,0,0,0,0,0,0,0,0,0,13,5,1,3,9,7,1,0,0,0,4,6,1,0,0,5,0,0,0,5,0,0,0,5,0,1,10,5,5,2395,38,10,37,2,195,74,38,36,38,40,66,12,1,1,3,1,0,4,0,1,20,4,45,1,2,0,7,48,130,30,197,35,4,2,6,70,6,10,263,0,0,0,0,0,0,0,2,11,12,2,3,3,2,0,13,53,12,1,29,10,12927,554,1389,756,209,133,192,115,701,398,14,14,0,1,6,10,0,0,1,18,9,22,6,19,24,1704,55,202,69,25,24,36,24,0,0,0,0,0,0,1446,138,636,1695,414,1865,3187,5265,5687,9857,1755,1256,5756,5739,1792,3821,1780,179,515,738,3681,647,641,1314,364,112,49,223,29,29,25,154,90,45,117,125,282,2684,169,1178,70,167,49,40122,20896,17129,136,38149,293200,0,0,0,0,50,37,177,183,98,37,0,0,11,6
"망상",15473,3266,762,910,187,670,36,9,261,775,1031,135,7,28,10,2,53,65,16,11,849,203,6,4,2,15,5,2,1,38,3,0,0,0,1,0,0,0,0,0,0,8,12,0,5,10,15,0,0,0,0,15,5,0,1,0,12,0,0,1,8,6,0,0,2,0,1,18,11,16,7153,81,26,92,4,581,184,120,135,132,134,243,54,2,8,0,1,2,4,1,5,46,8,32,4,1,0,3,222,301,52,394,87,16,8,63,218,33,43,723,1,0,0,0,0,1,0,4,29,28,16,10,4,11,2,18,118,41,3,43,3,43456,1467,3293,1933,419,357,521,338,1573,932,42,61,1,10,21,17,1,6,0,31,35,47,17,42,35,768,100,563,337,59,81,68,78,0,0,0,0,0,0,4144,481,1750,3608,1063,3164,5449,10098,19015,19375,4136,2699,13039,10144,3020,8743,5003,433,1038,1731,10490,1863,1712,4683,1067,126,47,260,23,35,43,164,123,99,219,333,689,7704,357,2554,131,246,136,158510,51964,47391,46187,128,23868,0,0,0,0,52,141,520,617,315,80,0,0,10,6
"동해",38016,9074,3131,2307,492,1832,113,19,909,2618,2623,343,18,61,26,7,156,139,29,25,1779,409,31,3,2,22,2,7,3,73,9,1,0,0,2,0,0,1,0,0,2,38,35,4,12,48,43,2,1,0,0,17,20,8,0,0,17,0,0,1,24,4,3,1,26,0,1,44,29,50,21511,216,91,266,31,1374,612,320,441,770,586,771,148,5,18,4,6,6,17,15,15,125,30,60,5,3,3,11,509,1017,151,1494,302,44,31,145,572,55,219,1827,4,0,1,0,0,0,0,23,87,77,21,18,31,29,8,62,274,96,12,125,10,124631,4212,9985,5355,1171,1112,1478,837,3876,2017,98,156,15,3,21,45,1,7,3,45,116,166,57,88,69,2301,221,1168,467,99,192,131,201,0,0,0,0,0,0,11492,1377,5706,11570,2642,8966,12201,24991,45964,53734,7628,5532,34132,22474,6010,20149,14980,2041,1914,5408,31220,5366,5064,13593,2886,232,74,500,29,66,89,320,197,172,330,929,1576,19470,837,5431,197,484,325,477405,183120,144302,247786,27259,516,0,0,0,0,94,462,1850,1734,705,219,0,0,18,8
"북창원",5555,1398,772,1686,1421,2733,1972,619,1090,1006,2348,166,2,3,0,0,3,1,0,1,4,0,0,0,0,0,0,0,0,0,0,68019,25091,125426,2,48791,40593,47397,34524,129284,978,7908,7928,1349,2185,2549,9846,7832,3442,0,1115,31856,43470,36077,25600,6594,3809,9,3,23,1455,166,268,142,554,72,3655,0,0,0,1802,5,0,0,0,466,227,359,576,217,101,183,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,392,146,10,65,3,4,3,0,8,3,8,4,10381,211,682,201,165,909,387,2,375,12,2,4,41,17,1711,933,789,733,1460,6669,605,1922,83,150,137,38,200,352,179,1165,388,1041,568,2542,2646,5638,13791,256,575,294,4333,405,397,233,0,0,3,0,1,0,0,0,0,0,41463,47452,44847,76549,192231,0,278,70,97,25,25,43,14,0,0,1,0,1,1,1,1,2,539,134,84,121,1764,519,188,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,174,112594,61591,14541,0,342,1146,3542,1370,930,319265,0,0,0
"서부산",11917,2867,6439,3268,2893,6480,4714,1587,3179,3099,7412,160,5,9,1,0,3,3,1,0,1,1,1,0,0,1,0,0,1,3,0,164056,32905,128540,3,705590,1092090,74808,12083,8705,12310,118037,153403,13248,32309,22929,87632,93473,27711,1885830,5839,209272,198132,128208,86841,19717,19958,7,12,130,27259,2639,3139,1407,4737,283,10027,0,0,1,3959,28,6,4,0,1123,438,684,1241,371,200,377,32,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2972,866,57,590,54,21,14,30,189,88,142,6,142248,2931,6380,4530,2096,12404,4356,22,808,26,29,31,208,91,10134,4386,2925,4970,16054,88213,3917,4050,176,427,346,86,613,688,362,2772,811,10726,4648,16792,13076,27807,44801,1716,4194,2906,48339,1194,915,250,0,0,4,0,2,0,1,0,0,2,105226,73036,51812,78928,143698,0,514,185,164,103,81,102,27,4,3,1,1,0,2,2,1,0,1071,150,207,188,4970,1097,373,7,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,2,1,0,0,0,125583,204,5210751,2373302,0,2380,2133,10895,9140,4117,345415,0,0,0
"장유",3362,951,463,970,818,1822,1112,426,1003,440,1349,55,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,25532,10483,36315,0,384693,374898,41510,254753,1620760,945,8604,8442,587,2035,1786,8674,7385,3108,462013,622,24032,28115,20557,16816,3879,2279,4,1,20,1566,255,260,152,575,28,1343,0,0,1,1156,10,4,6,0,314,164,257,407,105,67,105,13,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,360,106,12,56,9,4,2,1,18,3,7,2,10130,189,521,264,138,962,358,3,209,7,6,3,22,23,1277,654,614,437,1419,5877,488,1233,57,99,125,25,136,176,105,563,239,843,311,1942,1755,3326,8832,218,537,265,4042,318,276,68,0,0,0,1,1,0,0,1,1,0,10865,13157,10905,22675,39143,0,165,74,63,29,23,31,17,3,1,2,0,2,0,0,0,0,422,53,63,68,1259,314,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,1,85593,5265200,69322,402725,0,251,596,2737,1225,888,92089,0,0,0
"가락",1505,612,632,753,508,1563,1456,451,1534,634,1423,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11925,5951,13503,1,97692,220079,11907,2259,8866,822,9961,12158,1233,2356,2768,6735,4028,1621,85828,338,12076,11597,8299,6640,1654,869,1,1,4,1934,187,213,83,168,11,517,0,0,0,998,6,0,0,0,450,189,207,377,128,58,104,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,256,93,8,27,3,1,0,1,19,3,7,1,10828,223,445,278,170,926,226,2,257,4,4,1,9,5,493,614,478,258,639,7833,210,604,43,62,70,17,152,140,113,640,258,868,299,1007,741,1602,2621,83,220,420,2103,272,253,65,0,0,0,0,1,0,0,0,0,0,14294,6013,3872,9516,20377,0,79,26,36,16,11,11,4,1,1,0,0,0,0,0,0,0,360,26,33,30,1492,432,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,13042,2072876,333632,289,0,174,404,1913,1015,657,83588,0,0,0
"동대구",31928,8410,2245,6476,4855,8953,7202,3236,7559,3607,21320,3574,1709,3100,4905,3631,40563,135877,150290,208626,928581,373665,826626,368088,89880,478523,18608,21680,38661,115618,17168,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,10259,92,4,11,6,1448,843,987,749,366,261,609,210,0,1,0,0,0,0,0,0,0,1,293158,98530,89860,38657,461476,3027,3148,399,3142,512,112,61,303,404,8,23,71,0,0,0,0,0,0,0,27,1314,61,24,8,138,89,2,597,4126,88,14,33,4,52999,2230,5795,507,674,637,1411,650,6075,1739,362,544,0,0,0,3,1,0,1,3,1357,1482,394,18659,9295,3439,812,6808,1213,4224,5851,6438,10478,0,0,0,0,0,0,3944,774,2294,2781,1095,4092,2815,785,704,348,427,696,564,231,81,308,5696,433,1620,1116,12767,2865,1439,4670,2645,178144,13875,96341,17722,29217,47518,18949,3607,21529,5030,654,303,4597,1027,3519,3717,2818,2011,1457,1385,244,42,55,129,0,0,0,0,396,1733,5974,11371,5291,2272,0,0,33355,19333
"계룡",38107,9501,1903,3741,2989,9084,4057,3403,29066,41570,86437,17152,663,4141,1183,511,3101,3760,992,687,5804,7932,1128,564,294,1287,138,199,230,1043,148,145,48,186,6651,202,95,705,1818,3783,30,191,156,34,94,50,161,156,84,0,21,1716,2316,1269,199,32,623,28,97,89,115,8,39,7,202,45,228,0,2,0,8303,12,3,5,1,1134,390,504,533,107,79,127,84,0,0,0,0,0,0,0,0,0,0,3028,257,371,121,2209,43279,37199,5159,35389,7962,1299,855,2917,8463,1112,3074,26682,11,3,9,3,4,11,7,547,851,65,70,65,292,750,239,37073,55767,4017,658,991,459,31951,1187,2581,4137,1553,3178,2909,9711,13188,6816,8936,11958,267,271,558,1202,118,290,49,1729,1012,1389,1059,144,293,52,10,12,2,2,22,223,472,0,0,7,9,36,0,1006,423,762,346,574,2107,861,846,1436,194,97,62,110,78,20,107,4415,187,1458,301,7746,677,482,1648,1462,719,12,12,9,32,130,47,1,13,6,313,72,3341,47,90,12,11,9,1741,651,115,28,141,536,264,1884,233,158,2037,784,76301,224027,26803,79634,46,0,321,208
"북대전",348204,77309,28376,42943,34582,124103,71690,38254,152088,27345,226886,127471,5626,21277,7413,2980,16791,20146,5043,3141,27228,21788,3454,2161,1030,9427,513,1299,1184,5537,748,238,172,412,7987,503,220,438,356,1172,124,938,2011,1768,841,372,634,564,148,0,79,3802,2290,615,620,104,1379,25,66,162,723,48,43,23,618,98,708,1,1,5,77944,201,13,30,1,13998,4401,5748,4224,2618,1839,2468,365,0,0,0,0,0,1,0,1,2,0,13782,708,1471,715,9655,55943,57181,6185,69076,8297,1648,888,5158,13376,2371,2947,46609,31,5,29,6,5,17,12,2148,17864,161,74,113,568,1288,521,27915,113089,15759,1655,4352,1034,207340,8855,15805,23212,6318,17310,25244,77934,149034,80364,32531,33409,602,636,1506,3800,253,698,137,4576,11255,10086,8158,692,1586,375,47,110,21,17,104,794,1449,0,3,11,5,102,0,16935,4447,5589,3372,3326,9758,5354,3092,3318,1046,1016,1753,1587,620,195,814,34108,2427,4021,3086,53009,7659,4368,7409,4417,3434,49,44,59,152,244,141,4,81,86,927,257,8253,291,668,33,130,50,4133,4373,851,184,547,2024,716,1892,476,385,6672,77773,595,88333,245713,113390,32,0,1337,838
"유성",313062,62079,21275,41389,38814,110644,51632,32910,232535,173747,457911,197895,9068,36992,15430,6771,36133,39071,10916,9408,64867,40437,9250,7409,2861,20086,1609,3439,3646,14008,1918,1182,565,1912,26497,1920,858,2222,1655,6225,386,2814,3946,645,1884,976,1998,2183,517,0,372,13769,8508,2098,2121,397,6154,195,507,985,1916,113,156,88,2648,577,2608,0,3,2,63675,199,12,47,1,12669,3929,4871,3151,1560,1826,2263,269,2,1,1,1,2,0,1,0,3,4,24809,2206,3512,1676,19435,282640,236215,34005,302037,44257,12297,6301,25799,63267,8222,14619,201873,164,26,74,20,18,98,50,5634,10710,268,223,291,2049,5862,2804,137493,175472,57566,7074,14111,5462,179181,9199,17470,23585,8557,19399,24161,78249,126636,54519,103666,142984,6978,3182,6034,13732,973,2953,662,16254,9148,9080,7466,1556,3746,391,97,152,34,25,204,1283,2010,1,9,54,125,398,0,14544,3763,4318,2997,2699,10958,6815,3313,4708,1106,806,1122,1217,684,335,1001,25984,2215,3686,3156,50453,6938,5190,6843,3838,8582,138,135,148,318,519,236,15,143,119,939,278,8386,355,994,39,128,55,6090,4113,946,253,625,2019,2203,10525,2399,1903,12722,217037,151163,3465,179293,312412,218,0,3426,2098
"서대전",81058,18405,6845,15110,12875,42861,23343,14717,115481,155230,379198,115557,5002,22369,8558,3497,18532,17197,4856,4866,30357,18683,5831,2846,1422,10373,673,1489,1589,4981,719,635,255,955,12666,964,667,1428,1450,4551,162,1210,1328,174,760,416,1005,987,303,0,84,6132,3509,1312,797,236,2909,128,327,442,880,54,67,36,1112,252,1240,3,1,1,23067,62,3,14,1,4436,1560,2028,1528,524,509,707,78,0,0,0,0,0,0,0,0,2,0,10856,1090,1709,1024,9262,184597,123350,17916,139544,24130,5861,3341,13890,33554,4056,5383,73407,60,5,32,8,7,45,25,2736,5512,98,135,212,1030,2579,1518,204140,318307,35924,5426,7681,2206,65938,3249,8062,14041,3705,8864,11713,37440,53365,23681,68920,112374,1739,1245,2729,5447,379,1413,219,7886,3941,3838,3069,761,2024,151,33,55,11,7,136,911,1425,0,5,43,60,213,0,3752,1673,1633,973,970,5574,2799,1630,1538,532,352,353,457,394,161,424,8394,709,2360,1162,18837,3151,2093,2599,2085,4021,58,72,67,137,258,125,9,59,29,503,155,3632,126,337,23,55,26,2363,1918,511,126,350,950,914,8299,960,1134,5874,16667,283626,294097,10699,224882,216,0,1282,727
"안영",30467,7661,3057,6890,6570,23815,18246,8238,52378,65557,154214,113054,7989,22401,8524,3184,12348,12287,2661,2037,13266,7791,1790,1040,590,4457,360,774,815,2487,332,487,318,666,7612,714,370,818,821,2287,220,2021,2198,395,1121,470,1409,1166,215,0,153,6826,3012,960,736,160,3098,112,193,446,1766,144,66,66,2085,229,1257,0,1,0,9306,41,3,14,0,2022,798,990,1058,346,339,516,56,0,0,0,0,0,0,0,0,0,0,4609,548,697,457,4723,71501,43683,7448,53520,9615,2104,1348,5560,12069,1588,1813,24661,70,7,5,6,8,33,39,1124,3734,55,60,123,697,1321,1440,84695,115947,66323,9235,13359,3426,24085,1263,2837,3950,1387,3869,4992,15174,28195,9505,137430,191026,1136,1317,2606,4572,433,1555,296,11072,1951,1958,1195,411,1202,55,11,23,6,9,89,449,777,1,3,28,30,139,0,1564,710,678,621,368,1791,864,329,450,159,140,210,223,141,46,185,3492,299,531,441,7676,1349,918,920,684,2090,39,31,42,90,117,75,5,37,9,153,53,909,39,155,8,17,8,760,741,172,48,101,269,618,3575,750,799,2619,77596,117085,336162,178385,721,136,0,582,330
