"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chungju",577,1,0,0,0,0,2322,502,1747,101819,323,0,39166,0,11552,1338,781,2,4491,71,0,0,0,0,0,0,3,0,0,23,0,0,0,99,0,314466,0,2,0,11,1,7862,0,0,0,0,0,16,604,0,0,27622,0,34338,0,5559,0,3,0,0,50,1440,315,11,137,1155,0,45
"Daegu",96438,8380,0,8675,0,0,3411085,132481,152930,1219,270,256182,929,3482,596667,11228,788,44909,50210,32,615851,12339,1120052,0,289,0,51778,4,2458,0,0,0,0,0,0,30179,264,0,10430,1,377087,0,28004,0,0,0,10210,22805,68468,8641,21831,70433,0,2581070,0,416481,34458,17579,15846,1255,0,172,135972,114078,139126,2508,0,0
"Daejeon",0,14151,0,670,0,2579,805138,54050,399144,41275,885,6992,13099,594030,59110,0,2587,0,1225,33,188575,1661,216713,3472,72147,802,11671,539,679,557,186,138639,2382,544,10778,125792,71071,25676,12370,0,23619,64556,0,11250,15539,277707,251828,20,109391,0,0,316031,354,2824443,54537,640472,158,11824,0,0,171,216,1657,336114,29,35750,0,0
"Donghae",7384,0,0,6590,0,0,7375,699,0,1237,151,0,1271,12639,33,2924,374,1657,58386,101,143,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,22971,0,0,0,34915,0,0,401,0,0,0,0,0,0,88231,53,0,0,91720,0,45,51563,4597,5957,871,0,118,1829,0,35009,0,0,12071
"Euijungbu",0,0,376,454,1964,0,480,671,120,1634,4,0,639,789,582,336,1982688,0,58,63,807,0,1664,639,778,0,454,0,0,1109,0,1509,203,250,281,62,1378,2053,0,0,2336,0,0,0,0,1802,236,1344,0,0,108,138,478,3659,350,0,0,0,5160,1040,0,1231491,720,656,1333,634,100,0
"Euisung",30851,0,0,767,0,0,15134,0,0,599,592,0,3,57324,0,1517,0,19212,2549,0,0,0,0,0,0,0,19750,0,0,0,0,0,0,0,0,5383,0,0,0,4,0,0,0,0,0,0,0,569,0,600,0,0,0,28577,0,0,3945,19444,2107,276,0,0,32842,0,14724,0,0,18
"Gangneung",11440,13,237,6199,0,693,12362,0,281,4083,0,0,4216,47364,0,62014,0,2942,49766,5,3187,0,930,0,335,0,2528,110,0,0,297,21,0,0,399,10211,479,0,446,25672,0,660,461,40,0,0,0,360,0,62759,283,0,0,59743,0,0,82377,10251,1839,773,0,0,4598,0,54846,0,104,2914
"Gapyeong",0,0,178,0,0,0,1643,887,0,65,52723,1512,101,231,0,251,753,0,5,28594,0,0,0,0,648,0,0,0,0,0,0,0,0,2,0,264,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,111,0,577776,0,0,0,0,0,0,0,8,0,0,0,375,113,0
"Gimcheon",0,2666,0,0,0,0,232213,22035,31108,192,0,12692,0,435106,169627,143,807,0,3187,0,33900,567,188310,0,0,0,4192,0,216,0,0,0,0,156,0,0,574,0,1559,0,8187,178,43161,0,0,0,5743,0,13150,0,79746,22341,0,382412,0,93594,0,4496,0,0,12935,0,1088,39325,12466,939,0,0
"Gimhae",517,0,0,0,0,252,100556,139087,938,1354,0,2832,0,17030,2925,0,0,0,0,0,737,19324,1813,0,274,190,0,1095,5496,0,190,1,0,0,0,1617,692,3,4261,0,46911,395,0,43,0,899,7,0,169,0,0,759,0,13636,241,4582,0,0,1432,0,0,0,0,304,0,0,0,0
"Gumi",0,2060,0,0,0,0,426267,29228,39020,112,0,46295,0,1214752,221425,0,1664,0,4334,0,187223,1601,167019,0,0,0,6288,0,652,0,0,0,0,0,0,417,564,0,7467,0,31405,0,6081,0,0,0,5989,13,16667,0,2128,36665,0,475477,0,101282,0,2992,0,0,58,432,2931,40082,150,1722,0,0
"Gunsan",0,3,0,0,0,0,22,0,65,0,0,0,0,7,5116,0,1347,0,0,0,0,0,0,269403,591,0,0,0,0,0,0,536943,178,0,1904,958,12750,31902,0,0,1,609,0,239,115,8450,0,0,6,0,0,9,0,610,36,620,0,0,114,0,0,0,0,2,0,1569,0,0
"Gwangju",0,4,0,0,120,389300,49801,10115,23284,1430,2667,31433,0,1932,31315,0,1038,0,737,0,4014,170,46151,102,318365,1520,0,13880,114,0,75060,89200,0,0,59045,930,60337,2,2068,0,9779,253619,0,47308,0,44970,0,0,10405,0,0,12560,0,527182,29602,61875,0,0,0,27844,0,0,1,225763,0,4064,0,0
"Gwangyang",0,0,0,0,0,3611,4774,2708,452,0,0,58,0,593,896,0,0,0,0,0,28,144,70,0,1759,13279,0,13078,360,0,988,738,137,0,0,0,0,1111,9100,0,460,1074,0,74,1519,362,0,0,315,0,0,414,0,21390,23789,1902,0,0,0,0,0,0,0,0,0,1052,0,0
"Gyeongju",34862,0,0,1661,222,0,143317,613,738,578,0,0,0,61456,9548,856,387,20108,2997,0,2490,0,4484,0,0,0,36906,40,0,166,0,0,0,1086,0,28882,0,0,516,8,7,0,0,0,0,276,441,196389,0,596,0,216,39,313129,0,2962,4338,410669,12465,901,0,297,38681,150,34844,1019,0,4
"Hadong",0,0,0,0,0,5753,8516,18946,307,0,0,96,0,367,693,0,0,0,110,0,28,959,72,0,5271,13581,40,41050,1822,0,373,247,16,0,0,35,0,400,188280,0,658,271,0,24,4444,668,0,0,209,0,0,288,0,18053,15640,1908,0,0,0,0,0,0,0,3,0,1713,0,0
"Haman",0,0,0,0,0,187,20039,163450,388,0,0,656,0,3795,1182,0,0,0,0,0,317,5524,760,0,389,389,0,1817,20840,0,28,8,0,0,0,1330,0,21,70921,0,3033,199,0,41,3,592,0,0,122,0,0,419,0,13565,488,2681,0,0,0,0,0,0,0,109,0,0,0,0
"Hongsung",0,4392,63079,0,74017,0,71,536,113448,1042,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,205,0,0,84899,0,0,0,2476,0,495,516,0,0,0,14,0,0,0,0,0,0,0,16447,0,0,0,83651,467958,0,108141,0,0,0,0,0,0,0,0,0,0,89036,0
"Hwasoon",0,0,0,0,0,24992,3195,884,190,596,0,0,0,0,244,0,0,0,299,0,0,26,0,0,49040,306,0,392,33,0,7985,500,0,0,16,0,603,0,148,0,62,1541,0,273,0,237,0,0,209,0,0,128,0,7167,7946,1128,0,0,0,0,0,0,0,0,0,1339,0,0
"Iksan",539,3881,0,0,0,2579,1629,718,34874,2539,460,0,0,88,125747,0,1487,0,21,0,16,0,0,557626,83580,374,0,234,1,0,159,327984,7963,0,34477,152,365131,183851,2633,0,7,74680,0,13440,38361,108411,0,0,23377,0,0,23490,0,751195,82424,137284,0,0,0,0,0,1512,0,9,0,52613,0,0
"Imsil",0,0,0,0,0,0,0,2,1569,170,0,0,0,0,2652,0,335,0,0,0,0,0,0,169,0,28,0,18,0,0,0,8617,1429,0,0,19,0,6580,98,0,0,1,0,0,4890,1390,0,0,1438,0,0,657,0,59550,7375,9099,0,0,0,0,0,0,0,0,0,5414,0,0
"Incheon",457,0,0,0,0,0,957,1201,9,881,0,0,537,0,944,0,0,0,0,0,683,0,0,0,2376,0,4211,0,0,2640,0,0,0,121272,0,1200,1340,0,0,0,0,1174,0,0,51,774,0,0,0,0,0,0,0,0,798,31768,0,0,270,0,0,600,0,383,0,0,0,0
"Jangsung",0,652,0,0,0,529,9,0,3060,191,362,0,0,16,10997,0,418,0,399,0,3,0,1,872,30021,0,0,0,0,0,18,36178,0,0,35323,704,50600,1,0,0,0,19810,0,4873,0,8597,0,0,2150,0,0,3290,0,125590,314,16764,0,0,0,0,0,0,0,0,0,0,0,0
"Jecheon",65457,52,0,411,1319,0,63681,6733,11677,173052,1414,0,307222,29608,115915,23325,771,6570,18610,676,192,1354,120,0,1009,0,21815,0,0,917,471,2448,149,37,191,22824,1209,884,0,134806,2581,1612,2,241,23,433,0,6019,3321,6497,3,75453,429,447255,0,11459,6354,50289,40812,8305,0,513,12834,200,107400,1131,60,50667
"Jeongeup",140,4210,0,0,75,2057,3223,275,21005,1645,144,0,1,355,61569,0,1694,0,479,0,573,695,564,10513,52981,0,0,0,0,516,186,349102,0,1200,50428,21,211858,84,572,0,6,45262,0,8885,3,39209,120,0,16098,0,0,16228,0,572655,2404,119898,0,2,0,274,0,121,1208,0,1611,0,40,0
"Jeongju",0,112,0,0,0,0,125,0,16067,858,0,0,0,0,27530,0,2237,0,0,0,0,0,0,18915,0,259,0,66,0,0,0,194622,4774,0,0,0,18,13248,1814,0,0,8973,0,0,24144,8309,0,0,9227,0,0,8343,0,313940,102927,58324,0,0,54,0,0,0,0,0,0,87059,0,0
"Jinju",509,0,0,0,0,4382,36076,66333,5411,0,0,1503,360,6642,11271,0,0,0,446,0,1684,3872,5255,0,3569,11332,516,233796,62798,0,65,2128,152,0,0,1777,576,2305,167119,0,8790,3818,0,186,652,3168,495,0,2622,0,0,4327,0,68939,13093,19448,0,0,0,0,0,0,0,800,0,1361,0,0
"Jungsun",0,0,0,0,0,0,318,0,0,46,0,0,27,4,4,34501,0,0,34150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176515,0,0,0,755125,0,0,0,0,0,0,0,0,0,2597,0,0,0,319792,0,0,21438,2,131685,2862,0,0,0,0,0,0,0,143519
"Milyang",0,868,0,0,0,403,2237365,99590,6534,3248,0,69367,0,398216,26230,0,2496,0,0,0,8973,25188,26023,0,416,238,0,611,2975,14,116,0,0,0,0,180,6,0,8537,0,334281,330,640,32,0,1806,928,0,2247,0,378,5822,0,126621,471,19667,0,0,0,0,0,72,178,3070,0,0,0,0
"Mokpo",0,0,106,0,0,1523,17034,8294,36767,1926,902,65115,7194,4027,0,0,0,0,660,0,1077,289,125716,909,236949,680,0,257,162,0,1286,80717,0,1053,21131,1638,49442,6888,2384,0,9783,397404,0,37334,500,25529,0,0,384,0,714,0,0,2027,2436,0,0,0,395,49935,0,0,0,435492,0,1221,501,0
"Munkyeong",0,0,0,0,0,0,24453,0,0,0,0,2085,0,41923,0,415,0,0,527,0,54731,0,7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,186120,0,377,0,0,390,0,0,27681,0,0,1295,0,0,4,0,0,0,24398,0,0,0,13287,994,0,0
"Naju",0,0,0,0,0,1121,5409,1219,3984,241,976,25153,0,1877,0,0,0,0,40,0,286,21,52382,26,36831,54,0,23,28,0,318,15049,0,0,6532,448,10269,0,105,0,4785,47661,0,223,0,10056,0,0,35,0,0,0,0,620,514,0,0,0,0,10198,0,0,0,106191,0,225,0,0
"Namwon",0,730,302,0,0,0,24,3,7123,23,0,0,0,0,13363,0,0,0,0,0,0,3,0,71,0,248,0,4378,0,0,0,33397,7976,527,0,1204,0,26814,203,0,0,500,377,0,19785,5281,0,0,4611,0,400,3914,0,182043,31120,29109,0,0,0,415,0,0,0,0,0,24335,20,0
"Nonsan",0,2744,0,0,0,893,5748,2281,27442,12820,26125,0,144,5956,299251,0,13890,0,0,0,0,899,0,6806,55643,104,595,171,421,0,114,71617,1110,284,8072,0,33646,7701,1870,0,1346,20552,0,6456,4582,52858,0,0,17949,0,0,27378,0,515322,21879,110539,0,0,360,0,2094,57,0,0,0,12850,0,0
"Okchun",0,0,0,0,0,0,23920,1165,7054,71,0,481,0,19631,301918,0,540,0,0,0,8332,54,9854,0,0,0,0,0,9,0,0,1,0,0,0,71,120,0,657,0,1173,2013,0,0,0,0,73937,1082,2557,0,1,2329,0,63374,0,19538,0,0,0,0,0,90,0,25388,0,0,0,0
"Pohang",28,0,0,0,0,0,15200,4469,486,0,0,0,0,23207,8,0,2208,68,480,0,1,0,0,0,0,0,161375,0,0,0,0,0,0,240,0,5328,0,0,0,0,0,0,0,0,0,0,1080,3800313,0,0,0,0,0,369,0,0,0,27922,0,0,0,0,6215,0,26,739,0,0
"Pyeongtaek",0,30907,7090,0,23999,1949,53342,4395,34179,2033,360,1027,544,68773,124337,0,0,0,0,0,13568,138,15323,0,24993,209,0,217,100,24112,158,30425,1563,52326,3053,3923,19348,10798,2764,0,2435,10690,0,5795,4601,17086,2167,0,11565,0,0,29796,16877,1219159,12252,64118,0,0,432,0,0,0,0,8116,0,4461,13051,288
"Samcheok",3265,0,0,4876,0,0,4312,0,0,444,0,0,0,10115,0,95523,0,717,60266,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,7210,0,0,0,3872,0,0,0,0,0,0,0,0,0,58244,0,0,0,55384,0,0,9088,2201,8710,294,0,0,825,0,12773,0,0,3518
"Sangju",1000,0,0,0,0,0,18524,0,0,0,0,1734,0,30585,0,335,108,0,614,0,91684,0,3090,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,717,714,26175,0,400,0,0,499,0,0,25828,0,0,2090,0,0,2,0,0,0,6566,0,0,0,6134,747,0,0
"Sejong",0,7793,0,0,0,616,117407,17765,128450,50481,0,1059,22544,71694,335256,0,220,0,0,92,21719,439,38838,0,28440,297,399,198,183,0,65,28489,562,0,3461,67677,19009,9069,3779,0,6018,18786,0,4291,4123,21053,2299,0,32069,0,0,16742,0,861804,19342,212751,0,1312,0,0,0,0,55,13900,0,12004,0,0
"Seocheon",0,4024,43651,0,159476,0,50,0,30521,738,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,72,0,0,87909,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,17149,0,0,0,71202,377637,0,82612,0,0,0,0,0,0,0,0,0,0,52414,0
"Seoul",379646,99,405396,21021,563406,48499,3411775,291127,1997609,31351,1819465,38430,31440,2597346,2785061,99313,11322,27226,164174,444308,386399,9696,456241,89,915471,22541,289736,18394,7241,487299,3841,759112,53361,0,117748,466900,616323,345282,70957,368101,123191,560642,1177,189962,211362,560362,52460,1704,918657,48019,2076,853243,378916,755490,573533,825498,57534,112167,659179,590777,359,1013,17105,272857,570826,245189,527887,104636
"Suncheon",696,0,0,0,0,48751,11848,3787,22356,57,0,0,0,8,46364,0,350,0,0,0,0,117,0,14,16130,17396,0,18088,361,0,6636,80414,7482,52,236,235,1373,96185,8897,0,493,2532,0,292,35234,23812,0,0,9001,0,0,18209,0,509713,89034,68530,0,628,324,0,0,0,0,0,0,63669,0,0
"Suwon",0,1250,53201,0,104542,6300,395736,62862,252504,4394,0,4970,4736,418312,588175,45,0,0,0,0,93477,3948,95437,588,109729,2033,3061,1797,1957,100098,539,153183,8168,0,16161,10072,124227,63063,19534,0,18069,71333,0,27327,32348,115362,11353,0,160261,0,0,207973,74625,496870,77880,327,0,5423,0,0,0,0,1662,59020,0,33518,111769,0
"Taebak",21689,0,0,49851,0,0,20607,0,0,26,0,0,0,36901,158,49824,0,4396,72085,0,0,0,0,0,0,0,4328,0,0,0,0,0,0,0,0,7971,0,0,0,24416,0,0,0,0,0,0,0,0,0,11885,0,0,0,74183,0,0,55254,11769,9812,395,0,0,5496,0,92723,0,0,5920
"Ulsan",60887,0,0,6517,0,0,693732,0,2144,804,0,0,0,14113,10165,4028,0,21631,10278,0,3302,0,2006,0,0,0,430181,0,0,0,0,0,0,0,0,53888,0,0,0,6,0,0,0,0,0,0,1,24012,0,1839,0,1124,0,141302,628,6800,11318,29329,30135,1913,0,0,32981,1034,61431,1147,0,55
"Wonju",35043,0,0,291,0,0,39475,2534,0,2108,0,1368,5,18559,0,6220,5160,2809,6447,1580,0,0,0,114,864,0,10691,0,0,0,0,0,0,1220,0,56011,0,1093,0,125256,0,0,0,0,0,0,0,91,0,7207,0,1,0,623619,702,0,5928,29809,169059,93819,0,0,7807,0,44714,115,0,25667
"Yangpyeong",3138,0,0,87,0,0,3091,61,0,287,0,0,10,1928,0,760,1272,323,1146,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,8996,307,0,0,2483,0,0,0,0,509,0,0,0,0,243,0,0,0,595447,0,0,292,2120,106424,102306,0,9048,728,0,4343,0,64,750
"Yechun",7,0,0,8,0,0,28,0,0,0,0,0,0,44,82,0,0,1,0,0,18448,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26365,0,0,519,0,0,0,9,4098,0,0,475,0,0,71,0,0,0,56904,0,0,0,93082,0,0,0
"Yeoncheon",0,0,333,0,0,0,240,165,0,404,1,0,1080,364,240,187,1414095,0,0,0,0,0,800,0,0,0,297,0,0,2,0,1152,0,600,0,0,259,0,0,0,120,0,0,0,0,165,520,0,0,0,0,0,0,9401,0,0,0,0,528,6744,0,615723,432,238,314,0,0,0
"Yeongchun",21983,0,0,950,0,0,14049,6,34,0,216,10,0,128952,1833,1031,1560,34944,2921,0,1024,0,3237,0,0,0,45447,0,0,0,0,0,0,0,0,10654,764,0,0,0,5,0,0,0,0,0,0,7869,0,587,0,41,0,20499,0,1666,4392,32769,4259,861,7,0,48916,15,14435,748,0,0
"Yeongdong",0,2347,0,0,0,0,103939,7560,19235,200,0,1377,0,111851,318982,0,590,0,0,0,40305,212,44927,0,0,0,120,0,69,0,0,0,0,753,0,537,0,0,852,0,3590,658,1,0,0,0,19534,0,8140,0,0,23140,0,272875,0,65606,0,1037,0,0,0,218,4,22920,0,873,0,0
"Yeongju",141894,0,0,55608,0,0,74665,351,264,29,378,0,612,132291,493,38402,1025,17501,69237,1,12148,0,2,0,0,0,29165,0,0,0,0,0,0,487,0,122326,1611,0,0,1,0,0,10357,0,0,467,0,262,0,14055,4581,0,0,504796,0,0,102878,52639,46353,5075,102257,195,19242,0,46933,0,0,26
"Yeosu",0,0,223,0,0,3840,1857,6,14405,324,566,532,822,2508,28772,0,634,0,0,166,595,0,1722,941,2793,20,416,9171,9,0,1405,57530,6138,0,0,694,0,89801,1386,0,0,811,964,256,31633,15115,0,517,3321,0,747,11906,0,260006,84102,32346,0,1147,76,0,0,0,748,734,0,2545,144,0
"Yesan",0,4726,63064,0,49581,0,0,0,99911,89,1000,0,0,0,0,0,538,0,0,179,0,0,0,0,0,0,0,0,0,75748,0,0,0,2,0,142,40,0,0,0,0,571,0,0,140,0,0,0,13880,0,0,0,44764,512940,140,125922,0,0,0,118,0,0,0,0,0,260,22438,0
"Youngwol",10,0,0,0,0,0,100,0,0,27,0,0,24,10,0,10275,0,2,3917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69641,0,0,0,138261,0,0,0,0,0,0,0,0,0,3598,0,4,0,109214,0,0,5802,2,34595,1068,0,0,11,0,64,0,0,72577
