"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Gunsan",0,58,0,0,0,1,617,8,83,0,0,2,0,325,15070,0,730,0,2,0,9,0,10,520593,1754,0,0,0,0,0,0,865429,2836,0,2369,4,30861,226536,2,0,8,2360,1,233,2797,22770,1,3,80,0,1,145,0,9484,2595,541,0,2,1,0,0,176,3,5,0,901,0,0
"Gwangju",0,4,0,2,279,389495,39738,8814,30682,1,2900,2,0,2259,61016,0,5307,0,0,0,270,355,108,686,936302,1883,0,1369,155,0,227769,78407,0,8,137946,2,99325,194,2434,0,1322,539274,0,157331,26,35542,0,0,10236,0,0,24370,0,713072,25558,69258,0,0,0,0,0,3283,0,0,0,23331,0,0
"Gwangyang",0,12,0,0,0,7748,14834,6135,191,0,0,6,0,865,241,0,0,0,0,0,27,199,21,14,2231,93787,0,47836,470,0,318,254,273,0,0,0,0,677,19269,0,741,853,0,50,861,98,0,0,63,0,0,372,0,21112,210801,1167,0,0,0,0,0,0,0,1,0,16665,0,0
"Gyeongju",42291,5,0,1990,0,0,220668,618,8,13,0,23,4,159227,3832,1147,730,34071,4952,0,2299,0,2372,0,0,0,134509,0,0,0,0,38,0,0,0,26484,3,0,0,311,19,321,1830,0,0,906,45,682628,263,1286,1566,10,0,151320,0,414,9991,609027,9251,1060,885,0,117355,151,30559,0,0,53
"Hadong",0,0,0,0,0,2346,34085,30756,297,0,0,14,0,697,709,0,0,0,0,0,43,2186,116,0,1190,49181,2,203429,3925,0,92,979,23,0,0,0,0,485,318614,0,2757,419,0,34,387,161,0,0,2,0,0,196,0,19984,61702,744,0,30,0,0,0,0,0,22,0,3858,0,0
"Haman",0,0,0,0,0,278,74047,540044,364,0,0,47,0,2829,605,0,0,0,0,0,257,14219,261,0,329,512,0,3948,138482,0,17,6,0,0,0,0,0,23,154706,0,7782,330,0,53,1,1,0,0,0,0,0,203,0,9346,1890,695,0,22,0,0,0,0,0,57,0,36,0,0
"Hongsung",0,6,53188,0,254271,0,32,4,150050,0,120,0,0,9,1210,0,670,0,0,0,0,0,1,0,0,0,0,0,0,424921,0,779,0,4604,0,0,0,0,0,3,0,0,0,0,0,723,0,0,24763,0,0,125,90822,357965,0,68647,0,0,0,0,0,0,0,0,0,0,240287,0
"Hwasoon",0,18,0,0,0,94482,5908,874,187,4,0,3,0,39,128,0,0,0,0,0,0,55,2,1,239203,297,0,101,27,0,159199,121,0,0,69,0,152,1,273,0,201,2985,0,1519,1,93,0,0,18,0,0,114,0,4559,7555,566,0,0,0,0,0,0,0,0,0,6411,0,0
"Iksan",0,31,3302,0,0,289,4642,234,35848,3,1740,4,2,2663,163632,0,1460,0,0,0,365,3,8,886605,85659,0,61,65,0,1096,12,842521,58121,1,33081,53,656195,871982,2729,0,259,55320,0,13662,69326,250128,1,3,8260,0,0,29552,71,485177,57932,61367,0,1,0,0,0,1452,0,251,0,26996,0,0
"Imsil",0,6,0,0,0,7,4,43,2082,0,0,0,0,11,3462,0,0,0,0,0,0,0,0,3798,2,26,0,77,0,0,0,50706,41569,0,0,0,4,161593,436,0,0,20,0,2,70769,3241,0,0,1066,0,0,1166,0,65065,27291,8123,0,0,0,0,0,0,0,0,0,10994,0,0
"Incheon",683,0,292,0,1818,0,147,20,952,0,0,0,0,157,69,0,0,0,1775,2,15,2,8,0,30,0,767,0,0,2005,0,30,3,608397,6,0,16,23,8,0,18,32,0,5,6,2682,4,0,14927,0,0,63,130,11758,27,112400,0,126,0,0,0,68,0,17,0,15,908,2
"Jangsung",0,7,0,0,0,136,82,2,4086,0,0,7,0,418,11792,0,720,0,0,0,98,0,83,1546,129977,0,0,0,0,0,36,35547,0,1,287994,1,67919,41,0,0,6,16826,0,6224,29,6247,5,0,1385,0,0,3529,0,114139,30,9742,0,0,0,0,0,0,0,9,0,1,0,0
"Jecheon",67777,0,0,1147,0,0,59540,0,3870,237126,0,0,182484,29286,740,17255,720,8318,11658,0,216,0,6,0,1,0,26016,0,0,0,0,0,0,0,1,79428,2,0,0,234307,0,6,724,0,0,0,0,84,1389,4950,252,66291,0,421114,0,1529,12066,34784,89351,13780,237,0,24228,0,155909,0,0,217852
"Jeongeup",30,128,1396,0,0,271,10703,7,21657,2,960,21,0,3039,77373,0,1440,0,0,0,15,0,38,24221,95622,0,9,0,0,0,28,673071,38,1,66635,0,727223,4655,0,21,133,43293,0,12916,277,50568,0,34,9137,0,0,14427,112,464883,237,56799,0,1,0,0,0,0,0,2,0,48,0,0
"Jeongju",0,35,546,0,0,2,472,159,13973,0,1167,0,61,158,22184,0,216,0,0,0,0,0,0,206063,403,1,0,141,0,0,0,818206,156150,175,91,1,2136,166871,1665,0,0,1127,0,6,223631,11903,0,0,1985,0,0,9598,350,242789,103114,32480,0,0,0,0,0,2602,0,0,0,53803,0,0
"Jinju",0,0,0,0,0,3469,71466,136768,3040,0,1920,470,0,2994,5576,0,2180,0,0,0,727,7827,1360,0,3388,18896,0,309494,145873,0,328,1965,106,0,0,0,0,1318,521846,0,14193,3861,0,224,593,5660,0,1,1,0,0,2032,0,46209,29216,5205,0,1,0,0,0,0,0,1036,0,1635,0,0
"Jungsun",2506,0,0,242,0,0,1423,0,0,3886,0,0,2820,579,0,59217,0,243,37429,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,269419,0,0,0,1810214,0,0,0,0,0,0,0,1,0,1732,0,4224,0,251717,0,0,93884,511,116404,1830,0,0,1021,0,6493,0,0,374494
"Milyang",2,230,0,0,68,1255,2545336,200638,7950,0,0,150359,0,461234,27795,0,0,0,0,0,11769,59574,17800,3,860,516,111,2215,6846,0,78,213,0,0,0,39,322,0,14644,0,542930,753,18,10,0,24,696,4,1793,0,0,6179,0,131014,2687,12329,0,51,0,0,5,0,51,5348,3,6,0,0
"Mokpo",0,35,0,0,1,5841,46721,9054,15811,3,20,0,0,13,45808,0,470,0,0,0,0,11,9,1249,571510,486,0,459,37,0,2465,54978,1,6,17599,4,54686,72,2016,0,1335,1878673,0,132262,0,19173,0,0,6423,0,0,12701,0,482228,5730,33108,0,0,2,0,0,315,0,0,0,6404,2,0
"Munkyeong",333,0,0,212,0,0,9337,284,177,0,0,55,0,116063,292,177,0,0,2122,0,109229,0,31042,0,0,0,2107,0,3,0,0,0,0,0,0,2494,0,0,8,11,63,0,1248456,2,0,981,1,1,8,49,119479,41,0,2997,0,329,1027,1,79,3,88426,0,0,5,48539,0,0,59
"Naju",0,1,0,0,54,2768,8618,1251,7691,0,0,0,0,89,13007,0,756,0,0,0,10,21,0,102,187075,21,0,47,41,0,1603,16436,0,0,6945,0,15653,0,155,2,259,121747,0,63483,0,9029,0,0,4521,0,0,10250,0,197841,1017,19759,0,0,0,0,0,0,0,1,0,1641,0,0
"Namwon",0,22,0,0,0,14,242,37,5722,0,0,0,0,2,10725,0,1926,0,0,0,0,5,0,2597,0,14,0,746,0,0,0,66954,73603,1,0,0,7,217994,713,0,1,0,0,0,255748,4279,0,0,1533,0,0,3939,0,130386,102622,11285,0,0,0,0,0,0,0,0,0,32117,0,0
"Nonsan",0,10,120,0,0,66,13294,347,29262,0,14382,0,193,11614,684637,0,20912,818,0,0,769,0,18,23440,44583,5,0,32,0,1,4,219220,1861,0,5106,39,46342,13311,895,0,168,15505,0,5768,4378,336647,24,1,8795,0,0,22708,110,332915,9160,49139,0,0,1390,0,0,0,0,19,0,6587,1,0
"Okchun",0,0,0,0,8,0,6527,16,3539,5,0,524,0,16519,388705,0,0,0,0,0,16932,0,9442,14,14,0,2,0,0,1,0,137,1,24,44,10,57,3,0,0,988,3,202,0,0,1137,269154,21,4284,0,24,4930,0,22668,2,6235,0,0,0,0,6,0,1,102306,20,2,13,0
"Pohang",2308,24,0,12,84,0,35325,1784,3,1,0,1,0,80693,268,6,750,2766,402,0,262,8,402,0,20,0,664920,0,0,0,0,0,0,0,0,1498,1,0,5,7,7,1,7,0,0,901,12,4901376,178,1,12,1,0,5007,2,391,99,36450,391,81,0,0,23090,1066,4115,0,0,6
"Pyeongtaek",0,36719,27576,0,20004,0,20960,6,149456,4553,0,506,4981,23200,73232,0,80,0,0,0,6460,0,4608,0,12050,0,255,0,0,28435,0,9665,976,32254,1564,2175,10798,2631,0,0,2694,7470,5,5617,1850,8696,2857,0,89981,0,0,37822,16985,912686,6496,326000,0,0,0,0,1,0,0,5252,0,1915,32916,0
"Samcheok",4035,0,0,11373,0,0,4937,1,0,1,0,0,4,181,2,420459,0,1439,84740,0,44,0,17,0,0,0,2139,0,0,0,0,0,0,0,0,5518,0,0,0,4660,0,0,53,0,0,2,0,0,0,566360,30,1,0,38730,0,0,59112,811,7164,16,49,0,3438,0,28161,0,0,7628
"Sangju",288,1,0,21,0,0,907,618,53,0,0,6,0,68567,474,1,1230,0,1977,0,202325,0,31702,3,0,0,1634,0,0,0,0,0,0,0,0,1097,0,0,11,10,4,0,135362,0,0,1712,20,6,0,3,112360,6,0,4948,0,350,87,0,76,1,13490,0,0,206,20030,0,0,18
"Sejong",0,0,293,0,236,0,91031,8629,211328,41096,1015,566,52541,73505,634144,0,183,0,0,0,19521,206,23346,17,26890,0,2,196,35,313,1,32934,847,1040,3663,78165,18376,8548,2076,130,6640,15607,3,9619,3920,22990,5858,32,35043,0,6,245168,1,541603,12818,103088,0,5,27,0,0,0,0,14530,7,7806,36,123
"Seocheon",0,7,44994,0,329903,0,29,0,40552,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89363,0,0,0,1013,0,0,0,350,0,0,0,0,0,0,0,110,0,5,17269,0,0,3,297262,304418,0,43270,0,0,0,0,0,0,0,0,0,0,57919,0
"Seoul",303161,3256,182233,18170,359693,15571,1277548,135921,1045975,12803,1224110,22409,51873,1449210,1594578,54532,896439,43675,93858,775922,315526,5306,264562,568,762203,8196,283263,16079,4827,368423,11889,492149,58566,12172,105697,432375,499123,253581,48169,283402,147148,446455,234,188783,144262,367426,13390,2609,789291,39570,845,562129,313593,4513963,371523,75870,62010,22197,735686,750416,150,573691,26253,192425,409545,147392,359183,141735
"Suncheon",0,32,0,0,0,142279,27766,13496,12114,1,960,0,0,917,21492,0,1020,0,0,0,0,335,1,813,20551,176136,0,56450,1059,0,6756,58085,24893,3,5,1,55,97725,26499,2,2979,4845,0,740,95337,13772,0,0,5460,0,0,11606,0,339757,903415,26733,0,0,0,0,0,0,0,0,0,529300,0,0
"Suwon",0,2139,25410,0,50092,506,115751,13590,149094,7373,0,1080,6892,154651,234215,0,0,0,0,0,48452,273,24163,0,71721,34,380,395,0,62125,72,73035,5320,104239,7784,2547,51379,28463,4467,0,10036,27858,0,15769,10566,50393,4084,393,316855,0,0,117564,40849,57407,26719,2822,0,0,0,0,0,0,0,22861,0,8510,73537,0
"Taebak",29110,0,0,190386,0,0,21603,0,0,12,0,0,15,9289,2,154895,0,6094,113865,0,314,0,36,0,0,0,8950,0,0,0,0,0,0,0,0,17328,0,0,0,99900,0,0,331,0,0,0,0,4,0,54782,126,19,0,75286,0,0,162860,7921,9844,858,357,0,16909,0,208621,0,0,13382
"Ulsan",44274,0,0,3449,0,0,790121,2572,0,271,960,0,1,18762,262,3667,0,22952,8082,0,68,0,40,0,0,0,646680,0,9,0,0,0,0,56,0,43439,0,0,3,49,3,0,2,0,0,822,9,32591,0,996,0,0,0,44059,0,0,7426,86743,19033,1483,3,0,46321,65,38436,0,0,134
"Wonju",23205,0,0,502,29,0,32779,220,0,430,1080,181,450,17626,0,4100,3345,3675,7614,0,9,0,0,0,456,0,9149,0,0,0,0,0,0,0,0,105436,0,0,0,127089,0,0,11,0,0,817,0,257,0,6156,17,307,0,698756,0,0,7010,18455,385355,134965,6,660,14460,0,39200,0,0,58951
"Yangpyeong",2213,0,0,67,0,0,2679,0,0,81,0,0,152,922,0,538,63,377,662,0,1,0,0,0,0,0,1097,0,0,0,0,0,0,0,0,11858,0,0,0,3358,0,0,2,0,0,0,0,1,0,324,0,7,0,726177,0,0,327,1591,148372,282360,0,3620,1225,0,3265,0,0,1550
"Yechun",748,0,0,470,64,0,1346,0,0,0,800,8,1,59717,135,416,0,38,443,0,29287,0,14449,0,0,0,889,0,0,0,0,0,0,0,0,2599,0,0,0,6,46,0,95257,0,0,952,2,82,0,365,15591,3,0,3655,0,2,3773,12,311,4,243978,0,28,1,286382,0,0,21
"Yeoncheon",0,0,0,0,0,0,0,0,0,0,9790,0,0,0,0,0,610240,0,1,4048,0,0,0,0,1921,0,0,0,0,0,0,0,0,63,0,5,0,2602,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,371742,0,136,0,0,956,2709,0,654513,200,0,1,0,0,1
"Yeongchun",48372,0,0,2055,0,0,36420,2357,42,3,305,242,1,508735,925,2606,1126,109964,4984,0,535,0,1088,1,0,0,117424,0,0,0,0,0,0,0,0,15514,0,0,1,7,40,0,27,0,0,1025,11,25377,1,1754,15,34,0,27731,0,102,15081,44761,5405,423,9,100,169721,4,31712,0,0,3
"Yeongdong",0,0,0,0,0,0,80538,5450,16530,0,0,764,0,100759,253386,0,2,0,0,0,89433,2,38056,24,8,0,17,0,0,3,0,615,0,112,4,0,1,0,389,0,4953,0,112,0,0,94,97209,44,3503,0,101,17458,0,168815,15,26611,0,2,0,0,3,0,0,57046,17,1,1,0
"Yeongju",283988,0,0,167840,0,0,84863,0,11,93,2160,0,243,111170,138,44239,0,20655,55106,0,27489,0,15995,0,2,0,32220,0,0,0,0,1,0,0,0,193494,0,0,0,674,0,0,35317,0,0,0,4,2624,3,25895,16815,195,0,357369,0,0,202871,31247,38307,3440,265823,0,43989,0,203393,0,0,595
"Yeosu",0,55,0,0,0,45217,1483,1100,7193,0,0,1,0,14,12918,0,730,0,1,0,17,6,1,124,20244,10220,0,26180,36,0,6230,38065,11371,0,4,1,55,58964,1678,0,78,4817,0,1474,37088,8092,0,0,1430,0,0,6902,0,148239,559724,8653,0,0,0,0,0,0,0,0,0,125415,0,0
"Yesan",0,2,205982,0,67785,0,2,0,231298,2,950,0,1,27,1052,0,730,0,0,0,2,0,0,0,29,0,0,0,0,232580,0,1,0,4585,0,0,0,0,0,0,0,1,0,1,0,3,8,0,30902,0,0,125,45157,333650,0,73859,0,0,0,0,0,0,0,3,0,0,178385,0
"Youngwol",2321,0,0,3,0,0,3874,0,0,6480,0,0,4773,707,1,14067,3,717,5839,0,7,0,5,0,0,0,2207,0,0,0,0,0,0,0,0,212872,0,0,0,375160,0,0,53,0,0,0,0,10,1,8128,16,4401,0,140281,0,0,13902,2678,59617,1655,7,0,1247,0,9902,0,0,529486
