"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Gangneung",7789,0,0,6828,0,0,50604,473,0,0,1171,264,1585,35409,1810,343154,0,1519,170522,0,1676,0,498,0,0,0,13906,0,0,0,0,42,0,234,0,7135,0,0,0,2945,0,0,40,0,0,1240,40,729,23,49136,1573,1,0,63671,0,0,65507,9729,2454,73,38,0,8478,146,31698,0,0,1056
"Gapyeong",26,111,3,0,0,0,432,321,966,5,278681,0,1,83,0,0,29225,0,0,539524,0,0,0,0,302,0,22,1,0,0,0,1,0,145,1,47,2,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,1268562,0,0,0,0,91,59,1,1823,1,0,19,0,2,2
"Gimcheon",7,1860,6,1,3,0,196552,14722,25862,11,5,2684,9,246391,109560,64,2,0,2065,0,200275,525,439875,61,260,44,2596,14,113,6,0,295,1,80,83,377,316,35,1808,28,11254,102,167098,6,4,1467,12591,136,4807,50,249578,12284,2,330649,395,32793,318,240,85,0,17496,0,43,64224,21889,9,4,7
"Gimhae",5,10,0,0,0,924,127688,385771,460,0,0,3163,0,13904,1305,0,0,0,0,0,555,163585,620,0,741,244,178,1818,8597,0,49,2,0,0,0,0,3,1,5676,0,62702,264,23,55,28,0,1,14,3,0,1,299,0,7603,757,1112,0,59,3,0,0,0,0,144,1,29,0,0
"Gumi",815,1002,0,4,0,3,140185,11018,14417,2,0,10980,0,1467628,77459,5,0,0,1509,0,482959,474,845220,11,42,0,1394,1,223,0,0,1228,0,14,3,88,27,0,2584,3,15678,11,23717,0,13,1364,6656,291,3227,1,25217,12112,0,176584,258,17332,31,34,10,0,5997,0,1806,23966,12545,0,0,6
"Gunsan",1,232,192,0,0,6,1085,44,79,6,0,2,2,543,21603,0,2,0,643,0,100,0,23,464640,3510,0,43,0,3,0,0,853113,3073,40,2601,9,24861,232245,28,19,39,1737,2,686,3757,18478,0,13,104,2,0,219,0,8667,3164,232,0,10,0,0,0,2,1,8,0,1290,0,2
"Gwangju",19,6312,0,0,108,374803,35872,12173,28658,0,2774,164,1,2568,60079,40,3040,0,0,53,516,605,46,1896,878951,2966,0,1695,271,0,227904,87876,0,187,122556,0,99149,489,3087,0,1237,556761,0,163740,6,35903,401,7,7680,0,0,19102,0,540223,27186,38451,0,0,33,126,0,165,1590,2,0,26555,0,0
"Gwangyang",0,55,0,0,0,15646,17118,5950,214,0,0,2,0,1222,277,0,0,0,1,0,78,280,98,10,3626,163125,0,62993,593,0,606,1181,230,1,0,0,1,976,21967,0,1871,1080,0,130,758,88,0,0,20,0,0,176,0,14780,191198,802,0,0,0,0,0,0,0,1,0,13114,0,0
"Gyeongju",40496,0,0,2767,0,0,238571,412,172,17,0,699,22,145767,463,8370,238,30073,12350,0,1073,157,630,0,0,0,222276,3,44,0,0,212,0,4553,0,17052,51,0,13,148,48,0,236,0,0,1229,3,569952,224,1482,2358,26,0,43933,0,232,9294,480704,7589,1187,612,114,125521,211,22026,0,0,23
"Hadong",0,3,0,0,39,5087,21311,22547,326,0,0,14,0,1501,666,0,0,0,0,0,99,1846,117,0,1288,59525,0,185204,2401,0,155,355,51,0,0,0,0,645,248090,0,2643,778,0,100,412,281,0,0,2,0,0,193,0,16840,61680,465,0,4,0,0,0,0,0,32,0,2208,0,0
"Haman",0,2,0,0,0,382,53930,680506,252,0,1,44,0,5250,821,0,0,0,0,0,204,8413,316,0,372,544,48,2519,154611,0,43,32,0,0,0,0,0,72,143247,0,6713,267,0,18,13,4,0,1,0,0,0,240,0,10012,2451,604,0,26,0,0,0,0,0,92,0,112,0,0
"Hongsung",0,22298,49643,0,275862,0,39,14,128111,6,0,0,0,54,2627,0,20,0,0,0,34,0,0,0,0,0,0,0,0,370160,0,0,0,11024,0,3,34,0,0,1,0,0,0,1,0,1387,1,0,25658,0,0,465,109183,375805,0,36943,0,0,51,0,0,0,0,1,0,0,248678,0
"Hwasoon",0,130,0,0,0,133279,5890,1321,17,2,0,4,0,91,21,0,0,0,0,0,0,79,0,20,245304,526,0,361,33,0,133058,52,0,3,16,2,39,0,492,0,206,3468,0,1733,77,10,0,0,23,0,0,12,0,1122,9220,108,0,7,0,0,0,0,0,0,0,8283,0,0
"Iksan",0,5291,17449,0,0,360,4571,1718,22628,26,2,3,0,3003,152276,0,21,6,106,0,312,2,83,821738,97924,2,221,152,2,0,0,1014301,43159,390,29197,13,580807,954838,1600,2,181,51871,1,19953,44462,289150,58,18,7961,0,0,16769,1244,358284,55542,33234,0,2,363,0,0,1,1,93,0,0,0,8
"Imsil",0,1704,361,0,0,12,22,100,1647,7,0,0,1,8,2731,0,8,0,0,0,0,7,0,4932,3,102,55,252,1,0,1,38827,36193,43,8,5,30,194295,843,0,0,345,0,3,65984,1835,0,0,1133,0,0,838,117,48789,33271,3892,0,0,0,0,0,0,0,0,1,11574,9,0
"Incheon",0,0,2071,0,2258,0,914,998,5664,0,670,2,7,329,761,868,34,0,1640,282,99,0,9,1,1190,0,9564,0,0,4401,0,179,76,900799,42,0,243,222,9,0,12,652,2,75,14,4708,51,5,16956,0,1,889,1921,8972,65,211509,0,0,0,170,0,391,0,95,0,32,6535,0
"Jangsung",1,1804,0,0,0,32,108,0,4714,1,0,1,21,840,13288,0,2,0,0,0,211,0,80,2145,117011,1,0,0,0,0,9,28409,6,28,439072,4,81468,312,0,0,3,25427,1,12081,2,6842,41,1,1674,0,0,3820,0,99955,9,5891,0,0,0,0,0,0,0,33,4,71,0,0
"Jecheon",96170,0,0,4889,0,0,56801,19,2404,282349,19,0,177216,12549,851,12957,30,8688,9162,0,529,0,119,0,0,0,19797,0,0,0,0,65,0,0,0,119605,3,2,0,177522,16,112,2207,0,2,1,0,932,664,3713,677,57935,1,372362,1,614,11336,28879,85312,9988,1203,11,16167,0,235749,400,0,217617
"Jeongeup",1,7329,1798,0,0,67,10299,535,18276,6,3,39,0,3966,77694,0,3,0,0,0,307,0,73,22159,95939,0,172,0,0,0,3,588164,42,76,73865,96,884469,3976,0,0,424,47051,0,14402,415,46719,4,24,9358,0,0,14023,246,438981,424,31427,0,4,0,0,0,0,1,6,5,0,0,0
"Jeongju",0,2860,1019,0,0,91,632,2895,12270,42,1487,0,328,247,19694,171,868,0,5,29,26,7,1,214562,867,27,14,304,1,0,0,958096,216556,163,205,15,2632,215093,2035,13,8,5446,0,48,219872,17552,0,0,3226,0,0,6341,470,174586,111664,19432,3,8,30,99,0,90,101,5,0,44224,0,0
"Jinju",0,1,0,0,0,5705,38740,104595,3297,0,0,272,0,15998,8241,0,0,0,1,0,1787,5015,1826,2,3530,21038,0,230338,139334,0,278,1933,330,0,0,0,0,2346,515603,0,13430,2532,0,93,1841,5827,2,1,2,0,0,2053,0,71881,33879,5007,0,35,0,0,0,0,0,635,0,1709,0,0
"Jungsun",1906,0,237,544,0,0,813,0,5,4141,0,0,3262,1051,23,28451,0,338,4234,0,6,0,14,0,2,0,419,0,0,0,0,1,0,0,0,187622,0,0,0,1492766,0,5,11,0,0,0,0,9,0,5218,7,2388,0,196465,0,0,55142,273,72667,1572,10,1,781,0,8003,0,0,289401
"Milyang",0,583,0,0,4,2319,2038938,236243,6743,2,0,143979,0,384554,21397,0,0,1,40,0,9976,60261,13202,7,632,905,106,1890,6106,3,140,15,0,2,1,4,277,1,13360,0,483375,594,29,95,0,8,903,0,1318,0,3,5642,0,117508,3425,10147,2,113,0,0,12,0,88,3995,2,2,0,0
"Mokpo",0,5144,2,0,0,9880,45865,9885,14123,2,2,7,5,1492,41962,0,10,0,30,0,38,46,29,615,593089,529,0,515,59,1,3504,53712,253,333,24263,59,52427,591,1883,7,1127,1750473,0,181515,2,19005,0,1,5358,0,0,10846,0,471742,8619,20331,0,0,0,2,0,0,0,0,0,10581,0,0
"Munkyeong",40,61,0,246,0,0,6232,6,61,0,0,82,0,138382,909,389,0,15,1455,0,174215,2,24744,1,0,0,2424,0,0,0,0,3,0,6,0,4187,0,0,16,117,96,20,1271511,0,0,425,22,236,40,311,189751,22,0,7507,2,154,2585,11,325,23,86224,0,13,71,47744,205,0,124
"Naju",0,3153,0,0,42,3076,7427,2086,8122,1,0,5,2,443,13216,0,0,0,0,0,77,40,34,552,200622,129,0,74,15,2,1929,21653,0,2,14369,1,19375,81,156,0,391,167950,1,57858,0,9609,0,3,4382,0,0,5750,0,175858,1043,12176,0,0,1,0,0,0,0,0,0,2906,0,0
"Namwon",0,1619,0,0,0,374,422,118,4730,0,0,0,0,0,9646,0,0,0,0,0,0,0,0,3138,0,191,0,899,0,0,16,47577,71822,4,1,1,64,208542,2047,0,21,396,0,0,380847,5489,0,0,1529,0,0,4457,39,137869,133688,7447,0,0,0,0,0,0,0,0,0,38792,0,0
"Nonsan",127,5328,272,0,15,6,13456,328,22745,108,23440,9,0,9467,523066,2,16432,0,1,0,299,0,52,19607,38345,54,124,108,7,11,0,274448,2269,580,7025,244,45587,16194,714,3,89,14404,1,7429,5079,291036,90,1,8835,0,142,16447,140,260027,10502,28559,0,73,9902,0,0,0,29,72,42,3968,49,11
"Okchun",23,2747,13,0,2,0,7304,91,2563,9,0,428,13,14647,310438,0,0,0,199,0,14152,7,6824,13,3,0,6,0,0,10,0,113,0,192,21,14,71,0,2,0,1117,33,158,0,2,810,293630,35,2149,0,65,3695,0,17334,2,2366,2,1,0,0,21,0,6,100886,76,21,10,0
"Pohang",5368,3,0,75,0,0,26875,1300,73,7,0,2,0,91799,1037,111,0,4566,3002,0,396,11,235,0,25,0,552234,0,1,5,0,16,0,0,1,3134,3,1,412,26,5,2,3,0,0,1,25,1863862,4,24,2,47,0,7104,0,71,365,21609,651,32,1,0,25407,519,2916,0,0,16
"Pyeongtaek",0,83221,23077,0,16600,6,20232,184,87183,1152,0,397,1901,22100,52086,0,205,0,23,0,6698,29,3539,16,10331,3,947,0,2,25839,0,10591,1110,29349,2216,1282,11192,2774,10,0,2616,6800,15,5150,1762,9902,1925,28,54606,0,5,27375,18698,803022,7702,181997,0,68,1,0,0,19,0,3659,0,1457,29899,2
"Samcheok",3526,0,0,10754,0,0,4345,0,0,2,0,0,14,329,46,379160,0,835,56586,0,75,0,0,0,0,0,1957,0,0,0,0,0,0,0,0,5420,0,0,2,4445,0,0,271,0,0,0,4,2,0,435246,75,8,0,31748,0,0,60335,1167,3696,117,145,0,4064,0,20606,0,0,6046
"Sangju",5,46,0,26,0,0,886,5,64,0,0,2,0,72035,542,121,0,0,1580,0,257839,0,24804,0,0,0,3082,0,0,0,0,0,0,0,0,1746,0,0,0,36,5,0,191886,0,0,1445,53,23,16,112,247959,6,0,5471,0,169,760,0,277,0,11731,0,0,184,18105,0,0,17
"Sejong",0,12673,118,0,750,0,71847,10074,162658,42639,880,440,55566,58457,562688,235,1551,0,0,110,13423,199,12528,80,17968,0,17,134,66,1619,0,19500,780,2228,3979,58539,16493,5149,1687,88,7256,12024,4,5497,3391,19065,4224,119,23991,0,0,334739,576,358122,11123,83937,3,10,160,152,0,62,3,11356,34,6438,1035,167
"Seocheon",0,14673,38335,0,329707,0,27,2,31766,1,0,0,1,12,74,0,13,0,0,0,3,0,0,0,0,0,0,0,0,107700,0,1057,117,5148,0,0,173,0,0,0,1,0,0,0,0,140,0,0,19043,0,0,66,385558,288941,0,25480,0,0,1,0,0,1,0,2,0,0,47343,0
"Seoul",302851,587,150548,24255,291109,113,1882013,212871,729500,26085,1677748,14121,34464,1194430,1145976,57551,1251968,39217,107886,1148922,348963,6508,185460,1032,547978,2790,65205,12315,4371,394438,5,391772,44452,10758,100417,405078,456212,154215,66766,206696,148635,436608,847,178296,136123,287269,12884,7823,504878,31344,937,384567,280232,3119057,292784,34697,67825,21426,607706,599473,865,744507,46627,142898,369065,122085,404717,126962
"Suncheon",0,4077,1,0,0,280518,24028,12933,9780,0,0,0,4,6133,21635,0,4,0,1,0,47,430,16,1368,21935,160841,6,57313,1254,8,8723,52407,31342,57,0,12,218,98906,28524,2,4552,7631,0,846,129438,12081,0,112,6361,0,0,10242,0,261349,875620,16640,0,0,0,0,0,0,0,4,0,413669,2,1
"Suwon",0,9018,20872,0,22498,1,76818,12516,116388,2958,0,797,4710,102348,186501,0,13,0,493,1,32277,346,15895,0,37207,15,659,229,0,34835,0,41992,2677,216819,4949,1011,28943,15042,4561,0,10451,18242,20,9700,6740,29125,2383,25,206177,0,6,96786,23173,34970,16522,4481,0,4,0,0,6,1,0,14763,3,4867,40826,0
"Taebak",25947,0,0,185627,0,0,16710,5,0,98,0,3,100,8256,31,167514,0,7669,73603,0,916,0,15,0,0,0,9355,0,0,0,0,0,0,0,0,12636,1,0,0,64021,1,0,1673,0,0,1,3,138,0,49658,800,73,0,70239,0,0,209991,6768,6537,274,1740,0,15452,0,151900,0,0,9180
"Ulsan",28417,0,0,2127,0,0,708782,718,4,638,1,0,1,18247,392,8423,0,16041,10020,0,204,8,1,0,0,1,501867,0,19,0,0,1,0,0,0,29502,0,0,76,105,34,0,4,0,0,1,40,17566,0,1052,0,0,0,22789,0,0,6100,158752,10707,803,5,0,29766,19,17420,0,0,300
"Wonju",25540,0,0,1017,0,0,28234,155,0,1171,336,0,1882,6677,47,4416,1736,3647,3683,13,9,0,3,0,0,0,9454,0,0,51,0,90,0,0,0,98007,0,0,0,68085,0,0,50,0,0,1201,0,160,0,3694,15,451,0,606514,0,0,5599,11716,389450,151376,9,120,10720,0,38394,0,0,49390
"Yangpyeong",2219,0,0,164,0,0,2577,100,0,148,210,0,235,131,1,449,639,449,516,25,4,0,0,0,0,0,2076,0,0,0,0,0,0,0,0,10339,0,0,0,2196,0,2,18,1,1,2,0,6,1,169,10,16,0,558005,0,0,444,876,157252,223394,1,481,930,0,3617,0,0,1457
"Yechun",3332,11,0,1185,0,0,1855,0,6,8,0,14,8,57419,466,653,0,170,399,0,32163,0,8448,0,0,0,2209,0,0,0,0,0,0,0,0,4584,0,0,20,98,32,1,90085,2,0,0,13,96,3,615,13612,3,0,18730,0,5,6358,198,480,27,255625,0,145,2,288669,56,0,93
"Yeoncheon",88,227,4,0,2,0,90,452,17,0,6008,4,91,341,5,1,438005,9,0,1519,1,0,0,0,619,0,751,0,0,1396,0,0,1,984,0,45,6,176,0,9,3,3,3,2,2,2,0,0,14,0,0,288,4,792293,0,229,7,4,231,732,0,510096,122,0,6,1,1608,3
"Yeongchun",42616,4,0,2198,0,1,42787,4344,114,10,467,111,0,388741,495,4932,471,119241,6381,0,285,2,1945,3,1797,0,123202,0,0,0,0,135,0,0,0,14566,0,0,1,111,215,0,18,0,0,0,11,27169,3,1599,6,79,0,44058,0,475,8555,30129,8968,757,2,120,197142,3,26884,0,0,55
"Yeongdong",0,2613,0,0,8,0,65396,4354,10650,8,2,529,21,78100,214352,0,0,0,280,0,63840,87,23001,4,8,0,443,1,13,6,0,85,0,204,13,8,6,2,458,0,5632,4,230,0,1,103,97252,5,2671,4,356,12016,1,139078,14,15777,0,3,1,0,5,1,12,97124,78,0,1,0
"Yeongju",348770,0,3,165222,0,0,59130,613,64,774,0,3,716,94246,727,35497,3,25068,35232,0,23824,0,8935,0,0,0,22321,0,0,0,0,2,0,0,0,268883,3,0,1,2809,25,0,38794,0,1,2,28,1825,0,19222,15924,424,0,340971,0,0,149384,15299,41994,4669,275481,0,41546,64,322450,52,0,2786
"Yeosu",0,962,0,0,0,60828,2257,1133,6795,0,3,1,18,42,13140,0,0,0,0,0,43,26,0,254,22312,9919,4,4539,40,0,5931,28946,11507,11,11,408,170,44749,3858,0,220,6536,205,1303,40278,8010,0,0,1363,0,0,6257,0,127651,420318,5597,0,0,0,0,0,0,0,0,50,188274,0,0
"Yesan",0,30022,205692,0,58996,0,161,1,209292,13,5,0,1,23,1991,0,41,0,0,0,8,0,1,0,0,0,0,0,0,247762,0,0,0,15774,0,6,2,0,0,0,1,10,0,0,0,1428,11,0,27845,0,0,346,42362,375602,0,42245,0,0,1,0,0,1,0,0,0,0,250629,2
"Youngwol",1485,2,0,78,0,0,1234,0,9,7286,174,0,5856,888,62,12131,11,468,2295,0,7,0,5,0,0,0,767,0,0,0,0,3,0,0,3,209886,0,0,0,302327,0,0,40,0,0,3,0,91,4,3980,9,4072,0,137753,0,1,10751,1600,53786,1652,12,3,554,0,8000,0,1,693333
