"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Andong",2359,0,183,2080,0,0,23356,41,2157,1163,0,0,2877,30824,0,5565,0,11685,7858,31,0,48,0,0,0,0,18064,0,0,160,0,0,0,0,0,35755,0,0,0,1467,0,0,50,0,0,0,0,0,942,1514,0,0,0,182175,0,3350,10150,23310,18784,4017,0,0,20426,0,55245,0,192,0
"Anyang",0,0,5757,0,4247,0,5892,0,16819,0,0,682,72,7652,6625,0,0,0,0,0,1473,0,2194,0,568,0,1527,0,0,4950,0,1410,89,0,664,0,1739,0,0,0,447,1971,0,784,0,1826,0,0,20299,0,0,5960,1974,5410,0,169,0,0,0,432,0,0,0,1147,0,0,2530,0
"Asan",183,4167,975,0,35901,0,0,433,14238,0,0,0,0,3,257,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35287,0,0,0,0,0,0,1,0,0,412,302,0,0,0,0,0,0,183,9697,0,0,0,15403,341272,0,73993,0,0,3,0,0,0,0,0,0,1,13385,0
"Bonghwa",2366,0,0,3673,0,0,3986,0,0,0,0,0,0,4428,0,2962,0,363,4059,0,110,0,164,0,0,0,921,0,0,0,0,0,0,0,0,168,0,0,0,663,3,0,20,0,0,0,0,0,0,971,137,0,0,5407,0,0,9157,3190,62,23,5,0,1455,0,13525,0,0,132
"Boryeong",0,3223,47675,0,6247,0,0,0,113085,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,16756,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24043,0,0,1224,33219,401411,0,107211,0,0,0,0,0,0,0,0,0,0,31771,0
"Bosung",0,0,0,0,0,81432,8414,1609,1661,0,0,0,0,0,3653,0,0,0,0,0,0,209,0,532,66040,1330,0,894,348,0,42298,3404,0,0,554,0,2047,332,2484,0,536,2746,0,1215,0,739,0,0,1366,0,0,999,0,52975,35927,11340,0,0,0,0,0,0,10,0,0,2483,0,0
"Busan",25219,3588,0,4524,0,8466,1482414,68139,187399,148,1250,481051,461,2334216,664286,4033,1860,7129,19412,0,134391,38504,377386,0,8133,2530,160454,7970,14900,1,1103,157,0,0,216,18604,221,0,23057,0,1065654,18658,26444,1590,0,270,10918,40518,75003,1745,22657,98973,0,2731831,7994,567382,17162,238792,10478,2092,11813,0,11978,52807,32343,0,0,0
"Changwon",486,0,366,0,0,1697,69743,143156,22940,168,408,42881,0,123185,48160,0,717,0,0,0,13081,25386,24380,0,2197,2313,0,14206,57905,84,399,0,0,0,0,296,0,0,51148,0,46504,4916,44,317,0,0,851,2304,14375,0,0,9474,0,282963,4466,77512,0,0,0,0,0,0,0,4114,0,0,239,0
"Cheonan",2415,13722,13084,0,146946,1557,191268,23237,10029,2116,16,10462,815,143056,386475,0,42,471,0,0,26306,1546,39091,0,37281,245,8289,214,422,112940,239,43589,1467,0,4965,7258,23544,32347,2318,415,7015,19553,0,4814,7461,42020,7600,8748,37777,0,0,77907,30995,2089458,21290,394033,0,9905,0,4,0,0,2036,14768,4370,13618,68554,0
"Choongju",1394,0,0,0,0,0,147,128,2313,8197,0,0,59574,0,80900,558,0,0,2447,0,0,84,0,0,684,0,273,0,3,0,0,204,139,0,201,60953,46,28,0,941,0,0,0,0,143,223,0,0,1148,111,0,46595,0,23088,0,2431,4,0,0,0,0,0,203,0,3345,0,0,154
"Chuncheon",29,0,0,0,0,0,593,157,25,1136,74813,0,0,107,122,360,0,0,921,18632,20,0,0,0,1031,0,0,0,0,0,0,241,0,0,729,0,13,0,0,0,26,0,0,0,0,0,0,360,0,0,0,0,0,2354526,0,65,0,0,84,432,0,0,432,0,0,0,0,0
"Chungdo",0,287,0,0,0,0,484369,47944,10359,0,0,19695,0,174191,47564,0,0,0,0,0,76988,3749,169244,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,1589,0,48918,0,6725,0,0,0,1208,0,6382,0,7351,8592,0,134227,0,36518,0,0,0,0,1919,0,0,4208,1885,0,0,0
"Chungju",2830,144,0,0,0,0,461,0,1177,60109,0,2,20124,1,28936,1371,0,0,6539,0,1,0,0,0,83,0,753,0,0,0,0,55,0,360,6,187209,354,0,0,2513,0,0,0,0,1,82,0,0,681,148,0,22717,0,24645,199,4327,24,0,34,0,0,0,280,432,8271,0,0,588
"Daegu",28369,4125,0,3949,106,0,2368314,116526,140417,0,185,175646,1,571,491575,8862,682,19510,52495,0,372695,16145,855331,0,322,0,92481,0,3308,0,0,1428,0,0,300,6905,952,0,10912,0,257041,0,46980,0,0,1484,9589,305948,76577,3965,45403,63032,0,2140840,289,483397,19926,15225,6,0,8820,0,215340,47468,22105,0,0,0
"Daejeon",0,4429,256,0,0,3075,670341,53425,389769,65726,399,47754,27854,485732,5389,1093,6616,0,7544,0,150459,4362,164517,0,85752,369,20338,286,857,578,733,143877,3786,0,19000,94628,64003,47480,2840,9632,26000,52059,0,8752,17851,133658,47389,15643,157762,171,8,175179,0,2580989,50556,611688,38,18678,297,233,0,0,8737,208495,2287,37114,57,1198
"Donghae",5515,0,0,3168,0,0,4040,0,0,582,0,0,1294,9046,1511,328,0,788,34160,0,391,0,409,0,1806,0,879,0,0,0,0,98,0,0,7,13899,82,0,0,18748,80,0,192,0,0,54,0,0,0,12839,161,364,0,96241,0,3,7999,1589,3336,1055,95,0,1408,0,11571,0,0,6023
"Euijungbu",0,0,0,0,0,0,688,287,20,0,0,0,0,260,273,0,1909972,0,0,0,25,11,0,0,812,0,0,0,0,0,0,269,0,0,735,0,170,0,0,455,12,0,0,0,0,4,0,0,290,0,0,0,0,10091,0,21,0,0,0,1008,0,1250546,0,0,0,0,0,0
"Euisung",15224,0,0,332,0,0,6181,0,471,0,0,0,0,24966,0,751,0,3565,1154,0,0,0,0,0,0,0,7754,0,0,0,0,0,0,0,0,1246,0,0,0,2,0,0,0,0,0,0,0,0,0,234,0,0,0,6927,0,0,951,7679,437,63,0,0,16914,0,5010,0,0,0
"Gangneung",8251,0,0,4068,0,0,14952,0,1,2228,504,0,6429,23017,4783,34098,0,1231,57455,0,826,0,2175,0,2097,0,2652,0,0,0,0,1367,0,360,760,20593,332,0,0,43854,326,0,803,0,0,179,0,360,0,23553,1032,1190,0,161610,0,0,18163,4932,5906,1989,311,0,2485,0,17382,0,0,5890
"Gapyeong",273,0,0,0,0,0,720,576,0,0,172896,432,0,0,288,0,0,0,0,18830,0,0,0,0,370,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,366967,0,0,0,0,0,72,0,0,0,0,215,0,0,0
"Gimcheon",0,1172,0,26,0,0,129604,14233,26533,0,37,75598,0,367226,153880,337,82,0,918,0,2515,738,53504,0,185,0,2840,0,261,313,0,157,0,931,20,290,391,0,1969,618,5544,0,13890,0,0,118,3416,4407,13781,60,12184,18966,0,278388,0,76729,68,1412,0,0,4723,0,1918,22141,8497,0,0,0
"Gimhae",48,0,0,0,0,279,51314,26652,1588,0,1,2861,0,17934,4191,0,22,0,0,0,847,532,2517,0,464,138,2,1009,2012,0,264,0,0,0,0,84,0,0,5987,0,7869,358,0,42,0,0,49,0,723,0,0,1149,0,18978,300,5486,0,0,4,0,0,0,0,199,0,1,0,0
"Gumi",0,1201,0,19,123,0,380718,29231,39623,0,0,169565,0,863055,168726,926,0,0,2545,0,52320,2869,48671,0,592,0,7714,0,747,492,0,401,0,0,101,607,122,0,5282,0,30436,0,10235,0,0,255,5256,7983,22091,93,5871,24666,127,523585,1,152203,209,10130,0,0,6543,0,12795,21114,11212,0,0,0
"Gunsan",0,0,0,0,0,657,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0,15572,133,0,278,0,0,0,0,134972,1873,0,336,0,1904,71975,0,0,0,154,0,99,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gwangju",0,466,0,0,0,74154,11529,2062,34366,680,1502,0,60,235,79502,119,1777,0,4557,0,117,435,398,0,4892,720,212,3737,161,0,10238,98476,0,0,10046,133,57285,11,2404,297,270,224661,0,9219,0,41318,0,0,24311,17,0,22056,0,729686,9382,148125,4,39,0,0,0,0,39,43,0,1795,0,68
"Gwangyang",0,0,0,0,0,2206,3065,2501,160,0,0,0,0,0,233,0,0,0,0,0,0,143,0,0,725,320,960,5859,375,0,480,199,23,0,0,0,0,468,6958,0,223,1227,0,123,176,37,0,0,149,0,0,863,0,7683,6012,1142,0,0,0,0,0,0,0,0,0,0,0,0
"Gyeongju",17871,2030,0,905,0,0,128599,0,10292,293,0,1,751,93887,18906,849,0,7667,2522,0,2762,0,8256,278,210,0,13814,0,0,0,0,885,0,0,17,4779,206,0,776,0,0,22,0,0,0,592,0,130264,521,383,0,388,0,208885,0,31665,2329,82730,2710,450,0,0,55923,194,11012,0,0,0
"Hadong",0,0,0,0,0,947,7290,12942,179,0,0,0,0,0,98,0,0,0,0,0,0,943,0,0,2156,4242,0,4779,1872,0,89,101,25,0,0,0,0,108,63857,0,491,301,0,33,34,48,0,0,101,0,0,67,0,4141,6875,801,0,0,0,0,0,0,0,0,0,0,0,0
"Haman",0,0,0,0,0,378,13010,62926,382,0,0,918,0,3974,1104,0,0,0,0,0,328,2544,791,0,193,321,0,1656,1680,0,17,1,0,0,0,3,0,0,28759,0,2078,253,0,11,0,0,15,0,154,0,0,202,0,8329,764,2313,0,0,0,0,0,0,0,110,0,0,0,0
"Hongsung",160,2411,40900,0,20545,0,0,106,107581,0,0,0,0,0,21,0,0,0,0,0,313,0,492,0,0,0,0,0,0,3866,0,88,22,0,0,367,0,508,0,42,52,0,1,0,0,0,0,500,34716,0,0,45,31975,335399,0,97890,0,0,0,0,0,0,0,0,323,0,16330,0
"Hwasoon",0,0,0,0,0,33488,1276,395,243,0,0,0,0,0,801,0,0,0,0,0,0,270,0,0,6478,242,0,136,23,0,2828,482,0,0,89,0,375,0,245,0,97,5349,0,468,0,428,0,0,197,0,0,166,0,7011,5908,1618,0,0,0,0,0,0,0,0,0,1223,0,0
"Iksan",0,1186,0,0,0,2790,157,0,43240,261,102,0,27,1454,136457,64,302,0,1535,0,94,0,257,108838,100746,166,893,122,0,88,305,9964,11580,0,19397,565,129153,77031,1646,120,0,46185,0,9369,45839,29849,0,0,29236,11,0,32941,0,606796,51826,159170,6,6,0,0,10,0,128,120,0,37377,0,79
"Imsil",0,89,0,0,0,0,0,0,1473,139,0,0,0,0,2980,0,0,0,0,0,0,0,0,1986,0,6,0,19,0,62,0,10003,169,0,0,0,0,7505,42,0,0,0,0,0,601,650,0,0,1297,0,0,810,0,39352,3468,8851,0,0,0,0,22,0,0,0,0,2985,0,15
"Incheon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,124,0,504,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,103,0,0,0
"Jangsung",0,602,0,0,0,598,0,0,5079,199,301,0,4,19,20099,10,6497,0,768,576,20,0,45,4,8808,0,10,0,0,0,58,21314,0,0,603,14,11911,0,0,25,0,14402,0,2459,0,5613,0,0,3054,2,0,16276,0,117279,228,25719,3,2,0,0,0,720,1,11,0,0,0,0
"Jecheon",37057,0,0,89,0,0,18318,0,8181,66419,0,0,185054,6216,93409,12682,0,1291,25205,0,290,0,129,0,225,0,4641,0,0,423,0,834,0,0,12,5619,799,0,0,67888,0,0,0,0,0,145,0,0,2344,3587,0,52477,0,198024,471,5398,1233,13083,26362,7829,0,0,3165,0,43305,625,0,12068
"Jeongeup",0,1490,0,0,0,1801,220,0,22274,233,8,0,30,1001,63108,40,179,0,542,0,386,0,86,57,54877,0,287,0,0,0,223,122848,0,111,12890,441,32248,0,314,242,0,36874,183,6282,0,18202,0,0,15604,18,135,15052,0,431132,1623,106813,0,4,0,0,0,90,79,24,0,1,0,310
"Jeongju",0,0,0,0,0,332,0,0,31219,388,0,0,0,0,45439,0,0,0,0,0,0,0,0,69068,0,267,0,118,0,468,0,96261,5762,0,0,0,0,13704,1364,0,0,1,0,0,30413,12240,0,0,19801,0,0,17154,0,335137,85682,92365,0,0,0,0,346,0,0,0,0,75606,0,15
"Jinju",0,0,0,0,0,2063,21522,43427,2629,0,0,2947,0,9591,2117,0,0,0,0,0,2575,2983,3912,0,1963,6294,76,70307,26541,0,262,1148,42,0,755,0,314,1201,18631,0,12795,3107,413,173,245,368,34,305,4686,0,0,3317,0,19427,8750,7406,0,0,0,0,0,0,192,201,0,0,0,0
"Jungsun",1479,0,412,1016,0,0,5,0,417,972,0,0,2697,0,3053,18025,455,0,41384,0,618,0,0,0,492,0,13,0,0,42,0,159,0,93,25,68399,372,0,0,87922,0,0,0,0,0,106,0,0,0,1195,0,865,0,272165,0,0,3360,8,73513,4648,0,0,0,0,4686,0,294,24887
"Milyang",0,319,280,2,0,476,1041583,44170,7202,0,34,43918,0,258797,27621,58,26,0,362,0,6788,6755,30612,0,270,174,0,573,1827,74,96,0,0,0,0,0,0,0,10784,0,57334,469,905,46,0,0,423,0,3088,5,523,4929,0,110349,587,27586,18,0,0,0,347,0,0,2154,891,0,80,0
"Mokpo",0,1783,0,0,0,2635,17341,4091,18523,0,0,0,0,0,54060,0,0,0,0,0,0,241,0,0,210530,1000,0,313,193,1,10446,46758,0,0,16548,0,38197,50,2766,0,481,26028,0,19330,9,16559,0,0,11515,0,0,15705,0,356600,6843,78325,0,0,0,0,0,0,0,0,0,1353,0,0
"Munkyeong",50,0,0,1,0,0,26361,19,0,0,0,6441,0,53747,0,118,0,0,738,0,20221,0,11090,0,3,0,0,0,0,0,0,0,0,0,0,0,217,0,161,4,1086,0,8,0,0,61,0,0,0,10,2061,0,0,0,0,4,34,864,0,0,214,0,0,0,3334,0,0,0
"Naju",0,676,0,0,0,1205,1658,248,4712,0,0,0,0,0,9772,0,0,0,0,0,0,34,0,0,4131,112,0,67,9,0,393,10148,0,0,3247,0,6685,1,145,0,62,23254,0,2,0,3961,0,0,3493,0,0,2935,0,94146,1358,23489,0,0,0,0,0,0,0,0,0,281,0,0
"Namwon",0,0,0,0,0,0,0,0,7512,143,0,0,0,0,17007,0,0,0,0,0,0,0,0,0,0,52,0,10,0,0,0,44836,1253,0,0,0,0,30723,127,0,0,0,0,0,409,5275,0,0,5172,0,0,4736,0,168591,29458,36314,0,0,0,0,0,0,0,0,0,32429,0,190
"Nonsan",0,1069,0,0,0,645,270,0,41747,10937,3888,1152,108,1487,151189,13,10584,0,176,0,79,0,167,0,40559,37,574,58,0,0,367,28651,620,124,25194,29,17374,13205,296,46,0,17304,61,3233,2374,6612,0,197,19365,2,51,32368,0,463902,13405,109408,1,3,0,0,0,0,440,1020,0,8767,0,5
"Okchun",0,0,0,0,0,0,11690,859,9540,0,0,1033,0,11279,48956,0,0,0,0,0,3867,48,6850,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,57,0,383,0,0,0,0,0,3546,98,3538,0,0,3502,0,56687,0,16776,0,0,107,0,0,0,77,2081,0,0,0,0
"Pohang",2,0,183,0,0,0,37015,360,8948,0,360,0,0,317142,14340,0,0,0,720,0,3144,0,6731,0,0,0,135071,0,0,504,0,0,0,504,0,0,0,0,305,0,0,0,0,0,0,197,98,1675358,360,0,0,0,0,105072,39,31902,0,22574,1353,1440,0,1080,48490,73,2,0,122,0
"Pyeongtaek",1140,21871,8393,0,29609,1359,73703,13146,34935,1038,0,6103,637,72741,153118,0,0,0,0,0,13159,712,20363,0,24592,214,439,128,184,34859,170,29304,1288,0,3415,1990,15584,20808,1433,0,3144,11212,0,3536,4860,19668,2685,360,729,0,0,35133,10284,1349843,13561,209093,0,995,0,0,0,0,111,7069,2346,7191,18269,0
"Samcheok",1606,0,0,1050,0,0,2583,0,0,143,0,0,184,4181,245,13265,0,241,24074,0,74,0,146,0,471,0,376,0,0,0,0,60,0,0,0,3536,21,0,0,1915,16,0,51,0,0,27,0,0,0,1244,55,80,0,20860,0,0,1077,837,4472,382,7,0,524,0,3689,0,0,1128
"Sangju",0,0,0,6,0,0,23688,0,0,0,0,6927,0,54425,0,109,0,0,865,0,20573,0,6547,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,608,0,3203,0,0,117,0,0,0,16,2275,0,0,290,0,0,31,0,0,0,577,0,0,0,3986,0,0,0
"Sejong",0,3569,0,0,1369,868,98612,9612,83397,40461,0,6774,20798,62484,171055,444,9504,0,1529,0,17935,1094,23940,0,26360,905,421,96,173,77,132,33880,846,0,6296,45582,15557,18952,986,767,4698,16380,0,2600,4842,29996,2375,0,36355,29,0,156,0,705169,15288,227156,7,1069,64,107,0,0,115,11093,407,11728,135,152
"Seocheon",0,1218,21547,0,29946,0,0,0,27386,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,31860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9934,0,0,0,3834,201697,0,53793,0,0,0,0,0,0,0,0,0,0,23246,0
"Seoul",183877,1953,351058,5819,422936,41376,2714553,291237,2042709,8655,2412244,130634,20226,2129849,2539252,97487,14677,6264,276487,377844,277471,19302,512516,0,787330,11320,187594,6176,8594,355265,5036,586887,37532,0,116822,212936,425541,359792,28389,277844,108763,377179,0,100046,152686,489696,51130,91349,1203098,19088,291,704903,213465,372540,402715,615749,36093,100108,422447,428428,0,1288,35775,170974,231488,209412,325835,57394
"Suncheon",0,0,0,0,0,33029,10480,4136,20706,0,0,0,199,289,47835,30,0,0,0,0,0,261,0,0,8264,3018,0,5903,791,0,5351,51459,3830,0,232,471,1450,85356,7257,0,717,6396,0,1294,31636,14309,0,41,13023,0,0,14496,0,380279,15720,91460,0,0,0,0,0,0,485,0,0,39118,0,0
"Suwon",3817,73,85626,0,115771,8899,569235,80805,453239,2214,20,35697,4194,472985,591573,12,49,0,23,0,75798,5549,145905,0,160072,1584,29565,1251,2290,97795,1220,158008,8677,0,25914,4820,106854,98125,8640,0,27655,84527,4,24918,34633,112901,14298,30575,310692,0,0,231686,57205,581968,96100,0,0,33506,0,0,0,0,10091,42588,6293,53576,90264,0
"Taebak",10304,0,0,9667,0,0,16586,0,0,19,0,0,44,21028,45,9428,0,1058,20990,0,158,0,339,0,7,0,2051,0,0,0,0,3,0,0,3,1621,2,0,0,2262,37,0,85,0,0,5,0,0,0,1151,185,4,0,16320,0,0,6483,6005,2135,299,48,0,3698,0,23834,0,0,720
"Ulsan",24565,0,0,2719,0,0,225987,0,9200,0,0,0,0,16205,16229,1388,0,7836,4032,0,1528,0,9981,0,449,0,84826,0,0,0,0,11,0,0,1,12925,8,0,0,0,0,0,864,0,0,14,0,22426,1097,751,0,1041,0,102441,0,32968,5018,3320,5552,782,0,0,15747,437,25500,0,0,0
"Wonju",18649,0,0,96,0,0,11115,288,0,165,12,288,0,0,344,4014,0,435,13072,0,0,4,0,0,0,0,2156,0,0,0,0,0,0,0,0,31420,0,0,0,70311,0,0,0,0,0,2,107,1067,0,4046,0,64,0,361813,0,0,1275,4832,17300,41224,0,0,1533,171,27529,0,0,16415
"Yangpyeong",3732,144,0,34,0,0,2221,0,0,0,0,0,0,0,233,915,1800,90,3035,72,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,7082,0,0,0,3752,144,0,0,0,0,0,0,1512,0,215,0,107,0,361330,0,0,548,761,47204,8773,0,5338,192,0,3457,0,0,1143
"Yechun",0,0,0,0,0,0,11660,0,0,0,0,1871,0,11658,0,25,0,0,245,0,6514,0,6698,0,0,0,0,0,0,0,0,10,22,0,0,0,0,346,0,0,404,0,170,0,0,0,0,0,0,2,747,0,0,0,0,0,3,0,0,0,47,0,0,0,680,0,0,0
"Yeoncheon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,90,0,0,0,0,0,0,0,0,0,0,1440,68,0,0,0,0,1288,0,0,0,0,0,5897,0,191828,576,0,0,0,0,0
"Yeongchun",19479,0,0,1310,0,0,9862,0,2137,203,432,0,245,168117,8634,1253,288,19965,2237,0,2196,0,13384,0,51,960,59366,0,0,0,0,116,0,0,15,3097,75,0,568,0,0,0,0,0,0,454,77,54509,192,487,0,100,0,34050,459,10115,3564,13347,1415,194,0,576,10891,114,11477,0,0,0
"Yeongdong",0,712,0,0,0,0,50398,4109,15154,0,0,4046,504,47342,199290,0,0,0,0,0,18737,250,20030,0,48,0,152,0,70,0,0,51,0,216,16,0,25,0,277,0,2015,0,0,0,0,1034,2695,73,6696,0,0,11693,0,163157,0,42986,0,266,171,0,0,0,84,2224,0,0,0,0
"Yeongju",57387,0,0,11125,0,0,27655,0,4920,2973,29,1434,9263,22436,2277,12377,0,5563,23889,568,9650,0,10417,0,0,0,8656,0,0,323,0,0,0,103,0,45575,0,0,0,2741,672,0,2724,0,0,0,0,0,2362,3847,4037,427,0,245402,0,7598,27958,18744,26376,4324,817,0,11352,0,2668,0,0,203
"Yeosu",0,0,0,0,0,3104,1,0,13657,0,0,0,0,0,35875,0,0,0,0,0,0,0,0,0,1504,0,0,0,0,0,1258,37828,3355,0,0,625,0,75855,1,0,0,1108,0,220,33511,9556,0,0,6678,0,0,10881,0,201540,43579,50565,0,0,0,0,0,0,0,0,0,566,0,198
"Yesan",192,1373,13827,0,25771,0,0,239,69244,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15268,0,0,0,0,0,0,0,0,0,294,80,0,0,0,0,0,0,122,18009,0,0,136,18853,309028,0,88190,0,0,0,0,0,0,0,0,0,0,3220,0
"Youngwol",0,0,0,172,0,0,0,0,0,208,0,0,689,0,832,5951,0,0,6062,0,0,0,0,0,84,0,0,0,0,0,0,111,15,0,0,14939,387,15,0,29111,0,0,0,0,190,23,0,0,0,984,0,180,0,57596,0,0,653,0,17996,1513,0,0,0,0,203,160,0,1223
