"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",171,0,0,0,181,0,667,182,0,1,644825,0,99,644,0,3,18295,2,108,293629,1,0,0,0,694,0,1,0,0,0,0,1,0,0,0,117,4,0,0,7,1,0,0,0,0,1665,0,0,0,0,0,591,0,1805541,0,0,0,2,16,25,0,3438,571,0,7,0,5,268
"Chungdo",40,438,0,0,1,4,394742,21440,815,0,2,173172,0,448516,2469,0,0,35,543,0,3693,4131,16197,2,59,3,2236,18,29,1,0,58,0,2,11,24,49,0,256,0,136356,10,9,0,2,1370,605,22,382,0,2,554,0,24137,23,1591,1,2,1,0,3,0,2343,953,16,0,0,0
"Chungju",462,83,0,5,34,0,281,2,6373,235163,1658,6,407313,669,402,249,1634,19,263,187,17,0,35,0,69,0,2,0,0,2,0,3,0,9,7,195300,5,0,0,3508,2,35,0,5,2,3561,76,0,4156,4,0,73167,0,89239,15,17047,94,46,743,89,0,56,69,75,1157,449,0,5048
"Daegu",87438,2777,0,5158,240,0,2085570,82044,98210,1,2401,386079,0,1303,243301,6524,3584,100809,38348,160,288723,9734,1704011,146,1678,500,116212,236,2555,0,0,1976,0,392,293,9254,2578,434,5338,44,400932,1028,111067,145,0,3422,11618,80870,17724,1886,56294,57260,0,1473856,2036,118876,10460,10376,3160,718,57717,80,379174,80511,124460,0,0,120
"Daejeon",14,11357,438,0,754,2,367193,20479,267600,153,446,1443,119,247975,234336,11,1827,0,450,0,130211,648,93285,12518,51726,0,305,369,450,1891,0,144437,2951,3983,10666,321,73966,17302,4562,8,20124,43349,755,11532,10504,453957,319423,140,41909,0,321,536803,15,1491307,21268,228896,11,134,214,0,176,0,225,225950,428,17861,1556,3
"Donghae",8298,0,0,12195,0,0,31261,1,0,30,71,2,74,7432,15,409280,1074,3117,387098,0,163,0,55,0,0,0,8430,0,0,0,0,0,0,1990,0,16444,0,0,0,59873,0,1,258,3,0,3,0,107,0,386909,69,56,0,67578,0,0,153744,9754,4435,533,99,0,6008,10,40475,0,0,14974
"Euijungbu",1,150,11,0,263,0,2,0,16,0,15678,0,0,3,5,865,811744,9,7,30945,0,0,0,0,2994,0,0,0,0,25,0,253,12,815,1,21,18,1,0,14,0,8,1,4,3,1929,0,0,38,0,0,5,21,1340545,4,249,1,0,91,48,0,441215,381,0,3,0,39,21
"Euisung",159948,0,0,1381,0,0,51624,22,1,40,0,4,9,116450,0,2200,0,206977,3601,0,0,0,8,0,0,0,39181,0,0,0,0,0,0,0,0,10779,3,0,0,185,3,0,7,0,0,1673,0,3753,0,1174,0,0,0,46275,0,0,7923,21400,3621,531,12,0,116238,0,23244,0,0,239
"Gangneung",10308,0,0,5975,0,0,63261,2,0,18,106,542,116,38519,450,350452,0,1703,222420,0,2669,0,681,0,0,0,14198,0,0,0,0,0,0,714,0,7774,0,0,2465,3586,0,0,668,0,0,20,80,2261,0,57940,2233,0,0,51322,0,30,78192,13815,2307,193,433,0,8735,0,33572,0,0,1010
"Gapyeong",27,27,0,2,0,0,191,886,0,1,302122,0,0,0,0,0,42522,1,0,599624,2,0,0,0,67,0,50,0,0,0,0,1,0,107,0,22,1,0,0,6,0,5,0,0,0,0,0,0,0,0,1,0,0,1362770,2,41,0,0,57,91,0,2359,2,0,9,0,0,9
"Gimcheon",6,1789,3,5,7,3,217135,13039,26818,9,8,2441,19,277018,125146,105,1,1,3008,0,188849,572,496714,26,306,17,2864,18,145,7,1,270,0,63,156,544,226,29,1030,7,10002,73,155271,9,2,1756,11922,226,5318,50,216370,14428,1,365248,420,41008,342,3,116,0,19019,1,55,66361,23155,10,5,0
"Gimhae",0,7,0,0,0,936,149326,260653,689,0,0,3156,0,12525,1446,0,0,0,0,0,744,185769,723,0,552,262,8,1732,11878,0,60,0,0,0,0,0,1,0,6450,0,65427,253,11,35,9,0,4,6,2,0,0,419,0,8568,634,1110,0,67,0,0,0,0,0,190,0,7,0,0
"Gumi",806,1101,0,0,0,0,168978,10645,17066,3,0,11845,0,1627472,93136,2,0,8,2005,0,533926,346,1028750,2,17,5,2389,2,244,0,0,325,0,0,7,152,10,0,2001,2,15495,2,29725,1,0,1195,7405,220,3989,0,29425,15575,0,236072,154,23577,10,18,9,2,9232,0,1754,29178,18407,647,1,0
"Gunsan",0,173,74,0,0,3,980,16,77,2,0,2,2,425,16976,0,0,0,0,0,39,0,35,499582,2000,0,2,2,0,0,2,871735,2911,27,2125,2,26338,243190,0,11,32,1627,0,514,3625,17633,0,7,113,0,0,150,0,8024,2648,406,0,11,4,0,0,0,1,11,0,876,0,2
"Gwangju",0,6709,0,0,248,411896,38831,10247,31505,0,3553,2,2,2545,56817,103,6360,0,86,51,541,468,26,990,937932,2670,0,1464,354,0,222378,73053,0,213,122356,0,91989,376,2918,0,1025,534902,0,157706,0,34021,0,0,8907,0,0,20425,0,655696,26964,51101,2,0,99,296,0,359,1371,0,0,24048,0,0
"Gwangyang",0,19,0,0,0,14213,13445,5450,302,0,0,2,0,789,223,0,0,0,0,0,61,244,78,6,4645,138843,0,62743,570,0,688,1384,80,0,0,0,0,830,23578,0,928,889,0,85,766,51,0,0,16,0,0,201,0,19617,190053,867,0,0,0,0,0,0,0,0,0,15470,0,0
"Gyeongju",46348,16,0,2283,0,0,250095,7,616,21,0,2013,1,132290,339,7995,0,31885,13721,50,2619,0,1522,0,0,0,247279,0,42,0,0,28,0,547,0,22126,36,0,0,174,4,0,1704,0,0,1398,842,661371,13,1591,302383,30,0,21732,0,39,10774,618494,9832,1039,1008,0,123888,223,26567,0,0,30
"Hadong",0,0,0,0,0,4480,21056,20772,281,0,0,6,0,683,722,0,0,0,0,0,76,1666,123,0,1342,59826,0,214847,3127,0,104,235,35,0,0,0,0,595,275262,0,2051,676,0,92,595,318,0,0,1,0,0,268,0,21730,60323,519,0,1,0,0,0,0,0,29,0,3663,0,0
"Haman",0,0,0,0,0,389,59456,411476,420,0,4,45,0,3248,1182,0,0,0,34,0,389,11938,388,0,394,557,42,3601,155146,0,45,17,1,0,0,0,0,39,151744,0,6604,298,0,54,43,3,0,1,1,0,0,236,0,11336,2325,849,0,59,0,0,0,0,0,94,0,39,0,0
"Hongsung",0,22152,46070,0,260895,0,27,4,126875,0,0,0,1,54,1451,0,17,0,0,0,18,0,0,0,1,0,0,0,0,409667,0,375,0,10052,0,1,0,0,0,0,0,0,0,0,0,1348,0,0,27650,0,0,319,106924,360056,2,41492,0,0,1,0,0,0,0,2,0,0,234975,0
"Hwasoon",0,127,0,0,0,88707,6362,934,35,5,0,3,0,57,9,0,0,0,0,0,0,61,1,8,240677,535,0,172,37,0,199780,26,0,0,19,0,35,3,422,0,89,3365,0,1789,54,12,0,0,19,0,0,4,0,1003,8892,42,0,0,0,0,0,0,0,0,0,7131,0,0
"Iksan",65,3538,2304,0,436,13,4203,1436,27754,9,1,0,5,2697,154604,0,22,0,0,0,280,0,68,865575,82424,1,27,211,0,0,2,1003534,45922,102,26831,7,598793,963301,1552,0,148,52443,0,15518,52091,252088,0,5,6450,0,0,19190,0,431389,50889,44498,397,0,31,0,0,0,1,41,0,29303,0,0
"Imsil",0,1939,392,0,0,4,46,153,1972,0,0,0,0,11,2948,0,12,0,0,0,0,8,1,3482,6,23,0,217,2,0,0,43037,46503,6,9,4,13,199162,901,0,0,213,0,1,70024,1929,0,0,1015,0,0,1050,0,64603,29503,5448,0,0,0,0,0,0,0,0,0,12140,0,0
"Incheon",0,0,750,0,2573,0,529,99,2911,0,95,1,1,174,464,1280,422,0,1167,110,27,0,8,0,576,0,1086,3,0,2547,0,65,2,674884,13,0,124,68,12,0,12,382,0,30,7,4835,3,1,16095,0,0,261,1170,10351,37,129491,0,0,0,209,0,399,0,33,0,22,3756,0
"Jangsung",0,1915,0,0,0,12,120,0,4153,0,0,0,14,473,13044,0,0,0,0,0,199,0,61,1691,118106,2,1,0,0,1,1,27107,1,9,451400,1,71510,334,0,0,1,20299,0,8271,1,5209,8,0,1562,0,0,3700,0,108370,16,6384,0,0,0,0,0,0,0,35,0,17,0,0
"Jecheon",93782,4,2,3482,0,0,62292,0,3127,282022,0,0,183637,10760,588,16738,0,9155,9917,0,1045,0,50,0,0,0,27217,0,0,2,0,27,0,0,0,108791,1,0,2,186794,3,0,1689,0,0,0,0,730,840,4402,603,56212,0,423485,0,893,11240,44667,83518,10283,824,0,17342,0,210257,0,0,224310
"Jeongeup",0,6726,467,0,0,15,9653,26,20150,4,0,17,0,3299,76463,0,0,0,0,0,203,0,86,24396,91492,0,94,0,0,0,3,604030,139,43,69349,69,879674,3914,0,0,391,40816,0,11336,310,45469,10,1,8971,0,0,13569,263,497145,462,39951,0,1,0,0,0,0,0,5,4,297,1,0
"Jeongju",0,2349,436,0,0,15,224,1956,13108,0,2199,1,0,57,19280,213,1964,0,0,4,25,1,0,232991,182,24,0,318,0,0,0,965087,213075,134,194,6,1812,313878,2148,8,0,3832,0,15,239528,15472,0,0,1779,0,0,7594,0,227591,107437,26872,0,0,0,121,0,403,87,0,0,51045,0,0
"Jinju",0,0,0,0,0,6112,43945,93318,3220,0,104,263,0,3603,6535,0,0,0,53,0,1185,6056,1267,0,3523,23166,1,258588,148455,0,341,1795,337,0,0,0,0,2369,526850,0,10686,2728,0,168,1342,7522,0,0,0,0,0,1939,0,66714,35096,4905,0,21,0,0,0,0,0,896,0,1440,0,0
"Jungsun",2542,0,0,529,0,0,1659,0,3,4532,56,0,3735,1172,14,34875,0,515,4906,0,12,0,23,0,1,0,928,0,0,0,0,0,0,0,0,197588,0,0,0,1536844,0,0,7,0,0,0,0,10,0,8338,3,2845,0,229239,0,0,58530,632,82171,1740,2,0,1240,0,9464,0,0,301063
"Milyang",0,425,0,0,10,1659,2256430,184447,6727,0,1,139993,0,403821,20941,0,0,2,0,0,10403,60035,15230,4,515,499,45,1496,5888,1,28,21,0,0,0,1,219,0,12241,0,445300,751,25,23,0,1459,635,1,1459,0,0,5270,0,128392,2461,10778,0,460,0,0,17,0,48,4054,0,3,0,0
"Mokpo",0,4589,0,0,2,10276,55433,9760,16205,0,0,3,0,377,41181,0,103,0,0,0,3,64,2,518,573875,471,0,558,43,3,3244,55403,191,123,23317,10,52390,2732,2014,0,1557,1870598,0,163163,2,19310,0,0,4722,0,0,10694,0,529624,7001,23519,0,0,0,0,0,0,0,0,0,10641,0,0
"Munkyeong",36,20,0,205,0,0,7554,5,84,0,0,88,0,139982,620,221,0,3,2148,0,165350,0,32688,0,0,0,4542,0,0,0,0,1,0,0,1,3528,0,26,1,19,130,1,1374627,0,0,0,9,84,10,225,164454,18,0,8288,0,190,2032,5,236,16,87224,0,16,59,49003,0,0,90
"Naju",0,3105,0,0,0,3009,9035,1676,8936,2,0,0,0,93,14128,0,0,0,0,0,13,13,2,336,196711,70,0,44,41,0,1924,17016,0,2,8627,1,16942,69,207,0,329,145951,0,53418,0,8233,0,0,4227,0,0,6289,0,195655,997,14736,0,0,0,0,0,0,0,0,0,2123,0,0
"Namwon",0,1480,0,0,0,78,285,35,5019,0,0,0,0,0,9916,0,0,0,0,0,1,0,0,3231,0,94,0,1114,1,0,25,54858,74147,0,2,0,8,217000,1554,0,1,678,0,0,397773,5227,0,0,1358,0,0,4362,0,172198,118521,8697,0,0,0,0,0,0,0,0,0,39286,0,0
"Nonsan",0,2699,2,2,0,3,16171,884,25113,12,23312,6,134,10085,482964,0,18073,0,0,0,218,0,5,16930,40177,20,95,84,0,0,0,231208,1987,293,5364,64,40844,14200,703,2,152,15104,0,6676,4801,304310,15,564,6946,0,1,14532,0,305072,9528,37279,0,0,9668,0,0,0,0,70,3,9414,15,0
"Okchun",4,2963,7,0,14,0,6781,82,2524,14,0,503,8,13561,352085,2,0,0,286,0,13525,0,7292,11,19,0,852,0,0,13,0,113,0,180,13,16,27,3,1,0,643,1,186,0,6,1139,291462,16,2752,3,67,3816,0,17638,0,2534,13,3,2,0,8,0,3,103508,71,0,16,0
"Pohang",5740,1204,0,33,45,0,27579,621,57,5,0,2,0,77772,473,74,0,4928,3196,0,391,22,275,0,11,0,646950,0,1,0,0,2,0,0,0,3437,4,0,0,33,3,0,72,0,0,1475,3,2977111,4,19,0,29,0,6555,4,98,256,27468,794,11,21,0,25757,474,3067,404,0,9
"Pyeongtaek",0,97831,24191,0,17644,1,21504,45,91804,2058,0,290,3375,24233,54311,0,149,0,28,0,7186,26,4358,0,10877,0,726,0,0,26777,0,10500,976,12561,1792,1510,10738,1830,0,0,2575,7030,19,5145,1591,7450,2036,47,64380,0,1,22483,18645,578186,5777,206856,0,15,0,0,0,6,0,4155,0,1502,31233,0
"Samcheok",3512,0,0,12716,0,0,5055,0,1,1,0,0,120,853,26,381296,0,967,65983,0,81,0,21,0,0,0,2671,0,0,0,0,0,0,0,0,6346,0,0,0,8329,0,0,235,0,0,1,0,2,0,487229,44,6,0,37223,0,0,67703,1506,4227,162,136,0,3876,2,22634,0,0,7903
"Sangju",4,3,0,68,0,0,549,0,66,2,0,0,0,72872,435,71,0,0,2203,0,210174,0,29298,0,0,0,307912,0,0,0,0,0,0,0,0,1860,0,0,0,7,0,0,171876,0,0,1412,21,0,3,32,217969,6,0,4742,0,267,414,0,247,1,12101,0,0,296,18895,0,0,5
"Sejong",0,9930,62,2,1005,0,82373,8993,176391,42527,1405,338,65844,61592,576635,355,2129,0,7,140,16254,276,17601,39,20559,0,31,83,55,2118,0,21451,820,21107,4083,59714,16029,5775,1689,47,6288,13000,3,5521,5094,81755,4338,17,23305,0,2,351836,943,430869,10517,107138,2,0,107,177,1,102,0,13421,4,7799,943,34
"Seocheon",0,14700,44369,0,326370,0,15,0,32165,0,0,0,0,14,73,0,4,0,1,0,0,0,0,0,0,0,0,0,0,107818,0,0,0,4477,0,0,269,0,0,0,0,0,0,0,0,0,0,0,18270,0,0,52,416722,301444,0,30359,0,0,0,0,0,0,0,0,0,0,52864,0
"Seoul",339263,1994,146322,24333,298874,52,2289392,185016,911192,31287,1720470,13464,64275,1554453,1604574,73426,1034857,40967,125624,1189926,400063,6156,255896,529,675762,6869,82124,15150,4641,367081,2,481125,55088,11073,104795,472526,502930,220346,64496,244235,147506,482778,342,181313,171035,342596,11322,5179,484641,35475,259,467255,295056,3421161,331303,40655,69549,22822,737528,696802,200,722926,327062,175226,422478,135084,373955,142693
"Suncheon",0,3210,0,0,82,299819,20807,10639,10606,1,1,0,1,2579,23719,0,0,0,0,0,48,383,3,1131,22725,166658,0,57624,1300,4,8458,49595,27469,31,0,14,310,97137,29261,2,2509,6128,0,882,109368,14612,0,0,5617,0,0,10797,0,295233,898614,20005,0,0,0,0,0,0,1,0,0,592496,0,0
"Suwon",0,7242,20044,0,28540,0,97054,14182,129159,4923,0,730,10621,130181,253813,0,7,0,30,0,40367,269,21923,1,50518,0,1024,260,0,40461,0,54160,3989,177,5749,1480,37779,21946,4546,0,9647,23142,13,11815,8822,39485,1859,12,217162,0,4,124632,29123,38864,20685,4065,0,495,0,0,0,5,0,18661,0,7265,48187,0
"Taebak",27067,0,0,191878,0,0,20852,0,0,47,0,0,23,9627,34,171111,0,8153,89897,0,767,0,22,0,0,0,11269,0,0,0,0,389,0,0,0,12857,0,0,0,69922,0,0,1308,0,0,0,0,84,0,55011,444,27,0,79686,0,0,192618,9400,7534,268,1242,0,16044,0,165092,0,0,10505
"Ulsan",42054,1,0,1967,0,3,830255,1065,2,619,0,0,2,14130,71,9623,0,20947,12660,0,1,17,2,0,0,1,628223,0,11,0,0,0,0,0,0,45541,6,0,11,63,24,1,4,0,0,2765,6,21611,0,1353,7,1,0,21812,4,495,8497,220710,16173,1093,1,0,40294,3,33558,0,0,363
"Wonju",29923,0,0,720,0,0,32265,0,0,1109,107,0,1175,7640,22,7002,1891,3462,4693,5,14,0,811,0,0,0,11039,0,0,0,0,0,0,0,0,95652,0,0,0,78217,0,0,28,0,0,2246,0,1133,0,4133,6,418,20,699085,0,0,5365,18385,425536,149643,13,14,11178,0,38987,1,0,52759
"Yangpyeong",2510,0,1,78,0,0,2769,0,0,153,194,0,212,94,0,680,17,469,742,76,0,0,0,0,0,0,2151,0,0,0,0,0,0,0,0,10698,0,0,0,2852,0,0,10,0,0,0,0,14,0,235,0,5,0,660152,0,0,422,1265,159643,272272,3,7605,1052,0,3413,0,0,1417
"Yechun",2292,0,0,1083,0,0,2579,4,35,14,0,15,2,63536,295,665,0,140,857,0,36017,0,12832,0,0,0,2078,0,0,0,0,0,0,0,0,4292,0,0,0,55,81,36,93965,0,0,0,1,9,0,631,14973,3,0,22181,0,5,5246,117,493,22,287125,0,160,6,274326,0,0,96
"Yeoncheon",3,244,7,0,0,0,7,2,2,0,6688,3,0,0,0,1,464407,0,0,1475,1,0,0,0,2,0,0,0,0,4,0,1,0,1369,5,7,0,0,0,2,0,6,0,1,0,0,0,0,6,0,0,0,1,826191,0,254,1,1,19,7205,0,594886,0,0,2,0,6,0
"Yeongchun",46316,5,0,2270,0,0,48502,5044,120,2,498,66,1,411618,445,5619,488,126665,6886,0,279,3,1998,0,1573,0,124468,0,0,0,0,76,0,0,0,14593,0,40,0,31,128,0,10,0,0,0,10,26273,0,1793,2,86,0,48009,0,66,10630,40728,10122,712,2,2,207625,0,31943,0,0,14
"Yeongdong",0,2713,1,0,7,0,73123,4304,13318,7,0,638,8,84534,249038,0,0,0,0,0,65000,163,27640,0,7,0,15,0,15,6,0,53,0,196,18,3,1,0,399,0,4066,0,200,0,0,71,102236,7,3087,2,310,15658,0,170971,9,18948,1,1,0,0,1,0,1,85528,28,0,0,0
"Yeongju",309736,0,0,182812,0,0,68636,26,15,748,0,0,735,101608,494,39969,0,23678,39114,0,25388,0,12541,0,0,0,27174,0,0,0,0,1,0,0,0,244065,0,0,0,2485,17,0,36996,0,0,1282,1,2457,9,21704,16826,366,0,378313,0,0,166906,26992,45423,5748,263848,0,43880,29,296595,67,0,2774
"Yeosu",0,570,0,0,0,58774,1328,524,7201,28,1,1,388,31,14312,0,0,0,20,0,53,27,0,125,18254,10027,0,5255,14,0,5459,31961,12621,6,0,15,23,55241,2671,0,136,6501,0,1429,42305,12015,0,403,1344,0,0,6700,0,143719,545401,6369,0,0,0,0,0,0,0,0,0,311018,0,0
"Yesan",0,29951,201230,0,61707,0,55,0,212940,21,8,0,0,13,1260,0,6,0,0,0,7,0,2,0,0,0,230,0,0,233963,0,1,0,13734,0,21,0,0,0,0,3,0,0,0,0,3326,5,0,27713,0,0,344,43316,353561,0,48359,0,0,0,0,0,0,0,0,0,0,231605,5
"Youngwol",1944,0,0,127,0,0,2125,0,7,7701,205,0,6107,1022,47,13047,0,706,2067,0,15,0,20,0,1,0,1933,0,0,0,0,1,4,1,0,209502,0,0,0,310064,0,0,50,0,0,0,0,89,2,6074,10,4364,0,153400,0,0,12617,2687,52786,1622,14,0,1034,0,9912,0,1,694121
