"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",0,0,0,0,198,0,138,16,0,0,683283,0,439,0,915,1149,20892,0,0,340793,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,1,0,131,0,3,0,0,0,2157,0,0,0,0,0,0,0,1760951,0,2326,0,0,4,8,0,5064,352,0,6,0,0,1
"Chungdo",29,486,0,0,0,0,414807,25035,1063,6,0,187857,1,470518,2676,0,428,12,646,0,3958,5373,20631,7,15,4,1652,4,107,0,0,48,0,2,2,20,58,0,369,0,135566,7,20,0,1,1216,533,10,500,0,5,780,0,26018,73,1836,1,8,5,0,8,0,1732,1118,40,0,0,0
"Chungju",441,83,0,3,2,0,256,33,9655,244427,1839,0,418557,253,616,18,1315,10,311,42,44,0,12,1,208,3,26,0,2,1,0,16,0,55,14,198240,10,16,0,3926,18,76,0,8,8,2529,40,0,5368,2,0,82594,0,112116,20,23573,141,31,656,64,0,108,98,44,1080,28,0,5171
"Daegu",99609,2468,0,4939,523,1,1727491,58314,99400,0,1432,394128,28,661,258940,4831,3860,110591,39360,80,297079,11456,1876153,137,1636,373,121524,283,1999,0,0,1531,0,0,372,13762,2500,430,4022,107,424499,421,100553,64,0,1690,11569,79736,17990,2139,47860,63447,0,1562878,1513,117081,12112,10290,5998,455,59614,0,388617,86502,131366,22,0,169
"Daejeon",27,11101,491,2,971,2,396159,21900,336003,144,611,1473,140,292914,311675,7,646,0,4321,0,147152,459,110776,11791,49066,0,22369,384,197,1984,0,147445,3104,923,10202,433,69102,20095,5117,8,22480,42090,796,11072,11220,505492,335106,146,50010,2,340,589136,50,1668708,22110,236128,17,82,187,0,116,0,208,215850,423,17083,1404,0
"Donghae",7133,0,0,12118,0,0,21030,0,0,20,1146,0,7,6823,9,380187,1100,2533,341641,0,95,0,0,0,0,0,3545,0,0,0,0,0,0,1245,0,17547,0,0,0,59845,0,0,49,0,0,0,2,4,0,399271,11,29,0,63589,0,0,154194,7529,4457,640,219,0,4422,1,38744,0,0,15185
"Euijungbu",8,4,437,0,393,0,1,0,0,0,20339,0,0,1,187,1291,1008842,3,0,49110,0,0,0,0,142,0,0,0,0,0,0,173,0,3794,0,11,240,170,0,26,0,0,0,0,1,1097,0,0,1000,0,0,255,606,1539119,1,412,0,1,71,669,0,514188,260,0,1,0,872,15
"Euisung",153301,0,0,1051,0,0,51788,210,0,32,0,0,9,129814,0,2194,708,231069,3097,0,0,0,12,0,0,0,43637,0,0,0,0,0,0,0,0,10079,0,0,0,126,5,0,8,0,0,380,0,5082,0,1099,0,2,0,48297,0,0,7324,23456,3596,1270,2,0,113738,0,23551,0,0,226
"Gangneung",9327,0,0,6431,0,0,58882,0,0,9,0,646,3,40132,569,330058,0,2074,244546,0,53,0,985,0,0,0,7280,0,0,0,0,0,0,0,0,7945,0,0,0,3390,0,0,163,0,0,20,0,34,0,66791,1323,0,0,48773,0,0,86950,11917,2936,182,1363,0,7746,0,33910,0,0,1193
"Gapyeong",5,43,0,0,0,0,534,268,0,1,340530,1,0,487,0,0,56039,0,2,641362,0,0,2,0,231,0,0,0,0,0,0,0,0,332,0,17,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,1341330,1,76,4,2,29,95,0,2712,0,0,22,1,1,0
"Gimcheon",12,1711,7,4,2,0,221143,13547,24183,3,2,2652,6,269303,120993,90,1116,2,2547,0,203806,538,571601,13,199,8,1496,3,146,3,0,143,1,61,135,474,133,20,839,19,10293,21,127735,5,2,1136,11680,212,5667,43,183047,14741,1,318515,328,38877,200,12,88,0,15786,2,61,75263,21501,21,5,1
"Gimhae",0,8,0,0,0,771,186384,280755,716,0,0,3927,0,13395,2065,0,0,0,0,0,849,183252,964,0,521,154,9,1668,15267,0,43,0,0,0,0,0,1,2,7162,0,70370,214,8,26,7,0,0,2,1,0,0,554,0,10201,652,1193,0,48,0,0,0,0,0,318,0,6,0,0
"Gumi",474,961,0,1,45,0,194001,12527,18514,1,0,16270,2,1769617,111575,2,0,0,1776,0,634870,411,1175379,2,6,7,1387,0,309,0,0,7,0,2,8,21,15,0,1730,1,18314,0,32438,1,3,2415,7517,339,4469,0,32399,19644,0,254459,133,27556,8,41,7,0,11406,0,1668,33137,22249,0,0,1
"Gunsan",0,209,122,0,0,1,1312,8,104,0,1263,4,1,375,15295,0,0,0,0,0,108,0,21,533773,1939,0,404,0,0,0,0,860723,3263,4,1949,7,26187,250435,0,1,11,512,0,249,3636,18880,40,4,111,0,0,140,0,8649,2326,455,0,7,0,0,0,0,0,14,0,641,0,4
"Gwangju",0,6775,14,0,226,421792,43878,11413,30946,5,1643,0,575,2220,52324,0,5383,0,154,1,390,335,45,972,959960,2208,0,1659,269,0,241189,78444,0,33,117031,0,91720,264,3179,0,1499,547791,0,150119,0,36534,0,0,9014,0,0,21063,0,695712,26453,57541,0,0,40,0,0,0,1551,0,0,23708,0,0
"Gwangyang",0,54,0,0,0,12261,11960,5515,173,0,0,1,0,672,169,0,0,0,0,0,36,250,82,3,2908,119132,0,52462,567,0,354,1468,103,0,0,0,0,853,20300,0,772,1112,0,75,1043,40,2,0,31,0,0,172,0,19033,209881,961,0,0,0,0,0,0,0,0,0,18189,0,0
"Gyeongju",46941,545,0,2247,0,0,229556,1450,940,13,0,1288,24,135330,2475,3292,0,35650,7778,0,373,0,230,0,0,0,239706,0,0,4,0,0,0,1,0,25064,2,0,3,65,16,0,565,0,0,1300,9,704778,4,1500,1554,6,0,54238,2,600,10983,627799,9723,1102,1107,0,136054,107,26618,0,0,20
"Hadong",0,0,0,0,0,3086,22637,25051,246,0,0,7,0,699,822,0,0,0,190,0,31,1861,92,0,1069,50397,0,204857,4635,0,231,225,17,0,0,0,0,421,286742,0,1904,591,0,40,707,242,0,0,2,0,0,181,0,21978,59351,375,0,1,0,0,0,0,0,27,0,3663,0,0
"Haman",0,0,0,0,0,290,64382,483402,407,0,0,49,0,2686,1456,0,0,0,0,0,546,15404,503,0,420,590,0,4761,170852,0,47,8,0,0,0,0,0,50,158064,0,7261,460,0,43,7,7,0,1,0,0,0,198,0,11839,1973,841,0,46,0,0,0,0,0,83,0,52,0,0
"Hongsung",0,22987,46606,0,250732,0,396,1,125229,4,700,0,20,14,1240,0,4,0,0,0,19,0,0,0,0,0,0,0,0,416514,0,434,0,11030,0,0,0,0,0,5,1,0,0,0,0,1300,0,0,28079,0,0,192,101755,345672,0,45110,0,0,0,0,0,1,1,0,0,0,223699,0
"Hwasoon",0,122,0,0,0,92572,7109,1001,43,1,0,5,1,30,4,0,0,0,0,0,0,57,0,6,253491,318,0,269,47,0,230403,16,0,0,4,0,34,2,341,0,207,3285,0,1682,26,2,0,0,17,0,0,4,0,1226,8509,33,0,0,0,0,0,0,0,0,0,7979,0,0
"Iksan",0,3209,2736,0,0,0,3796,1368,30280,16,0,1,5,2199,149298,0,0,1,1,0,391,0,9,879868,90565,2,63,131,0,946,0,1015044,48748,40,26675,1,645680,1004276,1752,0,173,52803,0,15344,57619,247954,3,1,7582,0,0,21875,0,464428,51643,51584,0,0,0,0,0,0,2,60,0,26792,0,0
"Imsil",0,2111,278,0,0,5,17,89,2314,0,0,0,0,1,3133,0,2,0,0,0,0,7,0,3458,4,57,0,97,3,0,0,44800,46675,1,0,0,21,215799,578,0,0,22,0,0,69405,2735,0,0,1067,0,0,1233,309,72260,30538,7288,0,1,0,0,0,0,0,0,0,10444,0,0
"Incheon",1,0,633,0,354,0,1904,83,2336,0,82,2,4,244,129,1243,68,0,348,241,22,0,8,0,76,0,0,5,0,3515,0,71,0,664679,10,1,90,26,19,0,14,142,0,10,2,3171,4,0,18113,0,0,126,672,14384,41,112248,0,0,0,0,1,93,0,13,0,43,2563,0
"Jangsung",1,2008,0,0,0,227,103,1,4312,0,600,2,0,671,12723,0,612,0,0,0,153,0,34,1314,116900,0,0,0,0,1,7,26668,1,6,387759,0,63518,184,0,0,3,15791,0,6676,0,5187,12,3,1483,0,0,3359,0,113046,3,7654,0,1,0,0,0,0,0,34,0,7,0,0
"Jecheon",83953,0,2,2683,0,0,66644,3,3505,278103,0,0,194004,17889,421,16979,0,8293,10192,0,554,0,28,0,2,0,27318,0,0,0,0,27,0,0,0,106328,0,0,0,198609,5,54,1108,0,0,1249,0,429,1084,4853,548,55485,0,432154,0,1317,12808,45481,91179,11034,525,0,18443,0,187328,0,0,228290
"Jeongeup",0,7223,941,0,0,11,10697,8,16866,5,0,9,1,2985,71934,0,400,0,0,0,200,0,51,27387,93486,0,69,0,0,0,2,652902,29,12,62299,43,828330,4908,0,0,377,35175,0,10938,522,42943,3,10,9603,0,0,12591,0,498303,386,43184,0,1,0,0,0,0,0,9,1,144,0,0
"Jeongju",5,2353,156,0,0,3,318,1338,13072,9,1164,0,20,50,20517,0,723,0,0,80,0,1,0,245253,276,2,485,315,0,0,0,1014430,234867,69,173,4,1982,431464,1781,1,8,1608,0,6,248779,14804,0,0,2053,0,0,8720,0,249626,108443,30634,0,0,0,71,0,178,101,0,0,47540,0,0
"Jinju",0,0,0,0,0,4704,49995,107070,3427,0,0,157,0,2378,6042,0,1446,0,0,0,1113,6841,1347,0,4054,19964,0,270918,151696,0,295,1993,354,0,0,0,0,1844,548806,0,12437,4267,0,117,943,6982,0,0,0,0,0,2060,0,57026,33025,5291,0,14,0,0,0,0,0,1040,0,1122,0,0
"Jungsun",2832,0,0,639,0,0,2131,0,2,4655,100,0,3941,1142,10,33391,0,505,4670,0,1,0,26,0,0,0,960,0,0,1,0,0,0,0,0,226868,0,0,0,1649353,0,0,2,0,0,0,0,21,0,6609,0,3054,0,232779,1,0,75120,705,89857,1647,0,0,1429,0,8620,0,0,311447
"Milyang",0,447,0,0,96,3,2476014,190875,6940,0,0,138418,2,432000,24224,0,6,1,22,0,11091,61541,17813,3,800,427,23,1462,6285,13,76,24,0,0,0,38,308,2,12854,0,463642,859,8,42,1,1205,508,2,1708,0,2,6263,0,140640,2495,12083,0,124,0,0,9,0,43,4642,1,3,0,0
"Mokpo",0,5290,0,0,0,8088,61085,11335,15321,0,748,0,26,142,39766,0,614,0,0,0,1,38,2,242,511409,369,0,623,54,2,3069,58171,0,77,19207,3,48033,68,2194,0,1626,2043148,0,155838,0,20118,1,0,4767,0,0,10469,0,495991,7190,24443,0,0,0,0,0,0,0,0,0,10636,0,0
"Munkyeong",9,7,0,91,0,0,9409,273,135,0,0,42,0,129530,570,106,0,1,3273,0,127960,0,36232,0,0,0,3335,0,0,0,0,0,0,0,0,2995,0,0,4,13,52,0,1364554,1,0,0,8,43,13,185,138690,30,0,6074,0,240,1562,2,160,605,79432,0,1,66,44452,0,0,99
"Naju",0,3417,0,0,0,2990,10471,1877,8697,2,0,0,2,64,15328,0,0,0,0,0,5,26,3,243,193840,53,0,18,36,0,1842,16967,0,0,7663,0,15894,40,253,0,352,141641,1,65558,0,7007,0,0,4796,0,0,8289,0,208306,1072,15851,0,0,0,0,0,0,0,1,0,2407,0,0
"Namwon",0,1509,40,0,0,291,280,108,4675,0,0,0,0,0,9435,0,0,0,0,0,0,0,0,2433,1,3,0,862,0,0,0,58932,71927,0,0,0,82,223200,927,0,2,0,0,0,366654,7205,0,1,1428,0,0,4094,0,161930,107425,8793,0,0,0,0,0,0,0,0,0,34029,0,0
"Nonsan",128,2700,122,0,0,0,16782,610,24390,15,18438,11,135,10538,529125,0,19068,0,1,0,215,0,1201,17444,43126,18,37,92,0,0,0,228467,1680,24,5449,9,38999,15013,891,0,86,16375,0,5529,4643,329085,34,3,7771,0,2,16517,0,315411,9212,41982,0,0,4714,140,1,0,0,43,0,7382,1,0
"Okchun",1,3618,7,0,7,0,9892,76,2797,7,0,569,6,13525,363679,3,0,1,70,0,14022,2,7786,13,5,0,22,0,1,11,0,56,0,196,18,12,20,1,8,0,660,2,245,0,2,2230,319533,13,3608,1,58,4130,2,19662,0,3201,0,2,0,0,6,0,2,97616,57,0,30,0
"Pohang",5462,232,0,30,0,0,25962,1104,22,1,0,1,0,78851,389,23,612,5393,2465,0,373,8,311,0,22,0,692568,0,0,0,0,1,0,0,1,3298,2,0,481,13,5,0,5,0,0,1111,18,4198204,2,6,3,22,0,7349,3,21,189,29760,764,261,82,0,24444,667,3245,0,0,8
"Pyeongtaek",0,127175,27972,0,18613,0,24587,6,125630,3508,0,344,7452,25822,63983,0,25,0,0,0,7405,23,4940,0,12012,0,0,0,0,27958,0,12312,1114,37942,1756,2011,10837,2152,0,0,2898,7690,31,5828,1822,7645,2267,0,92524,0,3,28287,19790,739924,6209,253869,0,0,0,0,0,0,0,4479,0,1706,32935,0
"Samcheok",3495,0,0,12094,0,0,5973,0,0,3,0,0,10,967,19,392157,0,1024,75677,0,68,0,20,0,0,0,2988,0,0,0,0,0,0,0,0,6469,0,0,0,8310,0,0,117,0,0,1,0,3,0,505462,39,5,0,40509,0,0,65800,1549,4404,196,105,0,3310,0,21773,0,0,7771
"Sangju",13,13,0,147,0,0,351,1,54,0,0,12,0,64066,563,46,0,0,1354,0,175259,0,33841,4,0,0,1939,0,0,0,0,0,0,0,0,1621,0,0,0,2,7,0,147423,0,0,1906,38,3,9,61,171078,13,0,4293,1,210,375,0,213,826,12097,0,0,252,16803,0,0,21
"Sejong",20,10833,97,4,581,0,92895,9262,184122,43252,378,395,74979,70227,620020,0,836,0,146,143,16968,270,21927,22,22906,0,1,74,17,807,0,24652,693,2084,4012,56902,14848,6949,1829,119,6631,12645,7,7587,4981,19674,4871,1,28616,0,4,339366,333,487961,12996,105108,14,3,45,72,0,1,3,14543,24,7936,670,114
"Seocheon",0,15015,49153,0,324667,0,2,0,33056,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102203,0,0,309,4399,0,0,0,0,0,0,0,0,0,0,0,120,0,0,18777,0,0,21,434386,301490,0,31768,0,0,0,0,0,0,0,0,0,0,54758,0
"Seoul",338695,2581,145518,24660,302090,91,2521825,170381,973391,19040,1623637,14252,92067,1657411,1796797,71189,1320321,44310,103137,1138053,373946,6137,271205,414,726076,7146,121515,14406,3842,347428,7,492154,59815,16271,106958,465082,518272,250426,55030,269962,154842,463327,152,196258,168273,352724,12337,1342,628798,37848,77,515318,311469,2972578,351072,50997,65518,23722,747701,746575,269,888596,38131,190967,416923,143320,354760,141345
"Suncheon",0,3663,0,0,0,187069,22602,11566,10283,0,0,0,0,1408,24930,0,320,0,0,0,3,223,0,916,20405,184963,25,56163,1087,0,7599,49788,28320,36,0,9,237,102464,27255,4,2186,5467,0,824,102940,12963,57,0,5507,0,0,13648,0,321524,970895,21454,0,0,0,0,0,0,0,1,0,709758,0,0
"Suwon",0,8412,21760,0,31952,0,117312,16952,153879,6998,22,742,17697,148080,257811,0,0,0,0,0,42174,277,24586,1,58461,1,902,203,0,44805,0,68613,4402,113630,6411,1823,43561,25547,4715,0,9983,26020,0,13290,9683,42968,1952,0,264627,0,0,120809,32160,53504,23520,5043,0,0,0,0,34,0,0,20331,0,9340,52333,0
"Taebak",27377,0,0,193236,1,0,23586,0,0,22,0,0,8,11625,18,169829,0,7921,106706,0,562,0,30,0,0,0,11925,0,0,0,0,0,0,0,0,14495,0,0,0,77286,2,0,865,0,0,0,0,40,0,57643,295,2,0,82231,0,0,178522,9388,7873,170,859,0,15229,0,177813,0,0,11090
"Ulsan",47971,0,0,1841,100,1,871629,112,0,397,0,0,2,13325,30,7257,0,23154,12442,0,0,7,4,0,0,0,632201,0,0,0,0,0,0,0,1,48763,0,0,0,65,3,0,0,0,0,1321,1,25668,0,1315,0,0,0,25004,0,0,9373,165116,18773,1228,0,0,45444,10,41561,0,0,177
"Wonju",27084,0,0,579,0,0,36716,1925,0,904,19,0,828,10026,441,5406,2989,3465,5902,8,12,0,3,0,254,0,11394,0,0,0,0,0,0,0,0,101796,0,0,0,89892,0,0,20,0,0,3800,0,81,1,4069,4,384,0,700680,0,0,5347,20281,428153,150947,7,2,12408,0,36502,0,0,58593
"Yangpyeong",2706,2,0,139,0,0,2946,0,0,148,121,0,177,337,0,889,328,1271,831,11,2,0,2,0,0,0,1192,0,0,0,0,0,0,0,0,11325,0,0,0,2879,0,0,722,0,0,0,0,266,0,238,804,2,0,726340,0,0,409,1432,160397,303774,804,34,1162,0,3614,0,0,1393
"Yechun",1867,0,0,919,45,0,2197,28,0,7,0,4,0,66705,222,807,612,90,1972,0,31944,0,15765,0,0,0,2038,0,0,0,0,0,0,0,0,3579,0,0,0,21,103,2,88087,0,0,0,8,9,0,553,14703,1,0,15542,0,4,4863,49,364,38,294947,0,121,14,302251,26,0,68
"Yeoncheon",0,0,0,0,130,0,0,0,0,0,7543,0,0,0,0,0,543405,0,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,829,382,0,6,832,832,0,10,2,0,0,0,29,0,0,0,0,0,0,0,0,940632,0,0,0,0,20,139,0,641584,125,0,0,0,0,4
"Yeongchun",48121,7,0,2140,0,0,41802,4197,99,0,377,301,2,424218,252,4212,915,119796,7115,54,215,0,1953,0,1592,0,135670,0,0,0,0,36,0,0,0,15192,20,0,0,8,81,0,12,0,0,2500,3,24636,0,1717,37,123,0,40841,0,21,11714,46886,9493,789,0,125,192184,4,30594,0,0,6
"Yeongdong",0,2731,0,1,5,0,78807,5139,14108,7,0,656,8,90528,238923,0,0,0,0,0,75450,156,31740,7,4,0,50,9,13,0,0,32,0,164,16,11,1,3,374,0,4114,3,201,0,0,79,96837,9,3440,2,237,15791,0,180694,15,21572,0,0,0,0,4,0,1,60017,39,1,0,0
"Yeongju",276381,0,0,171832,0,0,73685,0,11,511,20,1,489,115930,391,38849,0,23341,37634,0,23927,0,15144,0,0,0,29570,0,0,0,0,0,0,0,0,224410,3,0,0,1774,2,0,33576,0,0,20,2,2429,2,20960,15121,351,0,373603,1,0,177302,32572,42431,5193,287487,0,38475,20,276639,0,0,2488
"Yeosu",0,657,0,0,0,48424,1373,655,7126,35,27,0,17,27,13696,0,0,0,0,0,74,7,0,109,18791,11258,0,5760,29,0,6253,33403,11059,0,8,18,25,52865,2307,0,105,8066,0,1209,38779,11102,0,0,1197,0,0,7592,0,151496,612180,8020,0,0,0,0,0,0,0,1,0,262967,0,0
"Yesan",0,30721,189771,0,59764,0,0,0,201837,13,1,0,4,0,1063,0,5,0,0,0,3,0,0,0,0,0,0,0,0,222305,0,0,0,12691,0,8,1,0,0,0,0,0,0,0,0,6,5,0,27951,0,0,229,44050,343055,0,52064,0,0,0,0,0,0,0,0,0,0,222742,0
"Youngwol",2445,0,0,52,0,0,3308,0,4,7687,0,1,6388,1120,39,12471,0,763,1852,0,3,0,30,0,0,0,2300,0,0,0,0,1,0,0,0,223879,0,0,0,317826,0,0,59,0,1,2,3,26,15,5827,6,4572,0,148839,0,0,14329,2965,59890,1602,13,0,1291,0,10892,0,0,706607
