"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Gyeongju",31403,2080,663,1636,0,0,114514,0,1591,0,662,0,0,48131,19926,793,0,15463,2891,137,2694,0,5133,0,0,0,28695,0,0,0,0,336,0,706,0,20808,0,555,1064,631,1,0,0,0,0,0,0,191857,365,496,0,519,0,367417,353,7489,3988,203161,10809,899,0,699,34212,230,32127,0,0,746
"Hadong",0,0,0,0,0,2779,8446,15867,956,620,0,46,0,65,983,0,0,0,0,0,6,1028,51,0,1587,12223,0,27529,1133,0,19,280,10,0,0,0,0,307,154021,0,608,401,0,26,133,273,0,0,150,0,0,213,0,14504,12042,1720,0,843,0,0,0,0,0,0,0,0,0,0
"Haman",0,0,0,0,0,179,17236,128026,414,0,0,604,0,5522,2710,0,0,0,0,0,439,3829,941,0,266,298,0,1301,9711,0,15,17,0,0,0,412,0,17,51722,0,3757,324,0,25,0,0,0,0,160,0,0,407,0,12619,500,1954,0,0,0,0,0,0,0,122,0,0,0,0
"Hongsung",337,3481,76210,0,68213,0,0,0,121656,0,0,0,0,572,4,0,0,0,0,674,663,0,1314,0,0,0,0,0,0,52310,0,0,0,0,0,447,120,0,0,839,0,814,0,0,0,0,0,0,16631,0,0,0,71700,464578,0,92749,0,732,356,31,0,0,0,0,0,0,116942,0
"Hwasoon",0,0,0,0,0,15558,2686,515,125,0,0,0,0,0,435,0,0,0,0,0,0,18,0,0,27962,369,0,50,9,0,4179,783,0,0,15,0,559,0,125,0,80,1221,0,303,0,279,0,0,186,0,0,70,0,7209,7260,1146,0,0,0,0,0,0,0,0,41,1458,0,0
"Iksan",0,3256,0,0,0,3381,492,266,33359,0,0,0,0,477,139023,0,0,0,512,0,0,0,0,604541,92167,417,336,221,0,0,369,157228,11181,1348,27509,825,250692,223439,3049,498,76,69512,0,13551,48378,81057,0,630,24461,0,0,26645,0,783852,77646,128329,0,0,773,0,0,720,0,0,0,51777,0,0
"Imsil",82,100,0,0,0,0,0,2,1725,0,0,0,0,0,3207,0,0,0,0,0,0,0,0,79,0,23,0,17,0,0,0,10831,935,0,0,0,0,11131,66,0,0,0,0,0,2127,1605,0,0,1304,0,0,1144,0,61355,6082,8439,0,0,0,0,0,0,0,0,0,4710,0,0
"Incheon",0,0,0,0,72,0,0,380,0,1427,0,0,0,0,3752,0,62,0,0,0,0,0,0,0,864,0,706,0,0,0,0,1264,0,120205,0,0,712,511,0,360,0,1440,0,0,866,0,0,360,0,0,0,0,0,0,0,32914,0,0,615,0,0,1368,0,0,0,0,0,0
"Jangsung",0,800,0,0,0,644,0,0,3982,0,360,0,0,0,13284,0,713,0,412,0,0,0,0,309,16356,0,0,0,0,0,28,25688,0,0,12253,482,24685,0,0,0,0,19340,0,3734,0,7283,0,0,2191,0,0,3426,0,117632,451,17515,0,0,0,0,0,0,0,0,0,0,0,0
"Jecheon",70518,564,0,479,0,0,51509,3445,15061,171380,92,0,324579,42101,154088,29786,1541,6083,26913,152,0,310,612,0,347,0,18615,621,0,46,0,0,0,917,0,21619,357,1411,103,111687,779,851,0,25,29,55,0,91,3683,6514,0,73291,0,458785,587,15786,5475,39589,45312,10678,0,1056,10746,0,121226,1549,0,40532
"Jeongeup",0,5739,138,0,0,2381,6305,1021,22956,357,0,0,1584,1476,64000,3,1455,661,464,0,0,0,0,3059,62239,0,0,0,0,120,257,214240,0,712,26687,0,102345,13,0,482,476,49047,154,10189,0,35311,0,0,16502,0,404,18339,0,608580,3573,108232,113,411,534,108,0,280,0,0,0,430,290,0
"Jeongju",1084,0,0,0,0,0,585,739,17222,333,0,577,0,139,30317,0,205,0,0,89,9,26,0,34921,0,395,555,146,0,0,0,284007,8299,231,0,1078,13,26212,1852,553,744,6577,512,0,29419,11217,0,549,10960,0,0,9216,0,382942,97071,63718,0,0,1553,0,0,48,370,0,0,87254,0,0
"Jinju",0,0,0,0,0,2265,22226,52166,5715,0,0,2375,0,13001,16283,0,0,0,0,0,3191,5329,8625,0,2784,8588,1064,184178,44343,0,101,2797,169,0,0,103,0,2831,111884,0,17868,3835,1186,244,487,1753,0,0,4089,0,0,4987,0,83326,9905,24696,0,490,0,0,0,0,0,1108,0,0,0,577
"Jungsun",0,0,754,0,353,0,685,471,1076,0,0,0,0,0,5036,29326,472,0,31146,0,0,0,0,0,0,0,630,0,0,839,0,498,0,0,0,128614,482,535,0,499711,0,0,0,0,0,374,0,0,0,2457,0,0,114,305085,0,413,11645,0,111556,5402,0,0,0,0,0,0,615,88090
"Milyang",0,508,230,0,0,409,1992993,90678,6431,779,0,60054,0,385373,34838,0,4230,0,0,0,9050,20880,23716,0,326,221,0,677,3488,0,76,0,0,0,0,0,476,668,12141,0,244113,402,552,42,0,0,428,0,2252,0,433,5960,0,134621,301,18804,0,0,0,0,135,521,367,3011,365,571,145,0
"Mokpo",0,4124,440,0,360,1569,32413,7331,17248,460,0,0,2721,110,64288,0,0,0,572,0,633,383,0,2,320465,774,0,249,205,814,1191,73026,0,720,19811,998,48373,3983,1948,0,546,201638,0,33713,0,27663,67,0,10459,0,0,13415,0,553168,3130,70442,0,0,0,0,0,0,0,0,0,1687,0,0
"Munkyeong",0,0,0,0,0,0,23884,833,0,0,0,2687,0,41709,897,0,116,0,0,0,60524,0,6979,0,0,0,0,0,0,0,0,0,0,0,0,0,154,512,1046,0,875,0,81553,0,0,0,0,0,0,0,20116,0,0,638,0,0,0,0,0,0,20516,0,0,0,15762,0,0,0
"Naju",0,1968,0,0,0,952,3514,817,5734,99,0,0,0,194,13103,0,0,0,266,0,0,44,0,5,48163,88,0,21,18,0,372,13840,0,0,4087,1084,11796,0,122,0,74,41944,0,149,0,7826,0,0,4815,0,0,3452,0,155314,496,24100,0,0,0,0,0,0,0,0,0,258,0,0
"Namwon",0,1759,0,0,0,0,10,0,8379,0,515,0,0,0,18883,0,819,0,0,0,0,2,0,18,0,164,0,116,0,0,0,44572,6032,506,0,29,0,35475,252,0,0,0,0,0,16657,9720,0,0,5001,0,720,5735,0,207603,33944,32594,0,0,705,10,0,0,0,0,1568,29865,0,0
"Nonsan",0,2796,0,0,0,1002,8365,2469,27104,14801,16745,0,0,10566,251721,0,0,0,0,0,0,0,0,5240,63852,109,0,111,0,0,172,66174,1209,0,5508,55,28318,10243,720,374,6696,20726,0,5600,5336,31446,0,595,17836,0,0,28315,0,546485,20456,104952,286,0,1200,0,0,110,0,0,0,12128,0,0
"Okchun",170,15,0,0,0,0,11219,1319,6481,0,0,675,0,14983,215460,0,43,221,0,0,7082,75,7831,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,191,0,683,67,0,0,0,0,36358,0,2352,0,0,3518,0,58603,0,16057,22,0,0,0,0,71,0,15819,116,0,0,0
"Pohang",36,0,0,0,0,0,12428,1568,1474,346,0,0,0,29636,9448,0,0,48,36,0,719,0,3046,0,0,0,158341,0,0,0,0,630,0,360,0,666,0,549,0,0,0,0,0,0,0,595,0,1538883,0,0,0,0,0,61337,0,7450,0,15792,0,0,0,360,7169,0,43,0,0,0
"Pyeongtaek",0,29386,7972,0,24334,1995,57269,5836,37322,2729,0,1583,664,64998,146562,0,0,0,0,0,12266,277,15436,0,24449,223,363,210,144,20113,155,30723,1348,0,2582,3402,17557,12459,2909,0,2685,11263,0,5715,5352,18568,2251,0,5932,0,0,38164,18283,1439101,13263,98297,540,0,0,0,0,0,0,7693,2481,5965,17781,0
"Samcheok",3210,0,0,3657,0,0,3044,0,0,0,0,0,0,8459,821,64428,0,551,46904,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,7364,0,0,0,3797,0,0,0,0,0,0,0,0,0,43832,0,0,0,48448,0,510,7077,2156,7787,438,0,0,845,0,10253,0,0,3340
"Sangju",0,0,445,0,0,0,19451,338,0,0,543,2412,0,32992,1143,0,1077,0,0,0,96011,0,5179,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,582,0,22771,0,720,0,0,0,0,0,30842,0,0,579,0,0,0,0,0,0,7899,0,0,0,9305,0,0,0
"Sejong",0,8083,0,0,0,775,105619,11564,148636,43415,0,1841,18915,67576,331319,0,72,0,0,0,22841,567,31088,0,25170,144,528,189,348,0,39,29715,722,0,3004,66936,18321,9894,3346,0,5716,14920,0,3405,5399,24150,3453,0,38308,0,0,9843,0,824203,19213,227287,0,1449,0,0,0,0,149,14579,0,12603,0,0
"Seocheon",0,3567,47445,0,129386,0,0,0,32407,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,73943,0,0,0,0,0,243,0,0,0,114,0,0,0,0,0,0,0,0,20455,0,0,0,53434,374792,0,81684,0,0,0,0,0,0,0,0,0,0,54355,0
"Seoul",341384,223,462490,15437,580306,48281,3390623,302750,2056195,24222,2057506,47194,34852,2738285,3469703,143778,22684,25481,228633,413784,376559,13329,445299,1088,869248,16769,332118,15939,9301,506405,3694,778969,57613,0,114147,458306,639623,415085,92552,340948,130497,573188,638,174278,235060,601965,55615,54695,1213946,45279,557,859262,384791,1135082,561912,1593173,35070,113967,701700,684841,904,366,27780,245125,508409,224671,594355,104970
"Suncheon",0,0,0,0,0,73254,11340,3679,19196,195,0,0,0,1,52792,0,0,0,0,40,0,112,0,0,27573,15419,353,14136,365,0,7016,78696,6094,0,437,350,2213,95826,8051,0,484,3338,0,460,37569,28079,0,0,8995,0,0,16869,0,498941,102204,70151,0,0,0,0,0,0,0,0,0,85684,0,0
"Suwon",645,335,70531,0,115510,7092,430800,64773,300081,6097,0,8697,4903,396901,617112,0,0,0,0,0,81110,2614,90967,0,119180,1689,6419,2021,1726,94449,615,153601,8168,50913,18179,15134,122273,65635,25188,413,18708,82107,0,28473,34543,111195,12732,7011,220352,510,0,206104,82930,908599,84447,0,20,8423,696,0,0,0,1198,52091,9829,37207,107431,0
"Taebak",24692,0,0,42694,0,0,15731,70,1005,0,0,0,0,37640,2122,41896,331,3471,56384,0,0,0,0,0,0,0,3791,0,0,0,0,0,0,0,0,5025,113,0,0,13980,0,0,0,0,0,286,22,0,540,6922,0,0,0,46926,0,64,40086,10761,6175,472,0,73,4753,475,84053,0,0,3601
"Ulsan",51855,0,0,5734,0,0,315225,0,2191,25,0,0,0,11583,19396,2859,0,14721,6235,0,5340,0,4457,0,0,0,182373,372,0,732,0,0,0,0,0,37282,571,0,490,2,0,0,0,0,0,0,0,14440,0,1771,0,973,0,123355,471,7602,10096,6564,25146,1706,0,111,18907,658,52183,0,0,17
"Wonju",31200,0,0,231,0,0,27116,0,0,0,0,2016,0,12190,5643,7952,1560,1955,9695,0,148,0,1132,9,0,0,8338,0,0,356,0,773,0,615,0,59219,534,727,0,101231,0,0,0,0,705,1200,0,215,0,6835,0,0,0,691621,0,693,3637,23070,110172,86866,0,2280,5530,0,45205,733,0,24721
"Yangpyeong",3284,0,0,53,0,0,3018,0,0,1,0,0,0,1847,0,1468,0,299,1426,0,0,0,0,0,0,0,827,0,0,31,0,0,0,0,0,9683,146,0,0,2942,0,0,0,0,10,0,0,0,0,284,0,0,0,715877,0,0,234,1826,90662,68052,0,4512,552,103,5150,2,0,969
"Yechun",5,0,0,0,0,0,10170,0,0,0,0,824,0,12121,827,0,890,0,0,0,14187,0,2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,16941,0,0,0,0,0,0,0,4279,0,0,0,0,0,2,0,0,0,35410,0,0,0,44429,0,0,0
"Yeoncheon",0,0,0,0,0,0,1296,0,0,985,0,40,600,212,708,0,1647989,0,0,0,0,0,360,0,0,0,507,0,0,0,0,648,0,1368,0,0,340,48,0,0,593,0,0,0,0,110,71,360,0,0,0,0,0,385,0,0,73,111,0,7152,0,614258,1128,583,0,0,0,0
"Yeongchun",26061,0,0,1743,0,0,12057,0,353,0,936,2,0,98931,5466,1425,2021,33213,2722,72,1100,0,2380,0,0,0,39203,0,0,0,0,0,0,0,0,7809,160,370,0,0,151,0,0,0,0,0,0,7753,6,463,0,168,0,33041,0,1725,3556,17814,3006,372,0,912,30615,35,19438,0,0,0
"Yeongdong",0,2049,0,0,0,0,87942,6354,18789,0,0,1837,0,91994,323103,0,215,0,0,0,39631,270,34949,0,0,0,140,0,62,0,0,0,0,0,0,0,0,0,795,0,3462,0,0,0,0,0,14482,0,7075,0,0,42271,0,248683,0,56329,437,671,0,103,0,583,50,15688,121,0,0,0
"Yeongju",160261,0,0,63901,0,0,69749,854,4034,3851,0,293,9289,146592,4053,38800,0,13860,72004,0,14718,0,3692,0,0,0,28357,0,0,0,0,0,0,0,0,123736,0,0,0,0,249,0,11977,0,0,0,0,35,2273,11864,6731,0,0,492572,1498,8961,90025,47384,46609,7173,78560,0,23173,0,41345,701,0,0
"Yeosu",31,0,0,0,0,5348,592,14,11102,1295,589,0,559,0,35129,544,0,0,519,103,0,0,0,0,2402,2113,0,7,4,0,1745,57744,5195,0,0,1234,0,82773,7,0,575,1173,0,443,34125,17344,0,0,4183,0,0,11394,0,237219,95626,33889,0,0,729,2,0,0,0,0,701,3193,0,0
"Yesan",433,3737,91403,0,51922,0,0,901,152984,0,360,0,0,65,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,82081,0,0,0,0,0,0,290,0,0,620,145,0,0,0,0,0,0,0,17337,0,0,0,38073,545536,0,110454,0,0,0,0,0,0,0,0,0,0,44772,0
"Youngwol",0,32,0,0,0,0,0,672,0,0,0,0,941,475,2371,9384,0,0,4989,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,48691,0,0,689,80489,0,0,0,0,0,0,0,0,0,2856,0,0,0,110844,0,40,3212,0,34058,2191,0,0,0,0,0,0,0,29974
