"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Euisung",38192,0,0,798,0,0,13198,0,0,0,0,0,0,71731,1,1461,1681,18596,2176,0,0,0,0,0,0,0,18589,0,0,0,0,0,0,0,0,4956,0,0,0,0,0,0,0,0,0,0,0,480,0,531,0,0,0,359330,0,0,3394,17186,1896,237,0,0,32839,0,13923,0,0,1
"Gangneung",13475,0,0,6970,0,0,14712,1240,0,0,0,0,360,49395,591,76806,0,2320,28296,0,1308,0,505,0,0,0,3507,0,0,0,0,508,0,777,360,14575,0,669,0,27660,0,0,764,0,0,0,0,360,0,52642,362,0,0,112947,0,0,70987,8870,2787,875,0,0,4960,0,60806,0,0,4267
"Gapyeong",0,0,0,0,0,0,1585,927,0,310,50435,1512,0,0,0,0,0,0,0,43630,0,0,0,0,848,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,144,104,0,0,0,0,0,0,0,0,0,0,0,603984,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gimcheon",0,2335,0,0,0,0,231643,21497,37156,0,0,21064,0,533134,192071,1953,357,0,2536,0,30656,733,232072,0,1041,0,3208,0,321,0,0,0,0,0,0,0,557,0,2735,0,8622,0,42886,0,0,0,5534,0,15018,0,84539,24035,0,386439,23,86403,0,6555,506,0,13547,0,762,48733,14580,231,0,0
"Gimhae",0,0,0,0,0,306,99841,149306,920,1096,0,2306,0,18211,3606,0,0,0,0,0,946,20367,1897,0,296,201,0,1051,5014,0,65,0,0,0,0,560,620,3,5732,0,41925,505,0,73,0,0,1,0,190,0,0,848,0,19091,258,3702,0,0,0,0,0,0,0,370,0,0,0,0
"Gumi",0,1357,0,0,0,0,423442,21429,39845,436,0,66465,0,1618428,218802,1411,673,0,505,0,239893,1533,191452,0,0,0,5424,2,720,0,0,0,0,0,0,504,550,0,8532,0,31153,0,6158,0,0,0,5857,104,18991,0,3013,34088,0,439417,430,90642,0,5976,0,0,1587,432,1759,40958,4769,0,0,0
"Gunsan",0,0,0,0,0,0,0,0,1,476,0,0,0,543,5232,0,569,0,0,0,0,0,0,190677,261,0,0,0,0,0,0,539086,97,0,1128,656,6430,21454,0,0,0,2267,0,37,25,6312,0,0,10,0,0,55,0,1269,8,8,0,0,0,0,0,0,0,0,0,556,0,0
"Gwangju",0,1618,0,0,0,376214,44667,9268,33739,490,288,0,0,0,61432,0,668,0,0,0,1041,254,0,95,200310,1645,280,1907,133,0,40287,98105,0,0,42898,3975,68187,0,2592,0,382,334052,0,42185,0,54522,0,0,22424,0,0,19181,0,904242,35305,102989,0,693,0,0,0,288,0,1,0,3275,0,0
"Gwangyang",0,0,0,0,0,3741,4928,2733,289,0,0,61,0,364,658,0,0,0,0,0,4,174,23,0,1719,14775,0,8726,360,0,1033,651,83,0,0,0,0,1282,9092,0,480,1039,0,97,532,271,0,0,397,0,0,286,0,16504,22435,1761,0,0,0,0,0,0,0,1,0,0,0,0
"Gyeongju",35653,1858,0,1912,0,0,134964,0,1237,1180,0,0,833,68573,13923,1015,1630,18091,3914,0,2527,0,4499,0,892,0,41533,0,0,0,0,0,0,0,0,26324,812,1193,0,4,3,0,0,0,0,0,0,204690,0,547,0,448,0,377076,0,7086,4550,282890,11900,1091,0,0,42557,129,34928,0,0,2
"Hadong",0,0,0,0,0,1825,7144,18220,243,0,0,25,0,79,610,0,0,0,0,0,10,966,62,0,960,10422,0,26106,1450,0,1166,327,19,0,0,31,0,503,156709,0,556,396,0,42,168,358,0,0,192,0,0,188,0,16515,12185,1852,0,0,0,0,0,0,0,0,0,1101,0,0
"Haman",0,0,0,0,0,191,17646,139900,520,261,0,602,0,5746,1723,0,0,0,0,0,459,4229,874,0,244,349,0,1679,11341,0,9,4,0,0,0,0,0,13,56538,0,3411,259,0,42,1,0,0,0,129,0,0,1025,0,13820,457,1905,0,0,0,0,0,0,0,123,0,0,0,0
"Hongsung",0,3525,82192,0,82705,0,1105,0,121091,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73387,0,0,0,1296,0,82,0,456,0,0,0,1858,0,0,0,0,0,0,17164,0,0,0,80512,458451,0,93085,0,0,0,0,0,201,0,0,0,746,119368,0
"Hwasoon",0,0,0,0,0,18246,2482,868,166,0,0,0,0,0,203,0,0,0,0,0,0,34,0,0,27315,332,0,1233,13,0,5361,533,0,0,17,230,484,0,155,0,31,1254,0,349,0,244,0,0,227,0,0,107,0,6391,7315,1125,0,0,0,0,0,0,0,0,0,2227,0,0
"Iksan",0,3719,0,0,0,3290,0,1072,35365,81,0,0,0,5,132502,0,603,0,508,0,0,0,0,547905,96654,374,0,241,4,0,358,217370,10734,626,30964,590,375017,228590,3325,0,1,80081,0,14365,46489,96761,0,0,25123,0,0,26582,0,853182,86514,130405,0,0,0,0,0,1008,0,0,0,56334,0,0
"Imsil",0,0,0,0,0,0,0,0,2087,117,0,0,0,0,3012,0,0,0,0,0,0,0,0,84,0,26,0,13,0,0,0,10540,1517,0,0,0,0,10551,247,0,0,0,0,0,2792,1776,0,0,1315,0,0,1117,0,63752,6430,8657,0,0,0,0,0,0,0,0,0,5231,0,0
"Incheon",0,0,0,0,0,0,0,840,0,760,0,0,1080,932,0,0,0,0,823,0,0,0,0,0,3319,0,0,0,0,1368,0,758,0,127816,0,1467,556,0,0,0,0,1080,0,0,0,0,0,576,0,0,0,504,0,0,0,34140,0,0,0,0,0,1296,0,0,0,0,896,0
"Jangsung",0,666,0,0,0,621,0,0,4106,22,360,0,0,1,12251,0,723,0,360,0,0,0,0,517,25545,0,0,0,0,0,29,28976,0,0,22014,22,40114,1,0,0,0,21888,0,4960,0,7900,0,0,2312,0,0,3561,0,121927,473,17833,0,0,0,0,0,0,0,0,0,0,0,0
"Jecheon",69921,0,0,341,0,0,56457,2785,14197,176181,755,0,329640,38532,146129,30687,857,5748,27034,188,0,1166,873,476,622,0,20147,0,629,514,0,36,0,822,0,22484,1031,2554,0,121465,532,707,0,2,0,0,0,78,3327,6974,0,77844,0,23327,0,14687,6399,46877,52777,13468,0,288,10707,41,119118,0,20,40047
"Jeongeup",0,4746,0,0,0,2308,7119,840,24070,0,0,844,0,694,62383,0,1505,0,0,0,557,620,550,10163,63047,0,812,0,0,0,290,334722,0,556,40451,1031,177315,82,0,676,705,52581,435,9331,0,39353,1,655,17386,0,0,18383,0,639211,3182,111270,0,315,0,20,0,0,0,72,689,0,0,469
"Jeongju",0,467,0,0,161,0,377,0,17959,1043,0,0,0,0,29007,0,0,0,659,0,0,0,0,27939,0,551,51,170,0,324,0,262811,7605,0,0,134,37,22025,2460,0,0,9538,0,0,26949,10750,0,0,9907,0,0,9967,0,415557,106266,63748,0,707,0,0,0,0,0,0,0,95399,0,0
"Jinju",612,0,0,0,0,2152,30300,64951,6569,0,0,2158,360,13348,14283,0,0,0,0,0,2186,5447,6857,0,3822,11770,0,197607,50927,0,54,3185,336,0,0,1071,0,3958,149775,0,15326,4213,0,295,471,2189,1220,0,5254,0,569,6324,0,93932,12009,26598,0,0,0,0,0,0,0,1114,0,6,0,0
"Jungsun",0,0,0,0,0,0,1,455,0,0,0,0,0,1,0,33669,0,0,35548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144372,676,0,0,605333,0,0,0,0,0,0,0,0,0,3066,0,0,0,322463,0,0,13297,0,116680,5953,0,0,0,0,1,489,0,102275
"Milyang",0,632,0,0,0,482,2182002,90916,5829,532,263,76155,0,413481,30087,0,2952,0,0,104,9449,23088,26051,0,415,222,0,580,3438,0,66,0,0,0,0,90,705,0,11814,0,299796,800,554,61,513,4303,514,0,2482,0,446,6796,0,137710,393,19407,0,0,0,0,214,0,185,3240,357,0,0,0
"Mokpo",0,4193,844,0,0,1568,35205,8439,17733,1683,580,0,2523,0,54348,0,0,0,0,104,0,415,0,1100,319539,781,0,196,210,1420,2035,83746,0,1440,23113,625,52322,6540,1751,0,934,294252,0,40613,0,29344,0,0,10930,0,0,14078,0,596593,2612,71305,0,0,134,0,0,0,0,0,250,1311,151,1085
"Munkyeong",0,0,0,1,0,0,26437,1284,0,0,0,2334,0,42157,0,330,0,0,3405,0,59840,0,7912,0,0,0,285,0,0,0,0,0,0,0,0,0,692,0,0,0,857,0,107864,0,0,0,0,0,0,0,23450,0,0,949,0,0,0,0,0,0,22012,0,0,0,15345,0,0,0
"Naju",0,1976,0,0,0,868,4205,708,5976,293,0,0,0,0,11274,0,0,0,0,0,0,29,0,16,51267,66,0,15,35,0,457,15471,0,0,6681,757,10456,0,162,0,97,49493,0,41,0,10011,0,0,5436,0,0,3630,0,173262,463,23703,0,0,0,0,0,0,0,0,0,258,0,0
"Namwon",0,0,0,0,0,0,438,2,8553,470,0,0,0,0,15251,0,319,0,0,0,0,7,0,27,0,246,0,128,0,0,0,40702,6035,0,0,0,0,31204,226,0,513,0,0,0,19824,7462,0,0,5434,0,0,5613,0,218469,38319,32547,0,103,0,185,0,22,0,0,0,33456,0,0
"Nonsan",0,3061,0,0,0,976,9216,2438,28888,12679,12600,0,0,7632,297652,543,1747,0,0,0,0,0,0,6234,33292,133,0,127,0,0,154,75333,1169,0,6349,0,30761,9792,790,0,10279,21786,0,5929,5639,48260,0,0,18276,0,0,27183,0,578864,22889,110011,0,0,1583,0,0,524,0,0,0,14357,0,0
"Okchun",0,0,0,0,0,0,14621,1475,8215,0,0,676,0,18703,303018,0,0,0,0,0,9683,80,9923,0,0,0,0,0,19,0,0,0,0,0,0,147,0,0,1170,0,722,0,0,0,0,0,60065,0,3096,0,0,3698,0,61442,0,16604,0,0,270,0,0,0,0,24651,0,50,0,0
"Pohang",36,0,0,0,0,0,13048,3133,380,0,0,0,0,26256,574,0,688,81,360,0,0,0,123,0,0,0,177643,0,0,0,0,0,0,576,0,1151,655,0,0,0,0,0,0,0,0,0,0,1529395,0,0,0,0,0,9092,0,669,0,22344,711,0,0,600,7462,0,71,552,0,0
"Pyeongtaek",0,32426,8684,0,26216,1914,62234,5568,53263,2271,0,1496,788,74580,144490,0,0,0,0,0,14516,241,16790,0,23983,217,0,229,153,21201,162,31231,1466,0,2435,3634,18392,12199,3553,0,2805,11839,0,6152,5664,19174,2537,0,8060,0,0,40982,18194,1572992,13806,86272,0,0,0,0,0,0,154,9541,1375,5162,17132,0
"Samcheok",3371,0,0,4539,0,0,3555,10,0,0,0,0,0,9797,0,74321,0,653,54160,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,7974,0,0,0,4328,0,0,0,0,0,0,0,0,0,54732,0,0,0,54272,0,0,8245,2381,8313,284,0,0,930,0,12036,0,0,3316
"Sangju",0,0,0,0,0,0,20948,567,0,0,0,2239,0,34184,1,816,0,0,1016,0,96620,0,3654,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,569,0,639,0,21608,0,0,0,0,0,0,0,27005,0,0,0,0,0,0,0,712,0,7067,0,0,2,9055,0,0,0
"Sejong",0,10025,0,0,0,740,123876,14901,170707,44373,0,1798,20961,75136,378792,0,0,0,0,0,23802,560,34386,0,25323,239,534,177,357,0,51,29646,670,504,3299,70414,18427,10813,4068,0,6262,17232,0,3746,5445,24327,4144,0,47968,0,0,11805,0,937464,20025,228078,0,1480,158,0,0,42,111,14932,0,13192,0,0
"Seocheon",0,4076,46659,0,147909,0,0,0,31924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85189,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,19471,0,0,0,60691,399322,0,81743,0,0,0,0,0,71,0,0,0,89,60080,0
"Seoul",365343,287,500221,17684,617164,49535,3761706,358162,2414832,29233,2092917,47732,35584,2915100,3169877,142659,19503,26771,258483,401894,390340,14164,439588,0,981444,19586,324211,17733,10184,506129,3814,827483,58393,0,116198,461140,669883,457904,107636,366329,132892,607759,0,195931,246684,624449,61356,6454,1346315,49111,0,977428,402830,1388215,595329,1800369,43900,150935,686854,666656,0,2011,21101,280646,531424,261292,605766,106786
"Suncheon",0,0,0,0,0,66929,13346,3604,120483,0,0,0,0,0,46725,0,0,0,0,0,23,139,430,2,24595,17205,0,10382,331,0,7349,87519,7371,0,374,0,2090,103238,8791,0,461,2777,0,351,43556,30808,0,0,9854,0,0,17413,0,529647,107803,70486,0,3259,0,0,0,471,0,0,0,83108,0,0
"Suwon",0,163,72857,0,118147,6938,436989,67732,348073,5262,0,7762,6105,422918,598567,0,0,0,0,0,85969,3110,90995,0,121857,2054,3455,2067,1770,98157,512,155769,8395,54204,18300,13564,127052,66726,27073,0,19329,80447,0,29135,35090,114707,13454,493,204024,0,0,212532,81735,992916,80841,0,0,8386,0,0,548,0,1414,56052,4863,37201,111815,0
"Taebak",24683,0,521,51819,0,0,18468,389,0,0,0,0,0,40286,0,47630,505,4032,66322,0,0,0,0,0,0,0,4265,0,0,0,0,0,0,0,0,5863,0,0,0,17212,0,0,0,0,0,0,0,0,0,9498,0,0,0,52573,0,0,50312,12876,7528,473,0,0,5042,0,89872,0,0,4345
"Ulsan",57587,0,0,6527,0,0,597473,0,4575,10,0,0,0,19085,16694,3679,0,18435,8733,0,4434,0,4223,0,0,0,284918,0,0,0,0,0,0,0,0,45483,315,707,0,0,0,0,0,0,103,0,0,18644,0,1987,0,1026,0,164304,3218,8179,11771,23363,27055,1846,0,0,27805,710,62071,0,0,4
"Wonju",32185,0,0,211,0,0,32988,570,0,3560,0,1440,0,13524,256,9071,0,2055,10175,0,6,0,0,0,1,0,9350,0,0,0,0,0,0,0,0,61249,0,0,0,108259,0,904,0,0,0,40,0,442,0,7581,712,0,0,673094,0,0,4438,27739,126495,102389,0,0,5881,995,46416,0,0,25463
"Yangpyeong",3891,0,0,78,0,0,3363,0,0,48,0,0,1,2463,0,1160,0,236,1747,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,9901,20,0,0,2614,0,0,0,0,208,0,0,0,0,308,0,0,0,711522,0,0,238,1984,97977,85538,0,2064,1213,0,5042,0,0,1098
"Yechun",0,0,0,9,0,0,9708,0,0,0,0,495,0,10334,0,0,0,0,0,0,15098,0,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,21046,0,0,0,0,0,0,0,4745,0,0,0,0,548,9,0,0,0,43291,0,0,0,48995,0,0,0
"Yeoncheon",0,0,0,0,256,0,288,0,30,482,0,0,1080,216,484,0,1638691,0,0,0,0,0,432,0,288,0,0,0,0,201,0,1008,0,1392,0,0,0,0,0,0,0,0,0,0,0,524,0,360,0,0,0,0,71,1767,492,72,0,0,0,2064,0,666342,504,0,0,0,0,0
"Yeongchun",23465,411,0,1424,0,0,13213,1,81,0,1008,10,0,127449,2334,1379,715,33700,2838,0,703,2,1538,0,0,0,49479,0,0,0,0,0,0,0,0,7804,0,0,0,1,8,0,0,0,0,0,0,9554,154,509,0,65,0,48157,0,1397,3620,25455,3046,1028,0,1157,48141,25,18887,0,0,0
"Yeongdong",0,2462,0,0,0,0,99413,8484,22935,0,0,1902,0,105519,362584,605,98,0,0,0,45489,266,43773,0,1,0,98,0,81,0,0,0,0,0,0,1150,72,0,787,0,3850,0,0,0,0,0,14278,0,9785,0,0,35198,0,286487,0,61424,0,744,323,0,0,0,28,26518,0,517,0,0
"Yeongju",154106,0,0,62733,0,0,75019,1089,2615,2512,700,220,5280,146951,656,40619,169,15343,76857,0,14128,0,3173,0,0,0,30519,0,0,0,0,0,0,0,0,123719,689,0,0,0,226,142,11703,0,0,0,0,142,1336,13298,6293,5,0,5291,0,4684,95865,54818,48158,7127,86849,0,23055,0,43803,0,0,0
"Yeosu",0,0,177,0,370,5207,51,7,10968,506,0,29,73,977,30273,0,0,0,0,0,231,0,0,0,1698,4,0,4179,4,816,2354,62229,5681,0,0,0,0,90504,11,489,1,905,0,30,38356,18434,50,552,3537,0,0,11562,89,271442,94430,34458,0,0,0,0,0,0,0,517,0,3104,301,204
"Yesan",0,4272,102556,0,56990,0,438,0,142778,20,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,79873,0,0,0,371,0,0,0,0,0,0,0,484,0,0,0,0,0,0,18190,0,0,2,40399,558401,0,107228,0,0,0,0,0,0,0,0,0,207,45139,0
"Youngwol",0,0,0,0,0,0,712,318,0,0,0,0,0,0,0,10652,0,0,5668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48850,469,0,0,90867,0,1085,0,0,0,0,0,0,0,3068,0,0,0,110281,0,0,4089,9,35520,2953,0,0,0,0,0,204,0,36685
