"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",0,0,0,0,0,0,360,0,0,288,131799,0,0,0,152,0,577,0,0,111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,144,0,0,0,0,0,0,0,600,0,0,0,0,1794125,0,0,0,0,0,0,0,12,1152,0,0,0,0,0
"Chungdo",2,752,0,0,0,0,437882,32025,1796,0,0,58193,0,231835,7197,0,0,0,221,0,10814,1830,55096,0,0,0,151,0,643,0,0,0,0,0,0,3,2,0,2122,0,72524,0,1380,0,0,0,213,6,613,0,1114,1447,0,42347,0,6626,0,5,0,0,5,0,45,1443,11,0,0,0
"Chungju",46,0,0,0,2472,0,657,123,1641,101685,0,0,36310,121,4670,0,720,0,432,0,0,0,0,0,33,0,2,0,0,0,0,0,0,600,0,281987,0,605,0,96,370,7169,600,0,0,0,0,0,610,0,0,23551,144,24834,0,3913,0,5,1,2,0,0,13,0,180,0,0,300
"Daegu",84868,7909,0,5667,0,0,3157362,110069,155949,1660,960,225143,95,1198,550046,7710,7819,53743,50552,0,424142,9978,1455469,0,560,0,51515,40,2116,0,0,887,0,0,7,20274,71,50,10198,2,346865,3,65935,1,0,9,9964,33725,51380,6752,44047,68912,0,2198298,0,374690,28160,5937,16410,849,17489,17309,171079,115260,136493,0,0,158
"Daejeon",56,12477,206,0,123,2130,690811,44332,318482,29249,1356,5269,5740,552438,108017,0,2806,0,1394,1,164423,1404,204172,3985,65717,482,11118,670,873,586,161,137526,2515,0,10083,88977,75498,20387,16940,0,23290,58701,21,10653,16803,290162,338613,45,85060,0,0,337060,318,2408387,46501,571242,0,0,721,0,0,0,1819,304220,54,27474,3,0
"Donghae",6129,0,0,7928,0,0,6102,0,0,0,0,0,0,7373,0,4010,0,1296,79003,0,0,0,0,0,0,0,1492,0,0,0,0,0,0,0,0,18289,0,0,0,60456,0,0,1,0,0,0,0,0,0,200770,0,0,0,59357,0,0,105648,4025,5570,558,0,0,2491,0,34733,0,0,15543
"Euijungbu",0,0,0,0,1162,0,2071,0,0,504,102,0,480,288,0,0,1794947,0,0,94,0,0,0,0,216,0,0,0,0,0,0,646,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,5111,0,0,0,0,8799,1800,0,1240517,2208,0,0,0,0,0
"Euisung",48871,0,0,550,0,0,18245,461,0,21,0,0,6,58222,0,1330,0,49869,2104,0,0,0,0,0,0,0,23559,0,0,0,0,0,0,0,0,6519,0,0,0,9,0,0,0,0,0,0,0,313,0,784,0,0,0,28828,0,0,5109,19961,2540,351,0,0,48108,0,14043,0,0,31
"Gangneung",9018,0,0,8830,0,0,7617,0,0,0,0,221,432,23591,1365,86321,0,1800,156100,0,1023,0,2807,0,0,0,3407,0,0,0,0,0,0,0,0,6912,0,0,0,29617,0,0,1,0,0,0,0,0,0,88134,1,0,0,32002,0,0,126810,8864,3811,214,596,0,6303,0,54289,0,0,2740
"Gapyeong",0,0,0,0,0,0,1584,792,0,0,82703,1368,0,0,0,0,1389,0,0,61961,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,1320,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517317,0,0,0,0,0,0,0,80,288,0,0,0,0,0
"Gimcheon",0,2509,0,0,0,0,232574,17799,30987,0,0,10050,0,359261,151951,0,0,0,1023,0,73521,458,263197,0,0,0,3518,0,262,0,0,0,0,0,0,56,1,0,1657,0,8667,0,63730,0,0,2,9987,14,10459,0,136889,20612,0,339426,0,84538,0,0,2,2,10836,0,895,45745,11027,0,0,0
"Gimhae",0,0,0,0,0,213,113498,167900,823,0,0,3564,0,15551,2074,0,0,0,0,0,619,40628,1444,0,235,246,0,1297,7067,0,40,0,0,0,0,0,0,0,4348,0,57031,318,0,58,0,0,0,2,16,0,0,496,0,11188,281,1970,0,5,0,0,0,0,0,287,0,0,0,0
"Gumi",0,2017,0,0,0,0,399936,24899,38407,0,0,40487,0,1402632,210009,0,0,0,2807,0,278716,1109,351277,0,0,0,6011,0,722,0,0,0,0,0,0,39,3,0,5835,721,27421,3,23347,0,0,0,9040,12,11648,0,16197,33538,0,426075,0,87652,0,0,0,4,7806,1478,2979,42854,18648,0,0,0
"Gunsan",0,1,0,0,0,1,47,2,10,0,0,0,0,16,5812,0,0,0,0,0,1,0,0,320886,622,0,0,0,0,0,0,529896,1110,0,1923,0,13554,37707,1,0,5,3604,0,389,1467,9550,1,0,4,0,0,56,0,741,1336,38,0,0,0,0,0,518,0,0,0,644,0,0
"Gwangju",0,1598,0,0,120,370704,34987,9116,30469,992,1228,0,0,770,57549,0,5894,0,2,0,123,160,13,80,331146,1406,0,22666,107,0,113571,70563,0,360,76649,0,56003,18,2198,0,458,360017,0,62030,0,38066,0,0,19047,0,0,20081,0,620254,21606,72912,0,0,244,0,0,6806,20,0,0,13719,0,0
"Gwangyang",0,0,0,0,0,16502,5792,3755,272,0,0,57,0,677,658,0,0,0,0,0,57,121,75,0,1369,25822,0,19180,403,0,486,562,60,0,0,0,0,819,12386,0,456,575,0,74,564,291,0,0,47,0,0,298,0,23310,44332,1746,0,0,0,0,0,0,0,0,0,1517,0,0
"Gyeongju",30237,0,0,1724,0,0,115840,263,1,19,0,1,0,61384,10013,1393,648,21717,4239,0,2097,0,2858,0,0,0,49550,0,0,0,13,0,0,0,0,22923,9,0,0,8,2,0,169,0,0,0,10,304784,0,1240,882,0,0,256630,485,2286,5202,434895,10456,902,3,216,39364,0,30713,0,0,216
"Hadong",0,0,0,0,0,4511,11917,24729,376,0,0,193,0,442,815,0,0,0,0,0,33,1130,124,0,5206,25209,0,87622,2144,0,780,239,9,0,0,0,0,268,244600,0,731,248,0,34,2244,343,0,0,27,0,0,320,0,20560,45879,1996,0,0,0,0,0,0,0,25,0,6246,0,0
"Haman",0,0,0,0,0,150,23643,2611595,460,0,0,477,0,3005,1216,0,0,0,0,0,347,6621,835,0,176,416,0,2292,36205,0,21,51,0,0,0,0,0,63,108162,0,2927,173,0,22,29,21,2,0,37,0,0,319,0,9597,874,1843,0,1,0,0,0,0,0,64,0,2,0,0
"Hongsung",0,3674,43869,0,84820,0,20,0,109764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142789,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17390,0,0,0,73294,376554,0,106989,0,0,0,0,0,0,0,2,0,0,97775,0
"Hwasoon",0,0,0,0,0,64588,4575,892,200,0,0,0,0,0,228,0,0,0,0,0,0,29,0,0,104055,298,3,796,22,0,31532,262,0,0,15,0,164,0,193,0,104,1861,0,2884,2,128,0,0,214,0,0,131,0,7489,8094,1038,0,0,0,0,0,0,0,0,0,6588,0,0
"Iksan",0,4068,0,0,0,1626,1696,2,35595,288,0,607,0,1149,128695,0,766,0,0,0,34,0,1,510064,66814,191,1,144,0,0,155,364458,16864,0,30276,10,387589,128639,2619,0,59,65619,0,12560,47997,88985,1,0,25064,0,0,25199,0,634953,74335,123829,0,0,0,0,0,0,0,90,0,44280,0,0
"Imsil",0,0,0,0,0,1,4,12,1530,0,0,0,0,1,3168,0,0,0,0,0,0,0,0,480,0,123,0,14,0,0,0,15208,2342,0,0,0,0,15385,86,0,0,191,0,0,11569,1337,0,0,1478,0,0,763,0,51815,8786,8153,0,0,0,0,0,0,0,0,0,7198,0,0
"Incheon",0,0,0,0,0,0,0,0,12,0,72,0,0,0,0,0,0,0,600,504,0,0,0,0,0,0,0,0,0,0,0,0,0,129118,0,600,0,0,0,600,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,31926,0,0,0,0,0,240,0,0,600,0,0,0
"Jangsung",0,551,0,0,0,323,216,0,3333,0,0,0,0,115,10458,0,0,0,0,0,14,0,4,808,44109,0,0,0,0,0,11,30097,0,0,42731,0,49336,7,0,0,2,16847,0,4299,0,5527,2,0,1936,0,0,3220,0,115007,188,14312,0,0,0,0,0,0,0,0,0,0,0,0
"Jecheon",58249,0,0,417,0,0,59888,934,13258,162112,1080,0,279109,34298,73815,18718,120,5900,14015,1320,0,0,7,0,1,0,21692,0,0,0,0,0,0,0,0,19851,0,0,0,187642,0,1426,46,0,2,0,0,4728,2709,6415,10,72001,0,382304,1,8365,6201,46395,34317,9753,12,480,19409,0,105752,0,0,69601
"Jeongeup",0,3928,0,0,0,1710,2941,2,22372,0,0,0,11,616,65748,0,0,0,0,0,1,0,3,9464,49638,0,7,0,0,0,124,367139,7,0,53342,0,279178,708,0,0,34,37034,0,7406,100,39570,2,1,16136,0,0,18843,0,473804,1564,103249,0,0,0,0,0,0,0,2,0,39,0,0
"Jeongju",0,1,0,0,0,8,506,123,14210,1914,0,0,0,0,26498,0,571,0,0,0,0,0,0,26931,42,123,0,74,0,0,0,152301,16131,0,79,0,292,29226,1622,0,360,4948,0,0,53062,5949,0,0,9036,0,0,7868,0,215301,101322,44464,0,0,0,0,0,2267,7,0,0,75035,0,0
"Jinju",0,0,0,0,0,3160,34756,86722,5467,0,0,1121,0,4905,11765,0,0,0,0,0,1382,3507,3576,0,3511,14004,0,277852,91407,0,63,1625,87,0,0,0,0,1525,238566,0,7911,3014,0,286,393,1726,270,0,680,0,0,3743,0,49264,17007,12968,0,0,0,0,0,72,0,699,0,51,0,0
"Jungsun",2,0,0,3,0,0,0,136,448,641,0,0,276,2,0,57775,0,0,46293,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,266608,0,0,0,1195280,0,0,0,0,0,0,0,0,0,807,0,110,0,325042,0,0,43506,0,146356,1891,0,0,0,0,2,0,0,226302
"Milyang",0,556,0,0,0,474,2169527,116778,7246,0,0,85359,0,381895,24656,0,120,0,0,0,8404,29428,23450,2,335,279,0,749,2999,0,79,41,0,0,0,0,91,0,8186,0,345703,346,596,28,0,9,401,0,2289,0,348,6854,0,118978,714,18022,0,365,0,0,0,0,87,3103,0,0,0,0
"Mokpo",0,3474,0,0,0,2516,36683,9212,15813,0,0,0,5309,0,47969,0,0,0,0,0,0,216,0,2960,339621,461,0,246,157,0,1522,66576,191,0,17710,0,39774,4946,1536,1,461,834881,41,76903,392,20783,1351,0,9445,0,0,16939,0,501249,3369,53905,0,0,0,0,0,1008,0,0,0,2960,0,0
"Munkyeong",0,0,0,0,0,0,17966,0,0,0,0,1411,0,66878,79,6,0,0,29,0,177747,0,23897,0,0,0,210,0,0,0,0,0,0,0,0,1506,0,0,0,0,1049,41,716231,0,0,0,0,1,0,27,78344,0,0,32,0,56,171,0,47,3,48816,0,0,25,20481,0,0,2
"Naju",0,1540,0,0,0,1497,4317,781,6026,0,0,0,0,0,10070,0,0,0,0,0,0,41,0,13,66283,70,0,17,7,0,2960,12954,0,0,5796,0,8539,0,101,0,35,79635,0,679,0,7994,0,0,4713,0,0,4847,0,64063,817,21650,0,0,0,0,0,0,0,0,0,620,0,0
"Namwon",0,0,0,0,0,1,55,2,6010,0,0,0,0,0,15253,0,0,0,0,0,0,2,0,295,1,214,0,2130,0,0,0,43977,14608,0,0,0,1,52823,189,0,0,392,0,0,56324,4903,0,0,4321,0,0,4834,0,161506,44076,24766,0,0,0,0,0,0,0,0,0,29604,0,0
"Nonsan",0,2369,0,0,0,648,13496,122,21580,2103,22992,1,163,15852,273679,0,27240,0,0,0,9,0,1,9632,47136,50,0,104,0,0,105,63423,990,0,5111,1,32299,5065,696,0,1080,17280,0,5299,4504,81737,2,0,16375,0,0,26417,0,406156,17264,100467,0,0,960,0,0,0,146,4,0,9157,0,0
"Okchun",0,0,0,0,0,0,29875,174,4954,0,0,410,0,17037,369573,0,0,0,0,0,11603,7,11538,0,0,0,0,0,2,0,0,3,0,0,11,0,1,0,337,0,705,1351,97,0,0,0,103970,0,1295,0,23,2487,0,57550,0,16572,0,0,0,0,0,0,0,58859,11,0,0,0
"Pohang",462,0,0,0,0,0,17539,5006,0,2,0,0,0,28178,0,0,0,507,0,0,1,0,2,0,0,0,276471,0,0,0,0,0,0,0,0,4455,0,0,0,1,0,0,0,0,0,0,0,3675347,0,0,3,0,0,1936,0,0,1,28968,86,4,2,216,6586,1,468,0,0,0
"Pyeongtaek",0,21513,6064,0,21412,1649,41486,764,28491,2161,0,496,543,55645,94975,0,600,0,0,0,11413,18,12054,0,22656,115,0,143,27,20000,143,29442,1429,4132,2204,3205,18399,7512,924,0,2610,9871,0,5163,4309,13553,914,120,17151,0,0,18318,14542,746655,9902,50292,0,0,0,0,0,0,0,6224,0,3548,12977,0
"Samcheok",3905,0,0,7521,0,0,4619,0,0,0,0,0,0,7388,0,191392,0,911,97810,0,0,0,12,0,0,0,1393,0,0,0,0,0,0,0,0,6406,0,0,0,4750,0,0,3,0,0,0,0,0,0,97906,0,0,0,51348,0,0,21819,1798,8927,150,2,0,1631,0,16384,0,0,8624
"Sangju",0,0,0,5,0,0,15271,0,0,0,0,1042,0,47521,165,2,0,0,34,0,151443,0,22309,0,0,0,843,0,0,0,0,0,0,0,0,808,0,0,0,1,789,0,87897,0,0,0,7,0,0,1,56231,0,0,10,0,0,7,0,109,1,5756,0,0,496,7992,0,0,4
"Sejong",10,6881,0,0,49,612,104047,14244,120062,48448,0,1080,19206,69533,351155,0,240,0,0,0,20689,321,32703,2,23632,162,376,145,260,0,69,28418,768,24,3037,64304,21925,7864,3195,0,6138,17842,0,5003,4650,18049,2859,0,24622,0,0,42729,0,727181,16790,174175,0,0,120,0,0,216,15,12204,0,11150,0,0
"Seocheon",0,3323,42551,0,196139,0,0,0,30805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75981,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14715,0,0,0,130498,337067,2,70162,0,0,0,0,0,0,0,0,0,0,48679,0
"Seoul",342424,97,273194,21859,512483,44781,3036088,213573,1317081,12853,1805533,34365,21838,2221153,2422971,60692,10456,28301,99447,426734,353780,8115,406199,625,710936,20717,279203,19231,6909,384725,3830,645073,50003,0,108074,389974,530175,237147,56552,357123,115077,484638,1,166661,180073,433239,38518,261,635980,45271,0,731647,348537,507880,524009,444626,60742,40185,561497,533265,5,1046,13583,248629,496689,207239,405529,121983
"Suncheon",0,1,0,0,0,82826,12340,5679,17096,0,0,0,0,2,43596,0,0,0,0,0,1,105,0,174,13257,42348,485,42874,511,0,7465,73526,9549,0,93,0,752,93441,12605,0,506,3152,0,491,45891,17429,0,0,9296,0,0,16621,0,470616,186688,59258,0,0,0,0,0,550,0,0,0,203102,0,0
"Suwon",409,2002,30968,0,99822,4706,330580,42935,140076,4484,0,4471,3599,371761,519355,0,0,0,0,0,82346,1485,84568,0,85753,1639,1868,1699,1112,94002,429,131819,7243,45560,13276,9219,102974,45436,13316,0,16191,56783,1,22345,26999,98486,8225,0,86618,0,0,165927,66347,166427,65302,0,0,0,0,0,1,0,72,54282,0,26519,93740,0
"Taebak",20604,0,0,66840,0,0,22199,643,1612,0,0,0,0,25210,0,101451,0,4766,110330,0,1,0,10,0,0,0,5053,0,0,0,0,0,0,0,0,9746,0,0,0,38240,0,0,13,0,0,0,0,0,0,26347,5,5,0,73286,0,0,85969,9809,11510,227,15,0,8133,0,116091,1,0,11162
"Ulsan",55806,0,0,6433,0,0,543328,2193,0,0,0,0,0,6666,3,3707,0,22120,10539,0,0,0,0,0,0,0,425774,0,0,0,0,0,0,164,0,50089,0,0,0,5,0,0,0,0,0,0,0,26595,0,1652,0,0,0,52516,0,0,9858,27208,27834,1985,0,0,34173,0,57659,0,0,62
"Wonju",29511,0,0,416,0,0,38314,792,1545,34,360,1440,26,36471,0,5477,9600,2691,8596,0,0,0,7,0,864,0,10316,0,0,0,0,600,0,0,0,51487,0,0,0,140188,0,0,0,0,0,0,0,861,0,7685,7,108,0,528003,0,0,6332,27039,188517,92440,3,1200,13434,0,36717,0,0,32188
"Yangpyeong",2740,0,0,46,0,0,2831,0,0,11,0,0,49,1409,0,582,1200,314,568,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,1,0,8536,0,0,0,3040,0,0,2,0,0,0,0,3,0,211,0,6,0,491011,0,0,205,1957,118312,111069,0,360,1149,0,3909,0,0,938
"Yechun",21,0,0,58,0,0,14,0,2,0,0,0,3,19012,5,64,0,0,671,0,20942,0,9963,0,0,0,0,0,0,0,0,0,0,0,0,1318,0,0,0,18,2,0,56344,0,0,0,0,0,0,58,5680,0,0,1182,0,3,545,4,160,28,79403,0,3,2,129518,2,0,4
"Yeoncheon",0,0,0,0,0,0,144,0,0,0,133,0,0,72,144,0,1288081,0,0,24,0,0,1478,0,0,0,0,0,0,0,0,0,0,240,0,600,0,720,0,0,0,0,0,0,0,0,0,0,480,0,0,360,0,15,550,0,0,0,960,2,0,717030,1176,0,0,0,0,0
"Yeongchun",23967,0,0,888,0,0,13861,3,183,0,1008,12,0,156157,2118,1834,2160,47975,6922,288,917,0,3631,0,0,0,44529,0,0,0,0,0,0,0,0,9628,0,0,0,0,45,0,5,0,0,0,0,8418,7,1376,2,49,0,15602,0,116,7711,33318,6583,756,3,1008,49324,3,16937,0,0,1298
"Yeongdong",0,2117,0,0,0,0,100087,7147,20650,0,0,1041,0,111173,274230,0,0,0,0,0,47280,249,44900,0,1,0,0,0,44,0,0,1,0,0,0,0,0,0,742,0,3440,408,97,0,0,4,48529,5,5216,2,42,14038,0,237367,0,58593,1,0,0,0,8,0,1,32532,14,0,0,0
"Yeongju",159231,0,0,73651,0,0,76457,2562,395,28,0,0,82,116123,22,38425,0,15757,62268,0,10781,0,13824,0,0,0,0,0,0,0,0,0,0,0,0,120914,0,0,0,610,0,0,16908,0,0,0,0,0,0,17052,5859,3,0,468375,0,0,123272,0,39112,4000,142970,0,26717,0,51159,1,0,20
"Yeosu",0,0,0,0,0,26087,330,209,10538,0,0,0,0,0,25923,0,0,0,0,0,0,3,0,36,8448,1374,0,7181,22,0,6211,49365,8517,0,4,0,0,76168,407,0,28,2163,0,509,35839,9887,0,0,3370,0,0,11117,0,216030,227281,25647,0,0,0,0,0,0,0,0,0,18194,0,0
"Yesan",0,3900,60487,0,47247,0,15,0,96249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84085,0,0,0,32,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,12917,0,0,0,39471,402136,0,100043,0,0,0,0,0,0,0,0,0,0,27133,0
"Youngwol",102,0,0,6,0,0,10,0,320,749,0,0,812,231,5,12732,0,26,4086,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,85406,0,0,0,233834,0,0,0,0,0,0,0,0,0,4625,0,192,0,113416,0,0,7947,2,34555,1035,1,0,91,0,347,0,0,115250
