"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Daejeon",93,0,18,0,404,156,414073,24405,291679,4992,574,3459,1301,348706,249399,0,1102,0,768,0,154096,793,121335,8460,62338,0,9052,477,47,933,16,166775,2295,81,9410,16954,69336,18237,6087,0,23115,46496,237,10167,11840,471753,399078,5,66765,0,3,534657,495,1677597,28727,289172,0,4,120,0,7,0,583,260634,190,16301,65,0
"Donghae",5306,0,0,11481,0,0,7050,0,0,2,0,0,0,4224,0,112433,0,1593,188705,0,9,0,0,0,0,0,711,0,0,0,0,0,0,0,0,15911,0,0,0,53433,0,0,15,0,0,0,0,6,0,431430,4,0,0,45212,0,0,166439,3104,5376,240,33,0,2457,0,43334,0,0,14809
"Euijungbu",0,0,0,0,220,0,40,1296,0,0,29589,0,0,0,0,0,1060224,0,0,45270,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,47,0,0,0,17,0,0,0,0,0,101,0,920,40,0,0,0,0,520340,0,0,0,0,120,560,0,610151,0,0,0,0,0,2
"Euisung",90153,0,0,545,0,0,32117,963,0,7,0,1,3,78940,2,1637,782,131670,2537,0,0,0,4,0,0,0,30493,0,0,0,0,0,0,0,0,8390,0,0,0,31,0,0,1,0,0,0,0,1280,0,1062,2,0,0,39683,0,0,8086,18669,3079,366,2,0,77619,0,17934,0,0,132
"Gangneung",9821,0,0,8171,0,0,25463,0,0,0,0,565,21,19484,731,206672,0,2389,201486,0,3004,0,1827,0,0,0,1784,0,0,0,0,0,0,0,0,5643,0,0,0,23421,0,0,30,0,0,2396,52,0,0,102906,1460,26,0,20184,0,0,115833,6393,1530,223,625,0,5304,0,47083,0,0,3416
"Gapyeong",44,60,0,0,0,0,0,0,0,0,316505,116,0,0,0,0,43699,0,0,356744,0,0,0,0,0,0,268,0,0,0,0,0,0,143,0,5,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,580540,0,37,0,0,147,1,0,3478,0,0,0,0,0,1
"Gimcheon",0,2,0,20,0,2,218896,13963,25160,0,30,5239,0,286052,131395,0,1030,0,3009,0,138992,365,426316,0,10,0,3240,0,3,0,0,7,0,0,4,137,0,1,863,0,10736,2,80567,0,1,1043,11641,168,7271,0,179327,16082,0,303298,1,52748,0,0,2,1,17035,0,181,70143,19013,0,1,3
"Gimhae",0,0,0,0,0,451,160095,213667,614,0,0,5127,0,14443,2226,0,0,0,0,0,465,119807,802,0,297,245,8,1980,10497,0,55,0,0,0,0,0,0,0,5710,0,67262,212,0,24,1,0,0,19,9,0,0,221,0,8667,497,1103,0,20,0,0,0,0,2,204,0,1,0,0
"Gumi",0,7,0,0,25,0,237170,13465,21023,0,522,25817,1020,1553812,133574,0,0,0,1829,0,495345,839,651433,0,0,0,3115,1,457,0,0,183,0,0,1,13,5,1,2537,0,20608,4,29828,0,10,2227,7355,46,5792,14,25765,21888,0,271313,0,36949,2,7,0,1,10852,0,266,38972,22600,0,0,2
"Gunsan",1,14,0,0,0,0,325,1,19,0,1,1,0,446,12081,2,0,0,0,0,2,1,16,468057,1552,0,0,0,0,0,0,745061,1800,0,1182,0,28852,156550,0,0,1,1893,1,361,2556,18770,0,1,49,0,0,39,293,2417,2493,146,0,0,0,0,0,0,0,5,0,156,0,4
"Gwangju",1169,9,0,0,120,369495,36403,8796,27025,0,978,1,0,1715,56968,0,3089,0,0,0,320,122,72,617,729751,967,0,953,55,314,188353,67925,0,0,226021,0,76404,84,2536,0,1267,431071,0,140644,0,34020,3,1,10719,0,1,21729,0,630922,23869,77424,0,0,36,0,0,2593,4,0,1,17694,0,0
"Gwangyang",0,0,0,0,0,28750,11173,5445,244,0,0,14,0,654,347,0,0,0,2,0,18,212,15,13,1687,51310,0,37245,422,0,366,382,86,0,0,0,0,607,17403,0,573,430,0,43,628,127,0,0,8,0,0,201,0,24027,135095,1445,0,0,0,0,0,0,0,0,0,9290,0,0
"Gyeongju",33391,2,0,2374,0,0,168536,0,635,9,0,226,3,108297,3680,758,0,26289,3819,0,2885,0,1665,0,3,0,81025,0,0,0,20,0,0,0,0,24642,267,0,0,217,55,0,1052,0,0,20,180,518226,265,920,2305,6,0,82620,1,889,8016,569716,9513,957,491,0,73008,94,28681,0,0,361
"Hadong",0,0,0,0,0,4413,25273,30493,376,0,0,42,0,460,793,0,0,0,0,0,46,1784,134,0,1068,35290,1,171022,3956,0,109,569,20,0,0,0,0,439,298922,0,1585,421,0,14,406,134,0,0,0,0,0,258,0,21329,58730,1371,0,1,0,0,0,0,0,28,0,2072,0,0
"Haman",0,0,0,0,0,170,51387,414993,342,0,0,116,0,2621,1035,0,0,0,0,0,338,10691,473,0,194,472,0,3852,102033,0,14,4,0,0,0,0,0,58,129682,0,4918,301,0,22,3,0,0,0,1,0,0,191,0,8698,1206,1031,0,1,0,0,0,0,0,88,0,3,0,0
"Hongsung",0,0,55547,0,196856,0,0,2,120082,0,0,0,121,44,124,0,1084,0,0,0,1,0,1,0,0,0,0,0,0,301763,0,434,0,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20933,0,0,90,82297,350294,0,76478,0,0,0,0,0,0,0,11,0,0,197470,0
"Hwasoon",0,0,0,0,0,85309,5769,1019,296,0,0,2,0,13,233,0,0,0,0,0,0,62,1,0,210068,258,20,79,16,0,105724,163,0,0,4,0,148,0,373,0,183,2623,0,1188,40,115,0,0,0,0,0,230,0,6200,8725,986,0,0,0,0,0,0,0,0,0,6728,0,0
"Iksan",720,4,1247,0,0,687,3401,530,31203,4,10,7,0,1688,152110,0,0,0,54,0,133,0,13,770731,73223,11,11,159,1,350,62,635560,40426,0,26786,85,515211,367314,2388,40,301,51370,0,13186,56540,198869,0,30,10745,0,0,27721,67,515972,56530,76333,0,1,0,0,0,1781,11,33,0,27174,0,0
"Imsil",0,1,0,0,0,5,1,40,1807,0,0,0,0,0,2845,0,0,0,0,0,0,0,0,1482,1,18,0,61,3,0,0,34797,15862,0,8,0,1,58017,177,0,0,7,0,1,41482,2859,0,0,1014,0,0,864,0,57329,18675,8532,0,0,0,0,0,0,0,0,0,10404,0,0
"Incheon",0,0,224,0,118,0,40,0,634,0,0,0,0,5,54,0,40,0,0,0,0,0,0,0,9,0,2266,0,0,492,0,2,0,394919,0,0,211,671,0,0,0,0,0,1,0,120,1,40,13569,0,0,93,82,16238,0,73778,120,0,521,131,0,40,0,0,0,19,502,0
"Jangsung",0,2,0,0,0,215,72,4,4224,2,533,21,0,332,11676,0,0,0,0,0,97,0,81,1672,144872,0,0,0,0,0,13,31471,2,0,175616,0,63228,116,0,0,0,15289,0,5383,0,4395,13,0,1651,0,0,3410,0,116978,44,10465,0,0,0,0,0,0,0,5,0,1,0,0
"Jecheon",57934,0,0,943,0,0,60298,0,4776,233310,0,1,236302,31406,12234,16147,130,8128,9447,0,103,0,28,0,0,0,29112,0,0,0,0,95,0,0,0,60454,1,0,0,231535,0,0,693,0,0,0,0,13,1667,5880,239,73329,0,388557,0,2930,10580,36213,63320,13907,227,340,22720,0,134890,0,1,149246
"Jeongeup",0,2,502,0,0,1110,9136,1,19899,1,621,7,1,2151,73192,0,0,0,0,0,9,0,24,186088,74927,0,271,0,0,0,93,541410,65,0,56536,0,568706,1348,0,11,127,40920,0,10738,287,47471,4,6,9952,0,0,17116,0,462382,550,65196,0,0,0,0,0,0,0,6,1,146,0,0
"Jeongju",0,1,231,0,0,7,162,152,12003,0,0,0,0,8,21839,0,1309,0,0,0,0,0,0,89285,1105,8,0,183,0,0,0,364455,52844,0,125,0,733,90056,1413,0,0,2425,0,6,112562,6190,0,0,1321,0,0,6795,0,191171,84620,32847,0,0,0,0,0,2252,0,0,0,50098,0,0
"Jinju",0,0,0,0,0,3316,54805,103564,3376,0,958,686,0,3187,6226,0,2374,0,0,0,747,5189,1706,0,4319,15878,0,309116,126209,0,148,1994,95,0,0,0,0,1169,381334,0,10879,3196,0,225,299,3656,3,0,0,0,0,2126,0,43937,29463,6110,0,5,0,0,0,593,0,936,0,315,0,0
"Jungsun",2346,0,0,444,0,0,1149,0,0,2535,0,0,1980,1222,3,58322,0,339,42057,0,0,0,3,0,0,0,720,0,0,0,0,0,0,0,0,272777,0,0,0,1753272,0,0,4,0,0,0,0,5,0,995,2,3265,0,251497,0,0,72779,552,133832,2134,0,0,887,0,6300,0,0,364556
"Milyang",0,26,432,0,41,854,2330201,154367,6897,2,60,112717,0,404140,23171,0,76,0,0,0,9911,58106,15993,1,934,370,18,1932,4419,1,84,247,0,360,0,9,239,3,11137,0,518925,532,345,26,0,10,745,13,2116,0,292,5423,0,114791,1850,12928,0,59,0,0,1,0,40,4531,5,0,0,0
"Mokpo",0,4,0,0,0,4106,35853,7859,17492,0,564,0,0,4,41872,0,888,0,0,0,0,12,0,1763,478170,258,27,546,68,0,2277,55683,0,7,14763,0,45835,1913,2125,0,831,1659658,0,95140,1,22806,0,0,6647,0,0,13218,0,469726,4730,39135,0,0,0,0,0,417,0,0,0,4586,0,0
"Munkyeong",10,0,0,299,0,0,16279,0,0,0,189,523,0,106342,41,35,0,0,125,0,90529,0,29480,0,1,0,1237,0,0,0,0,0,0,0,0,2029,20,0,0,4,666,0,1092778,0,0,0,3,158,2,36,114486,3,0,70,0,2,679,0,62,11,87088,0,0,63,36185,21,0,26
"Naju",0,2,0,0,0,2086,5221,928,7875,3,1032,0,0,23,11513,0,1566,0,0,0,0,23,2,114,145861,23,0,13,24,0,1407,15153,0,0,5153,21,14218,8,116,0,124,98482,4,3512,0,7085,0,0,4939,0,0,7504,0,159247,690,21314,0,0,0,0,0,0,0,0,0,1123,0,0
"Namwon",0,6,0,0,0,64,152,11,6352,0,0,0,0,0,11142,0,366,0,0,0,0,14,0,1471,0,3,0,388,0,0,0,56205,38872,0,1,0,22,107385,390,0,0,2,0,0,158476,4541,0,0,848,0,0,4477,0,128265,72327,13961,0,0,0,0,0,0,0,0,0,28939,0,0
"Nonsan",0,5,1,0,0,143,10466,759,23247,2,18380,0,61,8516,507564,0,23941,0,0,0,103,0,2,18534,39981,30,54,36,0,1,2,148220,921,4226,4973,20,44267,7111,778,0,24,15194,0,5547,4016,196577,18,0,10290,0,0,21858,0,348499,9550,56945,0,0,3458,0,0,0,4164,47,1,6018,0,0
"Okchun",0,1,0,0,0,0,38245,2,4559,0,0,517,0,19834,416116,0,0,0,52,0,12537,0,10399,9,4,0,17,0,0,2,0,25,0,8,0,2,3,7,0,0,1308,0,130,0,0,35,191668,7,1895,0,12,2011,0,43967,0,7889,0,0,0,0,1,0,0,76305,12,0,1,0
"Pohang",1481,0,0,11,0,0,29978,2003,3,3,0,1,0,52594,274,0,0,2021,1,0,207,13,202,0,0,0,508315,0,0,0,0,4,0,120,0,832,0,0,0,6,3,0,171,0,0,1292,11,4213757,0,0,17,4,0,3212,0,4,13,39693,654,7,1,0,14143,785,3019,0,0,7
"Pyeongtaek",0,28021,22934,0,18588,0,26526,311,121174,1731,377,408,724,34388,79746,0,12,0,0,0,8172,8,5868,0,14005,0,262,0,0,27543,0,12243,976,26762,1804,2079,11761,3045,0,0,2955,8220,0,5464,2248,7789,1658,20,62507,0,0,26331,16914,850430,6534,274671,0,0,20,0,0,0,0,5537,0,1827,20614,0
"Samcheok",4097,0,0,10368,0,3,4293,0,0,0,0,0,0,5177,6,434355,0,1126,111225,0,61,0,28,0,0,0,1057,0,0,0,0,0,0,0,0,6493,0,0,0,5169,0,1,54,0,0,0,0,3,0,573068,20,2,0,41512,0,0,53875,1476,8797,146,101,0,1666,0,23829,0,0,7733
"Sangju",46,0,0,58,0,0,15718,0,0,0,20,572,0,70707,443,4,0,2,1512,0,187844,0,27589,0,0,0,2476,0,0,0,0,0,0,0,0,857,0,0,0,15,747,0,118274,0,0,2260,38,9,0,1,96102,0,0,66,0,3,96,0,77,0,12380,0,0,403,14486,0,0,19
"Sejong",301,0,12,0,10,0,96548,8701,169319,42329,1,417,38712,68976,554348,10,794,0,0,0,17019,169,24643,4,26270,0,0,128,53,104,0,31160,654,748,3393,73048,19880,6273,2108,1,6507,15102,2,6247,3936,21993,4432,0,30053,0,1,184628,79,589289,11688,120841,0,1,0,0,0,0,8,16230,30,7442,16,0
"Seocheon",0,1,35181,0,247704,0,0,0,34788,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79483,0,1,0,731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18989,0,0,4,294478,329931,0,52011,0,0,0,0,0,0,0,0,0,1,46686,0
"Seoul",295186,4442,185890,18085,385881,26786,2133958,135742,1118621,7667,1232733,30347,25462,1491891,1763755,44431,780032,37373,68603,640301,324867,4833,279582,107,693935,11319,207461,16690,1692,348395,2175,493808,48793,13955,110356,396107,503674,209163,247773,290244,133623,430041,8,163382,144396,375535,21552,1959,762237,40443,61,626421,328702,761437,395977,60994,60629,24607,651441,628314,11,426512,10004,215807,404403,139076,337729,127843
"Suncheon",0,10,0,0,20,108749,19369,8161,11855,2,0,0,0,653,24521,0,1196,0,0,0,0,190,0,607,16648,122362,0,52740,721,0,7288,58337,16859,0,1,0,149,77196,19785,2,1596,3465,0,487,72638,10717,0,0,4520,0,0,10720,0,352282,495121,32150,0,0,0,0,0,270,0,0,0,413771,0,0
"Suwon",0,2491,23795,0,59191,1739,155160,18337,119606,4226,0,1960,3964,198375,288399,0,0,0,0,0,57489,499,32028,0,83725,6,1315,539,7,68271,162,90509,4997,73922,8546,3912,58718,26432,5723,0,13465,33391,2,17002,14509,57748,1839,0,264730,0,0,157499,45836,51362,34111,1762,0,0,0,0,0,0,0,31611,0,9448,77973,0
"Taebak",30532,0,0,144326,0,0,18143,0,0,2,0,0,128,26302,0,149704,0,6670,112472,0,76,0,49,0,0,0,6902,0,0,0,0,0,0,600,0,12799,0,0,0,82024,0,0,81,0,0,0,0,3,0,53884,38,7,0,68879,0,0,171098,7174,10463,178,203,0,10900,0,174405,0,0,12225
"Ulsan",0,0,0,3278,0,0,626420,1327,0,133,489,0,0,14189,25,3001,1100,21098,6333,0,3,3,9,0,0,0,601881,0,1,0,0,0,0,0,0,43378,0,0,3,30,11,0,0,0,0,0,13,39395,0,1103,0,0,0,43450,0,0,7404,77710,20309,1469,0,1028,39290,38,43759,0,0,136
"Wonju",24703,0,0,598,0,0,32159,0,0,325,1,0,287,16477,0,4050,120,3618,6483,120,0,0,2,0,0,0,9047,0,0,0,0,0,0,29,0,85682,0,0,0,136814,0,0,19,0,0,60,0,171,40,7835,5,229,0,613307,0,0,7297,19795,339776,137335,5,120,13014,0,34364,0,0,49178
"Yangpyeong",2371,0,0,105,0,0,2522,0,0,56,0,0,162,856,0,404,343,457,560,0,2,0,0,0,0,0,1425,0,0,0,0,0,0,100,0,11790,0,0,0,3119,1,0,6,0,0,0,0,4,0,179,0,3,0,581188,0,0,234,1579,179851,190687,0,420,1021,0,3448,0,0,1213
"Yechun",328,0,0,452,0,0,64,283,64,0,0,0,0,50550,142,315,0,12,900,0,28610,0,14799,0,0,0,816,0,0,0,0,0,0,0,0,2148,0,0,0,25,3,3,88012,0,0,0,0,86,1,252,13397,2,0,1273,0,0,2948,7,300,12,203920,0,13,1,240932,22,0,27
"Yeoncheon",0,20,0,0,0,0,0,570,0,0,7892,0,0,0,0,0,634570,0,0,3511,0,0,0,0,0,0,0,0,0,0,0,1772,0,46,0,72,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,275326,270,0,0,0,148,124,0,603101,0,0,0,0,0,6
"Yeongchun",40801,0,0,1500,0,0,24033,196,0,0,849,37,0,326767,833,2754,288,83270,6505,0,553,0,600,0,44,0,79188,0,0,0,0,0,0,0,0,13946,0,19,0,2,53,10,29,0,0,60,11,16716,0,2189,8,20,0,13678,0,0,17383,38211,6079,366,4,216,146594,4,31713,0,0,9
"Yeongdong",0,0,0,0,0,0,104305,5704,14716,0,0,684,72,105403,257913,0,0,0,0,0,71222,63,35959,16,6,0,18,0,0,0,0,15,0,26,1,0,0,0,358,0,5633,0,125,0,0,144,70987,25,4108,1,185,18682,0,189782,2,35724,1,13,0,0,8,0,1,51659,44,0,1,0
"Yeongju",229197,0,0,133705,0,0,79650,0,0,98,0,1,120,76904,97,40327,0,18355,50870,0,20396,0,17700,0,30,0,29739,0,0,0,0,0,0,0,0,165542,0,0,0,391,0,0,26526,0,0,1200,3,2815,0,23382,12398,109,0,377023,0,0,176030,37123,33762,4839,224227,0,36511,0,132416,0,0,945
"Yeosu",0,9,0,0,0,37105,882,578,7115,0,0,0,0,3,13791,0,20,0,0,0,0,5,0,39,14437,5496,0,3083,29,0,5589,37859,10262,0,11,20,115,60981,1054,0,38,3441,21,970,34233,8687,0,0,1236,0,0,7118,0,150850,419293,10074,0,0,0,0,22,0,0,0,0,49513,0,0
"Yesan",0,0,162911,0,53781,0,14,0,188852,1,489,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192147,0,0,0,2833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23936,0,0,25,38929,329809,0,77869,0,0,0,0,0,2,0,11,0,0,150295,0
"Youngwol",1803,0,0,46,0,0,2408,1,37,3484,0,0,3408,1228,1,13523,0,505,5050,0,8,0,6,0,0,0,1512,0,0,0,0,0,0,0,0,153493,0,0,0,363315,0,0,22,0,0,0,0,11,8,6083,14,2472,0,118461,0,0,11681,1865,46622,1527,5,0,671,0,8257,0,0,328525
