"","Andong","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungju","Daegu","Daejeon","Danyang","Dongduchun","Donghae","Euijungbu","Euisung","Eumsung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gimje","Goyang","Gumi","Gunsan","Gwangju","Gwangmyung","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hongsung","Hwasoon","Iksan","Imsil","Jangsung","Jecheon","Jeongeup","Jeongju","Jeungpyung","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",0,0,0,0,0,5168,0,0,0,0,0,0,0,317,0,0,2,0,0,0,0,0,0,0,0,130,0,0,1097,0,0,0,0,30,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,62,0,6,0,53,0,780,0,0,0,0,0,21,175,0,0,0,0,0,0,0,0,0,0,267,0,0
"Chungju",101,0,293,0,0,147890,9422,16955,112,85091,0,27551,92771,139565,3100,0,287,0,0,15151,769,0,439,613,277,9597,3665,0,8033,175042,0,10736,945,440,0,62,0,0,0,6641,0,921,113411,1830,2731,17655,727,178,2177,6671,0,1024,464,488,559,185,1726,0,0,28312,0,827798,3147,4731,670,41958,0,0,0,0,0,708,2965,4331,0,2
"Daegu",14438,0,9560,0,0,2012924,347703,357736,600908,381,0,88287,36878,754946,214,0,5665,0,13675,223,15435,0,416556,51090,0,58795,1515885,0,0,597954,0,274878,700180,0,730,3141,0,0,0,0,0,0,705,1150,0,349,28011,159,240024,0,22156,0,0,0,11229,62944,55357,2240,36174,29720,0,3348512,275,382027,6798,532848,92,251,10064,0,256057,41995,15182,0,0,0
"Daejeon",193,24,416,6849,2356,950115,133327,1023136,28667,84852,1109,136095,762857,144587,3113,0,62,0,0,23909,846,0,140126,8822,33302,58951,253369,3269,124343,505937,0,121899,45327,41545,0,675,4966,617,414,236413,3534,21771,102270,53371,87359,24523,3981,895,39287,73323,0,12982,20269,362605,73082,3656,260326,0,0,499224,3875,3900760,74899,818449,1336,301852,0,0,0,0,1923,370966,3213,57140,54,0
"Danyang",5283,0,58,0,0,2766,0,104,1,938,0,2862,182,3005,0,0,0,146,192,300,0,0,48,0,0,0,82,0,190,0,0,1140,0,0,0,0,0,0,0,0,0,12,14526,186,59,197,0,8,0,0,0,121,0,0,174,0,0,0,0,496,0,39201,0,156,68,3078,8989,3553,0,249,369,387,5869,0,0,48
"Dongduchun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2,0,0,63,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,288401,0,0,0,0,0,0
"Donghae",5291,0,6135,0,0,1533,252,295,17,3,2,442,5267,216,0,63,1546,116,1411,10,76175,0,147,0,0,267,337,390,1856,0,0,696,646,0,0,0,9,0,0,47,0,0,17748,0,762,26,422,12480,393,499,722,79,0,0,0,780,0,27873,310,105,0,19365,511,0,23935,561,2577,1328,161,0,444,0,12282,158,0,5598
"Euijungbu",10,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,116,0,0,0,27,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,51,0,28,0,0,0,0,0,0,22,67,0,9,0,0,0,0,453,0,59,0,0,0,0
"Euisung",30983,0,609,0,0,5555,0,0,0,0,0,0,14236,0,316,0,1337,0,2826,0,1386,0,0,0,0,0,0,0,0,0,0,7821,3466,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,4352,0,0,486,5756,610,970,0,0,4682,0,4059,0,0,0
"Eumsung",0,0,0,0,0,0,0,1039,24,3838,0,16277,199,21719,360,0,0,0,0,0,10,0,37,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14976,14,0,1440,0,0,0,0,0,0,17,0,116,6,416,0,0,7791,0,1547,0,378,0,0,0,0,0,0,0,89,251,0,0,0
"Gangneung",4791,0,4843,0,0,5746,192,0,102,0,0,614,10277,692,0,0,75758,0,1304,0,54259,0,343,0,0,0,830,260,661,0,0,912,881,0,0,0,0,0,0,439,0,0,16538,0,746,0,27,15901,463,364,385,21,0,0,0,0,0,18042,536,394,0,48712,68,668,28853,1758,2719,1863,126,0,1070,0,7396,0,0,4787
"Gapyeong",0,0,0,150,0,14,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,22,12,0,171,0,0,0,0,0,0,321,0,234,0,0,0,0,0,392,0,0,0,0,0,0,0,145,0,554,0,0,0,0,0,0,0,0,0,0,52,0,0
"Gimcheon",0,0,26,0,0,60206,4461,21477,33869,274,0,438,417542,140921,40,0,80,0,0,42,541,0,0,453,0,0,232892,0,0,0,0,571,34297,0,81,130,0,0,0,0,0,0,250,0,0,81,1334,187,4441,0,9189,0,0,0,8506,2403,10745,10,14912,12231,0,110559,124,54013,503,0,298,410,3823,0,688,28578,6234,0,0,0
"Gimhae",0,0,0,0,219,13303,17326,1794,340,0,0,699,50535,8028,0,0,0,0,0,0,0,47,406,313,0,0,1736,0,59,11555,295,199,13426,0,2347,1536,7,0,19,0,0,0,0,0,0,0,6542,0,29792,117,0,20,0,0,79,283,622,0,0,424,0,31321,1884,1962,0,170,0,28,0,0,0,284,17,139,0,0
"Gimje",0,0,0,0,319,0,0,11736,0,0,0,272,0,33431,0,0,0,0,0,0,0,0,0,0,6883,1139,0,0,36467,6570,0,0,0,2143,0,0,946,0,99,46282,0,5989,0,23503,0,0,0,0,0,8612,177,2504,0,6688,0,0,6413,0,136,6597,0,94015,194,31608,0,0,0,0,98,0,0,0,0,0,0,0
"Goyang",0,0,338,0,0,88905,2145,32587,0,0,130,13460,69351,71039,0,0,0,0,0,0,480,0,0,0,1529,0,2028,0,24233,3465,0,16057,0,2027,0,0,0,0,0,18370,0,2097,1426,4149,4952,0,0,0,1941,8347,0,1672,2874,2295,0,0,0,0,0,0,0,7089,4516,0,0,17138,0,0,0,67,0,0,0,3294,0,0
"Gumi",0,0,43,0,0,297434,14015,61978,83131,312,0,2696,1474518,276035,103,0,269,0,0,87,1077,0,220485,1731,0,735,149,0,0,62248,0,4362,152447,0,0,266,0,0,0,0,0,0,861,0,0,120,2326,0,19149,690,13647,0,0,0,8485,3860,22692,72,21873,16120,0,483833,0,112686,38,16886,0,0,4443,0,3097,25893,4437,0,0,0
"Gunsan",0,9896,0,18291,0,392,778,25130,0,0,0,0,0,3552,0,95,0,127,0,0,1051,0,0,0,0,0,0,58,0,0,0,0,0,284,0,0,0,9426,0,26974,0,0,366,0,0,0,0,375,0,0,0,0,0,815,0,0,8670,0,0,0,2222,55303,0,32288,0,0,0,0,0,6,0,0,0,0,5851,0
"Gwangju",0,400,0,429,31173,1625,555,51910,0,0,0,8128,0,117548,190,0,0,0,0,0,4130,1097,0,60,38721,24328,0,0,1087,184298,198,0,0,10122,1019,50,21113,388,2878,143022,0,15815,1468,42247,30,0,334,0,148,174621,0,5104,4,27868,0,0,17359,0,0,16805,711,827328,5941,62730,408,0,0,478,0,146,0,0,197,0,0,0
"Gwangmyung",0,0,0,0,0,778852,139452,269552,0,0,0,179760,603808,492260,0,0,0,0,0,0,0,0,0,5304,6732,3502,65795,0,182889,0,0,132392,0,7602,0,1411,0,0,0,63538,0,15117,0,23728,41019,0,9433,0,22635,63242,0,10653,8671,10593,0,0,0,0,0,0,0,80032,44087,0,0,312994,0,0,0,0,0,0,0,40150,0,0
"Gwangyang",0,0,0,0,378,2728,5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,90,0,114,35,0,0,2210,326,23,0,105,0,0,0,0,0,0,0,2941,0,255,81,0,59,0,0,0,43,0,0,0,0,0,811,4558,0,0,63,0,0,0,0,0,0,0,0,0,0
"Gyeongju",8778,0,939,0,280,307128,777,36894,0,0,0,13706,271360,118898,1078,0,282,0,7574,0,1531,0,596,135,0,13003,4221,0,0,138927,36,12446,32704,0,16,52,0,0,0,0,0,0,2157,0,0,0,143,33,57,0,0,0,0,0,0,46798,252,145,0,65,0,628501,575,49335,591,240276,1094,597,0,0,44211,0,4985,0,0,144
"Gyeongsan",8361,0,1085,0,0,473258,95800,9691,80369,0,0,706,715144,43227,0,0,743,0,4437,0,1226,0,33511,15261,0,0,151728,0,0,2001,0,34207,116954,0,0,816,0,0,0,0,0,0,0,0,0,0,6605,0,94492,0,3719,0,0,0,1429,9521,6813,266,5434,5379,0,79031,0,26544,754,40318,0,0,1228,0,8154,3606,4654,0,0,0
"Gyeryong",0,1,0,434,172,0,0,19588,0,0,30,423,0,34471,0,0,0,0,0,0,0,0,0,0,2525,1333,0,461,11067,8235,0,0,0,0,0,0,346,120,42,18773,232,2252,0,3307,7695,0,0,0,0,4288,0,946,823,18320,0,0,8211,0,0,10364,170,122403,3247,25695,0,0,0,0,0,0,0,0,0,2194,22,0
"Hadong",0,0,0,0,161,16837,24926,0,0,0,0,0,730,0,0,0,0,0,0,0,0,22,81,2248,0,0,0,0,816,0,1740,34,0,0,2758,848,16,0,85,0,0,0,0,0,276,0,14158,0,936,131,0,43,0,0,0,70,0,0,0,0,0,259,11906,0,0,114,0,9,0,0,0,11,0,100,0,0
"Haman",0,0,0,0,55,7171,25347,304,68,0,0,88,2747,726,0,0,0,0,0,0,0,12,149,1324,0,0,280,0,45,1089,358,63,610,0,980,194,8,0,8,0,0,0,0,0,0,0,9879,0,1226,94,0,5,0,0,30,203,138,0,0,85,0,4515,1476,599,0,94,0,25,0,0,0,34,1,0,0,0
"Hampyeong",0,0,0,0,105,121,34,1731,0,0,0,0,0,4744,0,0,0,0,0,0,9,0,0,9,940,0,0,0,20505,0,19,0,0,295,49,8,428,0,20,3688,0,947,0,1056,0,0,14,0,12,6126,0,1298,0,1015,0,0,1296,0,0,906,0,17975,178,7289,0,0,0,0,0,0,0,0,0,0,0,0
"Hongsung",0,80199,0,52891,0,54,412,219821,0,0,432,0,0,703,0,0,0,0,0,0,0,171,0,0,0,0,0,10203,388,0,0,0,0,110,0,0,0,3158,0,32020,0,0,0,0,0,0,61,0,0,123,0,0,0,631,0,0,27012,0,0,0,17703,263520,0,98482,268,0,0,0,0,0,188,0,0,0,36536,0
"Hwasoon",0,0,0,0,11027,333,115,174,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,20,163,0,0,0,1644,0,103,0,0,32,90,26,209,0,207,543,0,162,0,125,0,0,45,0,23,953,0,188,0,150,0,0,257,0,0,154,316,2180,3507,902,0,0,0,0,0,0,0,0,0,0,0,0
"Iksan",0,9311,0,85990,1024,400,0,62013,0,0,0,7690,0,245014,0,0,0,0,0,0,540,0,0,0,46508,15892,0,30375,144928,67226,0,0,0,18856,0,0,3768,31957,439,4915,14765,22332,0,125868,146753,0,0,0,0,50184,0,10271,43410,65093,0,0,28281,0,0,31571,44695,419613,81675,102064,0,0,0,0,0,150,0,0,0,50145,15056,0
"Imsil",0,0,0,0,0,0,0,1375,0,0,0,0,0,3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,14016,111,0,0,0,25846,0,0,0,0,0,0,0,1510,2836,0,0,1073,0,0,1102,0,15011,5937,5408,0,0,0,0,0,0,0,0,0,4452,0,0
"Jangsung",0,0,0,0,370,0,0,6372,0,0,0,983,0,21983,12,0,0,0,0,26,3,864,0,0,6412,2209,0,0,14052,16680,0,0,0,2249,0,0,996,0,112,22210,0,2403,0,9910,0,27,0,0,0,9715,0,1925,0,6544,0,0,2922,0,0,3403,0,95474,233,16343,0,0,0,0,0,0,0,0,0,0,0,0
"Jecheon",21166,0,1280,0,0,7649,503,7119,42,85096,0,126880,644,97021,10601,0,17497,0,538,13641,20767,0,216,0,0,1426,808,366,1468,0,0,2315,0,0,0,0,0,0,0,0,0,0,4897,0,380,14738,0,39856,0,0,0,236,161,0,139,208,1766,3772,0,44564,0,216470,410,6068,19241,5761,47819,19044,0,771,630,547,40128,408,0,20067
"Jeongeup",0,0,0,0,274,175,0,16400,0,0,0,2150,1150,52670,186,44,0,519,0,14,0,0,0,0,23489,4706,0,0,38648,24985,0,0,0,2613,0,0,1161,0,95,124199,0,9694,0,0,0,30,0,465,5,16475,0,3075,0,8740,0,718,8233,0,0,7084,0,159445,263,36806,0,0,0,0,0,271,0,0,191,0,0,422
"Jeongju",0,0,0,0,103,0,0,29189,0,415,0,1746,0,85790,59,0,0,0,0,0,1905,321,0,0,0,3547,0,0,42,39501,0,0,0,6578,276,0,0,0,0,154197,27163,0,380,0,6859,0,0,1173,0,0,0,0,106524,29396,0,0,16817,0,0,21484,0,312836,175113,94518,0,0,0,0,0,0,0,0,27,115259,0,0
"Jeungpyung",0,0,7,0,0,0,0,1726,40,21479,0,19625,347,21220,204,0,0,0,0,1734,26,0,91,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17663,30,0,0,0,0,0,0,0,0,0,0,88,0,982,0,0,16847,0,3824,0,942,0,0,0,0,0,0,0,95,245,0,0,0
"Jinju",474,0,0,173,1031,23050,108899,3064,180,0,0,397,24063,3434,0,0,247,0,0,0,198,234,994,5221,0,0,1087,388,232,11710,2862,719,5553,0,14588,9749,13,61,36,0,0,0,0,0,0,0,2611,0,12790,643,141,35,0,0,18,1622,358,80,133,217,168,40913,13047,515,34,1263,0,314,114,0,0,348,881,386,0,0
"Jungsun",0,0,984,0,0,0,223,409,0,504,0,178,159,895,4,0,12631,0,0,0,16467,0,187,0,0,0,0,375,408,0,0,29,0,0,0,0,0,0,0,0,0,0,41260,465,1173,0,0,15835,0,0,0,0,75,0,0,795,0,2687,0,163,0,84941,0,9,14899,0,27129,5826,0,0,0,0,246,0,0,13543
"Milyang",0,0,9,0,112,824785,153440,16150,5940,0,0,3511,246537,40603,0,0,335,0,0,0,779,0,5314,23839,0,450,22695,0,34,24589,222,66,88505,0,1246,1463,8,0,8,0,0,0,0,5,0,0,14856,0,46894,59,514,8,0,0,500,158,3080,6,1045,1937,0,188658,1811,13233,27,205,0,296,548,0,0,2037,568,0,0,0
"Mokpo",0,0,0,192,390,1181,892,22962,0,0,0,5020,0,73905,0,0,45,0,0,0,968,62,0,75,8310,9139,690,0,182960,62190,87,0,0,4208,183,64,7748,123,907,51102,0,9961,0,17163,0,0,534,0,25,827,0,26419,0,9330,0,0,9320,0,0,6916,93,297485,552,26989,91,0,432,0,0,0,0,0,0,0,0,0
"Munkyeong",0,0,19,0,0,13330,0,0,2758,0,0,0,24170,0,0,0,558,0,0,0,525,0,10717,0,177,0,13822,0,0,0,0,0,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,614,0,0,0,0,0,0,155,0,9,1801,0,0,260,0,0,0,0,0,0,590,0,0,0,4171,0,0,0
"Naju",0,0,0,0,250,190,72,5012,0,18,0,484,0,13530,121,0,0,0,0,0,120,6,0,11,2467,1344,0,0,5028,11551,61,0,0,869,50,5,1303,0,146,10700,0,2210,236,3221,0,0,36,0,8,25850,0,83,0,2175,0,0,2665,0,0,2535,0,79193,515,15605,0,0,0,0,0,0,0,0,15,0,0,0
"Namwon",0,0,0,0,38,0,576,6813,0,347,0,494,0,19429,0,389,0,51,0,17,0,392,0,0,0,2473,0,0,1,8136,0,0,0,560,0,0,0,0,0,44051,1467,0,161,0,100543,0,277,75,0,0,0,0,0,2975,0,388,3130,0,0,3252,0,66700,33707,16538,0,0,337,20,0,294,0,0,0,24009,0,163
"Nonsan",0,95,0,1450,363,0,388,53143,0,0,4805,613,0,343197,0,0,0,0,0,0,0,0,0,0,6771,1214,0,747,28765,7256,0,0,0,16862,0,0,1056,409,111,62487,1008,4227,0,8914,30314,0,0,0,0,9014,0,1949,3605,4076,0,544,18115,0,0,24998,413,178947,12114,77124,0,0,419,0,0,0,0,0,0,7786,126,0
"Okchun",0,0,0,0,0,8679,569,15491,1650,305,0,716,12710,72311,201,0,0,28,0,82,0,0,8779,98,0,0,9065,0,0,0,0,0,1748,0,0,31,0,0,0,0,0,0,189,0,0,118,38,0,604,0,0,0,0,0,1183,504,5996,0,0,10416,0,48527,0,19500,0,139,0,0,0,0,0,29806,116,0,0,0
"Pohang",0,0,206,0,650,20448,913,1786,2,0,0,185,50110,3217,0,0,0,0,0,6,1397,780,2207,265,0,0,3463,0,0,0,41,47215,7234,0,75,202,0,0,0,0,0,0,208,718,0,0,1582,795,148,0,155,0,388,544,504,115,1907,0,181,536,0,7843,477,5129,562,14004,0,0,55,0,4732,211,129,315,0,0
"Pyeongtaek",0,34920,0,24902,669,42811,3283,100689,5104,1143,0,1862,55102,284765,0,0,0,0,0,276,0,0,11888,461,7100,0,23815,8403,17466,0,0,270,6801,8496,0,145,1671,26636,240,28443,1104,3202,1572,8722,18619,899,349,0,3178,10018,0,3170,3512,20595,6672,1602,6785,0,0,103523,6319,1390958,14430,463249,0,0,0,0,0,0,449,12052,0,9109,23100,0
"Samcheok",805,0,878,0,0,2729,31,0,45,0,0,0,4733,0,0,0,29330,0,197,0,18590,0,178,0,0,0,205,401,1108,0,0,149,337,0,0,0,0,0,0,54,0,3,4271,0,397,0,80,2572,197,0,19,0,0,0,0,0,0,232,30,0,0,26106,46,0,4108,439,5754,991,4,0,119,0,1809,0,0,1139
"Sangju",0,0,12,0,0,20524,0,0,3951,0,0,0,42646,0,0,0,68,0,0,0,784,0,18709,0,136,0,25232,0,0,0,0,0,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1012,0,1689,0,0,0,0,181,0,11,949,0,0,648,0,0,13,0,0,0,900,0,0,0,4012,0,0,0
"Sejong",88,0,188,0,495,26905,2377,317174,3990,29625,0,26834,34055,490889,467,0,41,0,0,7750,458,0,12368,439,6461,0,16189,0,17410,0,0,7,5434,10138,0,103,949,0,97,30993,845,4079,43632,7004,22396,16896,273,163,2083,7699,0,2460,2983,26365,11000,168,100522,0,0,6545,0,557686,12399,324131,503,0,0,0,0,0,0,13957,841,9002,0,0
"Seocheon",0,12863,0,21259,0,0,0,28913,0,0,0,0,0,3133,0,0,0,0,0,0,0,145,0,0,0,0,0,2392,711,0,0,0,0,108,0,0,0,17045,316,42541,0,0,0,0,0,0,168,0,0,93,0,0,0,296,0,0,6233,0,0,0,1640,90540,0,32133,93,0,0,0,0,0,51,0,0,0,12261,0
"Seoul",82542,303043,28217,193831,13232,4536430,577663,2782548,33475,9463,0,766850,3287832,3841376,43279,13,19946,33,3897,1576,104175,0,117646,29828,97251,14357,483248,54681,796058,74866,811,625532,75601,123913,0,4432,19160,280502,2196,404119,15241,95182,223736,148201,312909,3505,41867,83732,180105,294382,0,86744,66458,190448,53706,9224,1441828,22649,648,581484,95063,29862,270079,2504231,74752,1170641,610588,447057,0,14302,4624,136308,142565,193276,202211,37511
"Suncheon",0,0,0,0,25248,27165,21850,28621,0,0,442,2545,275,71949,0,2,269,67,0,0,624,569,124,1924,105,3895,0,0,5903,42305,7386,734,0,2221,11759,1415,184,0,3719,86574,6351,165,410,198,170238,0,11884,0,1217,523,0,502,35128,10297,0,438,12556,46,0,11840,0,271463,85448,55118,11,680,0,0,0,0,0,0,0,127112,0,0
"Suwon",0,114294,1109,89264,3954,436224,13443,783767,14502,2484,0,6331,369572,820537,195,0,0,0,0,451,668,0,53527,2430,32805,0,112007,32019,63608,0,0,49451,24911,27020,0,665,7333,98430,915,98632,5344,17180,5425,37474,95898,1179,908,15,12677,27677,0,16460,16936,80538,19558,6023,442204,0,0,325325,33850,2509161,58018,16867,428,69764,0,0,0,136,3620,46445,766,34576,75562,12
"Taebak",3594,572,106636,183,0,4650,53,1171,505,32,0,624,12446,1346,79,0,24931,9,560,0,30616,0,534,0,0,213,84,0,0,0,0,493,1041,0,0,0,0,264,0,0,0,0,21359,0,0,0,34,12322,33,91,9,0,0,0,0,1179,0,4124,23,503,93,71999,322,767,433,2055,20997,2723,25,0,1075,0,9584,83,184,7237
"Ulsan",15317,0,2539,0,0,852889,835,153178,0,0,0,34309,511325,281356,3211,0,643,0,5909,0,2070,0,0,229,0,16408,16422,0,0,297479,102,241123,40354,0,107,120,0,0,0,0,0,0,6083,0,0,0,1378,0,145,0,0,0,0,0,139,16387,0,366,0,0,0,1172288,850,83469,2218,17573,3111,1131,0,0,31864,372,11468,0,0,0
"Wonju",16546,0,26,0,0,5181,77,0,0,0,0,0,92,0,9389,0,3016,0,669,0,6270,0,298,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0,0,0,0,0,49860,0,0,0,0,26197,0,432,0,0,360,419,0,0,0,5851,0,0,0,596944,0,0,21104,2320,1086,101301,0,0,966,0,29254,0,0,14798
"Yangpyeong",7489,0,0,0,0,2171,457,0,0,0,0,0,251,0,3614,0,1609,0,964,0,3682,0,410,28,0,0,0,0,478,0,0,572,0,0,9,25,0,0,0,0,0,0,24836,0,0,0,314,7207,296,0,0,0,20,0,0,0,0,1207,0,0,0,415726,0,0,3283,882,104596,63513,0,0,249,256,10731,0,0,2255
"Yechun",0,0,3,0,0,6476,0,0,1274,0,0,0,7773,0,0,0,29,0,0,0,250,0,4342,0,98,0,5035,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,379,0,743,0,0,0,0,55,0,5,1090,0,0,0,0,0,3,0,0,0,91,0,0,0,2005,0,0,0
"Yeoncheon",0,0,0,0,0,0,0,251,0,0,0,0,0,0,249,342978,0,438,0,0,0,0,0,0,0,47,0,6,146,0,0,0,0,0,0,0,0,0,0,150,0,0,771,271,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,14105,0,136,0,0,0,0,0,53158,0,0,0,0,0,0
"Yeongchun",6756,103,835,216,0,17511,0,1073,0,0,0,0,252579,2097,599,0,321,0,7166,0,899,0,815,0,0,0,3142,0,0,0,0,42495,7122,0,0,0,0,188,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,7224,526,99,0,95,51,5135,0,3548,639,34803,1119,310,0,0,0,0,2636,0,231,0
"Yeongdong",204,0,0,0,0,28099,1765,19697,5886,452,0,705,44210,373310,402,0,0,59,0,82,0,0,27742,293,0,0,25722,0,0,0,0,0,3826,0,11,56,0,0,0,0,0,0,573,0,0,127,444,0,2151,0,0,0,0,0,27910,211,10339,0,0,13892,0,129159,0,45905,0,372,0,256,0,0,0,10572,55,0,0,0
"Yeongju",102413,292,20055,0,0,14110,670,191,825,1334,0,2562,12343,3171,6115,0,11742,0,3964,238,7917,0,6310,17,0,0,4948,0,197,0,0,5752,4317,0,0,1,0,0,0,0,0,0,45466,191,27,225,881,261,535,0,4424,15,0,0,94,129,0,1558,4176,883,0,147291,0,503,15264,12135,29108,9490,2514,0,2554,51,11012,0,0,48
