"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",0,0,957,0,301,0,1897,0,2399,2166,76476,0,4192,0,2670,0,258,0,0,97894,0,0,0,0,2400,0,2263,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,1824714,0,297,0,0,0,0,0,2,864,0,0,0,0,0
"Chungdo",0,911,0,0,0,0,471645,34174,3151,0,0,61560,0,240110,8493,0,0,0,246,74,12595,1721,64554,0,0,0,5,0,761,0,0,0,0,0,0,0,0,0,2387,0,55799,3,1546,0,0,0,236,1,1093,0,1294,1912,0,44734,0,7776,0,4,0,0,2,0,28,1773,19,0,0,0
"Chungju",28,432,0,0,0,0,129,529,1496,92735,0,0,37902,297,6336,2122,120,1,3646,0,0,0,653,0,361,0,1,0,0,0,0,0,0,0,600,293624,0,2,0,54,120,11227,0,0,0,3,0,0,596,0,0,23942,0,26883,0,4637,0,0,3,1,0,5160,1,0,191,0,0,1114
"Daegu",94675,9122,0,7108,35,0,3299976,112079,150994,88,840,227396,238,1269,561848,9046,2880,52731,55611,0,545184,9775,1434311,0,350,2,46702,0,2020,0,0,7,0,0,0,20083,8,0,10291,435,355578,0,38844,0,0,558,11503,27307,61830,7811,27618,72692,0,2397164,15,400923,31325,5937,17181,1094,5473,144,137662,116318,145169,0,0,1
"Daejeon",807,13854,25,694,223,2379,729972,48530,340942,32741,1221,5848,6868,556263,73711,1854,2658,443,2801,0,177899,1433,219552,3893,71752,563,11784,582,711,531,177,139024,2484,0,11165,103672,74127,22807,12088,35,23720,58295,0,10649,18460,267710,309764,54,99749,47,0,306752,290,2569642,51835,619867,88,1230,26,0,630,120,1737,332085,1126,29652,0,0
"Donghae",6340,0,0,7537,0,0,6168,0,0,0,0,0,1800,9400,1482,3897,1440,1483,71540,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,22244,0,0,0,43437,0,0,4,0,0,0,0,0,0,132119,0,0,0,74346,0,0,70823,4586,5093,866,0,606,2593,0,34246,0,0,13867
"Euijungbu",1507,0,0,0,840,0,56,226,180,0,172,0,0,480,0,1246,1710005,589,33,127,0,0,176,0,480,0,284,0,0,0,0,360,345,0,0,2329,0,0,120,257,252,0,0,0,547,0,0,600,1920,90,0,0,0,4744,812,0,0,277,3960,9600,490,1203102,1368,0,2381,0,0,123
"Euisung",55014,0,0,845,0,0,17362,2928,625,11,0,0,6,58284,1724,1372,589,40850,2733,0,0,0,0,0,0,0,22917,0,0,0,0,0,0,0,0,6142,0,0,0,5,0,0,0,0,0,0,0,399,0,770,0,0,0,28534,0,0,4882,20309,2352,335,0,0,44133,0,15923,336,0,28
"Gangneung",10136,0,0,6699,0,0,12250,569,291,1421,0,246,2267,49905,2531,79511,452,2541,134155,0,2528,0,801,216,0,0,2836,0,0,0,0,436,89,0,0,8669,132,115,0,23501,60,282,0,48,0,0,0,0,0,72406,0,0,0,48622,0,0,106440,10917,1620,389,120,0,6716,0,58121,0,0,2638
"Gapyeong",0,120,457,0,195,0,1763,829,136,14,54972,1442,2000,0,0,0,909,0,0,29281,0,0,0,0,541,0,247,0,0,0,0,2,0,3,0,118,474,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,496931,0,167,0,0,0,0,0,13,360,0,0,0,0,0
"Gimcheon",0,2725,0,0,0,0,233775,20913,29699,0,0,10801,0,418024,163847,0,120,0,2528,0,69143,524,246295,0,0,0,4084,0,216,0,0,0,0,0,0,34,0,0,1378,0,8508,0,51954,0,0,0,8147,238,11923,0,104478,20738,0,353463,0,91107,0,427,0,0,13213,0,996,48358,13474,0,0,0
"Gimhae",0,0,0,0,0,213,102507,148537,667,0,0,3213,1,16700,2511,0,0,0,0,0,758,28288,1804,0,240,203,0,1179,6207,0,46,0,0,0,0,0,0,0,3992,0,52233,252,0,63,0,0,8,0,115,0,0,701,0,12388,264,2180,0,0,0,0,0,0,0,259,0,2,0,0
"Gumi",0,2048,0,0,0,0,427522,34019,39070,136,0,47357,599,1456341,224915,0,120,0,1171,0,259728,1437,285589,0,0,0,6697,0,700,0,0,1,0,0,0,7,1,0,6977,0,30599,0,10671,0,0,0,8860,96,15584,0,7509,37109,0,458035,0,98687,0,231,2,0,2693,720,2558,44898,5948,0,0,0
"Gunsan",0,3,275,0,0,0,59,0,80,0,0,0,0,29,5832,0,0,0,216,0,0,0,0,310924,611,0,0,0,0,0,0,492972,514,0,1963,0,11873,29855,974,0,2,2928,0,330,646,7219,0,0,1,0,0,16,0,2345,531,33,0,0,0,0,0,0,0,0,0,697,0,0
"Gwangju",2,1728,0,0,0,353496,33648,9775,33908,748,3278,0,0,526,59362,0,4743,0,42,37,92,155,15,80,314024,1477,1144,27801,93,0,79693,77882,0,0,68658,0,59088,0,2401,0,581,301299,0,52341,0,43392,0,11,19485,0,0,20698,0,691812,22563,83095,0,0,120,0,0,72,0,0,0,5984,0,0
"Gwangyang",0,0,0,0,0,8162,5225,3363,397,0,0,68,0,698,749,0,0,0,0,0,38,149,105,0,1489,17214,0,14737,424,0,719,608,52,0,0,0,0,833,11089,0,484,841,0,57,469,342,0,0,196,0,0,274,0,23166,30609,1977,0,0,0,0,0,0,0,0,0,1379,0,0
"Gyeongju",32770,23,454,1844,0,0,121640,1704,309,8,712,0,2,57090,9934,848,254,21253,3303,116,2843,0,4493,0,391,0,40651,0,0,0,20,364,23,631,26,24876,35,0,577,11,2056,313,6,20,302,687,2,194435,31,728,5,0,0,274918,1180,1013,4999,413535,11765,993,1,98,36930,59,32018,208,0,4
"Hadong",0,0,0,0,0,1766,9501,21064,339,0,0,151,0,357,722,0,0,0,0,0,39,945,167,0,633,15661,0,45874,2561,0,1133,277,10,0,0,0,176,219,202679,0,677,309,0,30,2833,425,0,0,141,0,0,310,0,17889,22089,3066,0,0,0,0,0,0,0,19,0,3492,0,0
"Haman",0,0,0,0,0,149,20986,196396,430,0,0,664,0,3063,1140,0,0,0,0,0,373,5396,885,0,236,400,0,2590,27502,0,15,28,0,0,0,0,0,46,95298,0,2862,181,0,31,22,8,1,0,114,0,0,363,0,10261,659,1794,0,0,0,0,0,0,0,132,0,0,0,0
"Hongsung",0,4570,55881,0,77431,0,0,0,106484,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106584,0,0,0,2411,0,0,0,0,0,0,0,1086,0,0,0,0,0,0,16898,0,0,0,79116,399658,0,108598,0,0,0,0,0,0,0,0,0,0,83576,0
"Hwasoon",0,0,0,0,0,46006,3975,799,219,0,0,0,0,0,234,0,0,0,0,0,0,20,0,0,84692,559,20,2340,19,0,22424,255,0,0,14,0,239,0,202,0,80,4204,0,412,1,129,0,0,251,0,0,110,0,7346,10377,1139,0,0,0,0,0,0,0,0,0,3374,0,0
"Iksan",0,4015,0,0,0,2015,1488,3,35242,0,0,2,0,475,123227,0,0,0,436,0,41,0,0,486629,75033,209,367,131,3,0,137,340883,13066,0,40619,15,368616,105796,2651,0,63,66818,0,13724,40180,98287,2,0,25247,0,0,22293,0,689195,76852,133068,0,0,0,0,0,2640,9,39,0,48072,0,0
"Imsil",0,0,0,0,0,0,0,3,1664,0,0,0,0,0,2935,0,345,0,0,0,0,0,0,284,0,35,23,21,0,0,0,12161,1948,0,30,0,0,9537,79,0,0,483,0,0,7355,1452,0,0,1532,0,0,671,0,55877,7067,8871,0,0,0,0,0,0,0,0,0,6842,0,0
"Incheon",0,0,0,0,0,0,1053,0,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,2400,0,0,0,111415,0,586,1325,0,0,0,0,1800,0,0,0,600,0,0,96,0,0,0,0,17597,0,28813,0,0,1177,0,0,3040,0,0,0,0,0,0
"Jangsung",0,692,0,0,0,358,171,0,3199,0,0,0,600,52,11754,0,0,0,0,0,8,0,1,914,34901,1,26,0,0,0,23,33152,0,0,39025,0,49791,1,0,0,7,18259,0,3969,0,7296,2,0,1874,0,0,3259,0,120831,303,16540,0,0,0,0,0,0,0,0,0,0,0,0
"Jecheon",61562,316,0,364,0,0,61473,2787,10759,163791,0,0,286718,33695,87431,21191,2329,6077,17305,2,2,0,0,0,0,0,20038,0,0,0,0,0,0,62,0,19107,950,0,0,164172,160,160,9,0,0,0,0,13,3274,6332,4,75726,0,412028,0,10039,5999,49657,36543,8312,6,0,15898,0,107809,1277,0,68617
"Jeongeup",0,4069,0,0,0,2103,2606,0,21097,0,296,0,0,564,62843,0,0,0,196,42,0,0,1,8976,51921,0,205,176,0,0,146,341012,2,524,53736,950,240046,217,525,0,27,44105,0,9361,39,39039,0,4,16097,0,0,17335,0,503031,2519,114293,0,0,0,0,150,0,0,0,691,5,0,0
"Jeongju",0,504,0,0,0,10,120,120,15390,1570,120,0,0,120,24914,0,0,0,808,0,0,0,0,21016,92,195,0,52,0,0,0,132425,8648,0,54,0,113,20613,1512,0,120,7253,0,0,32617,7438,0,0,9584,0,0,7462,0,243520,100609,50603,0,0,0,0,0,0,120,0,0,84004,0,0
"Jinju",0,0,0,0,0,3862,27541,70279,5537,0,0,1318,0,5103,10917,0,0,0,0,0,1478,3745,4348,0,3305,10476,587,244134,78710,0,37,1792,117,0,0,0,525,1762,187493,0,7928,2570,0,235,467,1828,558,0,3208,0,0,4208,0,52782,13834,16986,0,0,0,0,0,72,0,711,0,2,0,0
"Jungsun",1,0,0,0,0,0,16,0,0,448,0,0,140,432,632,38283,1165,0,41875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222643,0,0,0,912500,0,0,0,0,0,0,0,0,0,2115,0,122,0,321552,0,0,38282,0,143294,2664,0,0,0,0,1,0,0,193598
"Milyang",0,574,0,0,0,384,2157455,105252,8248,700,0,69315,0,388368,25546,0,672,0,60,0,8572,27293,26189,0,395,270,3714,656,3099,0,65,50,0,0,0,450,45,0,8330,0,341030,334,661,38,125,3,358,0,2310,0,345,6518,0,124102,579,18515,0,37,0,0,1,5,135,3230,0,0,0,0
"Mokpo",0,3812,0,0,0,1972,34456,8096,17642,840,0,0,12427,0,49677,0,0,0,660,0,0,154,0,2873,258140,457,568,181,134,0,3831,72969,483,1200,18753,160,42601,5437,1447,0,371,568887,0,46976,1226,21700,1279,0,9703,0,0,14642,0,568933,2975,61443,0,0,0,0,0,0,0,0,0,1571,413,0
"Munkyeong",0,0,0,9,0,0,20688,0,326,0,0,1894,0,47589,49,12,0,0,22,0,64447,0,13957,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,1193,0,348583,0,0,0,0,0,0,12,54806,0,0,9,0,3,106,0,11,1,33556,0,0,7,17054,0,0,43
"Naju",0,1683,0,0,0,1167,3985,789,5696,0,0,0,0,0,9230,0,0,0,140,0,0,55,0,20,45527,69,98,25,20,0,508,15991,0,0,6337,0,11049,0,137,0,48,58073,0,21,2,10182,0,0,4723,0,0,3971,0,147351,779,22687,0,0,0,0,0,0,1680,0,0,332,0,0
"Namwon",0,0,0,0,0,0,25,2,6717,0,0,0,0,0,15286,0,1136,0,0,0,0,1,0,148,0,198,444,2777,0,0,0,34427,9005,0,0,0,0,33430,160,0,0,1226,0,0,36284,4876,0,0,4392,0,0,4778,0,169610,34243,27415,0,0,0,0,0,134,0,0,0,26055,0,0
"Nonsan",0,2357,0,0,0,676,16983,488,24006,4037,28480,0,0,11921,263158,0,40590,0,0,0,3,0,0,7499,49761,61,613,99,2,0,78,62224,1062,0,7051,76,31505,5777,827,0,840,19111,0,5456,4438,62921,0,20,16167,0,0,27417,0,454962,19681,110760,0,364,1110,0,0,0,1049,0,0,11747,0,0
"Okchun",0,0,0,0,0,0,24969,1524,6498,0,0,512,0,21067,350710,0,0,0,0,0,10839,30,12172,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,944,0,620,1279,25,0,0,1,90193,2,1791,0,19,2780,0,62742,0,19971,0,181,0,0,2,0,0,48616,14,0,0,0
"Pohang",30,0,119,0,0,0,15526,4390,1,3,0,0,0,24883,9,0,1920,71,0,0,226,2,98,0,0,0,165395,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,20,2,3758726,4,0,0,1,0,282,0,753,0,26293,2160,0,0,0,6498,90,33,0,0,0
"Pyeongtaek",0,24477,4697,0,22276,1760,48764,3846,27403,2074,432,781,502,65614,116803,0,120,0,0,0,12047,88,14896,0,23782,150,91,159,83,24405,146,30069,1539,2447,2159,3488,18286,9264,2091,0,2590,10651,0,5453,4600,14405,1609,1,16314,0,0,21037,14994,908262,11091,42203,0,0,0,0,0,0,0,7832,0,3962,12226,0
"Samcheok",3345,0,499,6684,0,0,4507,1550,0,0,0,0,676,8656,47,128147,276,970,73329,0,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,7108,0,0,0,4315,0,0,0,0,0,0,0,0,0,74182,0,1,0,53990,0,0,16025,2018,9177,228,0,0,1407,0,14664,0,0,4896
"Sangju",0,0,0,0,0,0,16838,0,406,0,0,1350,0,35098,53,1,0,0,24,0,115296,0,11126,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,764,500,50330,0,0,0,7,0,0,0,38898,0,0,482,0,1,18,0,43,1,4493,0,0,84,6974,0,0,0
"Sejong",0,8076,0,0,0,541,108899,15495,123321,48051,360,1064,18436,75890,335671,381,480,0,960,0,20743,394,38629,0,24431,191,245,190,243,0,60,26530,627,8,3025,64575,20321,8193,4112,0,6233,16229,2,4094,4700,19689,3094,0,27680,0,0,30797,0,776835,18021,198259,0,0,120,0,0,437,20,12512,0,11422,0,0
"Seocheon",0,4186,46263,0,172053,0,0,0,29039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14910,0,0,0,89514,349956,0,75888,0,0,0,0,0,0,0,0,0,0,52219,0
"Seoul",379322,63,326942,20700,535460,46261,3201680,236455,1480464,14939,1854557,37097,26911,2411362,2536127,81004,11842,26248,150258,397683,367297,8865,443260,219,768510,19879,318122,18876,6734,407633,3523,694764,51901,404,115608,428434,553125,276148,61636,369892,121881,521555,1,173575,190337,485355,48025,211,713618,47284,474,766891,360420,538442,542031,672153,59867,44406,603777,560063,3,1010,14398,256668,531053,225370,439996,105404
"Suncheon",0,0,0,0,0,57775,11394,4692,19482,0,0,0,0,7,45111,0,484,0,0,0,0,107,0,47,13634,26875,1216,24908,437,1,8096,75688,7682,0,152,0,1736,93935,10113,0,415,2658,0,438,37914,19998,0,0,9700,0,0,17351,0,473238,131892,63215,0,0,0,0,0,0,0,0,0,118401,0,0
"Suwon",0,3765,40237,0,109263,5676,373403,52564,187916,4545,324,5443,4223,405773,572214,0,0,0,0,58,90982,1514,96653,0,97800,1910,2020,2862,1140,102545,481,147836,7756,45331,15663,10057,116225,52947,16267,0,18121,64924,0,23969,30577,110398,11092,453,116286,0,0,194894,72644,311078,72339,0,0,0,0,0,0,0,0,59836,0,31417,109216,0
"Taebak",22320,0,90,65360,0,0,23756,595,0,1,0,0,0,29619,88,73794,0,5090,93694,0,0,0,3,0,0,0,5056,0,0,0,0,0,0,0,0,9579,0,0,0,32728,0,0,9,0,0,0,0,0,0,18816,0,5,0,76601,0,0,77136,11708,10987,324,3,0,8035,0,107695,1328,0,8089
"Ulsan",57888,0,0,6770,0,0,589408,0,790,158,0,0,0,6484,1057,4102,139,21711,11492,0,276,0,101,0,0,0,416485,0,0,0,0,0,0,0,0,51520,0,0,0,14,30,0,0,0,0,364,389,24119,0,1828,0,0,0,65774,0,0,11257,23012,29223,2046,0,80,29924,0,61105,0,0,66
"Wonju",34938,0,0,344,0,0,40822,902,1640,13,0,1008,4,19970,0,5594,3960,2593,5659,0,0,0,9,0,576,0,12647,0,0,0,0,0,0,475,0,51614,1,0,0,133135,0,0,0,0,0,0,0,3295,0,7035,0,9,0,563650,0,0,6691,28976,172728,94819,290,0,11626,0,45365,2398,0,27328
"Yangpyeong",3152,0,155,88,0,0,3073,0,132,108,0,0,23,1637,0,957,10920,306,907,5520,0,0,0,0,0,0,998,0,0,0,0,0,0,840,0,8926,0,0,0,2774,0,0,0,0,0,0,0,0,0,214,0,0,0,545184,0,0,282,2062,110084,102044,0,5040,1131,0,4176,112,0,1018
"Yechun",6,0,0,64,0,0,16,1291,70,0,0,0,1,7718,642,46,490,0,709,0,19686,0,4260,0,0,0,0,0,0,0,0,0,0,0,0,537,150,0,0,6,0,0,39403,0,0,0,2,0,0,46,4114,0,0,360,0,1,458,2,86,9,65566,0,0,0,109534,0,0,0
"Yeoncheon",0,0,0,0,0,0,144,361,264,0,37,0,2640,144,72,296,1314389,0,0,9,0,0,432,0,0,0,73,0,0,0,0,2760,0,2040,0,0,42,0,72,0,5,0,0,0,0,0,0,0,0,0,0,216,0,14064,133,0,0,80,0,7800,0,565619,0,0,0,0,0,0
"Yeongchun",24214,0,0,865,0,0,12749,7,0,0,864,12,0,129953,1919,1425,1584,42466,5025,0,1106,0,3009,0,0,0,40221,0,0,0,0,0,0,0,0,10347,0,0,0,1,23,0,1,1440,0,1049,1,7783,0,970,2,0,0,16105,0,1,6133,30060,5681,392,9,1008,44196,0,15961,0,0,1
"Yeongdong",0,2450,0,0,0,0,104605,7811,19045,0,0,1201,0,113853,303692,0,0,0,0,0,50180,208,46453,0,0,0,79,0,77,0,0,0,0,0,0,0,0,0,702,0,3597,0,79,0,0,9,39525,92,7742,0,25,17477,0,254722,0,63637,0,0,0,0,0,0,0,35657,1,0,0,0
"Yeongju",154990,0,0,69753,0,0,78112,1030,2821,1736,0,0,191,130020,1184,38976,4319,18656,70325,0,12100,0,6270,0,0,0,30750,0,0,0,0,0,0,0,0,122607,1339,0,0,105,0,0,14201,0,0,0,22,271,0,15811,4888,2,0,503457,0,0,117367,52535,46076,4456,120966,0,22689,0,48255,224,0,4935
"Yeosu",388,0,0,0,0,12164,198,690,10632,0,0,0,0,0,26083,0,0,336,0,0,0,4,0,640,3602,570,343,9157,12,0,3518,54305,8501,0,0,120,0,85573,179,0,15,1190,0,306,33764,12606,0,0,3597,0,0,10962,0,238821,136157,29019,0,0,186,112,0,0,0,0,0,7231,0,192
"Yesan",0,4877,54354,0,45972,0,0,0,89679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71485,0,0,0,7,0,0,0,0,0,0,0,945,0,0,0,0,0,0,13202,0,0,0,42652,442963,0,114571,0,0,0,0,0,0,0,0,0,0,19688,0
"Youngwol",106,0,0,12,0,0,2,909,21,551,0,0,1573,226,146,11371,462,25,3782,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,84787,0,0,0,199112,0,0,0,0,0,0,0,0,0,3975,0,63,0,110428,3,3,7749,2,35364,1175,0,0,84,0,5210,660,0,95917
