"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",2,0,0,0,0,0,432,160,40,576,91497,0,0,105,455,0,0,0,1584,204109,14,6,2,0,681,0,0,0,0,209,0,18,0,0,713,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2322352,0,49,0,0,3,1,0,0,648,0,0,0,0,0
"Chungdo",0,354,0,0,0,20,455993,46645,11616,0,0,20803,0,171082,47293,0,0,0,1,0,76361,4292,166854,0,0,0,0,246,430,0,0,1,0,0,0,0,0,0,2013,0,49775,0,6165,0,0,0,1089,0,6233,0,6637,8441,0,134697,129,37148,0,0,0,0,1987,0,0,4004,1813,0,0,0
"Chungju",2547,0,0,0,0,0,2,617,1085,54577,0,0,18614,504,29503,3903,0,0,5494,0,0,0,0,0,55,0,0,0,0,0,0,71,0,0,6,176437,1068,42,0,5472,0,0,0,0,0,176,0,0,690,144,0,22720,0,19591,173,5005,28,0,10,0,0,0,0,0,7226,0,0,672
"Daegu",19078,3884,0,3247,0,501,2214235,115553,142828,0,298,171251,0,914,456800,7408,290,15430,22377,0,362915,17091,865120,0,214,0,103738,539,3184,0,0,1468,0,0,281,3509,1635,0,9317,258,243612,0,44039,0,0,964,9655,279186,74346,2816,43583,61344,0,2010716,265,477530,21305,18819,4,2,8684,0,156192,44846,16684,0,3,0
"Daejeon",0,4798,564,0,0,3349,618450,47985,379123,61872,516,50154,26236,449935,5538,758,7394,0,4026,0,139564,4166,161209,0,80045,386,18138,180,813,7,409,133146,3522,0,17321,87397,63056,47203,2214,8847,25070,50014,115,8831,15980,137602,33479,19179,150711,192,57,170618,0,2483070,49121,600107,28,22373,411,0,32,229,7525,202119,1975,34888,112,966
"Donghae",4799,0,0,2578,0,64,3161,511,0,494,0,0,4193,7781,864,378,0,785,34079,0,221,0,432,0,880,0,490,0,0,0,0,80,0,0,7,12235,32,0,0,18493,73,0,164,0,0,24,0,288,0,10412,136,396,0,49011,0,0,6677,1461,3004,1540,55,0,1309,0,10895,13,0,5783
"Euijungbu",0,0,0,0,0,0,794,153,88,288,0,0,0,479,599,0,2024161,0,161,0,12,4,0,0,957,0,0,0,0,0,0,83,0,0,667,0,227,0,0,0,79,0,0,0,0,0,0,432,0,0,0,0,0,10339,0,25,0,420,0,144,0,1151383,360,0,0,0,0,0
"Euisung",15308,0,0,222,0,0,6249,0,0,0,0,0,0,19028,0,777,0,3668,1205,0,0,0,0,0,0,0,8306,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,5508,0,1,819,7762,356,68,0,0,16958,0,4877,0,0,0
"Gangneung",7020,0,0,3799,0,0,12844,0,0,1971,1512,0,4985,18701,3406,35799,161,1228,52074,0,731,0,2008,20,2045,0,2130,0,0,0,0,865,0,0,23,17169,184,0,0,44780,490,0,802,0,0,166,0,432,0,21266,853,1322,0,156217,0,0,15117,4350,5469,2845,253,0,2184,0,15289,0,0,4677
"Gapyeong",0,0,0,0,0,0,432,1440,0,0,199361,936,0,0,792,0,0,0,56,25884,0,0,0,0,802,0,0,0,0,169,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363130,0,0,0,0,864,216,0,0,0,0,0,0,0,0
"Gimcheon",0,1127,222,24,221,0,118992,13317,25430,0,23,76421,1,356127,141767,155,27,0,757,0,2541,919,48367,0,487,0,2844,0,210,0,0,269,0,0,19,0,603,0,1935,334,5660,0,14674,0,0,377,3171,3864,12711,23,12554,18037,0,260054,0,73263,64,4021,0,0,4303,0,2150,19889,7575,0,229,0
"Gimhae",0,0,0,0,0,254,45319,20329,1446,0,19,3405,0,17919,3968,0,29,0,0,0,970,196,2996,0,246,232,0,907,1625,0,46,61,0,0,0,0,0,0,6351,0,5901,424,0,45,0,0,75,0,653,0,0,912,0,19033,382,6283,0,0,0,0,0,0,0,241,0,0,0,0
"Gumi",0,1183,0,13,340,0,380359,28129,44027,0,2,168942,980,845310,162445,363,0,0,2302,0,47415,3271,49633,0,596,0,7907,0,734,0,0,1887,0,0,26,0,563,0,4272,254,25496,2,9374,0,0,307,4812,10980,21953,90,6151,22791,0,515789,0,160597,185,12328,0,0,6258,0,11495,19566,8979,0,375,0
"Gunsan",0,0,0,0,0,0,0,0,0,271,0,0,0,0,811,0,0,0,292,0,0,0,0,16480,226,0,0,0,0,0,0,136185,2046,0,220,40,2265,54914,259,0,0,83,0,59,1,473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224,0,0
"Gwangju",0,537,0,0,0,85551,8743,2987,30356,113,1751,0,42,195,75592,182,1906,0,3378,0,499,194,348,8,6453,725,268,1053,182,0,10269,88784,0,0,10213,128,54812,0,1618,1562,325,251540,0,5819,0,38588,0,0,22076,34,0,20887,0,642278,9508,133548,11,0,0,0,0,0,50,59,0,3936,340,50
"Gwangyang",0,0,0,0,0,2639,2855,2384,216,0,0,0,0,0,279,0,0,0,455,0,0,284,0,0,902,87,0,4559,408,0,448,267,21,0,0,0,0,432,7172,0,241,1489,0,183,147,47,0,0,169,0,0,98,0,7134,5760,1140,0,0,0,0,0,0,0,0,0,0,0,0
"Gyeongju",16654,1018,0,762,0,0,131472,0,9909,0,0,0,0,108678,19052,513,0,7950,2213,0,2651,0,8742,0,200,0,11984,0,0,0,0,577,0,0,14,4489,217,0,1231,0,0,0,0,0,0,558,593,141326,594,255,0,457,0,182518,0,33719,2150,94545,2042,516,0,0,64996,210,10247,0,323,0
"Hadong",0,0,0,0,0,726,7086,12877,130,0,0,244,0,539,121,0,0,0,0,0,0,928,0,0,942,3505,0,3770,1062,0,88,89,6,0,0,0,160,106,64841,0,578,467,0,45,21,42,0,0,65,0,0,46,0,3541,6666,604,0,0,0,0,0,0,0,0,0,0,0,0
"Haman",30,0,0,0,0,203,12508,64351,458,0,0,917,0,3790,1017,0,0,0,0,0,223,2595,786,0,218,278,0,1155,1335,0,24,0,0,0,0,0,0,0,26386,0,1737,324,0,11,0,0,17,0,163,0,0,186,0,7679,738,2033,0,0,0,0,0,0,0,100,0,0,0,0
"Hongsung",1,2239,35205,0,20141,0,18,15,102052,283,209,0,0,0,4,0,0,0,0,169,433,0,350,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33249,0,69,90,29417,315888,0,94261,1,0,0,0,0,0,0,0,1,0,14665,0
"Hwasoon",0,0,0,0,0,36998,1427,614,301,0,0,0,0,0,522,0,0,0,0,0,0,55,0,0,7024,266,0,102,27,0,1466,571,0,0,110,0,357,0,194,0,83,6400,0,387,0,267,0,0,193,0,0,153,0,7669,5430,1616,0,0,0,0,0,0,0,0,0,1186,21,0
"Iksan",0,1228,0,0,0,2611,648,484,45006,325,22,0,51,1366,126165,37,41,0,1451,0,241,61,1369,98470,90886,177,538,85,0,0,387,9290,13539,0,18517,227,122978,67238,1609,503,0,40731,0,8325,41456,29578,0,0,27091,11,0,29532,0,534597,47772,148008,1,0,0,0,0,0,117,37,0,33335,0,29
"Imsil",0,0,0,0,0,0,0,0,1515,0,0,0,0,0,2921,0,0,0,0,0,0,0,0,2259,0,5,0,2,0,0,0,10154,167,0,0,0,0,8164,15,101,0,0,0,0,409,624,0,0,1439,0,0,596,0,33547,3358,7991,0,0,0,0,0,0,0,0,0,2754,0,0
"Incheon",0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jangsung",0,688,0,0,0,457,0,0,4957,4,597,0,7,23,18651,4,667,0,48,0,18,0,27,5,8493,0,10,0,0,0,61,19923,0,0,630,19,12045,0,0,12,0,15211,0,3161,0,5699,0,0,3203,0,0,20835,0,110436,199,25935,0,0,0,0,0,864,5,0,0,0,0,0
"Jecheon",28449,0,0,74,92,0,16485,885,7558,58830,0,0,174566,3490,86049,11737,0,1102,19216,0,0,0,0,231,192,0,4210,0,0,305,0,177,0,0,25,5319,56,450,0,68728,0,0,0,0,0,116,0,0,2504,3661,0,48619,66,191826,0,5521,1186,10849,26684,4843,0,0,2501,0,40276,0,161,11875
"Jeongeup",0,1326,335,0,0,1680,1,0,22953,15,0,0,366,994,62566,31,400,0,221,276,555,0,446,41,52047,0,249,160,0,0,243,121503,0,451,13644,16,30680,0,110,362,0,32831,187,5690,0,17571,0,0,15479,9,142,14799,0,403770,1518,102104,0,0,0,0,0,201,73,10,0,0,98,0
"Jeongju",0,195,0,0,0,0,0,0,33500,65,0,0,43,0,43649,0,0,0,0,0,0,0,0,65256,0,222,0,85,0,0,0,81571,5516,0,121,290,0,6743,1496,380,0,0,0,0,30002,11953,0,0,18977,0,0,16839,0,291505,82265,87744,0,0,0,0,0,0,0,0,0,72711,0,53
"Jinju",0,0,0,0,0,2682,21176,53837,2270,0,0,3481,0,9125,1057,0,0,0,0,0,2095,4961,3242,13,2524,6465,1231,71213,25754,0,210,1294,28,0,0,0,430,1440,18561,0,9872,3362,0,142,181,537,17,0,3262,0,0,2615,0,16200,11114,5863,0,0,0,0,0,0,0,160,0,0,0,0
"Jungsun",2041,0,0,1185,0,387,0,490,10,1274,0,0,5809,258,9210,16934,0,0,41388,0,334,0,120,0,2028,449,1,0,0,0,0,702,41,0,12,70175,328,424,0,64914,0,0,10,0,0,75,0,0,376,1762,0,3714,0,295936,467,194,3410,1,75285,5770,0,0,125,0,4452,105,0,22806
"Milyang",0,268,0,3,0,778,967586,39729,7426,0,31,44989,0,245191,27500,56,167,0,556,0,6639,4648,25676,0,329,147,0,655,1756,0,68,0,0,0,0,0,0,0,9897,0,52899,404,962,79,0,0,532,0,3177,13,646,4898,0,109440,546,27477,164,0,0,0,237,0,0,1799,734,0,0,0
"Mokpo",0,1724,0,0,0,3037,15123,4255,19719,0,0,0,0,0,51839,0,0,0,0,0,0,292,0,0,235398,1142,0,298,315,0,5587,41357,0,0,16694,0,33494,0,2710,0,431,29478,0,18308,0,15444,70,0,11226,0,0,15103,0,336859,7969,73682,0,0,0,0,0,0,0,37,0,1459,0,0
"Munkyeong",0,0,50,1,0,0,25764,0,49,0,0,5799,0,51679,444,97,0,0,717,0,19347,0,11018,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,10,1145,0,4,0,0,0,13,0,26,10,1569,56,0,224,0,37,32,0,0,0,191,0,0,19,3383,0,0,0
"Naju",0,583,0,0,0,1545,1401,281,4911,0,0,0,0,0,9809,0,0,0,0,0,0,39,0,0,3698,181,0,46,11,0,118,8937,0,0,3715,0,6571,0,175,0,75,21720,0,0,3,3445,0,0,3464,0,0,2914,0,87629,1388,22499,0,0,0,0,0,0,7,0,0,1089,0,0
"Namwon",0,0,0,0,0,0,0,0,7419,0,0,0,0,0,15785,0,0,0,0,0,0,0,0,0,0,68,0,22,0,0,0,41027,1169,0,0,0,0,29185,124,0,0,0,0,0,215,4417,0,356,5363,0,0,4182,0,151680,26997,34534,0,0,0,0,0,0,0,0,0,32193,0,0
"Nonsan",0,1089,0,0,0,1095,0,0,44715,14515,5546,0,25,817,158128,11,9576,0,196,0,110,0,196,0,38963,29,587,48,0,0,225,30453,631,0,22868,26,17218,12987,445,38,0,16307,0,3034,4455,5537,0,0,18467,1,0,30521,0,434974,12694,106449,0,0,0,1,0,0,77,1014,0,8464,0,3
"Okchun",0,0,0,0,0,0,10937,701,9473,0,0,945,0,11023,47843,0,0,0,0,0,3704,65,5988,0,0,0,593,0,28,0,0,0,0,0,0,0,0,0,28,0,417,146,7,0,0,0,3532,41,3270,0,2,3291,0,55125,0,17068,0,0,0,0,0,0,0,2484,4,0,0,0
"Pohang",6,1224,0,0,360,0,39004,360,11655,0,0,0,0,287987,18250,0,288,10,1385,0,2778,0,9157,0,0,0,145616,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,356,0,41,1361295,1,0,0,31,0,105701,0,37134,0,24375,0,2172,0,1440,61788,90,38,0,0,0
"Pyeongtaek",1115,19768,7560,0,24715,1283,75994,13109,38836,1035,0,6298,529,71882,146037,0,0,0,0,0,12544,777,21145,0,23329,180,504,101,194,33171,166,27694,1532,0,3280,1972,15247,19720,1209,376,3182,11451,9,4014,5093,18853,2439,7,1118,0,4,34525,9690,1330261,12900,233178,0,1162,0,0,1,0,915,6958,1919,7616,13890,0
"Samcheok",1232,0,0,752,0,0,1323,0,0,64,0,0,633,2924,333,11155,0,214,21486,0,47,0,105,272,343,0,250,0,0,0,0,197,0,0,0,3827,33,0,0,2830,6,0,39,0,0,15,0,0,0,711,37,111,0,20148,0,0,619,815,4328,332,4,0,466,0,3138,0,0,1133
"Sangju",0,0,69,1,0,0,24153,0,73,0,0,6264,0,52673,316,61,0,0,815,0,20569,0,7156,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,754,0,3072,0,0,0,3,0,25,12,1555,77,0,536,0,209,28,0,0,0,573,0,0,6,3918,0,0,0
"Sejong",0,4274,805,0,1440,1030,99188,9284,84345,39449,216,6931,22149,62050,168949,343,13720,0,1499,0,17084,924,21955,0,26440,156,428,64,178,90,104,30646,661,360,6277,42983,14270,17724,750,3444,4671,15384,10,2633,4066,29439,2719,457,35545,32,4,263,0,679353,15082,232431,17,984,8,0,4,0,559,9318,352,10893,81,118
"Seocheon",0,1216,19043,0,28173,0,0,0,27249,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9181,0,0,0,3800,188514,0,51556,0,0,0,0,0,0,0,0,0,0,19966,0
"Seoul",123591,1233,352586,4305,394387,47074,2591598,265341,2073917,6552,2386597,130938,19634,1982110,2422616,49847,21333,5519,252376,366264,259186,19829,504370,0,686945,10109,159363,5363,8063,332816,5569,517750,33522,0,109603,209187,397307,307368,22554,302293,105086,349455,183,90871,131561,453964,50301,94931,1194202,17366,309,673742,196185,423083,367003,560598,26119,123098,407590,438020,129,486,35727,152315,197006,190830,305126,48592
"Suncheon",0,0,0,0,0,37872,10419,4632,21633,0,0,129,173,265,47289,421,0,0,86,0,0,319,0,0,8480,3299,0,6021,893,0,5397,47643,3694,0,265,0,1355,80733,9346,0,659,7411,0,1496,29444,12958,0,0,12378,0,0,14196,0,342416,15582,84001,0,0,0,0,0,0,0,0,0,37581,0,0
"Suwon",2921,67,89172,0,116808,9020,572625,79083,476905,2058,33,36889,5038,466590,584972,36,27,0,13,0,72370,6327,153513,0,143274,1674,29791,946,2162,96041,1212,147378,8070,0,25676,4909,102675,91797,6958,194,26816,79455,36,23990,32925,109081,15334,36604,323674,0,90,238527,54003,537623,89697,0,0,46099,0,0,11,0,10620,39741,4421,51937,85895,0
"Taebak",8065,0,0,8281,0,0,15742,0,0,26,0,0,32,22319,39,7856,0,946,18669,0,133,0,438,0,7,0,2077,0,0,0,0,0,0,0,0,1513,0,0,0,1931,192,0,79,0,0,2,0,0,0,1319,105,25,0,10481,0,0,5908,6571,1898,133,59,0,3679,0,21513,0,0,1528
"Ulsan",25060,0,0,2642,0,0,230732,0,12552,0,0,0,0,19655,20174,1372,420,8228,3841,0,3733,0,12024,0,0,0,95018,0,0,0,0,0,0,0,0,10964,0,0,0,0,0,0,0,0,0,0,0,24589,1240,708,0,1216,0,122697,0,44787,5300,1717,4752,710,0,0,17462,556,22297,0,0,0
"Wonju",16230,0,0,66,0,0,10742,144,0,0,0,299,2,0,938,3174,0,344,11069,72,0,0,0,0,0,0,1762,0,0,0,0,0,0,432,0,30557,0,0,0,72316,0,0,0,0,0,0,0,2088,0,3841,0,0,0,356782,24,0,1258,4190,17010,43172,0,72,1400,0,24006,0,0,18176
"Yangpyeong",3816,144,0,27,0,0,2411,0,0,2,0,0,0,0,0,1513,288,109,2691,504,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,7556,0,0,0,4944,0,0,0,0,0,0,0,864,0,198,0,0,0,358216,0,0,149,759,51853,9726,0,5614,187,0,3322,0,0,1085
"Yechun",0,0,0,0,0,0,12331,0,14,0,0,1856,0,10602,78,27,0,0,201,0,5762,0,6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,102,0,0,0,8,0,4,1,644,7,0,26,0,7,1,0,0,0,26,0,0,6,720,0,0,0
"Yeoncheon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,1358521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,227,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,648,0,0,0,0,72,5392,0,170538,864,0,0,0,0,0
"Yeongchun",16993,0,0,1265,0,0,9912,0,2621,0,735,0,0,176168,8188,1226,335,19374,1935,0,2391,0,13277,0,29,0,69960,0,0,0,0,147,0,0,33,2071,76,0,0,125,0,0,0,0,0,77,0,64531,962,405,0,567,0,36175,0,11483,3463,14966,1233,138,0,801,6541,71,9669,0,0,0
"Yeongdong",0,670,0,0,0,0,44813,4231,14553,0,0,3790,0,44979,182842,0,0,0,0,0,19482,31,19366,0,78,0,178,0,74,0,0,42,0,0,8,0,23,0,200,0,1669,37,5,0,0,1029,1160,81,6662,0,4,9800,0,145168,0,39053,0,320,0,0,3,0,39,1881,3,0,0,0
"Yeongju",48247,0,0,9920,0,0,25156,0,4979,2723,0,1596,8563,16402,1974,11234,0,5547,19020,0,8568,0,8122,0,0,0,8575,0,0,0,0,0,0,0,0,41613,0,0,0,3415,607,0,2868,0,46,0,7,0,2135,3304,3607,522,0,202132,0,5585,25149,16033,21971,3571,754,0,10304,2,2328,0,0,124
"Yeosu",0,0,0,0,0,3383,1,0,13516,0,0,0,0,0,33287,75,0,0,0,0,0,0,0,224,3798,0,0,0,0,0,1422,33745,3124,0,0,0,0,71818,0,0,0,1248,0,1044,33111,9132,0,0,7016,0,0,10422,0,186438,42854,51234,0,0,0,0,0,0,0,0,0,549,0,0
"Yesan",0,1326,12600,0,23185,0,105,138,65493,145,0,0,0,0,109,0,0,0,0,0,229,0,366,0,340,0,323,0,0,15513,21,1,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,14452,0,0,81,19197,289417,0,84687,0,0,0,0,0,0,0,0,0,0,2631,0
"Youngwol",0,0,0,127,0,0,0,0,0,188,0,0,940,0,1148,5722,0,0,5467,0,0,0,0,0,97,0,0,0,0,0,0,47,0,0,0,14099,9,155,0,24288,0,0,0,0,0,2,0,0,0,1039,0,171,0,48479,0,0,1439,1,18061,1393,0,0,0,0,190,0,0,1015
