"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Gwangju",0,882,0,0,0,254805,28189,7936,28611,1313,0,0,0,0,55290,0,0,0,4415,0,295,302,443,0,31006,1399,81,3544,161,313,58347,74176,0,0,11977,0,58683,0,2662,0,525,312937,0,34158,202,36878,0,0,18953,0,0,15119,0,812495,31357,108293,0,0,0,0,0,0,0,0,0,145,0,0
"Gwangyang",0,0,0,0,0,4426,4359,3087,180,0,0,2,0,5,607,0,0,0,0,0,0,165,0,0,1727,5088,0,8781,503,0,295,262,85,0,0,2,0,456,7194,0,311,1450,0,145,193,436,0,0,325,0,0,107,0,11434,10932,1499,0,20,0,0,0,0,0,0,0,0,0,0
"Gyeongju",21982,10470,0,1162,0,0,137849,0,10753,0,0,0,0,48742,23950,886,0,8530,4086,0,1925,0,7781,0,81,0,16206,72,0,0,0,723,0,0,424,8245,515,0,462,392,0,0,126,0,0,0,148,94111,2,335,0,535,0,385035,0,20405,2926,117604,6818,832,0,0,30349,622,19257,0,0,0
"Hadong",561,0,0,0,0,1171,10429,15236,277,0,0,0,0,820,419,0,0,0,0,0,1,946,0,0,3639,6690,72,10869,1348,0,41,201,3,0,124,0,0,144,91160,0,978,405,0,1113,157,132,0,988,168,0,0,148,0,9818,8325,1408,0,40,0,0,0,0,0,0,0,0,0,0
"Haman",0,0,0,0,0,123,19192,139843,404,0,0,843,0,4719,1728,0,0,0,0,0,403,2468,822,0,228,441,0,1511,6370,0,3,0,0,0,0,0,0,0,45146,0,2396,280,0,34,0,0,31,0,219,0,0,422,0,10901,842,2281,0,0,0,0,0,0,0,224,0,0,0,0
"Hongsung",0,4889,63931,0,36615,369,0,364,123323,287,0,0,0,81,0,0,0,0,213,0,139,0,206,0,313,0,0,0,0,7213,61,0,0,1296,1438,66,463,0,0,30,143,0,0,0,714,0,0,0,27505,0,0,0,54926,473151,1350,99345,0,0,0,0,0,0,0,0,535,0,49256,0
"Hwasoon",0,0,0,0,0,12567,1555,2385,104,0,0,0,0,0,373,0,0,0,0,0,0,28,0,0,15713,133,0,601,9,61,3460,266,0,0,58,0,158,0,111,0,76,1845,0,356,0,192,0,0,0,0,0,109,0,3760,5851,577,0,0,0,0,0,0,0,0,0,0,0,0
"Iksan",501,2058,0,0,0,2442,0,99,40142,10,0,0,0,462,114583,0,144,0,391,0,0,0,207,136447,78813,150,723,149,0,0,146,44846,5896,544,27267,618,148600,83471,2022,0,402,58350,0,10593,40352,38470,0,0,29406,0,0,28053,0,705942,57602,138892,0,0,520,0,1325,0,0,0,166,44729,0,0
"Imsil",0,53,0,0,0,0,0,0,1530,0,0,0,0,44,2853,0,0,0,0,0,0,0,289,0,0,13,0,5,0,0,0,6453,181,0,0,0,0,3724,24,0,0,0,0,0,816,1196,0,0,1359,0,0,881,0,46164,4276,7374,0,0,0,0,40,0,0,0,0,4012,0,0
"Incheon",0,0,0,0,1080,0,0,405,0,55,0,0,360,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,1440,0,1120,0,0,0,23,0,71,0,0,0,720,0,0,734,0,530,2088,0,0,0,0,0,0,0,0,273,0,0,0,0,1608,0,309,0,0,0,396
"Jangsung",0,561,35,0,0,464,144,0,5535,0,288,0,25,0,16893,0,3960,0,68,0,0,0,0,0,9633,0,424,124,0,1173,61,26794,0,0,6749,0,20630,0,296,0,72,14011,0,2387,0,7143,0,0,2423,0,0,7316,0,148503,418,19495,0,0,0,0,0,0,0,0,0,0,0,0
"Jecheon",68175,0,0,254,27,0,31469,3805,12424,105420,0,231,233541,31083,115520,26875,0,3510,29539,0,0,0,0,260,0,0,8121,0,0,65,0,628,0,55,0,8147,590,573,0,72577,0,519,0,607,0,401,0,0,2426,4609,0,59796,60,301236,10,8455,2712,22482,32873,9814,0,618,9256,0,86504,0,29,20457
"Jeongeup",42,3621,85,525,0,1920,3451,603,22736,700,0,0,1080,0,49062,636,257,399,67,0,835,30,1515,0,50095,1274,515,0,0,728,82,145352,0,0,20210,590,51352,0,0,0,550,40917,0,7937,0,27043,62,667,14061,0,0,14247,0,561053,2152,108607,78,0,0,0,0,283,670,0,1311,0,167,765
"Jeongju",0,564,0,0,0,0,0,467,21201,4040,154,0,0,531,29495,0,0,0,0,312,0,0,0,62932,0,382,0,131,0,0,0,102275,3403,647,0,0,0,5554,1881,0,690,1696,0,0,22667,8750,0,0,14089,0,0,10100,0,354502,79077,62520,0,0,0,0,689,0,0,21,0,75903,0,0
"Jinju",637,0,0,0,0,1460,30186,55214,6563,0,0,6590,0,13963,12496,0,0,683,0,0,2847,4433,5687,0,2665,7117,462,99021,35692,0,111,1751,159,0,567,0,0,2036,31964,0,14354,5036,0,304,775,870,107,0,6407,0,0,5747,0,61857,10807,20037,0,398,0,0,0,0,0,1016,0,0,0,0
"Jungsun",0,0,0,0,36,0,856,0,537,630,0,0,492,162,2912,20686,0,0,26615,0,814,0,0,0,0,0,393,0,0,30,0,0,0,0,0,104120,0,0,0,161812,0,0,53,0,0,0,0,0,0,1577,46,546,0,256467,0,0,9453,0,88798,5905,0,0,0,0,0,805,156,36137
"Milyang",208,306,82,0,16,924,1671299,72774,5957,0,0,51386,0,307630,27716,0,432,0,0,0,9207,13315,33221,0,509,308,0,868,2673,143,80,330,0,0,0,92,560,690,13370,0,111670,573,1580,83,0,662,478,0,2522,0,1001,5227,0,130117,723,23998,0,0,0,0,1051,0,1,2198,2537,765,280,0
"Mokpo",0,2545,446,0,0,1975,25443,6036,20384,1118,0,0,0,0,47538,0,0,0,0,0,643,406,458,0,293356,1169,0,448,234,0,1645,59970,0,720,15122,519,42617,1201,3213,0,628,136289,0,31251,324,24753,707,0,11043,0,0,13699,0,520461,5408,85527,0,0,0,0,0,0,0,427,443,777,114,0
"Munkyeong",0,334,0,0,0,0,34232,0,3,0,0,6533,0,76429,1,154,369,0,1109,0,36329,0,17825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2088,0,1032,0,138,0,0,883,0,100,6322,0,0,396,0,2,0,0,0,0,4306,0,0,0,10963,495,0,0
"Naju",0,1349,0,0,0,1079,2641,827,6363,139,0,0,0,0,8174,0,0,0,0,0,314,40,0,0,31046,102,0,1118,36,0,326,10934,0,0,2427,607,8726,0,194,0,121,35924,0,29,0,5215,9,0,4443,0,0,2882,0,129575,981,24279,0,0,0,0,0,0,0,440,0,250,0,0
"Namwon",0,1512,66,0,0,0,1,1591,8183,0,0,0,519,260,15568,0,178,0,396,0,33,0,385,0,202,125,0,66,0,711,0,36206,2461,704,0,0,0,26445,369,0,373,324,138,0,1745,6087,227,0,5798,0,457,4651,0,202544,30700,32639,0,0,0,0,0,0,0,256,0,31163,214,0
"Nonsan",0,1440,0,0,0,823,2821,273,31422,0,19944,2016,0,3382,153161,0,5588,0,0,0,0,0,0,0,37295,350,0,58,0,0,90,37311,674,0,23821,401,20443,8999,473,0,1166,21260,0,4164,4440,10523,0,0,18722,0,0,30167,0,491236,15623,98894,0,0,0,0,0,0,0,0,0,10176,0,0
"Okchun",0,86,0,0,0,237,14096,1658,7530,0,0,1005,0,12208,127537,0,0,0,0,0,7046,48,6771,0,0,0,148,0,62,0,0,0,0,592,0,0,0,0,142,0,481,707,0,9,227,0,11190,0,2316,0,0,3149,0,62890,928,16414,0,222,0,0,0,0,0,5264,0,50,0,0
"Pohang",1,0,0,0,0,0,29716,1080,4292,0,0,0,0,113654,10958,0,0,0,360,0,2868,0,4371,0,0,0,83550,1454,0,0,0,0,0,2088,0,1226,667,0,0,0,0,0,883,0,0,0,0,1803018,0,0,193,0,0,54736,0,9112,0,14051,360,0,0,1080,12105,0,0,0,0,0
"Pyeongtaek",2188,45089,11339,1,29638,969,67422,7327,49013,706,0,3342,559,62407,144783,0,0,0,0,0,13628,431,16614,0,24601,357,2,197,224,31117,56,28213,1487,0,3039,2257,16130,14793,3320,0,2543,12463,0,4897,5990,18066,1907,0,2698,0,0,33326,14885,1455066,13311,88215,441,0,0,0,0,0,0,7489,2775,5159,25027,52
"Samcheok",2183,0,0,2013,0,0,1902,0,0,348,0,0,482,5079,428,40114,0,430,30957,0,338,0,0,0,0,0,404,0,0,0,0,0,0,0,0,4822,0,0,0,1696,0,0,100,0,0,0,0,0,0,22139,11,90,0,32122,0,0,2775,1525,6072,339,0,0,534,0,6995,0,0,1944
"Sangju",0,0,0,0,0,0,26882,0,0,0,0,6469,0,77510,0,0,216,0,298,0,42013,0,10355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1161,0,7473,0,511,0,0,193,0,11,4142,0,0,0,0,0,0,0,0,0,2315,0,0,0,9580,106,0,0
"Sejong",0,2892,0,3,0,810,119399,9337,123807,37662,0,3891,20534,62224,205403,516,144,0,926,0,22410,590,31645,0,22645,83,759,156,255,0,52,30221,624,0,7043,51196,15560,11724,3465,342,4723,14982,0,3075,4424,26770,2234,0,34418,39,0,559,0,716626,15632,201283,87,1272,0,0,0,0,137,13090,294,11181,0,81
"Seocheon",0,2964,38515,0,72705,1,0,0,30151,0,0,0,0,0,0,0,193,0,0,0,105,0,149,0,0,0,0,0,0,59142,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,14657,0,0,0,22745,324099,0,72759,0,0,0,0,0,0,0,0,0,0,38930,0
"Seoul",306361,1071,422409,9393,563112,34974,3037190,289306,2010464,16071,2352240,93954,23679,2464786,2994895,140148,18325,18096,341430,366936,371307,15182,566332,680,843404,13513,344248,11784,9970,505352,2469,716594,44383,25,128627,305832,568517,380879,78925,679054,127915,523003,389,130598,201391,547598,59798,52669,1122199,30445,0,747407,340828,897516,471702,1107732,20700,97372,520274,564122,0,658,37469,225649,444957,201654,523048,83234
"Suncheon",0,643,284,0,0,65975,13807,4780,20905,0,0,483,84,745,44732,0,0,0,0,0,0,187,413,0,21226,5991,0,7527,529,1350,4907,56003,4556,0,433,0,1893,78170,7732,0,977,4898,0,787,32197,20626,928,0,12004,0,0,13839,0,447200,31868,75782,0,717,0,0,0,0,287,0,0,50905,286,0
"Suwon",5758,73,80327,0,123881,6373,523983,55391,328557,8545,0,21807,3227,402349,537410,0,0,0,0,0,85343,3102,123672,0,130890,221,18903,1896,1832,99708,463,155849,7382,0,22391,5766,119257,66754,18665,0,23794,95613,0,26976,34905,104337,13730,15327,325213,0,0,193868,79663,706502,86695,0,0,6146,0,0,0,0,5209,50040,10894,41237,107939,490
"Taebak",17809,0,376,24572,0,0,14393,0,91,100,0,0,410,23555,936,25576,0,1938,40884,0,0,0,361,0,0,0,3086,0,0,0,0,0,0,273,0,3209,78,0,0,4829,0,0,0,0,0,0,0,0,441,3900,0,28,0,25827,0,0,17578,9298,4019,495,0,0,4123,0,49835,0,95,1773
"Ulsan",37197,0,0,5123,0,0,239538,0,8732,6,0,0,0,16209,22558,2879,0,9433,7193,0,1062,0,10246,0,0,20,123777,145,0,0,0,0,0,0,0,21377,0,0,398,2,0,0,298,0,0,0,222,15196,1,1468,0,1048,0,103076,695,14594,8681,4850,11916,1545,0,0,13904,601,35493,120,0,15
"Wonju",31175,16,0,201,0,0,17861,288,0,0,0,1080,0,9050,1496,8354,2280,1440,12945,771,0,0,0,0,0,0,5941,0,0,0,0,520,0,0,0,50652,0,0,0,82170,0,0,0,0,0,0,0,360,0,5446,0,432,0,470407,0,0,2448,14609,42889,60843,0,240,4625,0,44727,0,0,19339
"Yangpyeong",3745,240,0,77,0,0,2950,0,0,0,360,0,0,1943,0,1718,2520,210,2305,3288,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,10658,69,0,0,2848,0,0,0,0,0,0,0,0,0,229,0,0,0,639571,0,0,185,1384,53998,18584,0,4848,516,0,5591,458,0,1271
"Yechun",0,0,0,0,0,0,18285,682,0,0,0,2563,0,28503,0,0,0,0,0,0,11540,0,10748,331,0,0,0,0,0,0,0,1311,40,0,0,0,0,692,0,0,1218,0,2970,0,0,0,0,0,0,0,2163,0,0,7,0,0,0,0,0,0,2252,0,0,0,11445,0,0,0
"Yeoncheon",563,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,1566144,0,360,408,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,713,283,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,471,0,0,0,0,144,3000,0,341037,428,0,0,0,0,0
"Yeongchun",26340,0,0,2049,0,0,12341,1,1502,0,1008,2,0,89572,6838,1559,1004,27011,3595,0,1108,0,5798,0,0,0,34822,287,0,0,0,0,0,0,0,6802,670,0,0,0,0,0,0,0,0,0,0,11203,0,413,0,88,0,42199,0,6002,3549,13721,3178,371,0,144,12089,66,18852,0,0,0
"Yeongdong",0,1293,0,0,0,0,67423,4794,19560,0,0,3398,0,62699,268155,0,0,0,69,0,38805,180,30472,0,0,0,666,0,87,0,0,0,21,309,0,0,0,0,714,0,2427,426,0,571,256,0,7028,0,7632,0,0,14082,0,214309,0,50278,0,582,0,0,0,0,54,14194,0,336,0,0
"Yeongju",122417,0,329,45925,0,0,51895,1284,7032,6081,0,1892,10632,91574,2117,31225,0,8664,54043,0,16773,20,23736,0,0,0,16771,0,0,535,0,166,0,0,0,87415,1311,0,0,0,2568,443,8206,0,0,0,0,0,2617,7498,8799,257,0,435318,0,11152,52529,33138,46700,6974,16981,0,20618,0,7227,480,13,0
"Yeosu",910,842,0,0,0,4376,551,1,13266,0,0,0,461,823,31814,593,0,1438,0,0,558,1,637,0,3841,0,0,0,0,0,2325,45690,4425,0,0,0,0,77079,3,805,1212,580,495,312,34093,14742,50,0,5320,0,106,10109,0,199670,64571,37687,0,120,0,458,0,0,0,326,480,1797,0,237
"Yesan",0,5735,45615,0,42203,0,0,497,110362,248,0,0,0,267,0,0,9,0,291,0,65,0,321,0,0,0,0,0,0,46282,0,0,0,0,167,29,0,0,0,156,280,114,0,0,198,0,0,0,23330,0,0,0,31912,499751,292,113960,0,0,0,0,0,0,0,0,13,0,17304,0
"Youngwol",0,592,0,0,0,0,3,0,0,118,0,0,991,0,729,9300,0,0,5449,0,0,0,0,0,0,0,7,0,0,0,0,0,0,756,0,25237,765,0,0,32286,0,0,0,0,0,0,0,0,42,1757,0,126,0,84294,0,490,1286,2,25634,2442,0,0,0,0,0,237,0,8112
