"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",14,0,21,0,0,0,498,0,0,0,306157,0,0,27,0,0,13210,0,0,200884,0,0,0,0,1200,0,0,960,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,2040,2,0,0,0,1593540,600,0,0,0,0,0,0,1878,360,0,16,0,0,3
"Chungdo",1,117,0,0,0,2,436719,25111,1192,0,0,96808,0,290532,5635,0,0,1,676,0,8646,3530,45378,0,0,0,410,1,137,0,0,9,0,3,1,28,30,2,1082,0,102259,0,749,0,0,10,352,7,544,0,1747,1124,0,37923,2,4775,0,8,3,0,6,0,74,1563,11,0,0,0
"Chungju",259,0,0,0,639,0,377,138,1230,127096,426,0,54528,389,2771,0,0,3,0,0,0,0,0,0,241,0,304,0,0,0,0,125,0,0,0,267264,1,15,11,398,240,132,0,0,0,7,0,330,746,0,0,34815,0,29021,0,4425,20,8,327,52,0,1200,130,1,160,0,0,573
"Daegu",78575,2444,0,5811,174,0,2357218,71010,122477,0,3016,215874,0,2884,390787,4822,3615,72229,27258,0,387741,10473,1495817,16,933,16,87774,22,1762,0,0,1881,0,0,103,20559,917,353,5882,577,394716,122,83935,49,0,812,12864,53129,39429,5675,58626,59022,0,1692580,180,264179,27977,10765,12590,515,33563,5484,389200,110029,111558,0,0,1
"Daejeon",230,3696,2,0,261,1405,460268,28666,287189,19106,2482,4268,4350,411410,183839,0,1128,0,745,0,157807,1034,141053,6922,64526,294,5736,760,440,1843,173,150176,2487,11,9458,92959,72503,20380,7614,1118,22258,44254,56,11099,13044,348615,366543,455,82763,0,0,390417,440,2113318,35765,396219,0,1,394,0,0,480,877,256119,111,23124,2,0
"Donghae",5478,0,0,9364,0,0,6096,0,0,3,0,0,0,5365,0,28212,0,1373,116582,0,3,0,1,0,0,0,674,0,0,0,0,0,0,0,0,17145,0,0,0,65211,0,0,12,0,0,0,0,1,0,399980,1,0,0,49448,0,0,149641,2991,6719,321,42,0,1814,0,37157,0,0,15358
"Euijungbu",0,0,0,0,376,0,2760,0,18,0,15674,0,0,240,288,0,722590,0,0,19496,0,0,360,0,0,0,0,0,0,0,0,1296,0,0,0,2,0,361,0,7,0,0,0,0,0,0,0,320,3720,2,0,0,0,559390,0,0,0,0,850,8062,0,576062,0,0,360,0,18,0
"Euisung",67403,0,0,996,0,0,26121,145,0,20,0,0,11,73538,0,1472,0,78600,2330,0,0,0,0,0,0,0,26754,0,0,0,0,0,0,0,0,8647,0,0,0,359,69,0,2,0,0,0,0,1134,0,1008,0,0,0,33661,0,0,7640,20392,2818,312,3,0,67962,0,18447,0,0,183
"Gangneung",7309,0,0,8884,0,0,7767,0,0,0,0,214,0,22076,0,121944,0,2011,260800,0,0,0,1577,0,0,0,1827,0,0,0,0,0,0,0,0,5437,0,0,0,28385,0,0,7,0,0,0,0,0,0,119268,441,0,0,24286,0,0,123814,6391,4813,190,426,0,5394,0,47063,0,0,3102
"Gapyeong",0,5,0,0,0,0,865,576,0,4,191774,720,0,0,0,0,22227,0,0,178905,0,0,0,0,288,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,528179,0,0,0,0,120,0,0,1958,0,0,0,0,0,0
"Gimcheon",0,576,0,0,0,1,228226,15506,26766,0,0,7939,0,336060,139602,1,2640,0,2416,0,110201,376,286983,1,8,0,2820,0,213,0,1,1,0,0,1,111,7,0,858,0,8250,47,76448,1,0,0,10158,36,7709,0,153471,18897,0,312017,0,66193,3,0,5,0,15725,0,439,55061,17413,0,0,0
"Gimhae",0,1,0,0,0,293,126328,180293,761,0,0,4751,0,16316,1673,0,0,0,0,0,461,62836,975,0,227,143,8,1802,8605,0,50,2,0,0,0,0,0,1,4986,0,77481,151,0,38,0,0,1,6,6,0,0,394,0,9848,318,1534,0,24,0,0,0,0,0,236,5,0,0,0
"Gumi",5,710,0,0,0,0,267909,18278,25810,0,960,33888,0,1626121,147682,0,2640,4,3613,0,341029,830,559512,0,1,0,4711,0,513,0,0,78,0,0,2,34,24,0,3222,0,20578,1,27128,2,0,1,8043,361,6976,0,23157,26025,0,304408,0,57323,0,8,248,0,10413,0,916,35467,21796,0,0,0
"Gunsan",0,4,79,0,0,2,199,2,24,0,0,5,0,111,9883,0,0,0,0,0,15,0,21,407522,992,0,0,0,0,0,0,822970,1384,0,1093,0,18269,48491,0,0,4,271,0,457,3050,14159,4,0,65,0,0,42,0,1148,1856,166,0,0,3,0,0,0,0,5,0,841,0,0
"Gwangju",289,390,0,0,75,358811,34833,8553,25562,0,4370,0,135,1012,61486,0,7716,0,0,120,261,193,72,556,439522,1184,0,1080,126,0,150953,66675,0,0,144697,1,66877,2723,2210,755,809,380100,0,106348,0,34858,0,0,16786,0,0,25205,0,677393,21741,61267,0,0,0,0,0,4497,0,0,0,14492,0,0
"Gwangyang",0,0,0,0,0,23165,7379,4609,247,0,0,59,0,674,421,0,0,0,0,0,14,123,25,0,1360,30671,0,28670,509,0,360,428,83,0,0,0,0,525,14168,0,716,365,0,30,536,130,0,0,1,0,0,271,0,25744,69221,1699,0,0,0,0,0,0,0,3,0,5554,0,0
"Gyeongju",33440,0,0,2063,0,0,132760,1,603,48,576,186,2,89321,4698,651,0,22615,2344,0,1450,0,1741,0,0,0,70495,5,0,0,0,0,0,0,0,22918,0,0,0,69,15,0,654,0,0,0,33,418839,2,929,2020,1,0,91636,0,490,5923,545572,9956,907,166,0,50398,27,30570,0,0,206
"Hadong",0,0,0,0,0,7719,17279,26886,411,0,960,56,0,386,894,0,0,0,0,0,63,1495,125,0,999,45608,0,134385,3380,0,78,264,33,0,0,0,0,356,290881,0,1161,351,0,37,168,332,0,0,5,0,0,297,0,20892,48933,1656,0,0,480,0,0,0,0,31,0,1357,0,0
"Haman",0,0,0,0,0,196,39702,379656,320,0,0,303,0,2449,929,0,0,0,0,0,430,7999,570,0,189,461,0,3501,68391,0,25,15,1,0,0,0,0,14,132902,0,3677,222,0,23,100,2,0,2,0,0,0,329,0,8555,1003,1257,0,1,0,0,0,0,0,79,0,0,0,0
"Hongsung",0,1328,47796,0,115069,0,41,10,107329,0,1080,0,0,43,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200684,0,0,0,753,0,2,33,0,0,58,0,0,0,0,0,0,0,0,17833,0,0,41,64718,335551,0,82066,0,0,0,0,0,0,0,0,0,0,140260,0
"Hwasoon",0,0,0,0,0,82001,4967,796,239,0,0,0,0,1,258,0,0,0,0,0,0,41,0,0,140618,253,0,108,15,0,64395,195,0,0,18,0,160,0,284,0,135,2157,0,966,5,130,0,0,84,0,0,341,0,6697,7634,868,0,0,0,0,0,0,0,0,0,6267,0,0
"Iksan",4,862,276,0,0,1068,3084,66,28221,1,0,4,72,2472,146778,0,2112,2,1,0,185,0,38,718548,67560,57,0,142,0,2,136,442742,26432,1,24453,0,421701,197950,2390,1424,244,57687,0,11953,51449,117284,5,171,19855,0,0,27960,78,559014,59891,93809,0,5,20,0,0,3434,0,17,2,34708,1,0
"Imsil",0,0,0,0,0,3,4,16,1339,0,0,0,0,1,2876,0,0,0,0,0,0,0,0,1222,0,14,0,27,1,0,0,22035,7876,0,36,0,4,33670,84,0,1,549,0,0,21915,1785,0,0,1464,0,0,783,0,49687,13501,7155,0,0,0,0,0,0,0,0,0,20890,0,0
"Incheon",0,0,3,0,1,0,0,0,86,0,585,0,0,0,16,0,0,0,0,231,0,0,0,0,6604,0,0,0,0,20,0,0,0,239949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5648,0,0,18,0,2888,0,34995,0,0,0,0,0,240,0,600,0,0,10,0
"Jangsung",0,93,0,0,0,327,44,1,3041,0,0,2,0,313,10180,0,0,0,0,0,86,0,43,956,98776,0,1,0,0,0,10,26786,36,0,101559,0,63617,65,0,0,8,13518,0,5009,0,4598,87,2,1874,0,0,3576,0,115985,65,11412,0,0,0,0,0,0,0,19,0,62,0,0
"Jecheon",59450,0,0,663,0,0,60784,0,6460,196620,0,22,268921,33306,39590,18642,0,7423,9889,0,64,0,4,0,0,0,23358,0,0,0,0,0,0,0,0,50545,0,0,0,226680,0,14,280,0,0,0,0,15,2601,6484,141,67722,0,394468,0,5010,7537,40030,54738,15174,92,960,23340,0,137788,14,0,119650
"Jeongeup",0,791,0,0,0,1233,5838,2,19866,2,0,2,0,1241,66360,0,0,0,0,0,12,0,23,14635,63325,0,5,0,0,23,130,446416,17,0,53516,0,444521,1409,0,1553,111,42411,0,10578,306,42139,0,4,14777,0,0,17491,238,448397,974,77286,0,1,0,0,1,0,0,0,0,177,0,0
"Jeongju",230,2,0,0,0,3,261,7,10212,1,1656,0,167,252,24362,0,5142,0,0,0,2,0,0,41106,422,35,0,75,0,0,0,226721,29126,0,62,0,907,61996,1419,450,123,6469,0,2,76071,3741,0,0,6837,0,0,6081,0,191876,87848,33402,0,0,0,0,0,2516,120,26,0,60081,0,0
"Jinju",0,0,0,0,0,3133,39046,94103,3641,0,2232,683,0,3258,6574,0,2520,0,0,0,939,4135,2124,0,4555,14723,0,297750,111571,0,133,1381,70,0,0,0,0,1043,331175,0,10014,3151,0,285,358,1171,0,0,1,0,0,2248,0,39754,22118,8485,0,0,0,0,0,0,0,579,0,109,0,0
"Jungsun",1856,0,0,69,20,0,970,0,80,2906,0,0,1698,1563,98,67503,0,548,46245,0,0,0,3,736,755,0,372,0,0,58,0,450,0,0,0,279696,1500,450,0,1825614,0,0,1,0,0,143,0,1,0,962,0,2552,642,284626,0,0,71024,510,145069,2137,0,0,572,0,5160,0,0,369257
"Milyang",0,161,0,0,44,630,2150454,134767,5408,0,0,116302,0,403113,21621,0,120,69,0,0,8260,46346,19025,0,567,443,65,1146,3953,0,121,65,0,120,0,0,193,6,8917,0,435589,345,406,63,0,19,610,4,1580,0,234,5577,0,108144,1070,14364,1,362,2,0,4,0,25,3889,2,1,0,0
"Mokpo",0,726,0,0,0,3125,32274,8022,14064,0,0,0,0,1,42666,0,3296,0,0,0,3,127,0,56,393241,223,0,199,178,0,1828,54561,0,0,12174,0,38934,2113,1488,0,493,1233003,0,74883,0,15838,0,0,7776,0,0,14507,0,461259,3669,42710,0,0,0,1,0,0,0,0,0,4052,0,0
"Munkyeong",0,0,0,62,0,0,17159,0,3,0,0,757,0,86668,39,10,0,0,30,0,91075,0,26219,0,0,0,784,0,0,0,0,0,0,0,0,3646,0,0,0,18,924,0,896127,0,0,0,5,6,2,27,81748,0,0,65,0,11,384,0,32,0,67866,0,0,62,25896,0,0,32
"Naju",0,362,0,0,0,2005,3986,804,6357,0,864,0,0,0,10248,0,0,0,0,0,0,24,0,76,101906,22,0,24,22,0,1009,12550,0,0,4045,1,12285,0,91,0,108,75798,0,191,0,6187,0,0,4958,0,0,6228,0,157083,632,18880,0,0,0,0,0,0,0,0,0,1007,0,0
"Namwon",0,0,0,0,0,31,123,13,4383,0,24,0,0,0,13317,0,0,0,0,0,0,0,0,1536,0,19,0,63,0,0,0,50119,27059,0,2,0,5,75017,116,0,0,0,0,0,87179,3805,0,0,2635,0,0,4052,0,135732,52283,15603,0,0,0,0,0,0,0,0,0,30181,0,0
"Nonsan",0,513,0,0,0,399,11604,120,19304,0,18754,0,5,11682,382360,0,30635,0,0,0,25,0,3,12498,41767,38,0,117,0,0,71,86387,939,0,4507,4,38074,4486,586,143,2297,16261,1,5242,3540,125833,12,0,12198,0,0,17436,0,367526,11508,68522,0,0,1802,0,0,0,2537,9,1,6490,0,0
"Okchun",0,0,0,0,0,0,14476,8,5109,0,0,367,0,18197,427378,0,0,0,0,0,9917,2,10551,7,6,0,0,0,0,0,0,7,0,0,95,0,65,0,0,0,983,0,21,1,0,43,148934,1,610,0,9,376,0,53995,5,11523,0,0,0,0,0,0,0,72284,7,0,1,0
"Pohang",930,624,0,0,0,15,24370,2887,0,0,504,3,0,40265,58,0,144,1243,0,0,31,2,97,0,0,0,478881,0,1,0,0,481,0,0,0,500,0,0,0,0,2,0,4,0,0,0,7,5064001,1,0,21,60,0,1066,0,97,6,39382,3250,131,79,0,8876,153,2725,0,0,4
"Pyeongtaek",0,19386,7756,0,18632,490,29292,23,60781,1693,2580,517,719,42159,90839,0,360,0,0,0,8326,0,7115,0,20066,50,0,68,0,22777,50,21318,1265,16529,1857,2209,15514,6591,280,0,2079,7714,0,5319,2817,11410,967,0,35847,0,0,23687,16395,870631,8480,144836,0,0,0,0,0,0,0,6390,0,2719,14848,0
"Samcheok",4138,0,0,9498,0,1,4473,0,0,0,0,0,1,6569,1,422320,0,1021,131319,0,28,0,11,0,0,0,1104,0,0,0,0,0,0,0,0,6802,0,0,0,5711,0,0,32,0,0,0,0,0,0,557356,24,0,0,45325,0,0,46956,1331,8416,123,18,0,1575,0,21041,0,0,7841
"Sangju",0,0,0,18,0,0,15233,10,2,0,840,765,0,62954,308,0,1200,0,776,0,164309,0,26159,0,0,0,2427,0,0,0,0,0,0,0,0,797,0,0,0,13,756,0,83447,0,0,0,14,12,0,2,71513,1,0,227,0,4,36,0,69,2,11413,0,0,496,12290,0,0,29
"Sejong",298,1957,172,0,1,434,74896,9691,127657,37756,4,809,27876,56706,445143,13,122,0,0,0,18876,272,25327,0,24719,86,168,123,194,72,95,29000,544,290,3276,62454,18823,5976,2028,0,5549,14885,0,6591,2932,17082,4294,43,25389,0,0,100859,0,664738,14385,143123,0,1,232,0,0,600,120,12862,0,8154,3,0
"Seocheon",0,357,38418,0,189388,0,0,0,30139,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61578,0,0,0,329,0,0,57,0,0,642,0,0,0,0,0,78,0,0,19316,0,0,2,155874,314456,0,57811,0,0,0,0,0,0,0,0,0,0,40433,0
"Seoul",297747,3543,260267,22878,404758,37014,2181216,165278,1253858,9794,1701238,32151,20853,1703331,2106191,56743,762510,32203,75245,548378,344417,7554,304272,192,723872,19217,159929,18386,6304,345629,3818,554963,45171,4704,112395,405074,509366,205365,49182,336118,118416,461540,36,174224,151130,386429,32708,1487,687296,46195,3,690464,311130,602605,446524,155796,57500,24690,637206,621057,7,476986,14305,236580,434768,171258,356322,127548
"Suncheon",0,4,0,0,0,90135,15244,6605,11964,0,1584,0,0,279,32815,0,0,0,0,0,1,164,0,407,13743,67436,0,43597,675,0,6793,59740,13430,0,36,1,491,76781,15949,0,987,2937,0,485,54463,11771,0,0,7155,0,0,13390,0,407759,289591,40079,0,0,0,0,0,0,0,0,0,294464,0,0
"Suwon",0,3193,27017,0,73096,2923,206646,26876,113685,5132,500,3561,5398,261157,370043,0,0,0,0,0,66617,966,48388,0,61485,807,1696,1386,527,72346,337,101226,5739,48274,9976,6126,74530,31328,8456,0,14759,39998,0,18020,16982,71652,4997,351,133738,0,0,146519,50361,101803,44128,198,0,0,0,0,0,0,72,41645,0,15392,92527,0
"Taebak",23589,0,0,96955,0,0,17779,0,1,6,0,0,7,24071,0,138693,0,6121,115289,0,13,0,46,0,0,0,5052,0,0,0,0,0,0,0,0,10509,0,0,0,87109,0,0,40,0,0,0,0,0,0,47517,14,7,0,61689,0,0,137673,7401,9556,111,79,0,8009,0,132386,0,0,10447
"Ulsan",51308,0,0,4106,0,0,494997,3721,0,331,0,0,2,11870,5,3064,0,23803,6963,0,0,0,2,0,0,0,567517,0,0,0,0,0,0,0,0,44872,0,0,0,63,335,0,0,0,0,0,0,39081,0,984,0,0,0,45554,1,2,8204,57289,21440,1678,0,0,38436,3,50855,0,0,222
"Wonju",24875,0,0,415,0,0,30937,1,0,185,0,1,290,16300,0,5973,1171,3591,7165,960,1,0,253,0,0,0,9823,480,0,0,0,0,0,0,0,71102,0,0,0,145969,0,0,8,0,0,0,0,3079,0,8089,9,162,0,591774,0,0,6046,20618,297008,119158,4,480,12307,0,35624,0,0,42977
"Yangpyeong",2002,0,0,56,0,0,2427,0,0,63,0,0,172,935,0,412,7280,328,514,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,11960,0,0,0,2999,0,0,1,0,0,0,0,125,0,174,0,18,0,587186,0,0,170,1510,153412,180810,1,721,969,0,3606,0,0,1159
"Yechun",158,0,0,232,0,0,48,0,2,8,0,0,1,36100,65,138,0,3,708,0,28343,0,13546,0,0,0,314,0,0,0,0,0,0,0,0,1842,0,0,0,35,0,8,84603,0,0,0,0,79,2,120,11863,2,67,1529,0,3,1426,5,278,27,165436,0,12,5,207412,0,0,78
"Yeoncheon",277,0,0,0,0,0,0,0,0,1320,4768,0,1800,1080,0,0,638769,0,0,2055,0,0,0,0,4335,0,0,0,0,0,0,2906,0,0,0,300,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341446,0,68,0,0,964,725,0,577247,216,0,0,0,0,0
"Yeongchun",34050,0,0,1428,0,0,18404,559,0,0,1058,24,0,376104,1210,2475,792,73273,5917,0,574,4,1010,0,0,0,63854,0,0,0,0,120,0,0,0,12563,0,0,0,4,111,10,13,0,0,79,0,12756,2,2214,10,0,0,16377,0,73,14798,35002,5642,504,9,144,85225,23,26630,0,0,5
"Yeongdong",0,505,0,0,0,0,91484,5838,15908,1,0,1185,0,107982,261378,9,0,0,0,0,60752,218,35865,1,6,0,3,0,43,0,0,13,0,0,2,0,3,0,464,0,4206,0,101,3,0,5,62788,9,5175,0,73,12879,0,214056,8,41872,0,0,0,0,2,0,0,42401,15,3,0,0
"Yeongju",196455,0,0,94263,0,0,74931,0,0,334,504,0,483,94922,78,36384,0,19036,53291,0,18480,0,15752,0,0,0,31668,0,0,0,0,0,0,0,0,167401,0,0,0,1495,2,1,21848,0,0,0,0,2634,2,20781,10261,129,0,401043,0,0,143509,42613,36875,7088,179066,0,31441,0,81633,0,0,3729
"Yeosu",0,5,0,0,0,32330,620,508,6959,0,0,0,0,3,20279,0,0,0,0,0,4,4,0,152,10554,3618,14,4868,15,0,5196,39169,20324,0,4,11,14,62547,635,0,45,2768,0,838,33263,7445,0,30,2667,0,0,8881,6,187934,307463,15243,0,51,0,0,0,0,5,0,0,27988,0,0
"Yesan",0,529,94587,0,37444,0,0,1,126424,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,2,0,0,0,0,111017,0,0,0,284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19247,0,0,4,39478,353559,0,88880,0,0,0,0,0,0,0,0,0,21,62650,0
"Youngwol",2787,0,0,62,0,0,1664,0,0,3596,0,0,4281,5570,5,13268,0,441,4331,0,8,0,9,0,0,0,1139,0,0,0,0,0,0,0,0,123014,0,0,0,353970,0,1,17,0,0,0,0,3,1,5297,7,2638,0,107541,0,0,9596,1642,40808,1411,2,0,520,2,7761,1,0,231147
