"","Andong","Anyang","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Choongju","Chuncheon","Chungdo","Chungju","Daegu","Daejeon","Donghae","Euijungbu","Euisung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gumi","Gunsan","Gwangju","Gwangyang","Gyeongju","Hadong","Haman","Hongsung","Hwasoon","Iksan","Imsil","Incheon","Jangsung","Jecheon","Jeongeup","Jeongju","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",0,0,0,0,167,0,459,67,0,1463,713685,0,5657,0,20,0,27171,0,1181,374428,0,0,740,99,94,0,0,0,0,31,0,131,0,1008,0,224,32,610,0,0,0,0,0,0,0,1300,0,0,105,0,0,0,0,1761654,0,0,0,0,0,0,0,6478,346,0,0,0,0,224
"Chungdo",62,294,0,0,60,0,446001,29029,1137,2,0,179714,1,487196,3096,0,480,34,658,0,4564,5983,25274,5,27,8,2054,14,48,0,0,91,0,0,6,19,80,9,353,0,146660,3,45,0,0,2744,546,39,532,0,31,883,0,26838,13,2142,0,7,0,0,3,0,514,1167,91,1,0,1
"Chungju",425,44,0,2,9,0,411,54,7795,206785,208,7,279206,209,630,3,435,9,6,0,36,0,8,0,261,0,8,0,0,0,0,313,0,108,1,190290,6,669,2,3505,10,53,0,7,9,2535,36,2,6386,2,0,74589,0,89222,17,13406,101,49,674,73,0,0,2,51,1223,56,0,3890
"Daegu",120638,2053,0,2115,264,0,1772610,51815,97886,0,1315,417963,0,1789,255850,3172,3260,126479,42059,0,355020,10361,1826037,114,2053,298,154078,214,2045,0,0,1870,0,0,351,26366,2373,1230,3506,15,452340,416,100063,96,0,3293,13252,98206,18716,1885,49328,73210,0,1451139,862,124125,12057,16195,13757,413,61193,0,497290,93982,147081,0,0,89
"Daejeon",3,8585,230,0,804,2,385565,23322,410794,14,688,1497,37,296967,345321,2,2921,1,4674,0,166405,265,115646,13465,56574,2,3723,384,147,831,0,171267,3514,6325,11121,118,74217,25903,5245,0,23107,44256,317,11880,11778,622627,355329,63,57126,0,110,634330,50,1559652,24205,226527,1,13,721,0,47,0,164,250976,198,17202,504,0
"Donghae",6430,0,0,10999,0,0,17343,1,0,5,0,0,8,6538,11,328939,1080,1766,346722,0,56,0,2,0,0,0,2414,0,0,0,0,380,0,0,0,17311,0,0,0,56540,0,0,25,0,0,0,1,5,0,396570,21,5,0,62941,0,0,161383,5743,4878,540,65,0,3323,0,39662,0,0,14778
"Euijungbu",0,25,0,0,912,0,0,289,0,1188,28184,0,0,137,0,1263,1137474,0,0,64130,0,0,150,0,0,0,26,0,0,0,0,0,0,678,0,372,0,0,0,12,0,0,0,0,366,1559,0,0,0,0,0,0,0,1641826,0,144,3,0,440,1187,480,559656,918,0,0,0,0,4
"Euisung",137690,0,0,1009,0,0,51693,431,0,35,840,2,7,144529,0,2295,1000,200083,2995,0,2,0,11,0,0,0,39033,0,0,0,0,0,0,0,0,11084,0,0,0,121,8,1,24,0,0,2600,1,3779,0,1214,2,0,0,51938,0,0,7835,21898,3286,400,0,0,114060,0,22538,0,0,208
"Gangneung",20736,0,0,6077,0,0,44212,0,0,3,506,659,39,43809,4674,334407,0,2062,238406,0,3044,0,1019,0,0,0,6784,0,0,0,0,4,0,0,0,7849,0,0,0,4168,0,0,2853,0,0,1443,0,30,0,72425,2292,0,0,46703,0,27,93315,9668,3224,294,1886,0,7075,0,37421,0,0,1151
"Gapyeong",2,0,0,0,356,0,533,633,0,0,373139,0,0,649,0,0,68752,0,0,691767,0,0,0,0,531,0,2,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195654,0,0,0,0,9,1692,0,4028,0,0,0,0,0,0
"Gimcheon",32,1294,7,3,0,0,227138,14575,26849,2,0,2961,7,307591,132360,62,0,0,3053,0,184161,453,518343,16,148,3,2390,8,162,4,0,133,1,61,57,320,149,21,851,10,10533,17,120603,5,8,1425,12915,156,5496,17,193684,18951,1,293483,163,42195,129,5,41,0,13319,1,35,85937,22941,20,2,2
"Gimhae",0,2,0,0,0,860,203491,281310,882,0,0,3945,0,13068,2230,0,0,0,0,0,633,180668,887,0,590,168,15,1913,14472,0,38,0,0,0,0,0,0,0,8092,0,70390,292,3,17,6,0,0,3,6,0,0,307,0,9082,649,1123,0,69,0,0,0,0,0,181,0,11,0,0
"Gumi",859,704,0,2,34,3,196031,12836,20543,0,740,18636,0,1699280,117379,1,660,1,1019,0,588937,425,999345,2,11,6,1525,4,380,0,0,97,0,4,5,11,7,5,1962,4,19833,0,27154,0,0,1308,7988,114,4306,1,25663,20931,0,240468,534,28165,9,10,17,0,10783,0,133,35747,22766,0,0,0
"Gunsan",0,170,0,0,0,0,938,11,84,1,0,3,0,561,17487,0,0,0,0,0,89,1,20,527338,1859,0,22,0,0,0,3,901456,3364,1,2170,24,30586,325893,1,2,46,2895,3,175,392,24371,4,3,143,0,3,118,0,10848,2546,573,3,4,0,0,0,0,8,39,2,617,0,0
"Gwangju",0,5429,0,0,138,432891,44484,11310,30674,0,1919,0,0,2286,59476,0,5638,0,0,0,362,510,55,911,965355,2466,0,1578,237,2,238845,80595,0,11,126690,1,99501,249,3486,0,1592,594488,0,164028,20,37274,1,0,9794,0,0,24133,0,701479,32664,58733,0,0,180,4288,0,0,264,4,0,29369,0,0
"Gwangyang",0,102,0,0,0,11759,14335,6044,294,0,0,0,0,704,303,0,0,0,0,0,28,208,63,1,3810,106123,64,54119,481,0,426,934,264,0,0,0,0,691,19828,0,850,843,0,66,1550,96,0,0,43,0,0,369,0,20210,216231,928,0,0,0,0,0,0,0,1,0,18942,0,0
"Gyeongju",42983,5,0,2436,0,0,241864,1081,433,10,0,987,4,168447,3840,2317,526,31261,7031,0,2436,1,1440,0,0,0,181588,0,0,0,0,1,0,51,0,26280,4,0,1,222,15,0,893,0,0,2600,17,218511,272,1423,1595,9,0,93282,5,42,10679,628751,10005,1153,538,0,130276,165,27429,0,0,29
"Hadong",0,5,0,0,0,2756,31976,30668,214,0,0,12,0,712,926,0,0,0,0,0,41,1885,110,0,1384,53141,19,202856,4555,0,83,375,19,0,0,0,0,502,314740,0,2624,342,0,32,418,227,0,0,0,0,0,152,0,21229,63658,357,0,3,0,0,0,0,0,28,0,4983,0,0
"Haman",0,0,0,0,0,314,74068,569680,305,0,0,28,0,2860,1110,0,0,0,0,0,378,14704,372,0,451,493,0,4580,154643,0,53,10,2,0,0,0,0,15,156276,0,7947,307,0,85,3,3,0,0,0,0,0,132,0,10302,2075,731,0,66,0,0,0,0,0,82,0,63,0,0
"Hongsung",0,13067,53952,0,261419,0,18,0,156702,0,845,0,0,4,1497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,432548,0,2129,0,4253,0,0,0,0,0,6,1,0,0,0,0,1200,0,0,27063,0,0,208,106676,358522,0,53284,0,0,0,0,0,0,0,0,0,0,239154,0
"Hwasoon",0,100,0,0,0,96963,7094,1091,11,0,0,2,0,48,16,0,0,0,0,0,0,76,0,0,252269,303,0,101,34,0,197527,15,0,0,18,0,36,0,402,0,205,3051,0,2101,8,15,0,0,25,0,0,8,0,1255,8969,77,0,0,0,0,0,0,0,0,0,8386,0,0
"Iksan",0,2433,3148,70,0,3,4541,541,33813,34,20,4,1,2695,170899,0,481,0,0,0,350,1,8,917440,88315,0,1,129,0,1424,0,797732,57414,15,33021,93,676510,1261517,2369,0,220,52229,0,14301,64129,261371,4,2,8273,0,0,24960,0,480470,55736,55869,377,4,430,0,0,0,20,37,0,26402,0,0
"Imsil",0,1408,263,0,0,3,27,106,2382,0,0,0,0,2,3631,0,21,0,0,0,2,0,0,4011,6,54,0,130,1,0,1,49521,49756,0,0,0,16,247598,378,1,0,47,0,1,79489,2738,0,0,1093,0,0,1126,272,68372,29000,7870,0,0,0,0,0,0,0,0,0,10343,0,0
"Incheon",0,0,219,0,225,0,293,37,1176,0,932,1,6,128,7391,0,0,0,0,242,5,3,20,0,56,0,50,3,0,1238,0,219,420,609366,7,0,28,842,14,0,10,48,0,5,434,1403,0,21,15045,0,0,1117,160,23929,15,106872,0,0,336,0,0,27,0,16,0,10,882,0
"Jangsung",0,1296,0,0,0,29,58,0,4094,0,395,9,0,552,14957,0,800,0,0,0,133,0,57,1376,126812,0,0,0,0,0,6,34937,0,3,341161,1,69368,134,0,0,0,16995,0,6843,1,4854,3,0,1641,0,0,3808,0,111542,12,8001,0,0,0,0,0,0,0,56,0,4,0,0
"Jecheon",74124,0,0,2307,0,0,69434,0,3897,266475,2458,0,186962,31150,480,15809,2000,9018,9844,0,252,0,15,0,0,0,25257,0,0,0,0,12,0,0,0,104778,2,0,0,214831,0,0,819,0,0,0,1,284,1156,4742,446,58012,0,443286,0,1370,13882,39126,96439,12312,287,1,20488,0,186145,0,0,218717
"Jeongeup",0,5159,1335,0,40,0,11361,16,19117,3,895,15,0,3317,77776,0,0,0,0,0,182,0,40,28641,99997,0,4,0,0,0,0,679531,76,2,66434,8,718815,6700,0,20,242,37444,0,11740,477,45771,0,9,9675,0,0,13396,126,461651,342,48621,0,0,0,0,0,0,0,3,1,82,0,0
"Jeongju",32,1758,1573,0,0,17,298,454,15917,3,58,0,1,172,24949,0,879,0,0,0,0,0,0,311430,339,2,1,202,0,0,0,1242911,265986,0,155,0,3366,447729,2350,0,1,1146,0,9,283818,16770,2,0,2222,0,0,11470,0,266615,114356,33543,9,0,110,0,0,0,94,0,0,49248,0,0
"Jinju",0,1,0,0,0,4093,68598,140906,3439,0,1591,234,0,3032,5758,0,2953,0,0,0,1009,8096,1418,0,4795,19436,0,298699,149010,0,331,2628,204,0,0,0,0,1759,569068,0,13983,3923,0,166,758,7601,0,0,1,0,0,2173,0,49340,30495,5095,0,5,0,0,0,0,0,1329,0,1493,0,0
"Jungsun",2552,0,0,279,0,0,2048,0,0,4179,0,0,3952,671,1,35155,0,307,6768,0,1,0,1,0,0,0,773,0,0,0,0,0,0,0,0,269460,0,0,0,1818615,0,0,0,0,0,1,5,3,0,3918,2,3603,0,225344,1,0,97243,546,97050,1645,0,0,1084,0,7137,0,0,351505
"Milyang",0,509,0,0,44,1667,2557961,204725,7627,2271,0,153098,0,459585,27329,0,0,0,0,0,12101,57462,17946,2,890,613,71,2218,6810,2,120,105,0,0,0,37,275,0,14796,0,503379,704,15,41,0,18,798,1,1966,0,1,5962,1,147360,2321,12724,0,123,0,0,8,0,55,4594,3,0,2,0
"Mokpo",0,3999,1,0,1,6746,58630,11052,14379,2,0,0,0,76,43812,0,0,0,0,0,5,35,4,104,626227,642,0,551,18,0,2670,56298,46,57,19859,6,49122,54,2209,0,1553,1909191,0,143243,0,21655,0,0,5759,0,0,11273,0,474455,7249,27730,0,0,0,0,0,0,0,2,0,8817,0,0
"Munkyeong",5,8,0,243,0,0,9472,290,161,0,0,45,0,130396,340,72,0,9,4054,0,116966,0,31485,0,0,0,1910,0,0,0,0,0,0,0,0,2744,0,0,6,4,48,23,1240957,0,0,2,12,7,9,128,122320,34,0,3998,0,314,1286,1,131,5,80129,0,0,21,49690,0,0,71
"Naju",0,2489,0,0,100,2928,10157,1778,8134,2,0,0,0,38,14958,0,980,0,0,0,0,29,0,141,203994,26,0,31,71,0,1853,16294,0,0,7332,1,16352,12,306,0,310,129570,0,79562,0,5777,1,0,4955,0,0,10922,0,199979,1309,16999,0,0,0,0,0,0,0,0,0,1764,0,0
"Namwon",0,1176,47,0,0,301,249,39,5494,0,0,0,0,0,10411,0,366,0,0,0,0,11,0,2928,0,514,0,665,0,0,0,64707,82544,0,0,0,29,255721,939,0,7,0,0,0,338033,5776,0,2,1318,0,0,4266,73,133317,108530,10045,0,0,0,0,0,0,0,0,0,32529,0,0
"Nonsan",518,2433,320,0,0,0,18892,358,26091,8,16450,17,550,12317,641049,0,18785,0,0,0,159,0,1309,21418,45317,15,0,41,0,0,0,237348,2809,140,5134,33,42231,18251,837,2,42,15543,0,5114,4399,344312,60,0,8431,0,0,19677,0,326753,8792,45433,1,0,6202,0,2,0,0,95,0,6889,3,0
"Okchun",0,2758,8,1,0,0,11751,47,3753,0,0,480,1,15386,380020,0,0,1,42,0,15345,0,9134,20,12,0,10,0,0,9,0,126,0,122,3,1,75,2,3,0,862,4,270,1,0,544,293238,18,4167,2,42,4956,0,21116,2,4438,0,1,0,0,2,0,6,98517,31,0,16,0
"Pohang",5574,415,0,28,79,0,25310,1142,9,1,0,1,0,92625,406,7,480,5807,1711,0,429,5,311,0,1,0,203170,0,2,0,27,4,0,0,0,3316,1,0,7,7,2,0,10,0,0,1300,30,4612969,594,2,1,6,0,5903,1,5,181,37747,783,168,57,0,24422,895,4809,0,0,11
"Pyeongtaek",0,97060,30238,0,18927,0,24306,5,131303,4097,0,393,8153,24911,72293,0,0,0,0,0,7742,10,4404,0,13051,0,262,0,0,29160,0,12222,1088,29892,1833,2276,11541,2572,1,0,2894,7755,44,6099,1768,7153,3125,0,89749,0,2,35615,19488,864435,6289,278080,0,0,0,0,20,0,0,5130,0,1637,33224,0
"Samcheok",3949,0,0,11201,0,1,5719,0,0,6,0,0,11,214,6,386613,0,1289,80929,0,61,0,13,0,0,0,3262,0,0,0,0,11,0,0,0,5632,0,0,0,5043,0,0,84,0,0,5,0,1,0,516078,90,7,0,39388,0,0,59109,976,4671,136,72,0,4083,0,25113,0,0,7146
"Sangju",14,3,0,98,0,0,146,353,118,1,840,5,0,70138,484,30,0,5,2288,0,195868,0,30654,5,0,0,1584,0,1,0,0,0,0,0,0,1589,0,0,0,12,10,0,137965,0,0,2400,20,7,2,41,124012,4,0,3170,0,353,325,0,265,7,12780,0,0,212,18832,0,0,17
"Sejong",21,8182,95,0,93,0,99135,9937,198726,41939,140,434,71792,84313,643939,7,788,0,3,0,21205,255,23040,30,27128,0,61,103,17,443,0,28395,775,1129,4419,61181,16991,8571,2045,260,7138,13433,5,9829,4562,20467,5792,37,36242,0,4,263366,350,524554,14953,96093,6,26,35,0,0,0,0,17127,29,7898,54,208
"Seocheon",0,8058,50156,0,336032,46,22,0,50992,0,0,0,0,27,60,0,501,0,0,0,0,0,0,0,0,0,0,0,0,107930,0,0,272,1893,0,0,126,0,0,0,0,0,0,0,73,0,0,0,18680,0,0,12,432376,310477,3,33419,0,0,0,0,0,0,0,0,0,0,61354,0
"Seoul",330951,3051,172700,25610,321427,320,2447465,149861,1041804,13836,1642040,15145,77255,1549129,1660822,66926,1450140,48910,97538,1065343,335944,6451,254537,1086,762393,5784,190595,16526,2523,371287,14,504870,61903,25788,105929,447213,505905,264768,51930,271345,157461,443120,39,193105,146013,363138,12607,1840,757792,37390,402,551075,323476,1994285,368794,66204,66553,26800,751698,806374,62,942576,34550,189203,411588,142654,378550,133417
"Suncheon",0,2765,0,0,40,171567,26351,13148,11003,0,1434,0,0,1225,25943,0,0,0,0,0,1,332,377,1001,25644,192235,0,58581,1149,0,7768,52927,26803,0,2,1,219,106844,27738,2,1900,6007,0,1063,100799,14022,0,0,5602,0,0,14513,0,332660,1012090,24817,0,0,0,0,0,0,0,0,0,574774,0,0
"Suwon",0,5671,22924,0,38008,0,118921,15617,154323,6296,0,692,9527,145937,228280,0,50,0,43,0,45371,224,23607,0,60829,2,0,187,0,49030,0,69583,4994,100017,6831,2220,45559,27148,4734,0,9495,25141,0,14080,9621,45857,2880,0,269028,0,0,112307,35584,55468,25491,3044,0,0,0,0,0,0,0,21725,0,8456,62818,0
"Taebak",28402,0,0,188451,0,4,24673,0,0,7,0,0,7,12003,0,168112,0,7551,119325,0,323,0,14,0,0,0,10947,0,0,0,0,0,0,0,0,17257,0,0,0,93128,0,0,508,0,0,0,0,22,0,54368,258,10,0,82651,0,0,164621,8698,8248,347,519,0,16241,0,191313,0,0,13543
"Ulsan",46413,0,0,3543,20,0,880463,130,0,1166,3,1,4,19753,19,5938,500,23110,10832,0,2,2,32,0,1,0,653137,0,0,0,0,1,0,0,0,46625,1,0,3,62,3,6,2,0,0,1200,5,36445,3,1289,0,0,0,39315,2,0,9526,109169,18472,1504,0,0,49555,82,36603,0,0,134
"Wonju",24174,0,0,557,0,0,37383,482,0,663,250,0,630,21034,7,5479,3519,3834,8586,0,17,0,0,0,376,0,10810,0,0,0,0,510,0,0,0,108343,0,0,0,105087,0,0,12,0,0,1400,1,791,0,4430,17,300,0,707871,0,0,6293,18396,411539,138756,5,800,13855,0,39204,0,0,57339
"Yangpyeong",2229,0,0,111,0,0,2933,0,0,105,0,0,147,854,0,748,473,450,826,1,2,0,1,0,0,0,1111,0,0,0,0,0,0,0,0,11763,0,0,0,3269,0,0,5,0,0,0,0,586,0,294,20,16,0,799605,0,0,435,1616,150448,283965,0,1852,1218,0,3545,0,0,1467
"Yechun",1130,2,0,535,52,0,2126,0,1,4,862,5,0,68506,179,443,980,54,2208,0,30341,0,14502,0,0,0,651,0,0,0,0,0,0,0,0,2820,0,0,0,12,69,0,92001,0,0,0,2,56,0,458,16728,0,0,8450,0,0,4117,74,317,7,248823,0,101,0,304369,0,0,47
"Yeoncheon",0,0,0,0,265,0,0,216,0,0,9116,0,0,0,0,1,599194,0,0,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,958292,0,0,0,0,807,2404,0,690931,230,0,0,0,0,1
"Yeongchun",52155,1,0,2115,0,0,48249,2989,144,3,350,311,1,509372,367,3552,960,113728,6795,0,329,3,718,0,277,0,130185,0,4,0,0,78,0,0,0,15761,0,0,0,20,95,0,9,0,0,1200,0,23923,0,1863,10,75,0,32700,0,67,14031,48696,8091,629,2,114,178975,1,34500,0,0,29
"Yeongdong",0,2090,0,0,2,0,79672,5110,15907,0,0,732,2,96518,260186,0,503,0,0,0,91297,31,34681,22,1,0,13,0,0,4,0,74,202,173,35,4,14,1,455,0,4573,8,131,1,0,99,97044,37,3651,1,145,19190,0,171106,11,23731,1,1,0,0,4,0,0,58163,25,0,0,0
"Yeongju",295378,0,3,177920,0,0,76830,363,12,403,0,0,479,131437,294,39072,500,22231,41436,0,25613,0,16175,0,0,0,28860,0,0,0,0,0,0,0,0,227002,0,0,0,1269,1,0,36856,0,0,1400,3,2102,14,23833,16777,254,0,376913,0,0,187150,29787,44983,3638,285272,0,40899,27,248906,0,0,1388
"Yeosu",0,877,1,0,0,48730,1796,957,6737,36,0,7,19,21,13688,0,520,0,1,0,46,9,0,131,24280,11885,0,6279,15,1,6931,37332,10787,1,10,15,48,54710,2616,0,114,5402,0,1392,38393,10113,0,0,1308,0,0,7718,0,144772,549270,7999,0,0,0,0,0,0,0,0,0,161422,0,0
"Yesan",0,17949,198395,0,63937,0,4,0,234667,7,840,0,1,7,1814,0,480,0,0,0,2,0,0,0,0,0,0,0,0,232811,0,1,0,6345,0,2,0,0,0,0,0,0,0,0,0,1301,10,0,29260,0,0,261,47474,347435,0,65485,0,0,0,0,0,0,0,3,0,0,181816,0
"Youngwol",2821,0,0,14,0,0,3995,0,1,7496,79,0,6574,954,22,11306,0,787,1648,0,16,0,30,0,0,0,2640,0,0,0,0,0,0,0,0,220030,0,0,0,353122,0,0,52,0,0,0,0,16,3,5254,17,4354,0,135472,0,0,16705,3040,57638,1657,35,0,1293,1,11012,0,0,606976
